p0,p1,p2,p3,p4,p5,p6,p7,p8,p9,p7_float,p8_float,p9_float,c0,FLOPS,elapsed_sec,machine_identifier,mpi_ranks,threads_per_node,ranks_per_node,gpu_enabled,libE_id,libE_workers
float,512, , , , , ,256 64 1,256 64 1,4,0.17647058823529413,0.17647058823529413,1.0,fftw,1.0,320.4514229297638,theta-knl,16384,256,64,False,2,1
float,512,-no-reorder, , , ,-r2c_dir 1,256 64 1,64 64 4,2,0.17647058823529413,0.31932773109243695,0.0,fftw,1.0,622.1428771018982,theta-knl,16384,256,64,False,2,1
double,512,-no-reorder,-a2a, ,-pencils, ,256 32 2,1024 8 2,4,0.18487394957983194,0.09243697478991597,1.0,fftw,1.0,923.715662240982,theta-knl,16384,256,64,False,2,1
double,512,-reorder,-a2a,-p2p,-slabs,-r2c_dir 0,64 64 4,2048 4 2,2,0.31932773109243695,0.058823529411764705,0.0,fftw,1.0,1226.322857379913,theta-knl,16384,256,64,False,2,1
double,512, , , ,-slabs,-r2c_dir 0,256 16 4,256 64 1,4,0.19327731092436976,0.17647058823529413,1.0,fftw,-52.1276,1334.6731901168823,theta-knl,16384,256,64,False,2,1
double,512,-reorder,-a2av,-p2p_pl,-slabs,-r2c_dir 0,512 16 2,128 32 4,4,0.13445378151260504,0.25210084033613445,1.0,fftw,1.0,1637.720862865448,theta-knl,16384,256,64,False,2,1
double,512,-no-reorder, , ,-pencils,-r2c_dir 1,128 32 4,128 64 2,2,0.25210084033613445,0.24369747899159663,0.0,fftw,1.0,1940.599574565888,theta-knl,16384,256,64,False,2,1
double,512,-reorder, ,-p2p, ,-r2c_dir 0,32 32 16,4096 4 1,4,0.4117647058823529,0.025210084033613446,1.0,fftw,1.0,2243.588549375534,theta-knl,16384,256,64,False,2,1
double,512, ,-a2a, ,-slabs,-r2c_dir 0,128 128 1,512 16 2,4,0.23529411764705882,0.13445378151260504,1.0,fftw,1.0,2546.490582942962,theta-knl,16384,256,64,False,2,1
float,512, , ,-p2p,-slabs,-r2c_dir 2,256 16 4,128 16 8,4,0.19327731092436976,0.2605042016806723,1.0,fftw,-3.03289,2843.859972000122,theta-knl,16384,256,64,False,2,1
