p0,p1x,p1y,p1z,p2,p3,p4,p5,p6,p7,p8,p9,c0,FLOPS,elapsed_sec,machine_identifier,mpi_ranks,threads_per_node,ranks_per_node,gpu_enabled,p7_float,p8_float,p9_float,libE_id,libE_workers
float,1400,1400,1400, , , , , ,4096 1 1,4096 1 1,4,fftw,2.137,45.97439742088318,theta-knl,4096,256,64,False,0.0,0.0,1.0,2,4
float,1400,1400,1400,-no-reorder, , , ,-r2c_dir 1,4096 1 1,4096 1 1,4,fftw,-733.143,48.93144392967224,theta-knl,4096,256,64,False,0.0,0.0,1.0,3,4
float,1400,1400,1400,-no-reorder,-a2a, ,-pencils,-r2c_dir 2,4096 1 1,4096 1 1,2,fftw,-567.189,52.63551330566406,theta-knl,4096,256,64,False,0.0,0.0,0.0,4,4
double,1400,1400,1400,-reorder, ,-p2p, , ,4096 1 1,4096 1 1,2,fftw,2.137,67.10893130302429,theta-knl,4096,256,64,False,0.0,0.0,0.0,2,4
float,1400,1400,1400,-no-reorder, , ,-slabs,-r2c_dir 0,4096 1 1,4096 1 1,4,fftw,2.137,88.76408243179321,theta-knl,4096,256,64,False,0.0,0.0,1.0,2,4
float,1400,1400,1400,-no-reorder,-a2a, , ,-r2c_dir 0,4096 1 1,4096 1 1,2,fftw,2.137,91.78087902069092,theta-knl,4096,256,64,False,0.0,0.0,0.0,4,4
float,1400,1400,1400,-no-reorder, , , ,-r2c_dir 0,4096 1 1,4096 1 1,4,fftw,2.137,113.4106719493866,theta-knl,4096,256,64,False,0.0,0.0,1.0,4,4
float,1400,1400,1400,-no-reorder, , , ,-r2c_dir 2,4096 1 1,4096 1 1,4,fftw,-706.371,126.36077523231506,theta-knl,4096,256,64,False,0.0,0.0,1.0,2,4
double,1400,1400,1400,-no-reorder,-a2av,-p2p_pl,-slabs,-r2c_dir 2,4096 1 1,4096 1 1,4,fftw,-86.6639,128.09694385528564,theta-knl,4096,256,64,False,0.0,0.0,1.0,5,4
float,1400,1400,1400,-no-reorder, , , , ,4096 1 1,4096 1 1,4,fftw,2.137,134.86772751808167,theta-knl,4096,256,64,False,0.0,0.0,1.0,4,4
