p0,p1x,p1y,p1z,p2,p3,p4,p5,p6,p7,p8,p9,p7_float,p8_float,p9_float,c0,FLOPS,elapsed_sec,machine_identifier,mpi_ranks,threads_per_node,ranks_per_node,gpu_enabled,libE_id,libE_workers
double,128,128,128,-reorder, ,-p2p_pl,-slabs,-r2c_dir 2,4 4 4,32 2 1,16,0.4444444444444444,0.037037037037037,1.0,cufft,-13.3877,7.922714471817017,polaris-gpu,64,64,4,True,2,4
float,128,128,128,-no-reorder,-a2av,-p2p_pl,-pencils,-r2c_dir 0,4 4 4,16 4 1,16,0.4444444444444444,0.1111111111111111,1.0,cufft,-32.1787,7.810521841049194,polaris-gpu,64,64,4,True,3,4
double,128,128,128,-reorder, ,-p2p,-pencils,-r2c_dir 0,4 4 4,16 4 1,16,0.4444444444444444,0.1111111111111111,1.0,cufft,-27.9823,7.713547945022583,polaris-gpu,64,64,4,True,4,4
double,128,128,128,-no-reorder,-a2av,-p2p,-pencils,-r2c_dir 0,4 4 4,32 2 1,16,0.4444444444444444,0.037037037037037,1.0,cufft,-18.4587,8.407670021057129,polaris-gpu,64,64,4,True,5,4
float,128,128,128,-reorder, ,-p2p_pl,-pencils,-r2c_dir 1,4 4 4,8 8 1,16,0.4444444444444444,0.2222222222222222,1.0,cufft,-25.4747,11.249932527542114,polaris-gpu,64,64,4,True,2,4
double,128,128,128,-no-reorder,-a2av,-p2p_pl,-pencils,-r2c_dir 0,4 4 4,8 8 1,8,0.4444444444444444,0.2222222222222222,0.5,cufft,-20.2583,14.108026504516602,polaris-gpu,64,64,4,True,2,4
double,128,128,128,-no-reorder,-a2av,-p2p,-pencils,-r2c_dir 2,4 4 4,16 4 1,8,0.4444444444444444,0.1111111111111111,0.5,cufft,-22.5538,14.0675790309906,polaris-gpu,64,64,4,True,3,4
double,128,128,128,-reorder,-a2av,-p2p,-slabs,-r2c_dir 0,4 4 4,8 8 1,16,0.4444444444444444,0.2222222222222222,1.0,cufft,-8.69875,14.654865264892578,polaris-gpu,64,64,4,True,4,4
float,128,128,128,-reorder,-a2av,-p2p_pl,-slabs,-r2c_dir 0,4 4 4,16 2 2,16,0.4444444444444444,0.1481481481481481,1.0,cufft,-13.8419,15.63899278640747,polaris-gpu,64,64,4,True,5,4
double,128,128,128,-no-reorder, ,-p2p,-pencils,-r2c_dir 1,4 4 4,16 4 1,16,0.4444444444444444,0.1111111111111111,1.0,cufft,-14.8947,17.75101613998413,polaris-gpu,64,64,4,True,2,4
float,128,128,128,-no-reorder, , ,-pencils,-r2c_dir 0,4 4 4,16 2 2,8,0.4444444444444444,0.1481481481481481,0.5,cufft,-30.9347,19.635308027267456,polaris-gpu,64,64,4,True,3,4
float,128,128,128,-no-reorder,-a2av,-p2p_pl,-pencils,-r2c_dir 1,4 4 4,8 8 1,2,0.4444444444444444,0.2222222222222222,0.0,cufft,-26.9238,19.88311624526977,polaris-gpu,64,64,4,True,4,4
double,128,128,128,-reorder,-a2av, ,-pencils,-r2c_dir 0,4 4 4,16 2 2,2,0.4444444444444444,0.1481481481481481,0.0,cufft,-29.4588,21.03639245033264,polaris-gpu,64,64,4,True,2,4
float,128,128,128,-reorder,-a2av,-p2p_pl,-pencils,-r2c_dir 1,4 4 4,16 4 1,12,0.4444444444444444,0.1111111111111111,0.75,cufft,-20.2835,22.67696785926819,polaris-gpu,64,64,4,True,3,4
float,128,128,128,-no-reorder,-a2a,-p2p,-slabs,-r2c_dir 0,4 4 4,16 2 2,4,0.4444444444444444,0.1481481481481481,0.25,cufft,-10.1622,25.38501477241516,polaris-gpu,64,64,4,True,2,4
float,128,128,128,-no-reorder,-a2av,-p2p,-slabs,-r2c_dir 2,4 4 4,8 8 1,16,0.4444444444444444,0.2222222222222222,1.0,cufft,-10.1001,25.24727153778076,polaris-gpu,64,64,4,True,3,4
float,128,128,128,-reorder, ,-p2p,-pencils,-r2c_dir 0,4 4 4,16 2 2,16,0.4444444444444444,0.1481481481481481,1.0,cufft,-24.3876,26.84703302383423,polaris-gpu,64,64,4,True,4,4
double,128,128,128,-no-reorder, , ,-pencils,-r2c_dir 2,4 4 4,4 4 4,4,0.4444444444444444,0.4444444444444444,0.25,cufft,-27.1794,26.94865703582764,polaris-gpu,64,64,4,True,5,4
double,128,128,128,-no-reorder, ,-p2p_pl,-pencils,-r2c_dir 1,4 4 4,8 4 2,2,0.4444444444444444,0.2592592592592592,0.0,cufft,-53.8168,28.52754497528076,polaris-gpu,64,64,4,True,2,4
double,128,128,128,-reorder,-a2av,-p2p,-pencils,-r2c_dir 0,4 4 4,8 4 2,12,0.4444444444444444,0.2592592592592592,0.75,cufft,-25.6534,30.072700023651123,polaris-gpu,64,64,4,True,3,4
float,128,128,128,-reorder, , ,-pencils,-r2c_dir 0,4 4 4,8 8 1,2,0.4444444444444444,0.2222222222222222,0.0,cufft,-19.7671,32.54221439361572,polaris-gpu,64,64,4,True,2,4
double,128,128,128,-reorder, ,-p2p,-pencils,-r2c_dir 1,4 4 4,16 4 1,8,0.4444444444444444,0.1111111111111111,0.5,cufft,-14.4727,32.4977126121521,polaris-gpu,64,64,4,True,3,4
double,128,128,128,-no-reorder,-a2av,-p2p_pl,-pencils,-r2c_dir 2,4 4 4,4 4 4,4,0.4444444444444444,0.4444444444444444,0.25,cufft,-26.6074,34.47085976600647,polaris-gpu,64,64,4,True,4,4
double,128,128,128,-no-reorder,-a2a,-p2p_pl,-slabs,-r2c_dir 2,4 4 4,8 4 2,2,0.4444444444444444,0.2592592592592592,0.0,cufft,-14.8827,34.61863970756531,polaris-gpu,64,64,4,True,5,4
double,128,128,128,-reorder,-a2a,-p2p_pl,-pencils,-r2c_dir 0,4 4 4,4 4 4,2,0.4444444444444444,0.4444444444444444,0.0,cufft,-27.394,35.89325666427612,polaris-gpu,64,64,4,True,2,4
float,128,128,128,-reorder, , ,-pencils,-r2c_dir 0,4 4 4,4 4 4,2,0.4444444444444444,0.4444444444444444,0.0,cufft,-26.9333,37.55788731575012,polaris-gpu,64,64,4,True,3,4
double,128,128,128,-no-reorder, ,-p2p,-pencils,-r2c_dir 2,4 4 4,4 4 4,2,0.4444444444444444,0.4444444444444444,0.0,cufft,-23.949,39.62564158439636,polaris-gpu,64,64,4,True,2,4
double,128,128,128,-reorder,-a2a, ,-pencils,-r2c_dir 1,4 4 4,4 4 4,8,0.4444444444444444,0.4444444444444444,0.5,cufft,2.255,39.56155467033386,polaris-gpu,64,64,4,True,3,4
float,128,128,128,-reorder,-a2av,-p2p_pl,-pencils,-r2c_dir 2,4 4 4,4 4 4,2,0.4444444444444444,0.4444444444444444,0.0,cufft,-31.775,41.767505407333374,polaris-gpu,64,64,4,True,2,4
float,128,128,128,-no-reorder, , ,-pencils,-r2c_dir 1,4 4 4,4 4 4,2,0.4444444444444444,0.4444444444444444,0.0,cufft,-47.375,41.98981976509094,polaris-gpu,64,64,4,True,3,4
double,128,128,128,-no-reorder, , ,-pencils,-r2c_dir 2,4 4 4,8 8 1,2,0.4444444444444444,0.2222222222222222,0.0,cufft,-26.6489,44.233232259750366,polaris-gpu,64,64,4,True,2,4
double,128,128,128,-reorder,-a2a,-p2p,-pencils,-r2c_dir 1,4 4 4,4 4 4,2,0.4444444444444444,0.4444444444444444,0.0,cufft,-38.1858,43.91935324668884,polaris-gpu,64,64,4,True,3,4
float,128,128,128,-no-reorder, , ,-pencils,-r2c_dir 1,4 4 4,4 4 4,2,0.4444444444444444,0.4444444444444444,0.0,cufft,-47.3908,46.38055086135864,polaris-gpu,64,64,4,True,3,4
double,128,128,128,-no-reorder, , ,-pencils,-r2c_dir 1,4 4 4,16 2 2,2,0.4444444444444444,0.1481481481481481,0.0,cufft,-44.2537,46.28612303733826,polaris-gpu,64,64,4,True,4,4
