p0,p1,p2,p3,p4,p5,p6,p7,p8,p9,c0,FLOPS,elapsed_sec,machine_identifier,mpi_ranks,threads_per_node,ranks_per_node,gpu_enabled,libE_id,libE_workers
double,128,-reorder, ,-p2p,-pencils, ,0.9720243189097469,0.3053768760972966,0.8686578275056833,cufft,-27.9823,7.713547945022583,polaris-gpu,64,64,4,True,4,4
double,128,-reorder, ,-p2p_pl,-slabs,-r2c_dir 2,0.9668039593126715,0.17720899990958805,0.9537545185427724,cufft,-13.3877,7.922714471817017,polaris-gpu,64,64,4,True,2,4
float,128,-reorder, ,-p2p_pl, ,-r2c_dir 1,0.9719383725309899,0.5965223529783917,0.8780519169003874,cufft,-25.4747,11.249932527542114,polaris-gpu,64,64,4,True,2,4
double,128,-no-reorder,-a2av,-p2p,-pencils,-r2c_dir 2,0.9843056332233983,0.254798500652035,0.45490873582152913,cufft,-22.5538,14.0675790309906,polaris-gpu,64,64,4,True,3,4
double,128,-no-reorder,-a2av,-p2p_pl,-pencils,-r2c_dir 0,0.972428598257914,0.5343295874992846,0.4448666052185638,cufft,-20.2583,14.108026504516602,polaris-gpu,64,64,4,True,2,4
float,128,-reorder,-a2av,-p2p_pl,-slabs, ,0.9710702961152956,0.38556124152389426,0.8065704814474335,cufft,-13.8419,15.63899278640747,polaris-gpu,64,64,4,True,5,4
double,128,-no-reorder, ,-p2p,-pencils,-r2c_dir 1,0.978560667437556,0.2818073783399091,0.9602694144881833,cufft,-14.8947,17.75101613998413,polaris-gpu,64,64,4,True,2,4
float,128,-no-reorder, , ,-pencils,-r2c_dir 0,0.9715627670696007,0.3943517483327218,0.5419724156585833,cufft,-30.9347,19.635308027267456,polaris-gpu,64,64,4,True,3,4
double,128,-reorder,-a2av, ,-pencils,-r2c_dir 0,0.9721406886360526,0.45896408834080926,0.18670783388451062,cufft,-29.4588,21.03639245033264,polaris-gpu,64,64,4,True,2,4
float,128,-no-reorder,-a2av,-p2p,-slabs,-r2c_dir 2,0.9721638573745728,0.5312490286957813,0.9650204879488562,cufft,-10.1001,25.24727153778076,polaris-gpu,64,64,4,True,3,4
float,128,-no-reorder,-a2a,-p2p,-slabs,-r2c_dir 0,0.9684511770824015,0.3842803042369263,0.2639775583238677,cufft,-10.1622,25.38501477241516,polaris-gpu,64,64,4,True,2,4
float,128,-reorder, ,-p2p,-pencils,-r2c_dir 0,0.9715378857436373,0.4439546133242094,0.9035808013482558,cufft,-24.3876,26.84703302383423,polaris-gpu,64,64,4,True,4,4
double,128,-no-reorder, ,-p2p_pl,-pencils,-r2c_dir 1,0.9718747539073974,0.7433882491716249,0.07168271741310783,cufft,-53.8168,28.52754497528076,polaris-gpu,64,64,4,True,2,4
double,128,-reorder, ,-p2p,-pencils,-r2c_dir 1,0.9720200155023204,0.36606730064402193,0.5612834018941826,cufft,-14.4727,32.4977126121521,polaris-gpu,64,64,4,True,3,4
float,128,-reorder, , , , ,0.9880636386912155,0.6052746896382888,0.162556583763399,cufft,-19.7671,32.54221439361572,polaris-gpu,64,64,4,True,2,4
double,128, ,-a2av,-p2p_pl,-pencils,-r2c_dir 2,0.9717817249452874,0.9366981847411652,0.21270022380770592,cufft,-26.6074,34.47085976600647,polaris-gpu,64,64,4,True,4,4
double,128,-reorder,-a2a,-p2p_pl,-pencils, ,0.9720332388513028,0.8476202631221177,0.0008143481442557388,cufft,-27.394,35.89325666427612,polaris-gpu,64,64,4,True,2,4
