p0,p1,p2,p3,p4,p5,p6,p7,p8,p9,c0,FLOPS,elapsed_sec,machine_identifier,mpi_ranks,ranks_per_node,gpu_enabled,libE_id,libE_workers
float,128, , , , , ,0.5,0.5,16,cufft,-0.716834,11.975412368774414,polaris-gpu,64,4,True,2,4
float,128,-no-reorder, , , ,-r2c_dir 1,0.49575040214351573,0.8193757852967771,4,cufft,1.0,13.34973931312561,polaris-gpu,64,4,True,3,4
float,128, , ,-p2p_pl,-slabs, ,0.6114410055025455,0.6304069166531082,8,cufft,1.0,13.349751710891724,polaris-gpu,64,4,True,4,4
float,128, ,-a2a,-p2p_pl,-slabs, ,0.49900984861417486,0.2794136535792422,2,cufft,1.0,13.348675727844238,polaris-gpu,64,4,True,5,4
float,128,-reorder,-a2av,-p2p_pl,-pencils,-r2c_dir 2,0.7173464711372233,0.9313765993266238,12,cufft,-1.21539,19.480220794677734,polaris-gpu,64,4,True,2,4
double,128,-reorder,-a2av,-p2p,-pencils,-r2c_dir 2,0.7848345640221458,0.37364990283001664,2,cufft,1.0,25.276299476623535,polaris-gpu,64,4,True,3,4
float,128, , , ,-pencils, ,0.9002276710121454,0.7980805768877473,8,cufft,1.0,28.19148898124695,polaris-gpu,64,4,True,4,4
float,128,-no-reorder, , , ,-r2c_dir 2,0.46936720648708863,0.04372931688382298,2,cufft,1.0,28.191487312316895,polaris-gpu,64,4,True,5,4
float,128,-reorder,-a2a,-p2p_pl, ,-r2c_dir 2,0.7933333411370548,0.9587773179289205,4,cufft,1.0,31.423516273498535,polaris-gpu,64,4,True,2,4
double,128,-reorder,-a2a,-p2p_pl,-pencils,-r2c_dir 2,0.708584124008935,0.551205462382309,16,cufft,-0.668381,37.2415030002594,polaris-gpu,64,4,True,3,4
double,128,-reorder,-a2av, ,-pencils, ,0.7324435421397982,0.8683864475220697,8,cufft,1.0,41.17191195487976,polaris-gpu,64,4,True,4,4
float,128, ,-a2av,-p2p, ,-r2c_dir 2,0.565411185540278,0.8971786810697924,16,cufft,1.0,41.17168426513672,polaris-gpu,64,4,True,5,4
float,128, ,-a2av,-p2p_pl,-pencils,-r2c_dir 1,0.6456345843591166,0.9134234434188966,16,cufft,-1.42186,42.903576374053955,polaris-gpu,64,4,True,2,4
double,128,-reorder, ,-p2p_pl,-pencils,-r2c_dir 2,0.5122494215840306,0.4420129599044911,16,cufft,-5.06707,44.59171748161316,polaris-gpu,64,4,True,3,4
float,128,-reorder,-a2av,-p2p_pl,-pencils,-r2c_dir 2,0.6679396186642461,0.48598133611623184,16,cufft,-1.86316,49.657198905944824,polaris-gpu,64,4,True,2,4
float,128,-reorder,-a2a,-p2p_pl, ,-r2c_dir 2,0.7009663638873664,0.5838229849405192,16,cufft,-1.88551,50.4595308303833,polaris-gpu,64,4,True,4,4
double,128, ,-a2a,-p2p_pl,-pencils,-r2c_dir 2,0.8548845108283069,0.9997910740773266,16,cufft,-2.29787,51.289332151412964,polaris-gpu,64,4,True,3,4
double,128,-reorder, ,-p2p_pl,-pencils,-r2c_dir 0,0.19512204479017192,0.13111427064999415,16,cufft,-2.90235,52.740790128707886,polaris-gpu,64,4,True,5,4
double,128,-reorder,-a2av,-p2p_pl,-pencils,-r2c_dir 0,0.5136686725351802,0.17852057497893292,16,cufft,-5.33957,54.778841972351074,polaris-gpu,64,4,True,2,4
double,128,-no-reorder,-a2a,-p2p_pl,-pencils,-r2c_dir 2,0.10967367419379703,0.41614573436925406,16,cufft,1.0,64.77713370323181,polaris-gpu,64,4,True,3,4
double,128,-reorder, ,-p2p_pl,-pencils,-r2c_dir 2,0.2613701788849139,0.4573585116535669,16,cufft,-1.37783,59.898314237594604,polaris-gpu,64,4,True,4,4
