c0,p0,p1,p2,p3,p4,p5,p6,p7,p8,p9,mpi_ranks,FLOPS,elapsed_sec,identifier,threads_per_node,ranks_per_node,gpu_enabled,libE_id,libE_workers
fftw,float,1024,-reorder,-a2av,-p2p,-pencils,-r2c_dir 0,0.4431765527844457,0.903018630879212,0.6645916412686997,2048,-345.315,58.96775221824646,theta-knl,64,64,False,0,1
fftw,float,1024,-no-reorder, , ,-pencils,-r2c_dir 1,0.0082445502522313,0.5156827553589598,0.5581624564804387,2048,-637.848,75.23530125617981,theta-knl,64,64,False,0,1
fftw,double,1024,-no-reorder,-a2av,-p2p_pl,-slabs,-r2c_dir 2,0.8512034559116024,0.7126391404251164,0.1095291148160448,2048,-195.308,112.83997654914856,theta-knl,64,64,False,0,1
fftw,float,1024,-reorder,-a2a,-p2p,-pencils,-r2c_dir 0,0.7042238148802102,0.6520444680022498,0.9339134786084288,2048,-632.526,130.0667018890381,theta-knl,64,64,False,0,1
fftw,float,1024,-no-reorder,-a2a, ,-pencils,-r2c_dir 0,0.1152543899340284,0.2660136913633746,0.404958626667385,2048,-62.3562,178.1783595085144,theta-knl,64,64,False,0,1
fftw,double,1024,-reorder,-a2a, ,-slabs,-r2c_dir 1,0.3497881044938829,0.1893082779761565,0.0563232117414323,2048,-21.367,292.6806814670563,theta-knl,64,64,False,0,1
fftw,float,1024,-reorder, ,-p2p,-slabs,-r2c_dir 0,0.2304244190751457,0.0090993403255857,0.8785213324356352,2048,1.0,302.90654373168945,theta-knl,64,64,False,0,1
fftw,double,1024,-reorder,-a2av,-p2p_pl,-pencils,-r2c_dir 1,0.9208349944805646,0.2769237897389828,0.3329604227410734,2048,-444.958,321.337858915329,theta-knl,64,64,False,0,1
fftw,double,1024,-no-reorder,-a2a,-p2p,-slabs,-r2c_dir 2,0.9440300782175364,0.8495464777519586,0.5063547499619286,2048,-274.987,343.0969920158386,theta-knl,64,64,False,0,1
fftw,float,1024,-reorder, , ,-pencils,-r2c_dir 0,0.7675504790211404,0.4467634761318066,0.397011408915577,2048,-1066.07,360.5460503101349,theta-knl,64,64,False,0,1
fftw,double,1024,-reorder,-a2a,-p2p,-slabs,-r2c_dir 0,0.142364767689959,0.5889513439642188,0.2127978356200857,2048,-222.367,383.3409671783447,theta-knl,64,64,False,0,1
fftw,double,1024,-reorder,-a2av, ,-pencils,-r2c_dir 0,0.5165126417854197,0.9414949802936912,0.8212940605397688,2048,-418.396,403.1798884868622,theta-knl,64,64,False,0,1
fftw,float,1024,-reorder, ,-p2p_pl,-pencils,-r2c_dir 2,0.578229940007258,0.7576196437861129,0.75102341679286,2048,-1017.97,417.09477734565735,theta-knl,64,64,False,0,1
fftw,double,1024,-no-reorder, ,-p2p_pl,-pencils,-r2c_dir 1,0.2827331856120507,0.3523846965525666,0.7179001305067431,2048,-388.478,436.5247166156769,theta-knl,64,64,False,0,1
