p0,p1,p2,p3,p4,p5,p6,p7,p8,p9,p7_float,p8_float,p9_float,c0,FLOPS,elapsed_sec,machine_identifier,mpi_ranks,threads_per_node,ranks_per_node,gpu_enabled,libE_id,libE_workers
float,64,-no-reorder,-a2a,-p2p_pl, ,-r2c_dir 2,8 8 8,256 2 1,2,0.4444444444444444,0.018518518518518517,0.0,fftw,-7.56765,42.65337204933167,theta-knl,512,256,64,False,2,4
float,64,-no-reorder,-a2a, ,-pencils,-r2c_dir 2,32 16 1,16 8 4,4,0.18518518518518517,0.3148148148148148,1.0,fftw,-1.56966,42.70520186424256,theta-knl,512,256,64,False,3,4
float,64,-no-reorder,-a2a,-p2p_pl,-pencils,-r2c_dir 2,32 16 1,128 4 1,4,0.18518518518518517,0.05555555555555555,1.0,fftw,-8.54941,42.49046039581299,theta-knl,512,256,64,False,4,4
float,64, ,-a2a,-p2p_pl, ,-r2c_dir 2,32 8 2,128 4 1,4,0.2037037037037037,0.05555555555555555,1.0,fftw,-7.67375,42.61648178100586,theta-knl,512,256,64,False,5,4
float,64,-reorder,-a2a,-p2p_pl, ,-r2c_dir 2,32 16 1,64 4 2,4,0.18518518518518517,0.12962962962962962,1.0,fftw,-9.60431,58.155065059661865,theta-knl,512,256,64,False,2,4
float,64,-reorder,-a2a,-p2p_pl,-pencils,-r2c_dir 2,32 16 1,32 16 1,2,0.18518518518518517,0.18518518518518517,0.0,fftw,-8.08643,73.0577278137207,theta-knl,512,256,64,False,2,4
float,64,-no-reorder, ,-p2p_pl,-pencils,-r2c_dir 1,32 8 2,128 2 2,2,0.2037037037037037,0.07407407407407407,0.0,fftw,-7.63703,73.05462694168091,theta-knl,512,256,64,False,3,4
float,64,-no-reorder,-a2a,-p2p_pl,-pencils,-r2c_dir 2,32 16 1,64 8 1,4,0.18518518518518517,0.1111111111111111,1.0,fftw,-8.27067,73.15444564819336,theta-knl,512,256,64,False,4,4
float,64,-no-reorder,-a2a,-p2p_pl,-pencils,-r2c_dir 2,32 8 2,32 4 4,4,0.2037037037037037,0.2222222222222222,1.0,fftw,-10.0186,82.30460977554321,theta-knl,512,256,64,False,2,4
float,64,-no-reorder,-a2a,-p2p_pl,-pencils,-r2c_dir 2,32 8 2,32 4 4,4,0.2037037037037037,0.2222222222222222,1.0,fftw,-10.7427,101.05392408370972,theta-knl,512,256,64,False,2,4
