p0,p1,p2,p3,p4,p5,p6,p7,p8,p9,c0,FLOPS,elapsed_sec,machine_identifier,mpi_ranks,ranks_per_node,gpu_enabled,libE_id,libE_workers
float,128, , , , , ,0.5,0.5,4,fftw,-69.9207,16.75138759613037,theta-knl,128,64,False,2,4
float,128,-no-reorder, , , ,-r2c_dir 1,0.49575040214351573,0.8193757852967771,4,fftw,-55.2796,16.49846839904785,theta-knl,128,64,False,3,4
double,128,-no-reorder,-a2av, ,-slabs,-r2c_dir 0,0.43313052912173944,0.6204066026833723,4,fftw,-25.4221,17.048090934753418,theta-knl,128,64,False,4,4
float,128, , , ,-slabs, ,0.3942641647470445,0.4123544328653027,4,fftw,-44.4266,19.50497269630432,theta-knl,128,64,False,5,4
float,128, ,-a2av,-p2p,-pencils, ,0.20930063126317533,0.8881811432401187,2,fftw,-38.7017,27.437714099884033,theta-knl,128,64,False,2,4
double,128,-no-reorder,-a2av, ,-pencils,-r2c_dir 1,0.8607548168005809,0.03942365384175728,2,fftw,-41.093,28.72167181968689,theta-knl,128,64,False,3,4
double,128, , , ,-slabs,-r2c_dir 2,0.9245243917278715,0.07158670702653513,4,fftw,-26.1251,32.100510597229004,theta-knl,128,64,False,4,4
float,128, , ,-p2p, , ,0.46861505997533726,0.5829493655227207,4,fftw,-59.6704,31.13308310508728,theta-knl,128,64,False,5,4
float,128,-reorder, , , , ,0.6408683579037541,0.503276022086864,2,fftw,-78.0963,41.74657988548279,theta-knl,128,64,False,2,4
float,128,-no-reorder, ,-p2p, , ,0.5308973282869687,0.14439740571128412,4,fftw,-52.3838,45.48394203186035,theta-knl,128,64,False,3,4
double,128, ,-a2a,-p2p_pl, ,-r2c_dir 0,0.5110224579400602,0.3735694024324585,4,fftw,-25.6623,42.49897122383118,theta-knl,128,64,False,4,4
float,128,-reorder, , , ,-r2c_dir 1,0.49865249511267595,0.7564421859342422,4,fftw,-63.7891,42.97667622566223,theta-knl,128,64,False,5,4
float,128, ,-a2a, , , ,0.6236353648732126,0.49995827004125537,2,fftw,-29.8804,53.82897734642029,theta-knl,128,64,False,2,4
float,128,-reorder, , , , ,0.6618011529605595,0.5271794078802609,4,fftw,-75.8166,54.87538456916809,theta-knl,128,64,False,3,4
float,128,-reorder, , , ,-r2c_dir 2,0.5019862905658062,0.9921593685154168,4,fftw,-72.8153,55.528958320617676,theta-knl,128,64,False,4,4
float,128,-reorder, ,-p2p,-slabs, ,0.5001786958585028,0.6373196043519753,2,fftw,-21.042,58.752482652664185,theta-knl,128,64,False,5,4
double,128,-reorder, , , , ,0.43419806714731335,0.5127141841988562,4,fftw,-35.9911,62.176419496536255,theta-knl,128,64,False,2,4
float,128,-reorder, , , , ,0.7423958077997301,0.6094187318544368,4,fftw,-66.9831,65.27084374427795,theta-knl,128,64,False,3,4
float,128,-reorder,-a2a, , ,-r2c_dir 1,0.6639349023756732,0.5509859985657605,4,fftw,-31.4447,65.36946845054626,theta-knl,128,64,False,4,4
float,128,-reorder, , , , ,0.5325985909198002,0.9212159645774292,2,fftw,-70.9411,67.4843475818634,theta-knl,128,64,False,5,4
