p0,p1x,p1y,p1z,p2,p3,p4,p5,p6,p7,p8,p9,p7_float,p8_float,p9_float,c0,FLOPS,elapsed_sec,machine_identifier,mpi_ranks,threads_per_node,ranks_per_node,gpu_enabled,libE_id,libE_workers
float,64,64,64,-no-reorder,-a2av, ,-pencils,-r2c_dir 1,4 2 2,4 2 2,8,0.2857142857142857,0.2857142857142857,0.5,cufft,-14.542,7.27043890953064,polaris-gpu,16,64,4,True,2,4
float,64,64,64,-no-reorder, , ,-slabs,-r2c_dir 1,2 2 4,2 2 4,16,0.5714285714285714,0.5714285714285714,1.0,cufft,-6.49943,7.253954410552978,polaris-gpu,16,64,4,True,3,4
float,64,64,64,-no-reorder, , ,-pencils,-r2c_dir 1,2 2 4,2 2 4,4,0.5714285714285714,0.5714285714285714,0.25,cufft,-18.6434,7.203930377960205,polaris-gpu,16,64,4,True,4,4
float,64,64,64,-no-reorder,-a2a, ,-pencils,-r2c_dir 1,2 2 4,2 2 4,4,0.5714285714285714,0.5714285714285714,0.25,cufft,-15.0694,7.205029010772705,polaris-gpu,16,64,4,True,5,4
float,64,64,64,-no-reorder, , ,-pencils,-r2c_dir 1,2 2 4,4 4 1,4,0.5714285714285714,0.21428571428571427,0.25,cufft,-20.1368,10.388771295547484,polaris-gpu,16,64,4,True,2,4
double,64,64,64,-no-reorder,-a2av, , ,-r2c_dir 1,2 2 4,4 2 2,8,0.5714285714285714,0.2857142857142857,0.5,cufft,-14.1088,13.143725633621216,polaris-gpu,16,64,4,True,2,4
float,64,64,64,-no-reorder,-a2av, ,-pencils,-r2c_dir 1,2 2 4,4 2 2,4,0.5714285714285714,0.2857142857142857,0.25,cufft,-13.3228,13.228497743606567,polaris-gpu,16,64,4,True,3,4
float,64,64,64,-no-reorder, , ,-pencils,-r2c_dir 1,2 2 4,2 2 4,2,0.5714285714285714,0.5714285714285714,0.0,cufft,-18.4269,13.191333770751951,polaris-gpu,16,64,4,True,4,4
float,64,64,64,-no-reorder,-a2a, ,-pencils,-r2c_dir 1,2 2 4,4 2 2,2,0.5714285714285714,0.2857142857142857,0.0,cufft,2.255,14.405939817428589,polaris-gpu,16,64,4,True,5,4
double,64,64,64,-no-reorder,-a2a, ,-slabs,-r2c_dir 1,2 2 4,16 1 1,8,0.5714285714285714,0.0,0.5,cufft,-11.9426,16.27660584449768,polaris-gpu,16,64,4,True,2,4
float,64,64,64,-no-reorder, , ,-pencils,-r2c_dir 1,2 2 4,8 2 1,2,0.5714285714285714,0.07142857142857142,0.0,cufft,-12.7612,19.37350821495056,polaris-gpu,16,64,4,True,2,4
double,64,64,64,-no-reorder, , ,-pencils,-r2c_dir 1,2 2 4,2 2 4,4,0.5714285714285714,0.5714285714285714,0.25,cufft,-17.4533,19.219581842422485,polaris-gpu,16,64,4,True,3,4
float,64,64,64,-no-reorder,-a2av, , ,-r2c_dir 1,2 2 4,2 2 4,2,0.5714285714285714,0.5714285714285714,0.0,cufft,-18.5373,19.31365704536438,polaris-gpu,16,64,4,True,4,4
float,64,64,64,-no-reorder,-a2a, , ,-r2c_dir 1,2 2 4,16 1 1,4,0.5714285714285714,0.0,0.25,cufft,-11.8311,20.723803997039795,polaris-gpu,16,64,4,True,5,4
double,64,64,64,-no-reorder, , , ,-r2c_dir 1,2 2 4,2 2 4,4,0.5714285714285714,0.5714285714285714,0.25,cufft,-18.5198,22.35762333869934,polaris-gpu,16,64,4,True,2,4
float,64,64,64,-reorder, , ,-pencils,-r2c_dir 1,2 2 4,8 2 1,2,0.5714285714285714,0.07142857142857142,0.0,cufft,-13.3934,24.68940711021424,polaris-gpu,16,64,4,True,2,4
float,64,64,64,-no-reorder, , , ,-r2c_dir 1,2 2 4,2 2 4,2,0.5714285714285714,0.5714285714285714,0.0,cufft,-18.895,24.635973691940308,polaris-gpu,16,64,4,True,3,4
float,64,64,64,-no-reorder, , , ,-r2c_dir 1,2 2 4,4 2 2,4,0.5714285714285714,0.2857142857142857,0.25,cufft,-14.84,26.852766036987305,polaris-gpu,16,64,4,True,2,4
float,64,64,64,-no-reorder, , ,-pencils,-r2c_dir 1,2 2 4,16 1 1,4,0.5714285714285714,0.0,0.25,cufft,-6.54202,26.959164142608643,polaris-gpu,16,64,4,True,3,4
double,64,64,64,-no-reorder, , ,-pencils,-r2c_dir 1,2 2 4,4 2 2,4,0.5714285714285714,0.2857142857142857,0.25,cufft,-13.9893,29.10643148422241,polaris-gpu,16,64,4,True,2,4
float,64,64,64,-no-reorder, , ,-pencils,-r2c_dir 1,2 2 4,2 2 4,2,0.5714285714285714,0.5714285714285714,0.0,cufft,-18.5986,29.09404158592224,polaris-gpu,16,64,4,True,3,4
float,64,64,64,-reorder, , , ,-r2c_dir 1,2 2 4,4 2 2,4,0.5714285714285714,0.2857142857142857,0.25,cufft,-15.7452,31.33564734458924,polaris-gpu,16,64,4,True,2,4
double,64,64,64,-no-reorder,-a2av, ,-pencils,-r2c_dir 1,2 2 4,4 2 2,2,0.5714285714285714,0.2857142857142857,0.0,cufft,-13.6009,31.33740901947021,polaris-gpu,16,64,4,True,3,4
float,64,64,64,-no-reorder, , , ,-r2c_dir 1,2 2 4,2 2 4,2,0.5714285714285714,0.5714285714285714,0.0,cufft,-19.1667,33.59048891067505,polaris-gpu,16,64,4,True,2,4
float,64,64,64,-no-reorder,-a2av, ,-slabs,-r2c_dir 1,2 2 4,2 2 4,4,0.5714285714285714,0.5714285714285714,0.25,cufft,-6.43347,33.63530993461609,polaris-gpu,16,64,4,True,3,4
double,64,64,64, , , ,-slabs,-r2c_dir 1,2 2 4,2 2 4,2,0.5714285714285714,0.5714285714285714,0.0,cufft,-6.87089,35.83874011039734,polaris-gpu,16,64,4,True,2,4
double,64,64,64,-no-reorder, , , ,-r2c_dir 1,2 2 4,2 2 4,4,0.5714285714285714,0.5714285714285714,0.25,cufft,-17.3926,35.80117058753967,polaris-gpu,16,64,4,True,3,4
float,64,64,64,-reorder, , , ,-r2c_dir 1,2 2 4,4 2 2,4,0.5714285714285714,0.2857142857142857,0.25,cufft,-15.6476,38.09326815605164,polaris-gpu,16,64,4,True,2,4
double,64,64,64,-no-reorder, , ,-slabs,-r2c_dir 1,2 2 4,2 2 4,2,0.5714285714285714,0.5714285714285714,0.0,cufft,-6.24907,38.18585443496704,polaris-gpu,16,64,4,True,3,4
float,64,64,64,-no-reorder, , , ,-r2c_dir 1,2 2 4,2 2 4,2,0.5714285714285714,0.5714285714285714,0.0,cufft,-19.5103,40.34091591835022,polaris-gpu,16,64,4,True,2,4
double,64,64,64,-no-reorder, , ,-pencils,-r2c_dir 1,2 2 4,2 2 4,2,0.5714285714285714,0.5714285714285714,0.0,cufft,-18.1154,40.33563947677612,polaris-gpu,16,64,4,True,3,4
float,64,64,64,-no-reorder, , ,-pencils,-r2c_dir 1,2 2 4,2 2 4,2,0.5714285714285714,0.5714285714285714,0.0,cufft,-19.2399,42.64343285560608,polaris-gpu,16,64,4,True,2,4
float,64,64,64,-reorder,-a2a, , ,-r2c_dir 1,2 2 4,2 2 4,4,0.5714285714285714,0.5714285714285714,0.25,cufft,-14.7152,42.54487442970276,polaris-gpu,16,64,4,True,3,4
double,64,64,64,-reorder, , , ,-r2c_dir 1,2 2 4,2 2 4,2,0.5714285714285714,0.5714285714285714,0.0,cufft,-19.8321,44.77844548225403,polaris-gpu,16,64,4,True,2,4
double,64,64,64,-no-reorder,-a2av, , ,-r2c_dir 1,2 2 4,2 2 4,2,0.5714285714285714,0.5714285714285714,0.0,cufft,-17.6591,44.78582310676575,polaris-gpu,16,64,4,True,3,4
float,64,64,64,-no-reorder, , , ,-r2c_dir 1,2 2 4,4 2 2,2,0.5714285714285714,0.2857142857142857,0.0,cufft,-14.1028,47.10834836959839,polaris-gpu,16,64,4,True,2,4
double,64,64,64,-no-reorder, , , ,-r2c_dir 1,2 2 4,2 2 4,4,0.5714285714285714,0.5714285714285714,0.25,cufft,-17.5389,47.00429606437683,polaris-gpu,16,64,4,True,3,4
float,64,64,64,-no-reorder, , , ,-r2c_dir 1,2 2 4,2 2 4,2,0.5714285714285714,0.5714285714285714,0.0,cufft,-19.1514,49.30339598655701,polaris-gpu,16,64,4,True,2,4
double,64,64,64, , , , ,-r2c_dir 1,2 2 4,2 2 4,2,0.5714285714285714,0.5714285714285714,0.0,cufft,-17.5695,49.31623077392578,polaris-gpu,16,64,4,True,3,4
double,64,64,64,-no-reorder,-a2a, , ,-r2c_dir 1,2 2 4,2 2 4,4,0.5714285714285714,0.5714285714285714,0.25,cufft,-14.2953,51.50488352775574,polaris-gpu,16,64,4,True,2,4
