p0,p1,p2,p3,p4,p5,p6,p7,p8,p9,c0,FLOPS,elapsed_sec,machine_identifier,mpi_ranks,ranks_per_node,gpu_enabled,libE_id,libE_workers
float,64, , , , , ,0.5,0.5,16,cufft,-1.36858,9.763000726699829,polaris-gpu,16,4,True,2,4
float,64,-no-reorder, , , ,-r2c_dir 1,0.49575040214351573,0.8193757852967771,4,cufft,-1.07959,9.766068696975708,polaris-gpu,16,4,True,3,4
float,64, , ,-p2p_pl,-slabs, ,0.6114410055025455,0.6304069166531082,8,cufft,-0.61512,10.116564989089966,polaris-gpu,16,4,True,4,4
float,64, ,-a2a,-p2p_pl,-slabs, ,0.49900984861417486,0.2794136535792422,2,cufft,-1.79994,10.365944623947144,polaris-gpu,16,4,True,5,4
float,64,-reorder,-a2av,-p2p_pl,-pencils,-r2c_dir 2,0.7173464711372233,0.9313765993266238,12,cufft,-10.5784,11.356643676757812,polaris-gpu,16,4,True,2,4
double,64,-reorder,-a2av,-p2p,-pencils,-r2c_dir 2,0.7848345640221458,0.37364990283001664,2,cufft,-2.08203,13.811428546905518,polaris-gpu,16,4,True,2,4
double,64, , ,-p2p, ,-r2c_dir 1,0.6379699007413517,0.36754524186102433,8,cufft,-1.90624,13.962685108184814,polaris-gpu,16,4,True,3,4
float,64,-no-reorder, ,-p2p_pl,-slabs, ,0.007155404113780017,0.5141265632006922,12,cufft,-1.12386,15.86388874053955,polaris-gpu,16,4,True,2,4
double,64,-no-reorder,-a2a,-p2p_pl,-pencils,-r2c_dir 0,0.6463062589055085,0.9284886848179286,12,cufft,-4.75306,15.613959074020386,polaris-gpu,16,4,True,3,4
float,64,-reorder,-a2a,-p2p_pl,-pencils,-r2c_dir 0,0.8673648917453732,0.0025821115726282207,12,cufft,-2.03856,17.723639249801636,polaris-gpu,16,4,True,2,4
float,64,-reorder,-a2av, ,-pencils,-r2c_dir 2,0.9191342898190575,0.7950933610832104,12,cufft,-2.75456,17.52405047416687,polaris-gpu,16,4,True,3,4
double,64,-reorder,-a2av,-p2p_pl,-pencils,-r2c_dir 0,0.8318237052340991,0.9787597481090989,12,cufft,-5.77845,19.74882435798645,polaris-gpu,16,4,True,2,4
double,64,-reorder,-a2av,-p2p_pl,-pencils,-r2c_dir 2,0.7371455113353951,0.9420600397886417,8,cufft,-5.39384,19.498443126678467,polaris-gpu,16,4,True,3,4
float,64,-reorder,-a2av,-p2p,-pencils,-r2c_dir 2,0.21674835620567334,0.8804634331465371,12,cufft,-3.3714,21.60514259338379,polaris-gpu,16,4,True,2,4
double,64,-no-reorder,-a2av,-p2p,-slabs,-r2c_dir 2,0.7070612122406866,0.9618458570813594,12,cufft,-1.1689,21.905590057373047,polaris-gpu,16,4,True,3,4
double,64,-reorder,-a2a,-p2p_pl,-pencils,-r2c_dir 2,0.721813323296757,0.9519687150682647,12,cufft,-4.25958,23.742300748825073,polaris-gpu,16,4,True,2,4
float,64,-no-reorder,-a2av,-p2p_pl,-pencils,-r2c_dir 2,0.8592939355736211,0.9941984497445634,2,cufft,-2.43185,24.042434453964233,polaris-gpu,16,4,True,3,4
float,64,-reorder,-a2av,-p2p_pl,-pencils,-r2c_dir 1,0.9157839394454383,0.940853870805217,12,cufft,-4.8356,25.956135272979736,polaris-gpu,16,4,True,2,4
double,64,-reorder,-a2av,-p2p_pl,-pencils,-r2c_dir 2,0.29939797722797556,0.9214870771657351,12,cufft,-5.31299,25.804960012435913,polaris-gpu,16,4,True,3,4
float,64,-reorder, ,-p2p,-pencils,-r2c_dir 2,0.7430831448980831,0.973099453638057,12,cufft,-3.46948,28.078280687332153,polaris-gpu,16,4,True,2,4
double,64,-reorder,-a2av,-p2p_pl,-slabs,-r2c_dir 2,0.6009947177587698,0.9335030664941274,16,cufft,-1.82385,28.27882719039917,polaris-gpu,16,4,True,3,4
double,64,-reorder,-a2av,-p2p_pl,-pencils,-r2c_dir 0,0.6171373748731342,0.9322085481212514,16,cufft,-2.1081,30.209372758865356,polaris-gpu,16,4,True,2,4
double,64,-reorder,-a2av,-p2p_pl,-pencils,-r2c_dir 1,0.738091235035728,0.928843179491017,16,cufft,-8.26867,30.008835077285767,polaris-gpu,16,4,True,3,4
double,64,-reorder,-a2av,-p2p_pl,-slabs,-r2c_dir 2,0.7141044845520464,0.9749661234434125,12,cufft,-1.348,32.49502730369568,polaris-gpu,16,4,True,2,4
double,64, ,-a2a,-p2p_pl,-pencils,-r2c_dir 2,0.716065835557565,0.9733508442257575,12,cufft,-4.05235,32.24418115615845,polaris-gpu,16,4,True,3,4
float,64,-reorder,-a2av, ,-pencils, ,0.7260777541483353,0.9192563042207953,16,cufft,-2.13536,34.59140729904175,polaris-gpu,16,4,True,2,4
double,64,-reorder, ,-p2p_pl,-pencils,-r2c_dir 2,0.9992957253822876,0.92664400459845,12,cufft,-5.47852,34.341264486312866,polaris-gpu,16,4,True,3,4
double,64, ,-a2a,-p2p_pl,-pencils,-r2c_dir 1,0.8301408385257683,0.9313767461349484,12,cufft,-8.37528,36.44273281097412,polaris-gpu,16,4,True,2,4
float,64,-reorder,-a2av, , ,-r2c_dir 0,0.7754456972413467,0.9302594315057647,12,cufft,-2.34778,36.692697286605835,polaris-gpu,16,4,True,3,4
float,64,-reorder, ,-p2p_pl,-pencils,-r2c_dir 2,0.15310430534795028,0.929626865383302,4,cufft,-2.20466,38.92412877082825,polaris-gpu,16,4,True,2,4
float,64,-no-reorder,-a2av,-p2p_pl,-pencils,-r2c_dir 2,0.7298999679027498,0.9278701533108193,4,cufft,-4.68804,38.72370791435242,polaris-gpu,16,4,True,3,4
double,64, ,-a2a,-p2p_pl,-pencils,-r2c_dir 1,0.833205587961873,0.9316319368224749,8,cufft,-4.84865,40.81148648262024,polaris-gpu,16,4,True,2,4
double,64,-no-reorder, ,-p2p_pl,-pencils,-r2c_dir 1,0.8148776378529634,0.9285296692874868,2,cufft,-1.92252,41.061999559402466,polaris-gpu,16,4,True,3,4
double,64, ,-a2a,-p2p_pl,-pencils,-r2c_dir 2,0.39062814106409016,0.9307841676418045,12,cufft,-2.98969,43.22154641151428,polaris-gpu,16,4,True,2,4
double,64,-no-reorder,-a2av, ,-pencils,-r2c_dir 0,0.8249868870760386,0.9324058412506028,12,cufft,-5.17067,43.32175087928772,polaris-gpu,16,4,True,3,4
float,64,-no-reorder,-a2av,-p2p_pl,-pencils,-r2c_dir 1,0.7157690486280546,0.929761702232581,2,cufft,-7.76711,45.48956537246704,polaris-gpu,16,4,True,2,4
float,64,-reorder,-a2av,-p2p_pl,-pencils,-r2c_dir 1,0.7331625122542508,0.8309165853376881,12,cufft,-4.2281,45.289098024368286,polaris-gpu,16,4,True,3,4
double,64, ,-a2av, ,-pencils,-r2c_dir 1,0.9209824026375725,0.9314203203712103,12,cufft,-4.19324,47.67676019668579,polaris-gpu,16,4,True,2,4
double,64,-reorder,-a2av,-p2p_pl, ,-r2c_dir 1,0.7970901192920398,0.9293885600265007,12,cufft,-3.69808,47.62664031982422,polaris-gpu,16,4,True,3,4
double,64,-no-reorder,-a2av,-p2p_pl,-pencils,-r2c_dir 0,0.25355949840774594,0.9316216950646689,16,cufft,-1.99944,49.781235218048096,polaris-gpu,16,4,True,2,4
float,64,-no-reorder,-a2av,-p2p_pl,-pencils,-r2c_dir 1,0.23484032620726858,0.9299532943200852,12,cufft,-2.06118,49.93169713020325,polaris-gpu,16,4,True,3,4
float,64, , ,-p2p_pl,-slabs,-r2c_dir 1,0.7166617932162329,0.9748264174434994,4,cufft,-1.34821,52.12628412246704,polaris-gpu,16,4,True,2,4
double,64, , ,-p2p_pl,-pencils, ,0.7449682556232607,0.9294321195899908,16,cufft,-4.32285,51.82609558105469,polaris-gpu,16,4,True,3,4
float,64,-reorder,-a2a, ,-pencils, ,0.9553830755300753,0.9300152373500755,12,cufft,-1.57632,54.469584703445435,polaris-gpu,16,4,True,2,4
double,64,-no-reorder,-a2av,-p2p_pl, ,-r2c_dir 1,0.7170267445727084,0.930319827309218,12,cufft,-5.29718,54.21867656707764,polaris-gpu,16,4,True,3,4
double,64,-reorder, ,-p2p_pl,-pencils,-r2c_dir 1,0.7193697491382725,0.2961404007899513,2,cufft,-1.75032,56.64226484298706,polaris-gpu,16,4,True,2,4
double,64,-no-reorder,-a2av,-p2p_pl,-pencils, ,0.6533872070872031,0.9312478335660884,16,cufft,-5.04367,56.392493724823,polaris-gpu,16,4,True,3,4
float,64, , ,-p2p,-slabs,-r2c_dir 2,0.7384775469654435,0.931148098021503,12,cufft,-2.88207,59.10327768325806,polaris-gpu,16,4,True,2,4
double,64,-reorder,-a2av,-p2p_pl, ,-r2c_dir 2,0.7854663270541015,0.9313458880116636,2,cufft,-5.1945,58.753679513931274,polaris-gpu,16,4,True,3,4
double,64,-no-reorder,-a2av, ,-pencils,-r2c_dir 1,0.698781062651126,0.931183635574326,12,cufft,-3.84206,60.98523807525635,polaris-gpu,16,4,True,2,4
float,64,-reorder,-a2av,-p2p_pl,-pencils,-r2c_dir 1,0.8998899541056679,0.9292475870708456,2,cufft,-4.15014,61.136107444763184,polaris-gpu,16,4,True,3,4
float,64,-reorder,-a2a,-p2p_pl, ,-r2c_dir 2,0.7173661136916529,0.9891190440996339,12,cufft,-2.73704,63.36297583580017,polaris-gpu,16,4,True,2,4
float,64,-no-reorder,-a2av,-p2p_pl,-pencils,-r2c_dir 1,0.7217759640746283,0.9358547583697031,8,cufft,-2.78708,63.515005350112915,polaris-gpu,16,4,True,3,4
float,64, ,-a2av,-p2p_pl,-pencils,-r2c_dir 0,0.7280080500751869,0.940921886466248,12,cufft,-2.7969,65.72132015228271,polaris-gpu,16,4,True,2,4
double,64, ,-a2av,-p2p_pl,-pencils,-r2c_dir 2,0.7249352125229929,0.9368734521502844,12,cufft,-6.56747,65.52093172073364,polaris-gpu,16,4,True,3,4
double,64,-no-reorder,-a2av,-p2p_pl,-slabs, ,0.7201402919802955,0.9307466212927834,4,cufft,-1.36808,68.08695721626282,polaris-gpu,16,4,True,2,4
double,64,-no-reorder,-a2av,-p2p_pl,-pencils,-r2c_dir 2,0.7149767003063812,0.9224944755129189,16,cufft,-3.96372,67.88690185546875,polaris-gpu,16,4,True,3,4
float,64,-reorder,-a2av,-p2p_pl,-pencils,-r2c_dir 1,0.7189895324196917,0.9376461044570921,16,cufft,-5.71829,70.13122296333313,polaris-gpu,16,4,True,2,4
float,64, ,-a2av,-p2p,-pencils,-r2c_dir 0,0.7169234864415414,0.8798509478998294,12,cufft,-1.95798,70.38111138343811,polaris-gpu,16,4,True,3,4
double,64,-no-reorder,-a2a,-p2p_pl,-slabs,-r2c_dir 0,0.7342936959235521,0.933570242013555,4,cufft,-1.2639,72.63430666923523,polaris-gpu,16,4,True,2,4
float,64, ,-a2av,-p2p_pl,-pencils,-r2c_dir 2,0.6879573659772691,0.9335216500778419,4,cufft,-4.36096,72.43442487716675,polaris-gpu,16,4,True,3,4
double,64,-reorder,-a2av,-p2p_pl,-pencils, ,0.7271731675311286,0.9737078065298498,12,cufft,-5.80839,74.88683247566223,polaris-gpu,16,4,True,2,4
double,64, ,-a2av, ,-pencils,-r2c_dir 2,0.9700616837471907,0.9309302796070915,12,cufft,-5.14379,74.73706293106079,polaris-gpu,16,4,True,3,4
float,64,-reorder,-a2av,-p2p_pl,-pencils,-r2c_dir 1,0.8027252521886157,0.9304335959913829,8,cufft,-9.33932,77.16276049613953,polaris-gpu,16,4,True,2,4
float,64,-reorder,-a2av,-p2p_pl,-pencils, ,0.7221927692634886,0.9269168312223519,8,cufft,-5.61303,77.363196849823,polaris-gpu,16,4,True,3,4
float,64,-reorder,-a2av,-p2p,-pencils,-r2c_dir 0,0.717480782152404,0.9317140348822412,2,cufft,-4.55468,79.4634358882904,polaris-gpu,16,4,True,2,4
double,64, ,-a2av,-p2p_pl,-pencils,-r2c_dir 0,0.7620368813055016,0.9313232789460347,12,cufft,-2.07546,79.6637487411499,polaris-gpu,16,4,True,3,4
float,64,-reorder,-a2av,-p2p_pl,-pencils, ,0.6946940566200204,0.9390647113956666,2,cufft,-8.8068,82.30102825164795,polaris-gpu,16,4,True,2,4
float,64,-no-reorder,-a2av, ,-pencils,-r2c_dir 1,0.731570440905221,0.9314736669699945,8,cufft,-7.4849,82.150710105896,polaris-gpu,16,4,True,3,4
double,64,-reorder,-a2a,-p2p_pl,-pencils,-r2c_dir 1,0.7494997303720745,0.9275724819990189,4,cufft,-5.40653,84.01195192337036,polaris-gpu,16,4,True,2,4
float,64,-reorder,-a2av,-p2p_pl,-pencils,-r2c_dir 1,0.7630420410268985,0.914074218916152,16,cufft,-11.8647,84.2627272605896,polaris-gpu,16,4,True,3,4
float,64,-reorder,-a2a,-p2p_pl,-pencils,-r2c_dir 1,0.6429842684728311,0.9337830089305726,12,cufft,-2.61232,86.60199356079102,polaris-gpu,16,4,True,2,4
float,64,-reorder,-a2av,-p2p_pl,-pencils,-r2c_dir 1,0.717079151962054,0.9363918241294032,4,cufft,-2.5651,86.50398921966553,polaris-gpu,16,4,True,3,4
float,64,-reorder,-a2av,-p2p_pl,-pencils,-r2c_dir 1,0.7688551510369106,0.869189661975959,2,cufft,-2.1464,89.03220748901367,polaris-gpu,16,4,True,2,4
float,64,-reorder, ,-p2p_pl,-pencils,-r2c_dir 1,0.9592919576097398,0.9244290792540835,12,cufft,-5.10648,88.73146176338196,polaris-gpu,16,4,True,3,4
float,64,-reorder,-a2av,-p2p_pl,-pencils,-r2c_dir 1,0.7926606186941026,0.8874955397795561,16,cufft,-5.79603,90.84559512138367,polaris-gpu,16,4,True,2,4
float,64,-reorder,-a2av, ,-pencils,-r2c_dir 1,0.8369909349170616,0.9153829777129575,8,cufft,-14.3768,91.14645409584045,polaris-gpu,16,4,True,3,4
