p0,p1,p2,p3,p4,p5,p6,p7,p8,p9,p7_float,p8_float,p9_float,c0,FLOPS,elapsed_sec,machine_identifier,mpi_ranks,threads_per_node,ranks_per_node,gpu_enabled,libE_id,libE_workers
float,1400, ,-a2av, ,-pencils,-r2c_dir 1,8 16 16,128 16 1,4,0.5194805194805194,0.12987012987012986,1.0,fftw,-914.289,43.60937166213989,theta-knl,2048,256,64,False,2,4
float,1400,-reorder, , ,-pencils, ,8 16 16,128 16 1,2,0.5194805194805194,0.12987012987012986,0.0,fftw,-1431.33,45.364723443984985,theta-knl,2048,256,64,False,3,4
float,1400,-reorder, , , ,-r2c_dir 0,8 16 16,128 16 1,4,0.5194805194805194,0.12987012987012986,1.0,fftw,-1229.66,46.11742496490479,theta-knl,2048,256,64,False,4,4
float,1400, , , ,-pencils,-r2c_dir 1,8 16 16,512 4 1,2,0.5194805194805194,0.03896103896103896,0.0,fftw,-851.561,44.56292819976807,theta-knl,2048,256,64,False,5,4
float,1400, ,-a2av,-p2p_pl,-pencils,-r2c_dir 0,8 16 16,128 16 1,2,0.5194805194805194,0.12987012987012986,0.0,fftw,-1346.37,63.12713813781738,theta-knl,2048,256,64,False,2,4
float,1400,-reorder,-a2av, ,-pencils, ,8 16 16,128 16 1,2,0.5194805194805194,0.12987012987012986,0.0,fftw,-1436.19,75.4665892124176,theta-knl,2048,256,64,False,3,4
float,1400, ,-a2av, ,-slabs,-r2c_dir 0,8 16 16,1024 2 1,2,0.5194805194805194,0.012987012987012988,0.0,fftw,1.0,353.1077184677124,theta-knl,2048,256,64,False,4,4
float,1400,-reorder,-a2av, ,-slabs,-r2c_dir 1,8 16 16,128 16 1,2,0.5194805194805194,0.12987012987012986,0.0,fftw,-740.894,70.21116065979004,theta-knl,2048,256,64,False,5,4
float,1400,-reorder,-a2av,-p2p_pl, , ,8 16 16,128 16 1,2,0.5194805194805194,0.12987012987012986,0.0,fftw,-1449.68,82.44125127792358,theta-knl,2048,256,64,False,2,4
float,1400, , , ,-slabs,-r2c_dir 0,8 16 16,128 16 1,2,0.5194805194805194,0.12987012987012986,0.0,fftw,-761.714,90.6687421798706,theta-knl,2048,256,64,False,5,4
float,1400,-reorder, , ,-pencils,-r2c_dir 0,8 16 16,128 16 1,4,0.5194805194805194,0.12987012987012986,1.0,fftw,-1438.21,101.0811824798584,theta-knl,2048,256,64,False,3,4
float,1400,-no-reorder,-a2av, , ,-r2c_dir 0,8 16 16,128 16 1,2,0.5194805194805194,0.12987012987012986,0.0,fftw,-1206.63,108.83982968330383,theta-knl,2048,256,64,False,2,4
float,1400,-no-reorder,-a2av, ,-pencils, ,8 16 16,128 8 2,2,0.5194805194805194,0.14285714285714285,0.0,fftw,-917.219,120.6875376701355,theta-knl,2048,256,64,False,5,4
float,1400,-reorder, , , ,-r2c_dir 0,8 16 16,128 4 4,2,0.5194805194805194,0.15584415584415584,0.0,fftw,-932.429,131.1424217224121,theta-knl,2048,256,64,False,3,4
float,1400, ,-a2av, , ,-r2c_dir 0,8 16 16,128 16 1,2,0.5194805194805194,0.12987012987012986,0.0,fftw,-1275.94,135.0997233390808,theta-knl,2048,256,64,False,2,4
float,1400,-reorder,-a2av,-p2p_pl,-pencils, ,8 16 16,128 16 1,2,0.5194805194805194,0.12987012987012986,0.0,fftw,-1292.54,140.3062973022461,theta-knl,2048,256,64,False,5,4
float,1400,-reorder,-a2a, , , ,8 16 16,128 16 1,2,0.5194805194805194,0.12987012987012986,0.0,fftw,1.0,434.9646067619324,theta-knl,2048,256,64,False,3,4
float,1400,-reorder,-a2av,-p2p_pl,-pencils, ,8 16 16,128 16 1,2,0.5194805194805194,0.12987012987012986,0.0,fftw,-1285.6,156.64728569984436,theta-knl,2048,256,64,False,2,4
float,1400, ,-a2av, ,-pencils, ,8 16 16,128 16 1,4,0.5194805194805194,0.12987012987012986,1.0,fftw,-1462.66,166.01081538200378,theta-knl,2048,256,64,False,5,4
float,1400,-no-reorder,-a2av,-p2p_pl,-pencils,-r2c_dir 0,8 16 16,128 16 1,2,0.5194805194805194,0.12987012987012986,0.0,fftw,-1231.66,176.36371541023254,theta-knl,2048,256,64,False,2,4
float,1400,-reorder, ,-p2p_pl,-pencils,-r2c_dir 2,8 16 16,128 16 1,4,0.5194805194805194,0.12987012987012986,1.0,fftw,-651.135,191.4307107925415,theta-knl,2048,256,64,False,5,4
float,1400,-reorder, ,-p2p, ,-r2c_dir 0,8 16 16,128 16 1,4,0.5194805194805194,0.12987012987012986,1.0,fftw,-1304.2,195.5289885997772,theta-knl,2048,256,64,False,2,4
float,1400,-reorder,-a2av,-p2p_pl, , ,8 16 16,128 16 1,2,0.5194805194805194,0.12987012987012986,0.0,fftw,-1330.18,210.91885709762573,theta-knl,2048,256,64,False,5,4
float,1400, , , ,-pencils, ,8 16 16,128 8 2,4,0.5194805194805194,0.14285714285714285,1.0,fftw,-986.679,225.08072710037231,theta-knl,2048,256,64,False,2,4
float,1400,-reorder, , ,-pencils,-r2c_dir 0,8 16 16,128 8 2,4,0.5194805194805194,0.14285714285714285,1.0,fftw,-969.568,240.78847241401672,theta-knl,2048,256,64,False,5,4
float,1400,-no-reorder, , ,-pencils,-r2c_dir 0,8 16 16,128 16 1,2,0.5194805194805194,0.12987012987012986,0.0,fftw,-1251.09,251.4119484424591,theta-knl,2048,256,64,False,2,4
float,1400,-reorder, ,-p2p_pl,-pencils,-r2c_dir 0,8 16 16,128 16 1,2,0.5194805194805194,0.12987012987012986,0.0,fftw,-1429.87,261.95450043678284,theta-knl,2048,256,64,False,5,4
float,1400, ,-a2av, ,-pencils,-r2c_dir 0,8 16 16,128 16 1,2,0.5194805194805194,0.12987012987012986,0.0,fftw,-1325.79,277.1630048751831,theta-knl,2048,256,64,False,2,4
float,1400,-no-reorder,-a2av, ,-pencils, ,8 16 16,128 16 1,2,0.5194805194805194,0.12987012987012986,0.0,fftw,-1215.07,288.2645380496979,theta-knl,2048,256,64,False,5,4
float,1400,-reorder, , ,-pencils,-r2c_dir 0,8 16 16,256 4 2,4,0.5194805194805194,0.09090909090909091,1.0,fftw,-970.445,303.2793781757355,theta-knl,2048,256,64,False,2,4
double,1400,-reorder, ,-p2p,-pencils,-r2c_dir 0,8 16 16,128 16 1,2,0.5194805194805194,0.12987012987012986,0.0,fftw,-723.653,312.2473955154419,theta-knl,2048,256,64,False,5,4
float,1400,-reorder, , ,-pencils,-r2c_dir 0,8 16 16,128 16 1,4,0.5194805194805194,0.12987012987012986,1.0,fftw,-1395.81,329.28755593299866,theta-knl,2048,256,64,False,2,4
float,1400,-reorder, , ,-pencils,-r2c_dir 2,8 16 16,256 8 1,2,0.5194805194805194,0.07792207792207792,0.0,fftw,-670.179,341.1927306652069,theta-knl,2048,256,64,False,5,4
float,1400, ,-a2av, , ,-r2c_dir 0,8 16 16,128 16 1,4,0.5194805194805194,0.12987012987012986,1.0,fftw,-1432.89,355.1271662712097,theta-knl,2048,256,64,False,2,4
float,1400, ,-a2av, , , ,8 16 16,128 16 1,2,0.5194805194805194,0.12987012987012986,0.0,fftw,-1417.88,366.821293592453,theta-knl,2048,256,64,False,5,4
float,1400, ,-a2av,-p2p_pl,-pencils,-r2c_dir 2,8 16 16,128 16 1,2,0.5194805194805194,0.12987012987012986,0.0,fftw,-673.035,378.2586615085602,theta-knl,2048,256,64,False,2,4
float,1400,-reorder,-a2av, ,-pencils, ,8 16 16,128 16 1,4,0.5194805194805194,0.12987012987012986,1.0,fftw,-1426.14,397.4962224960327,theta-knl,2048,256,64,False,4,4
float,1400, , , , , ,8 16 16,128 16 1,2,0.5194805194805194,0.12987012987012986,0.0,fftw,-1384.58,392.6022441387177,theta-knl,2048,256,64,False,5,4
float,1400,-no-reorder,-a2av, , ,-r2c_dir 0,8 16 16,128 16 1,4,0.5194805194805194,0.12987012987012986,1.0,fftw,-1266.84,404.5243740081787,theta-knl,2048,256,64,False,2,4
float,1400, ,-a2av, , , ,8 16 16,128 16 1,4,0.5194805194805194,0.12987012987012986,1.0,fftw,-1377.46,418.51723742485046,theta-knl,2048,256,64,False,5,4
double,1400,-reorder, , ,-pencils, ,8 16 16,128 16 1,2,0.5194805194805194,0.12987012987012986,0.0,fftw,-724.789,427.97782588005066,theta-knl,2048,256,64,False,4,4
float,1400, , , ,-pencils,-r2c_dir 0,8 16 16,256 8 1,4,0.5194805194805194,0.07792207792207792,1.0,fftw,-1420.69,426.6853120326996,theta-knl,2048,256,64,False,2,4
float,1400, , , ,-pencils, ,8 16 16,256 8 1,4,0.5194805194805194,0.07792207792207792,1.0,fftw,-1377.39,440.7229747772217,theta-knl,2048,256,64,False,5,4
float,1400,-reorder,-a2av,-p2p, ,-r2c_dir 0,8 16 16,128 16 1,4,0.5194805194805194,0.12987012987012986,1.0,fftw,-1253.59,446.1370644569397,theta-knl,2048,256,64,False,2,4
float,1400,-reorder,-a2av,-p2p_pl, , ,8 16 16,128 16 1,4,0.5194805194805194,0.12987012987012986,1.0,fftw,-1305.28,463.0505366325378,theta-knl,2048,256,64,False,4,4
float,1400,-no-reorder,-a2av, ,-pencils,-r2c_dir 0,8 16 16,128 16 1,2,0.5194805194805194,0.12987012987012986,0.0,fftw,-1253.33,489.23459553718567,theta-knl,2048,256,64,False,3,4
float,1400,-reorder, ,-p2p_pl,-pencils, ,8 16 16,128 16 1,2,0.5194805194805194,0.12987012987012986,0.0,fftw,-1415.7,459.8952376842499,theta-knl,2048,256,64,False,5,4
float,1400, ,-a2av, ,-pencils, ,8 16 16,128 16 1,4,0.5194805194805194,0.12987012987012986,1.0,fftw,-1488.42,471.90195631980896,theta-knl,2048,256,64,False,2,4
float,1400, ,-a2av,-p2p_pl,-slabs, ,8 16 16,128 16 1,2,0.5194805194805194,0.12987012987012986,0.0,fftw,-420.5,509.6699426174164,theta-knl,2048,256,64,False,5,4
float,1400, , , ,-pencils, ,8 16 16,256 8 1,4,0.5194805194805194,0.07792207792207792,1.0,fftw,-1461.31,511.0573041439056,theta-knl,2048,256,64,False,4,4
float,1400,-reorder,-a2av, ,-pencils,-r2c_dir 1,8 16 16,128 16 1,2,0.5194805194805194,0.12987012987012986,0.0,fftw,-1307.1,494.9368164539337,theta-knl,2048,256,64,False,2,4
float,1400,-reorder, ,-p2p_pl, , ,8 16 16,256 8 1,4,0.5194805194805194,0.07792207792207792,1.0,fftw,-1380.86,528.8768429756165,theta-knl,2048,256,64,False,3,4
float,1400, ,-a2av,-p2p_pl,-pencils,-r2c_dir 1,8 16 16,128 16 1,4,0.5194805194805194,0.12987012987012986,1.0,fftw,-1185.05,515.6265523433685,theta-knl,2048,256,64,False,2,4
float,1400, ,-a2av, ,-pencils, ,8 16 16,128 16 1,2,0.5194805194805194,0.12987012987012986,0.0,fftw,-1431.32,541.5852055549622,theta-knl,2048,256,64,False,4,4
float,1400, , , ,-pencils,-r2c_dir 1,8 16 16,128 16 1,2,0.5194805194805194,0.12987012987012986,0.0,fftw,-1198.57,599.8148379325867,theta-knl,2048,256,64,False,5,4
float,1400,-reorder, , , ,-r2c_dir 0,8 16 16,256 8 1,2,0.5194805194805194,0.07792207792207792,0.0,fftw,-1444.67,551.4898536205292,theta-knl,2048,256,64,False,2,4
float,1400, ,-a2av,-p2p,-pencils,-r2c_dir 1,8 16 16,128 16 1,2,0.5194805194805194,0.12987012987012986,0.0,fftw,-1035.86,549.5512542724609,theta-knl,2048,256,64,False,3,4
float,1400, ,-a2av,-p2p,-pencils,-r2c_dir 0,8 16 16,256 8 1,2,0.5194805194805194,0.07792207792207792,0.0,fftw,-1292.73,560.9931790828705,theta-knl,2048,256,64,False,4,4
float,1400,-reorder, , , ,-r2c_dir 0,8 16 16,256 4 2,2,0.5194805194805194,0.09090909090909091,0.0,fftw,-1013.7,575.3028330802917,theta-knl,2048,256,64,False,2,4
float,1400,-reorder, ,-p2p_pl,-pencils, ,8 16 16,256 8 1,2,0.5194805194805194,0.07792207792207792,0.0,fftw,-1473.13,571.4154374599457,theta-knl,2048,256,64,False,3,4
float,1400, , , ,-pencils, ,8 16 16,128 16 1,2,0.5194805194805194,0.12987012987012986,0.0,fftw,-1435.66,586.7241179943085,theta-knl,2048,256,64,False,4,4
float,1400, , , ,-pencils, ,8 16 16,256 8 1,2,0.5194805194805194,0.07792207792207792,0.0,fftw,-1360.65,593.6355407238007,theta-knl,2048,256,64,False,3,4
float,1400, , ,-p2p,-pencils,-r2c_dir 1,8 16 16,128 16 1,2,0.5194805194805194,0.12987012987012986,0.0,fftw,-975.309,610.0018961429596,theta-knl,2048,256,64,False,2,4
float,1400, ,-a2av, , ,-r2c_dir 0,8 16 16,128 16 1,2,0.5194805194805194,0.12987012987012986,0.0,fftw,-1459.5,612.4488337039948,theta-knl,2048,256,64,False,4,4
float,1400, , , ,-pencils,-r2c_dir 0,8 16 16,256 8 1,4,0.5194805194805194,0.07792207792207792,1.0,fftw,-1423.59,615.5809834003448,theta-knl,2048,256,64,False,3,4
float,1400, , ,-p2p_pl,-pencils,-r2c_dir 0,8 16 16,128 16 1,4,0.5194805194805194,0.12987012987012986,1.0,fftw,-1230.79,619.5438315868378,theta-knl,2048,256,64,False,5,4
float,1400, , ,-p2p_pl,-pencils, ,8 16 16,256 8 1,2,0.5194805194805194,0.07792207792207792,0.0,fftw,-1269.58,631.4668729305267,theta-knl,2048,256,64,False,2,4
float,1400, , , ,-pencils,-r2c_dir 0,8 16 16,128 16 1,2,0.5194805194805194,0.12987012987012986,0.0,fftw,-1483.31,654.1436004638672,theta-knl,2048,256,64,False,4,4
float,1400, , , , ,-r2c_dir 1,8 16 16,256 8 1,4,0.5194805194805194,0.07792207792207792,1.0,fftw,-1242.66,638.5900137424469,theta-knl,2048,256,64,False,3,4
float,1400, ,-a2av, ,-pencils, ,8 16 16,128 16 1,4,0.5194805194805194,0.12987012987012986,1.0,fftw,-1361.63,645.3438930511475,theta-knl,2048,256,64,False,5,4
