,c0,p0,p1,p2,FOM,elapsed_sec,duration,machine_identifier,mpi_ranks,threads_per_node,ranks_per_node,gpu_enabled,libE_id,libE_workers
222,roibin_mgardgpu.json,31,1,3,1.0,6933.310401201248,301.72478437423706,polaris-gpu,2,64,4,True,4,4
223,roibin_mgardgpu.json,59,4,1,1.0,6954.009682416916,301.72347140312195,polaris-gpu,2,64,4,True,5,4
224,roibin_mgardgpu.json,43,3,4,1.0,6958.194977760315,301.75605392456055,polaris-gpu,2,64,4,True,3,4
225,roibin_mgardgpu.json,9,1,4,1.0,6972.268200159073,301.7278277873993,polaris-gpu,2,64,4,True,2,4
226,roibin_mgardgpu.json,50,2,1,1.0,7067.435254812241,301.7308223247528,polaris-gpu,2,64,4,True,4,4
227,roibin_mgardgpu.json,60,3,2,1.0,7098.076777458191,301.7360324859619,polaris-gpu,2,64,4,True,3,4
228,roibin_mgardgpu.json,31,1,2,1.0,7227.522315740585,301.72925448417664,polaris-gpu,2,64,4,True,5,4
229,roibin_mgardgpu.json,42,2,2,1.0,7235.035395383835,301.72499418258667,polaris-gpu,2,64,4,True,4,4
230,roibin_mgardgpu.json,15,1,3,1.0,7259.927742481232,301.73276472091675,polaris-gpu,2,64,4,True,3,4
231,roibin_mgardgpu.json,17,1,2,1.0,7274.00959610939,301.7413959503174,polaris-gpu,2,64,4,True,2,4
232,roibin_mgardgpu.json,38,3,1,1.0,7369.166179180145,301.73092436790466,polaris-gpu,2,64,4,True,4,4
233,roibin_mgardgpu.json,38,4,1,1.0,7399.813504695892,301.7367272377014,polaris-gpu,2,64,4,True,3,4
234,roibin_mgardgpu.json,18,1,1,1.0,7529.253127336502,301.73081159591675,polaris-gpu,2,64,4,True,5,4
235,roibin_mgardgpu.json,25,1,1,1.0,7536.764200210571,301.72880482673645,polaris-gpu,2,64,4,True,4,4
236,roibin_mgardgpu.json,38,2,3,1.0,7552.442657470703,301.76014137268066,polaris-gpu,2,64,4,True,2,4
237,roibin_mgardgpu.json,22,1,1,1.0,7561.658049345016,301.7303068637839,polaris-gpu,2,64,4,True,3,4
238,roibin_mgardgpu.json,33,3,1,1.0,7575.740136384964,301.73054027557373,polaris-gpu,2,64,4,True,2,4
239,roibin_mgardgpu.json,40,2,1,1.0,7855.007984876633,302.56532740592957,polaris-gpu,2,64,4,True,2,4
240,roibin_mgardgpu.json,37,2,4,1.0,7859.191614866257,301.72693037986755,polaris-gpu,2,64,4,True,5,4
241,roibin_mgardgpu.json,38,2,4,1.0,7877.470636129379,301.7304997444153,polaris-gpu,2,64,4,True,2,4
242,roibin_mgardgpu.json,35,3,2,1.0,7972.643974542618,301.7428340911865,polaris-gpu,2,64,4,True,4,4
243,roibin_mgardgpu.json,15,2,4,1.0,8133.066787481308,302.0238149166107,polaris-gpu,2,64,4,True,5,4
244,roibin_mgardgpu.json,3,3,1,1.0,8157.648533344269,302.6405484676361,polaris-gpu,2,64,4,True,2,4
245,roibin_mgardgpu.json,22,4,1,1.0,8160.92415356636,301.73253870010285,polaris-gpu,2,64,4,True,5,4
246,roibin_mgardgpu.json,21,2,2,1.0,8165.149262905121,301.7307963371277,polaris-gpu,2,64,4,True,3,4
247,roibin_mgardgpu.json,20,2,2,1.0,8179.198738574982,301.7281024456024,polaris-gpu,2,64,4,True,2,4
248,roibin_mgardgpu.json,16,2,1,1.0,8274.378214597702,301.73424005508423,polaris-gpu,2,64,4,True,4,4
249,roibin_mgardgpu.json,29,2,1,1.0,8305.006920576096,301.7291901111603,polaris-gpu,2,64,4,True,4,4
250,roibin_mgardgpu.json,31,4,2,1.0,8441.949437141418,301.73043632507324,polaris-gpu,2,64,4,True,4,4
251,roibin_mgardgpu.json,24,1,1,1.0,8462.656737327576,301.7325837612161,polaris-gpu,2,64,4,True,5,4
252,roibin_mgardgpu.json,19,2,2,1.0,8466.878774642944,301.7295117378235,polaris-gpu,2,64,4,True,3,4
253,roibin_mgardgpu.json,4,2,3,1.0,8480.927320480347,301.728581905365,polaris-gpu,2,64,4,True,2,4
254,roibin_mgardgpu.json,25,1,4,1.0,8576.11142873764,301.73321413993835,polaris-gpu,2,64,4,True,4,4
255,roibin_mgardgpu.json,30,1,4,1.0,8606.766688346863,301.7597677707672,polaris-gpu,2,64,4,True,3,4
256,roibin_mgardgpu.json,19,2,1,1.0,8743.67735528946,301.72791814804077,polaris-gpu,2,64,4,True,4,4
257,roibin_mgardgpu.json,6,1,3,1.0,8761.151530504227,301.7329785823822,polaris-gpu,2,64,4,True,2,4
258,roibin_mgardgpu.json,30,1,2,1.0,8764.388000249863,301.731262922287,polaris-gpu,2,64,4,True,5,4
259,roibin_mgardgpu.json,18,2,1,1.0,8768.6520819664,301.7733073234558,polaris-gpu,2,64,4,True,3,4
260,roibin_mgardgpu.json,17,2,1,1.0,8782.672170639038,301.7448501586914,polaris-gpu,2,64,4,True,2,4
261,roibin_mgardgpu.json,14,4,3,1.0,8877.847087621689,301.73565888404846,polaris-gpu,2,64,4,True,4,4
262,roibin_mgardgpu.json,7,2,2,1.0,9038.302854537964,301.7322337627411,polaris-gpu,2,64,4,True,5,4
263,roibin_mgardgpu.json,11,2,2,1.0,9045.40815615654,301.7308008670807,polaris-gpu,2,64,4,True,4,4
264,roibin_mgardgpu.json,32,3,2,1.0,9070.39715051651,301.74506855010986,polaris-gpu,2,64,4,True,3,4
265,roibin_mgardgpu.json,13,2,2,1.0,9084.40476512909,301.73259449005127,polaris-gpu,2,64,4,True,2,4
266,roibin_mgardgpu.json,32,3,1,1.0,9179.57989358902,301.73280596733093,polaris-gpu,2,64,4,True,4,4
267,roibin_mgardgpu.json,5,4,4,1.0,9210.234606981276,301.73230338096437,polaris-gpu,2,64,4,True,3,4
268,roibin_mgardgpu.json,40,2,2,1.0,9340.03412437439,301.7312698364258,polaris-gpu,2,64,4,True,5,4
269,roibin_mgardgpu.json,10,1,2,1.0,9364.668056964874,301.7800405025482,polaris-gpu,2,64,4,True,2,4
270,roibin_mgardgpu.json,34,4,1,1.0,9368.009842395782,301.7373538017273,polaris-gpu,2,64,4,True,5,4
271,roibin_mgardgpu.json,16,1,4,1.0,9372.131147146223,301.73399662971315,polaris-gpu,2,64,4,True,3,4
272,roibin_mgardgpu.json,12,4,1,1.0,9386.135565042496,301.7307999134064,polaris-gpu,2,64,4,True,2,4
273,roibin_mgardgpu.json,36,4,2,1.0,9481.326189756392,301.74629616737184,polaris-gpu,2,64,4,True,4,4
274,roibin_mgardgpu.json,27,1,2,1.0,9511.971954584122,301.73734760284606,polaris-gpu,2,64,4,True,3,4
275,roibin_mgardgpu.json,60,1,2,1.0,9641.777039051056,301.74291467666626,polaris-gpu,2,64,4,True,5,4
276,roibin_mgardgpu.json,15,1,2,1.0,9648.870892047882,301.7276494503021,polaris-gpu,2,64,4,True,4,4
277,roibin_mgardgpu.json,12,3,4,1.0,9666.408774852753,301.7407178878784,polaris-gpu,2,64,4,True,2,4
278,roibin_mgardgpu.json,60,4,1,1.0,9813.723417758942,301.75146317481995,polaris-gpu,2,64,4,True,3,4
279,roibin_mgardgpu.json,19,3,1,1.0,9943.534305334091,301.7572662830353,polaris-gpu,2,64,4,True,5,4
280,roibin_mgardgpu.json,18,3,2,1.0,9950.599743127825,301.7288510799426,polaris-gpu,2,64,4,True,4,4
281,roibin_mgardgpu.json,26,1,2,1.0,9968.146869182588,301.7380943298358,polaris-gpu,2,64,4,True,2,4
282,roibin_mgardgpu.json,12,1,4,1.0,9971.48074054718,301.7356107234955,polaris-gpu,2,64,4,True,5,4
283,roibin_mgardgpu.json,16,2,3,1.0,9975.625230789185,301.7359740734082,polaris-gpu,2,64,4,True,3,4
284,roibin_mgardgpu.json,14,4,1,1.0,9989.603447675703,301.73367166519165,polaris-gpu,2,64,4,True,2,4
285,roibin_mgardgpu.json,48,3,1,1.0,10084.805013656616,301.7382266521454,polaris-gpu,2,64,4,True,4,4
286,roibin_mgardgpu.json,9,3,3,1.0,10115.461085557938,301.737667798996,polaris-gpu,2,64,4,True,3,4
287,roibin_mgardgpu.json,12,2,2,1.0,10245.310091257095,301.77578592300415,polaris-gpu,2,64,4,True,5,4
288,roibin_mgardgpu.json,33,4,1,1.0,10273.219628572464,301.7388880252838,polaris-gpu,2,64,4,True,5,4
289,roibin_mgardgpu.json,17,4,1,1.0,10277.361642599106,301.73641180992126,polaris-gpu,2,64,4,True,3,4
290,roibin_mgardgpu.json,20,3,2,1.0,10386.554979085922,301.74996542930603,polaris-gpu,2,64,4,True,4,4
291,roibin_mgardgpu.json,37,2,3,1.0,10417.201331853868,301.7402462959308,polaris-gpu,2,64,4,True,3,4
292,roibin_mgardgpu.json,45,1,2,1.0,10554.070707798004,301.73570251464844,polaris-gpu,2,64,4,True,4,4
293,roibin_mgardgpu.json,47,2,2,1.0,10574.952194929125,301.73256635666075,polaris-gpu,2,64,4,True,5,4
294,roibin_mgardgpu.json,15,3,2,1.0,10593.09549832344,301.7581076622009,polaris-gpu,2,64,4,True,2,4
295,roibin_mgardgpu.json,48,2,4,1.0,10688.294182300568,301.7392032146454,polaris-gpu,2,64,4,True,4,4
296,roibin_mgardgpu.json,8,1,4,1.0,10718.952067613602,301.7507357597333,polaris-gpu,2,64,4,True,3,4
