p0,p1x,p1y,p1z,p2,p3,p4,p5,p6,p7,p8,p9,p7_float,p8_float,p9_float,c0,FLOPS,elapsed_sec,machine_identifier,mpi_ranks,threads_per_node,ranks_per_node,gpu_enabled,libE_id,libE_workers
float,128,128,128,-reorder,-a2av,-p2p_pl,-pencils, ,1 2 2,2 2 1,8,0.8,0.2,0.5,cufft,-278.498,10.574408054351808,polaris-gpu,4,64,4,True,2,4
float,128,128,128,-reorder,-a2a,-p2p_pl,-pencils, ,4 1 1,2 2 1,4,0.0,0.2,0.25,cufft,-161.009,10.338273525238035,polaris-gpu,4,64,4,True,3,4
float,128,128,128,-reorder,-a2av,-p2p_pl,-pencils, ,1 2 2,2 2 1,2,0.8,0.2,0.0,cufft,-287.114,13.07914423942566,polaris-gpu,4,64,4,True,4,4
float,128,128,128,-reorder,-a2av,-p2p_pl, ,-r2c_dir 2,1 2 2,2 2 1,4,0.8,0.2,0.25,cufft,-224.048,10.222986221313477,polaris-gpu,4,64,4,True,5,4
double,128,128,128, , ,-p2p_pl,-pencils,-r2c_dir 0,1 2 2,2 2 1,4,0.8,0.2,0.25,cufft,-164.399,13.359185218811035,polaris-gpu,4,64,4,True,2,4
float,128,128,128,-reorder,-a2a, ,-pencils, ,1 2 2,2 2 1,4,0.8,0.2,0.25,cufft,-274.726,15.510496139526367,polaris-gpu,4,64,4,True,2,4
float,128,128,128,-reorder,-a2av,-p2p_pl, ,-r2c_dir 1,1 2 2,2 2 1,4,0.8,0.2,0.25,cufft,-204.773,15.509104013442991,polaris-gpu,4,64,4,True,3,4
float,128,128,128, ,-a2av,-p2p_pl, , ,1 2 2,2 2 1,8,0.8,0.2,0.5,cufft,-182.508,17.721046924591064,polaris-gpu,4,64,4,True,2,4
float,128,128,128, ,-a2av,-p2p_pl,-pencils, ,1 2 2,2 2 1,8,0.8,0.2,0.5,cufft,-177.345,17.761549711227417,polaris-gpu,4,64,4,True,3,4
float,128,128,128,-reorder,-a2a,-p2p_pl, , ,1 2 2,2 2 1,2,0.8,0.2,0.0,cufft,-294.706,19.95877170562744,polaris-gpu,4,64,4,True,2,4
float,128,128,128,-reorder,-a2av,-p2p_pl,-pencils,-r2c_dir 2,1 2 2,1 2 2,8,0.8,0.8,0.5,cufft,-208.004,19.95303249359131,polaris-gpu,4,64,4,True,3,4
float,128,128,128, ,-a2a,-p2p_pl,-pencils, ,1 2 2,4 1 1,8,0.8,0.0,0.5,cufft,-122.022,22.19118809700012,polaris-gpu,4,64,4,True,2,4
float,128,128,128,-reorder,-a2av,-p2p,-pencils, ,1 2 2,2 2 1,2,0.8,0.2,0.0,cufft,-275.258,22.21653842926025,polaris-gpu,4,64,4,True,3,4
float,128,128,128,-reorder,-a2a,-p2p_pl, ,-r2c_dir 2,1 2 2,2 2 1,4,0.8,0.2,0.25,cufft,-225.227,24.44689106941223,polaris-gpu,4,64,4,True,2,4
float,128,128,128, ,-a2av,-p2p_pl, , ,1 2 2,2 2 1,2,0.8,0.2,0.0,cufft,-181.525,24.49890685081482,polaris-gpu,4,64,4,True,3,4
double,128,128,128,-reorder,-a2av,-p2p_pl,-pencils, ,1 2 2,1 2 2,4,0.8,0.8,0.25,cufft,-209.047,26.68146634101868,polaris-gpu,4,64,4,True,2,4
double,128,128,128,-reorder,-a2av, ,-pencils,-r2c_dir 2,1 2 2,2 2 1,4,0.8,0.2,0.25,cufft,-52.5741,26.78811240196228,polaris-gpu,4,64,4,True,3,4
float,128,128,128,-reorder,-a2a, , , ,1 2 2,2 2 1,4,0.8,0.2,0.25,cufft,-264.956,28.922793865203857,polaris-gpu,4,64,4,True,2,4
float,128,128,128,-reorder,-a2a,-p2p_pl,-slabs,-r2c_dir 1,1 2 2,2 2 1,2,0.8,0.2,0.0,cufft,-197.31,28.97388792037964,polaris-gpu,4,64,4,True,3,4
