p0,p1,p2,p3,p4,p5,p6,p7,p8,p9,c0,FLOPS,elapsed_sec,machine_identifier,mpi_ranks,ranks_per_node,gpu_enabled,libE_id,libE_workers
double,128,-no-reorder,-a2a,-p2p_pl,-pencils, ,0.7082381101362211,0.3969019253023808,8,cufft,0.0,0.0,,0,0,False,0,0
