p0,p1x,p1y,p1z,p2,p3,p4,p5,p6,p7,p8,p9,p7_float,p8_float,p9_float,c0,FLOPS,elapsed_sec,machine_identifier,mpi_ranks,threads_per_node,ranks_per_node,gpu_enabled,libE_id,libE_workers
float,1400,1400,1400,-no-reorder, , ,-pencils,-r2c_dir 0,8 2 2,8 2 2,8,0.2,0.2,0.5,cufft,-885.149,18.313974380493164,polaris-gpu,32,64,4,True,2,4
float,1400,1400,1400,-no-reorder, , ,-pencils,-r2c_dir 1,8 4 1,4 4 2,8,0.15,0.35,0.5,cufft,-828.985,18.75173807144165,polaris-gpu,32,64,4,True,3,4
double,1400,1400,1400,-no-reorder,-a2a, ,-pencils,-r2c_dir 0,8 2 2,16 2 1,12,0.2,0.05,0.75,cufft,-223.781,37.10204076766968,polaris-gpu,32,64,4,True,4,4
double,1400,1400,1400,-reorder,-a2a,-p2p,-slabs,-r2c_dir 0,4 4 2,16 2 1,2,0.35,0.05,0.0,cufft,-239.157,34.14797353744507,polaris-gpu,32,64,4,True,5,4
double,1400,1400,1400,-no-reorder,-a2a, ,-pencils,-r2c_dir 0,2 4 4,2 4 4,12,0.6,0.6,0.75,cufft,-121.569,74.01636171340942,polaris-gpu,32,64,4,True,2,4
double,1400,1400,1400,-no-reorder, , ,-slabs,-r2c_dir 0,8 2 2,8 4 1,16,0.2,0.15,1.0,cufft,-639.493,37.77974820137024,polaris-gpu,32,64,4,True,3,4
double,1400,1400,1400,-no-reorder,-a2av,-p2p_pl,-pencils,-r2c_dir 2,16 2 1,4 4 2,2,0.05,0.35,0.0,cufft,-287.594,64.53022313117981,polaris-gpu,32,64,4,True,5,4
double,1400,1400,1400,-reorder, ,-p2p_pl,-pencils,-r2c_dir 2,8 4 1,2 4 4,8,0.15,0.6,0.5,cufft,-773.531,54.57806563377381,polaris-gpu,32,64,4,True,3,4
double,1400,1400,1400,-no-reorder, , ,-pencils,-r2c_dir 2,8 2 2,32 1 1,2,0.2,0.0,0.0,cufft,-247.802,71.64523959159851,polaris-gpu,32,64,4,True,4,4
float,1400,1400,1400,-reorder, ,-p2p,-pencils,-r2c_dir 1,16 2 1,8 2 2,16,0.05,0.2,1.0,cufft,-696.959,72.53965592384338,polaris-gpu,32,64,4,True,3,4
float,1400,1400,1400,-reorder, , ,-pencils,-r2c_dir 2,8 4 1,2 4 4,8,0.15,0.6,0.5,cufft,-1186.62,79.78458333015442,polaris-gpu,32,64,4,True,5,4
float,1400,1400,1400,-no-reorder, , ,-pencils,-r2c_dir 1,8 4 1,4 4 2,8,0.15,0.35,0.5,cufft,-845.714,88.2845778465271,polaris-gpu,32,64,4,True,3,4
float,1400,1400,1400,-reorder, , ,-pencils,-r2c_dir 1,8 4 1,8 2 2,4,0.15,0.2,0.25,cufft,-652.852,91.52761673927309,polaris-gpu,32,64,4,True,2,4
float,1400,1400,1400,-no-reorder, ,-p2p_pl,-pencils,-r2c_dir 1,8 4 1,2 4 4,16,0.15,0.6,1.0,cufft,-863.7,90.879314661026,polaris-gpu,32,64,4,True,4,4
float,1400,1400,1400,-reorder, , ,-pencils,-r2c_dir 0,32 1 1,2 4 4,8,0.0,0.6,0.5,cufft,-834.442,96.72837495803832,polaris-gpu,32,64,4,True,5,4
float,1400,1400,1400,-no-reorder, ,-p2p,-pencils,-r2c_dir 2,8 4 1,2 4 4,8,0.15,0.6,0.5,cufft,-1047.37,103.48299527168274,polaris-gpu,32,64,4,True,3,4
float,1400,1400,1400,-no-reorder, ,-p2p_pl,-pencils,-r2c_dir 0,8 4 1,2 4 4,8,0.15,0.6,0.5,cufft,-1255.65,105.61650490760805,polaris-gpu,32,64,4,True,2,4
float,1400,1400,1400,-no-reorder, , ,-pencils,-r2c_dir 2,32 1 1,4 4 2,8,0.0,0.35,0.5,cufft,-1404.6,106.21796083450316,polaris-gpu,32,64,4,True,4,4
float,1400,1400,1400,-reorder, , ,-slabs,-r2c_dir 2,32 1 1,2 4 4,8,0.0,0.6,0.5,cufft,-1574.87,110.4450831413269,polaris-gpu,32,64,4,True,5,4
double,1400,1400,1400,-reorder, , ,-pencils,-r2c_dir 2,16 2 1,2 4 4,8,0.05,0.6,0.5,cufft,-576.96,123.30214071273804,polaris-gpu,32,64,4,True,3,4
float,1400,1400,1400,-no-reorder, ,-p2p_pl,-pencils,-r2c_dir 2,8 4 1,2 4 4,4,0.15,0.6,0.25,cufft,-1072.79,121.03886342048644,polaris-gpu,32,64,4,True,2,4
float,1400,1400,1400,-no-reorder, , ,-pencils,-r2c_dir 2,32 1 1,2 4 4,8,0.0,0.6,0.5,cufft,-1341.48,121.36284613609314,polaris-gpu,32,64,4,True,4,4
float,1400,1400,1400,-no-reorder,-a2a,-p2p_pl,-pencils,-r2c_dir 2,32 1 1,2 4 4,8,0.0,0.6,0.5,cufft,-1807.75,123.7159674167633,polaris-gpu,32,64,4,True,5,4
float,1400,1400,1400,-no-reorder, , ,-pencils,-r2c_dir 2,32 1 1,2 4 4,8,0.0,0.6,0.5,cufft,-1448.19,135.079199552536,polaris-gpu,32,64,4,True,2,4
float,1400,1400,1400,-reorder, , ,-slabs,-r2c_dir 2,32 1 1,2 4 4,8,0.0,0.6,0.5,cufft,-1590.17,136.1339728832245,polaris-gpu,32,64,4,True,3,4
float,1400,1400,1400,-no-reorder, ,-p2p_pl,-pencils,-r2c_dir 2,32 1 1,2 4 4,4,0.0,0.6,0.25,cufft,-1343.53,138.03497505187988,polaris-gpu,32,64,4,True,4,4
float,1400,1400,1400,-no-reorder,-a2av,-p2p,-pencils,-r2c_dir 2,32 1 1,2 4 4,8,0.0,0.6,0.5,cufft,-936.512,140.84426617622375,polaris-gpu,32,64,4,True,5,4
float,1400,1400,1400,-no-reorder,-a2a,-p2p,-pencils,-r2c_dir 0,32 1 1,2 4 4,8,0.0,0.6,0.5,cufft,-516.14,155.47273802757263,polaris-gpu,32,64,4,True,2,4
float,1400,1400,1400,-no-reorder, ,-p2p,-slabs,-r2c_dir 2,32 1 1,2 4 4,8,0.0,0.6,0.5,cufft,-832.98,152.76487684249878,polaris-gpu,32,64,4,True,3,4
float,1400,1400,1400,-reorder,-a2av, ,-slabs,-r2c_dir 2,32 1 1,2 4 4,8,0.0,0.6,0.5,cufft,-1637.93,151.78088545799255,polaris-gpu,32,64,4,True,4,4
float,1400,1400,1400,-reorder,-a2av,-p2p_pl,-pencils,-r2c_dir 2,16 2 1,2 4 4,8,0.05,0.6,0.5,cufft,-1600.65,154.6103229522705,polaris-gpu,32,64,4,True,5,4
float,1400,1400,1400,-reorder, ,-p2p_pl,-slabs,-r2c_dir 2,32 1 1,2 4 4,8,0.0,0.6,0.5,cufft,-2093.08,164.7352797985077,polaris-gpu,32,64,4,True,3,4
float,1400,1400,1400,-no-reorder,-a2a, ,-pencils,-r2c_dir 2,32 1 1,8 4 1,12,0.0,0.15,0.75,cufft,-500.081,174.9618170261383,polaris-gpu,32,64,4,True,4,4
float,1400,1400,1400,-no-reorder,-a2a, ,-pencils,-r2c_dir 2,32 1 1,2 4 4,8,0.0,0.6,0.5,cufft,-249.276,187.50826478004456,polaris-gpu,32,64,4,True,2,4
float,1400,1400,1400,-no-reorder,-a2av,-p2p,-slabs,-r2c_dir 2,32 1 1,2 4 4,8,0.0,0.6,0.5,cufft,-923.735,171.90369319915771,polaris-gpu,32,64,4,True,5,4
float,1400,1400,1400,-reorder, ,-p2p_pl,-pencils,-r2c_dir 0,32 1 1,2 4 4,4,0.0,0.6,0.25,cufft,-784.201,182.35200023651123,polaris-gpu,32,64,4,True,3,4
double,1400,1400,1400,-reorder, ,-p2p_pl,-slabs,-r2c_dir 2,32 1 1,2 4 4,4,0.0,0.6,0.25,cufft,-707.748,190.2167196273804,polaris-gpu,32,64,4,True,5,4
float,1400,1400,1400,-reorder, ,-p2p_pl,-slabs,-r2c_dir 2,32 1 1,2 4 4,4,0.0,0.6,0.25,cufft,-1411.96,189.26209330558777,polaris-gpu,32,64,4,True,4,4
float,1400,1400,1400,-reorder,-a2av,-p2p_pl,-pencils,-r2c_dir 2,32 1 1,2 4 4,4,0.0,0.6,0.25,cufft,-1403.22,196.77949595451355,polaris-gpu,32,64,4,True,3,4
float,1400,1400,1400,-reorder, ,-p2p_pl,-slabs,-r2c_dir 2,32 1 1,4 4 2,8,0.0,0.35,0.5,cufft,-2095.13,200.43212032318115,polaris-gpu,32,64,4,True,2,4
float,1400,1400,1400,-reorder, ,-p2p_pl,-slabs,-r2c_dir 2,32 1 1,2 4 4,4,0.0,0.6,0.25,cufft,-1350.19,203.7998232841492,polaris-gpu,32,64,4,True,4,4
