p0,p1,p2,p3,p4,p5,p6,p7,p8,p9,p7_float,p8_float,p9_float,c0,FLOPS,elapsed_sec,machine_identifier,mpi_ranks,threads_per_node,ranks_per_node,gpu_enabled,libE_id,libE_workers
float,256,-reorder, , ,-pencils,-r2c_dir 1,8 16 16,64 8 4,2,0.5194805194805194,0.2207792207792207,0.0,fftw,-332.908,35.00504302978516,theta-knl,2048,256,64,False,2,4
float,256,-reorder, , ,-pencils,-r2c_dir 1,32 8 8,32 32 2,2,0.3116883116883117,0.2857142857142857,0.0,fftw,-468.168,34.80743765830994,theta-knl,2048,256,64,False,3,4
float,256,-no-reorder, , ,-pencils,-r2c_dir 0,32 8 8,32 32 2,2,0.3116883116883117,0.2857142857142857,0.0,fftw,-191.295,36.06205010414124,theta-knl,2048,256,64,False,4,4
float,256,-reorder, , ,-pencils,-r2c_dir 1,32 16 4,64 8 4,2,0.2987012987012987,0.2207792207792207,0.0,fftw,-203.146,34.71040916442871,theta-knl,2048,256,64,False,5,4
float,256,-no-reorder, , ,-pencils,-r2c_dir 1,8 16 16,32 32 2,2,0.5194805194805194,0.2857142857142857,0.0,fftw,-292.028,51.62530994415283,theta-knl,2048,256,64,False,2,4
float,256,-reorder, , ,-pencils,-r2c_dir 1,32 8 8,32 32 2,2,0.3116883116883117,0.2857142857142857,0.0,fftw,-297.767,57.288578271865845,theta-knl,2048,256,64,False,3,4
float,256,-no-reorder,-a2av, ,-pencils,-r2c_dir 1,32 8 8,64 8 4,4,0.3116883116883117,0.2207792207792207,1.0,fftw,-325.428,57.48918128013611,theta-knl,2048,256,64,False,4,4
float,256,-no-reorder, ,-p2p,-pencils,-r2c_dir 1,32 16 4,64 8 4,2,0.2987012987012987,0.2207792207792207,0.0,fftw,-250.877,57.38693594932556,theta-knl,2048,256,64,False,5,4
float,256,-reorder, , ,-pencils,-r2c_dir 1,32 8 8,64 8 4,4,0.3116883116883117,0.2207792207792207,1.0,fftw,-355.474,68.40096616744995,theta-knl,2048,256,64,False,2,4
float,256,-reorder,-a2av, ,-pencils,-r2c_dir 1,32 8 8,64 8 4,4,0.3116883116883117,0.2207792207792207,1.0,fftw,-218.546,74.2472517490387,theta-knl,2048,256,64,False,3,4
float,256,-reorder, , ,-pencils,-r2c_dir 1,32 8 8,64 8 4,2,0.3116883116883117,0.2207792207792207,0.0,fftw,-232.673,78.68526220321655,theta-knl,2048,256,64,False,4,4
float,256,-reorder, , ,-pencils,-r2c_dir 1,32 16 4,64 16 2,2,0.2987012987012987,0.2077922077922078,0.0,fftw,-340.194,78.53275179862976,theta-knl,2048,256,64,False,5,4
float,256,-reorder, , ,-pencils,-r2c_dir 1,16 16 8,1024 2 1,2,0.4025974025974026,0.0129870129870129,0.0,fftw,2.137,94.49247074127196,theta-knl,2048,256,64,False,2,4
float,256,-no-reorder, , ,-pencils,-r2c_dir 1,32 16 4,256 4 2,2,0.2987012987012987,0.0909090909090909,0.0,fftw,-285.464,91.23008966445924,theta-knl,2048,256,64,False,3,4
float,256,-reorder, , ,-pencils,-r2c_dir 1,32 8 8,64 16 2,4,0.3116883116883117,0.2077922077922078,1.0,fftw,-209.586,95.20575046539308,theta-knl,2048,256,64,False,4,4
float,256,-reorder,-a2av, ,-pencils,-r2c_dir 1,32 16 4,64 16 2,4,0.2987012987012987,0.2077922077922078,1.0,fftw,-354.842,97.85325717926024,theta-knl,2048,256,64,False,5,4
float,256,-reorder, , ,-pencils,-r2c_dir 1,32 8 8,32 32 2,2,0.3116883116883117,0.2857142857142857,0.0,fftw,-380.838,108.06582736968994,theta-knl,2048,256,64,False,3,4
float,256,-reorder,-a2av, ,-pencils,-r2c_dir 1,32 8 8,64 16 2,4,0.3116883116883117,0.2077922077922078,1.0,fftw,-186.175,111.40712261199953,theta-knl,2048,256,64,False,2,4
float,256,-reorder,-a2av, ,-pencils,-r2c_dir 1,32 8 8,64 16 2,4,0.3116883116883117,0.2077922077922078,1.0,fftw,-206.614,113.99225878715517,theta-knl,2048,256,64,False,4,4
float,256,-reorder, , ,-pencils,-r2c_dir 1,16 16 8,64 16 2,2,0.4025974025974026,0.2077922077922078,0.0,fftw,-232.289,116.82057356834412,theta-knl,2048,256,64,False,5,4
float,256,-no-reorder,-a2av, ,-pencils,-r2c_dir 1,16 16 8,256 8 1,2,0.4025974025974026,0.0779220779220779,0.0,fftw,-219.286,123.04055309295654,theta-knl,2048,256,64,False,3,4
float,256,-reorder, , ,-pencils,-r2c_dir 1,32 16 4,32 32 2,2,0.2987012987012987,0.2857142857142857,0.0,fftw,-254.599,128.12193202972412,theta-knl,2048,256,64,False,2,4
float,256,-reorder, , ,-pencils,-r2c_dir 1,8 16 16,32 32 2,2,0.5194805194805194,0.2857142857142857,0.0,fftw,-252.974,131.16272711753845,theta-knl,2048,256,64,False,4,4
float,256,-no-reorder,-a2av, ,-pencils,-r2c_dir 1,32 8 8,32 16 4,2,0.3116883116883117,0.2987012987012987,0.0,fftw,-191.215,135.19643878936768,theta-knl,2048,256,64,False,5,4
float,256,-reorder,-a2av, ,-pencils,-r2c_dir 1,32 8 8,32 32 2,2,0.3116883116883117,0.2857142857142857,0.0,fftw,-246.72,139.81796216964722,theta-knl,2048,256,64,False,3,4
float,256,-reorder, , ,-pencils,-r2c_dir 1,16 16 8,32 32 2,2,0.4025974025974026,0.2857142857142857,0.0,fftw,-235.657,144.98450541496277,theta-knl,2048,256,64,False,2,4
float,256,-reorder, , ,-pencils,-r2c_dir 1,32 8 8,32 32 2,2,0.3116883116883117,0.2857142857142857,0.0,fftw,-366.977,147.82851934432983,theta-knl,2048,256,64,False,4,4
float,256,-reorder,-a2av, ,-pencils,-r2c_dir 1,32 16 4,64 16 2,2,0.2987012987012987,0.2077922077922078,0.0,fftw,-229.573,152.1046166419983,theta-knl,2048,256,64,False,5,4
float,256,-no-reorder, , ,-pencils,-r2c_dir 1,32 16 4,64 8 4,2,0.2987012987012987,0.2207792207792207,0.0,fftw,-228.083,156.83696031570437,theta-knl,2048,256,64,False,3,4
float,256,-no-reorder, , ,-pencils,-r2c_dir 1,32 16 4,32 32 2,2,0.2987012987012987,0.2857142857142857,0.0,fftw,-242.749,161.8133521080017,theta-knl,2048,256,64,False,2,4
float,256,-no-reorder,-a2av, ,-pencils,-r2c_dir 1,32 16 4,32 32 2,2,0.2987012987012987,0.2857142857142857,0.0,fftw,-200.48,164.82360649108887,theta-knl,2048,256,64,False,4,4
float,256,-no-reorder,-a2av, ,-pencils,-r2c_dir 1,32 16 4,512 2 2,2,0.2987012987012987,0.0519480519480519,0.0,fftw,-169.111,170.93839812278748,theta-knl,2048,256,64,False,5,4
float,256,-reorder,-a2av, ,-pencils,-r2c_dir 1,32 8 8,512 2 2,4,0.3116883116883117,0.0519480519480519,1.0,fftw,-168.405,175.67230677604675,theta-knl,2048,256,64,False,3,4
float,256,-reorder,-a2av, ,-pencils,-r2c_dir 1,32 16 4,256 8 1,4,0.2987012987012987,0.0779220779220779,1.0,fftw,-248.773,176.65991044044495,theta-knl,2048,256,64,False,2,4
float,256,-reorder, , ,-pencils,-r2c_dir 1,32 8 8,32 32 2,4,0.3116883116883117,0.2857142857142857,1.0,fftw,-355.763,181.50262022018435,theta-knl,2048,256,64,False,4,4
float,256,-reorder,-a2av, ,-pencils,-r2c_dir 1,32 8 8,64 8 4,4,0.3116883116883117,0.2207792207792207,1.0,fftw,-268.668,187.85839104652405,theta-knl,2048,256,64,False,5,4
float,256,-reorder, , ,-pencils,-r2c_dir 1,32 16 4,32 32 2,2,0.2987012987012987,0.2857142857142857,0.0,fftw,-332.953,192.44108176231384,theta-knl,2048,256,64,False,2,4
float,256,-reorder, , ,-pencils,-r2c_dir 1,32 8 8,32 32 2,2,0.3116883116883117,0.2857142857142857,0.0,fftw,-316.367,195.2796921730041,theta-knl,2048,256,64,False,3,4
float,256,-reorder,-a2av, ,-pencils,-r2c_dir 1,32 16 4,64 16 2,4,0.2987012987012987,0.2077922077922078,1.0,fftw,-287.351,198.34276485443115,theta-knl,2048,256,64,False,4,4
float,256,-no-reorder,-a2av, ,-pencils,-r2c_dir 1,32 16 4,64 8 4,2,0.2987012987012987,0.2207792207792207,0.0,fftw,-146.741,204.9455065727234,theta-knl,2048,256,64,False,5,4
float,256,-no-reorder,-a2av, ,-pencils,-r2c_dir 1,32 8 8,64 8 4,2,0.3116883116883117,0.2207792207792207,0.0,fftw,-236.482,209.39876198768616,theta-knl,2048,256,64,False,2,4
float,256,-no-reorder, ,-p2p_pl,-pencils,-r2c_dir 1,32 8 8,64 8 4,2,0.3116883116883117,0.2207792207792207,0.0,fftw,-292.924,212.19521808624268,theta-knl,2048,256,64,False,3,4
float,256,-reorder, , ,-pencils,-r2c_dir 1,32 8 8,64 16 2,4,0.3116883116883117,0.2077922077922078,1.0,fftw,-249.968,215.2311012744904,theta-knl,2048,256,64,False,4,4
float,256,-reorder, ,-p2p,-pencils,-r2c_dir 1,32 16 4,64 16 2,2,0.2987012987012987,0.2077922077922078,0.0,fftw,-153.302,221.80498003959656,theta-knl,2048,256,64,False,5,4
float,256,-no-reorder,-a2av, ,-pencils,-r2c_dir 1,32 16 4,32 32 2,2,0.2987012987012987,0.2857142857142857,0.0,fftw,-352.265,226.21710395812988,theta-knl,2048,256,64,False,2,4
float,256,-reorder, , ,-pencils,-r2c_dir 1,32 8 8,64 8 4,2,0.3116883116883117,0.2207792207792207,0.0,fftw,-234.74,229.1090385913849,theta-knl,2048,256,64,False,3,4
