p0,p1,p2,p3,p4,p5,p6,p7,p8,p9,c0,FLOPS,elapsed_sec,machine_identifier,mpi_ranks,ranks_per_node,gpu_enabled,libE_id,libE_workers
float,512, , , ,-slabs, ,0.3942641647470445,0.4123544328653027,4,fftw,-206.768,19.83973741531372,theta-knl,1024,64,False,5,4
double,512,-no-reorder,-a2av, ,-slabs,-r2c_dir 0,0.43313052912173944,0.6204066026833723,4,fftw,-134.157,20.491122484207153,theta-knl,1024,64,False,4,4
float,512,-no-reorder, , , ,-r2c_dir 1,0.49575040214351573,0.8193757852967771,4,fftw,-494.418,22.34543490409851,theta-knl,1024,64,False,3,4
float,512, , , , , ,0.5,0.5,4,fftw,-523.785,24.700817823410034,theta-knl,1024,64,False,2,4
float,512, ,-a2av,-p2p,-pencils, ,0.20930063126317533,0.8881811432401187,2,fftw,-292.095,35.507874965667725,theta-knl,1024,64,False,5,4
double,512,-no-reorder, ,-p2p, ,-r2c_dir 0,0.4553348908058934,0.9526663138537921,4,fftw,-100.148,38.524943828582764,theta-knl,1024,64,False,4,4
double,512,-no-reorder,-a2av, ,-pencils,-r2c_dir 1,0.8607548168005809,0.03942365384175728,2,fftw,2.137,42.07945680618286,theta-knl,1024,64,False,3,4
float,512,-no-reorder, ,-p2p_pl, , ,0.6883640975003075,0.09122422472820091,4,fftw,2.137,45.88483381271362,theta-knl,1024,64,False,2,4
float,512, , , , ,-r2c_dir 0,0.870648540236751,0.7037790960846554,4,fftw,-613.586,51.40979480743408,theta-knl,1024,64,False,5,4
float,512, ,-a2av, , , ,0.5050728516175749,0.8332369663436725,4,fftw,-505.764,58.661691427230835,theta-knl,1024,64,False,2,4
float,512,-no-reorder, , , , ,0.4755561079791689,0.9441577876491757,2,fftw,-152.246,60.46850228309631,theta-knl,1024,64,False,3,4
float,512, , , ,-slabs,-r2c_dir 2,0.5207719890764728,0.6741612430478036,4,fftw,-276.802,64.85113739967346,theta-knl,1024,64,False,5,4
float,512, ,-a2a, , ,-r2c_dir 2,0.5824976218484951,0.78021771491124,2,fftw,-20.1275,66.41623878479004,theta-knl,1024,64,False,4,4
double,512, , , , , ,0.5123817219150837,0.8574608225157805,4,fftw,-224.559,75.02306985855103,theta-knl,1024,64,False,2,4
float,512, , , , ,-r2c_dir 2,0.4952376346057168,0.7232419529672506,4,fftw,-580.895,78.48372220993042,theta-knl,1024,64,False,3,4
