p0,p1x,p1y,p1z,p2,p3,p4,p5,p6,p7,p8,p9,p7_float,p8_float,p9_float,c0,FLOPS,elapsed_sec,machine_identifier,mpi_ranks,threads_per_node,ranks_per_node,gpu_enabled,libE_id,libE_workers
float,1024,1024,1024,-no-reorder, , ,-pencils,-r2c_dir 0,2 2 2,2 2 2,8,0.4444444444444444,0.4444444444444444,0.5,cufft,-232.713,24.194201469421387,polaris-gpu,8,64,4,True,2,4
float,1024,1024,1024,-no-reorder, , ,-pencils,-r2c_dir 1,4 2 1,2 2 2,8,0.1111111111111111,0.4444444444444444,0.5,cufft,-276.749,22.91230821609497,polaris-gpu,8,64,4,True,3,4
double,1024,1024,1024,-no-reorder,-a2a, ,-pencils,-r2c_dir 0,2 2 2,4 2 1,12,0.4444444444444444,0.1111111111111111,0.75,cufft,-122.221,32.85216188430786,polaris-gpu,8,64,4,True,4,4
double,1024,1024,1024,-reorder,-a2a,-p2p,-slabs,-r2c_dir 0,2 2 2,8 1 1,2,0.4444444444444444,0.0,0.0,cufft,-126.303,32.809717655181885,polaris-gpu,8,64,4,True,5,4
double,1024,1024,1024,-no-reorder,-a2a, ,-pencils,-r2c_dir 0,2 2 2,2 2 2,12,0.4444444444444444,0.4444444444444444,0.75,cufft,-49.7745,78.63296508789062,polaris-gpu,8,64,4,True,3,4
double,1024,1024,1024,-no-reorder, , ,-slabs,-r2c_dir 0,2 2 2,4 2 1,16,0.4444444444444444,0.1111111111111111,1.0,cufft,-166.874,50.79942965507507,polaris-gpu,8,64,4,True,2,4
double,1024,1024,1024,-no-reorder,-a2av,-p2p_pl,-pencils,-r2c_dir 2,8 1 1,2 2 2,2,0.0,0.4444444444444444,0.0,cufft,-109.151,67.11444354057312,polaris-gpu,8,64,4,True,4,4
double,1024,1024,1024,-no-reorder, ,-p2p,-pencils,-r2c_dir 1,2 2 2,4 2 1,4,0.4444444444444444,0.1111111111111111,0.25,cufft,-165.344,60.88796067237854,polaris-gpu,8,64,4,True,5,4
float,1024,1024,1024,-no-reorder, , ,-pencils,-r2c_dir 0,4 2 1,4 2 1,8,0.1111111111111111,0.1111111111111111,0.5,cufft,-336.575,70.81891632080078,polaris-gpu,8,64,4,True,2,4
float,1024,1024,1024,-no-reorder, , ,-pencils,-r2c_dir 2,2 2 2,2 2 2,8,0.4444444444444444,0.4444444444444444,0.5,cufft,-261.993,83.46609568595886,polaris-gpu,8,64,4,True,5,4
float,1024,1024,1024,-reorder, , ,-pencils,-r2c_dir 2,4 2 1,2 2 2,12,0.1111111111111111,0.4444444444444444,0.75,cufft,-235.791,89.8691475391388,polaris-gpu,8,64,4,True,4,4
float,1024,1024,1024,-no-reorder,-a2av, ,-pencils,-r2c_dir 0,8 1 1,2 2 2,8,0.0,0.4444444444444444,0.5,cufft,-248.855,93.1181254386902,polaris-gpu,8,64,4,True,2,4
float,1024,1024,1024,-no-reorder, ,-p2p_pl,-pencils,-r2c_dir 0,8 1 1,4 2 1,2,0.0,0.1111111111111111,0.0,cufft,-160.72,106.43641924858092,polaris-gpu,8,64,4,True,3,4
