p0,p1,p2,p3,p4,p5,p6,p7,p8,p9,c0,FLOPS,elapsed_sec,machine_identifier,mpi_ranks,ranks_per_node,gpu_enabled,libE_id,libE_workers
float,128, , , , , ,0.5,0.5,16,cufft,-1.44689,8.755937099456787,polaris-gpu,32,4,True,2,4
float,128,-no-reorder, , , ,-r2c_dir 1,0.49575040214351573,0.8193757852967771,4,cufft,-1.49852,10.810302734375,polaris-gpu,32,4,True,3,4
float,128, , ,-p2p_pl,-slabs, ,0.6114410055025455,0.6304069166531082,8,cufft,-0.770578,12.7346830368042,polaris-gpu,32,4,True,4,4
float,128, ,-a2a,-p2p_pl,-slabs, ,0.49900984861417486,0.2794136535792422,2,cufft,1.0,12.735381364822388,polaris-gpu,32,4,True,5,4
float,128,-reorder,-a2av,-p2p_pl,-pencils,-r2c_dir 2,0.7173464711372233,0.9313765993266238,12,cufft,-4.52095,13.09728741645813,polaris-gpu,32,4,True,2,4
double,128,-reorder,-a2av,-p2p,-pencils,-r2c_dir 2,0.7848345640221458,0.37364990283001664,2,cufft,1.0,22.11372208595276,polaris-gpu,32,4,True,3,4
float,128, , , ,-pencils, ,0.9002276710121454,0.7980805768877473,8,cufft,-1.68256,19.362370491027832,polaris-gpu,32,4,True,2,4
double,128, , , ,-slabs,-r2c_dir 1,0.03358445998205517,0.23626856389383133,2,cufft,1.0,24.692476511001587,polaris-gpu,32,4,True,4,4
float,128,-reorder, ,-p2p_pl,-pencils,-r2c_dir 1,0.512837389129005,0.9637062158850076,12,cufft,-4.22532,20.326932430267334,polaris-gpu,32,4,True,5,4
double,128,-reorder,-a2a,-p2p_pl,-pencils,-r2c_dir 0,0.8452130187717506,0.8955184009175592,8,cufft,1.0,30.714573621749878,polaris-gpu,32,4,True,2,4
float,128,-no-reorder, , ,-pencils,-r2c_dir 1,0.6792663124378907,0.8791305646951447,12,cufft,-5.97286,24.55143690109253,polaris-gpu,32,4,True,5,4
float,128,-reorder, ,-p2p_pl,-pencils,-r2c_dir 2,0.6901108641193884,0.9680541992602012,12,cufft,-7.86098,25.908161401748657,polaris-gpu,32,4,True,3,4
float,128, , ,-p2p_pl,-pencils,-r2c_dir 1,0.5917301044822396,0.8937006672389448,12,cufft,-6.69492,28.59724712371826,polaris-gpu,32,4,True,3,4
double,128,-reorder, ,-p2p_pl,-pencils,-r2c_dir 2,0.8362311263509278,0.9470388524552187,12,cufft,1.0,38.62683939933777,polaris-gpu,32,4,True,3,4
float,128,-no-reorder, , ,-pencils,-r2c_dir 1,0.7213553325655168,0.939506209268405,12,cufft,-4.75818,32.39420962333679,polaris-gpu,32,4,True,4,4
float,128,-reorder,-a2av,-p2p_pl, ,-r2c_dir 2,0.7178865008578891,0.9320406865129204,12,cufft,-7.84894,32.937849283218384,polaris-gpu,32,4,True,5,4
double,128,-reorder, ,-p2p_pl,-pencils,-r2c_dir 2,0.6527895740037143,0.8903806925264544,12,cufft,1.0,42.36172795295715,polaris-gpu,32,4,True,2,4
float,128,-reorder, ,-p2p_pl,-pencils,-r2c_dir 0,0.07548578223820168,0.9843853215724493,12,cufft,-2.25499,37.65494728088379,polaris-gpu,32,4,True,4,4
float,128,-no-reorder, ,-p2p_pl, ,-r2c_dir 2,0.7735776074564903,0.948472255562468,12,cufft,-7.24686,38.61143207550049,polaris-gpu,32,4,True,5,4
float,128,-reorder,-a2a, ,-slabs,-r2c_dir 2,0.6961059435542958,0.9496163329415234,12,cufft,-4.29545,42.098215103149414,polaris-gpu,32,4,True,3,4
float,128,-no-reorder,-a2a,-p2p,-pencils,-r2c_dir 2,0.9778235798714284,0.927711730569006,12,cufft,-3.21119,45.03843712806702,polaris-gpu,32,4,True,4,4
float,128,-no-reorder, ,-p2p_pl,-pencils,-r2c_dir 0,0.7933979373787413,0.9919050015544528,12,cufft,-5.33235,44.48774576187134,polaris-gpu,32,4,True,5,4
float,128, , , ,-slabs,-r2c_dir 2,0.6928412446658507,0.9723304399802468,12,cufft,-1.30173,49.49476742744446,polaris-gpu,32,4,True,2,4
float,128,-reorder,-a2av,-p2p_pl, ,-r2c_dir 2,0.7444675209544694,0.9598117404020039,4,cufft,-1.47194,50.84608221054077,polaris-gpu,32,4,True,3,4
float,128,-no-reorder, ,-p2p_pl,-slabs, ,0.730240271642542,0.9390419528524083,12,cufft,-1.07216,54.55196809768677,polaris-gpu,32,4,True,4,4
float,128,-reorder,-a2av,-p2p_pl,-pencils,-r2c_dir 2,0.7156565180059995,0.8938723922166456,12,cufft,-4.48928,52.59885382652283,polaris-gpu,32,4,True,5,4
float,128,-no-reorder,-a2a,-p2p_pl,-pencils,-r2c_dir 2,0.32261983241919256,0.938788359039155,12,cufft,1.0,60.94812846183777,polaris-gpu,32,4,True,2,4
float,128,-no-reorder, ,-p2p_pl,-slabs,-r2c_dir 2,0.77700116221458,0.9630067027974873,12,cufft,-1.78437,57.38775086402893,polaris-gpu,32,4,True,3,4
float,128,-no-reorder,-a2a,-p2p_pl, ,-r2c_dir 2,0.6906968414359477,0.9631857969736352,12,cufft,-3.84121,57.87199401855469,polaris-gpu,32,4,True,5,4
float,128,-no-reorder, ,-p2p_pl,-pencils,-r2c_dir 1,0.6335077068207251,0.9378248656618503,12,cufft,-7.93675,59.12752723693848,polaris-gpu,32,4,True,4,4
float,128,-reorder,-a2a,-p2p_pl,-pencils,-r2c_dir 1,0.7105390844564976,0.8738785088509521,12,cufft,-7.93116,61.32315707206726,polaris-gpu,32,4,True,3,4
float,128, , ,-p2p,-pencils,-r2c_dir 0,0.6974542858025661,0.923754311572032,12,cufft,-7.03964,63.293450593948364,polaris-gpu,32,4,True,4,4
