p0,p1,p2,p3,p4,p5,p6,p7,p8,p9,c0,FLOPS,elapsed_sec,machine_identifier,mpi_ranks,ranks_per_node,gpu_enabled,libE_id,libE_workers
float,1024, , , , , ,0.5,0.5,4,fftw,-192.352,31.633251428604126,theta-knl,256,64,False,2,4
float,1024, , , ,-slabs, ,0.3942641647470445,0.4123544328653027,4,fftw,-186.17,35.892152070999146,theta-knl,256,64,False,5,4
float,1024,-no-reorder, , , ,-r2c_dir 1,0.49575040214351573,0.8193757852967771,4,fftw,-83.8878,41.05345439910889,theta-knl,256,64,False,3,4
float,1024, ,-a2av,-p2p,-pencils, ,0.20930063126317533,0.8881811432401187,2,fftw,-127.188,60.598822355270386,theta-knl,256,64,False,2,4
double,1024,-no-reorder,-a2av, ,-slabs,-r2c_dir 0,0.43313052912173944,0.6204066026833723,4,fftw,-57.2676,61.497403144836426,theta-knl,256,64,False,4,4
double,1024,-no-reorder,-a2av, ,-pencils,-r2c_dir 1,0.8607548168005809,0.03942365384175728,2,fftw,-128.126,66.73391103744507,theta-knl,256,64,False,5,4
float,1024, , ,-p2p_pl,-pencils, ,0.913276381157598,0.033131262110711934,2,fftw,-297.857,81.18572664260864,theta-knl,256,64,False,2,4
double,1024,-no-reorder, ,-p2p, ,-r2c_dir 0,0.4553348908058934,0.9526663138537921,4,fftw,-78.0607,86.08129501342773,theta-knl,256,64,False,3,4
float,1024, , , , , ,0.1692820643645051,0.24044531287793158,4,fftw,-180.642,88.40678286552429,theta-knl,256,64,False,4,4
float,1024, ,-a2av, ,-pencils, ,0.15201763888234543,0.48462331880931075,4,fftw,-180.139,95.01363730430603,theta-knl,256,64,False,5,4
float,1024, , , ,-pencils, ,0.9105183060279098,0.005615040831588036,2,fftw,-284.955,103.11435866355896,theta-knl,256,64,False,2,4
float,1024, , ,-p2p,-pencils, ,0.9716966847798313,0.2078165348247093,2,fftw,-292.354,110.23914837837219,theta-knl,256,64,False,3,4
float,1024, , ,-p2p_pl,-slabs, ,0.93818028377144,0.03579589959782992,2,fftw,-304.639,110.83604621887207,theta-knl,256,64,False,4,4
float,1024, , ,-p2p_pl,-pencils, ,0.24037198820333094,0.009177794703513764,4,fftw,-279.912,120.48175573348999,theta-knl,256,64,False,5,4
float,1024, , ,-p2p_pl,-slabs, ,0.9341554935467732,0.0017410290189453503,2,fftw,-282.367,133.73253631591797,theta-knl,256,64,False,4,4
