p0,p1,p2,p3,p4,p5,p6,p7,p8,p9,c0,FLOPS,elapsed_sec,machine_identifier,mpi_ranks,ranks_per_node,gpu_enabled,libE_id,libE_workers
float,128, , , , , ,0.5,0.5,16,cufft,-3.24151,8.254528522491455,polaris-gpu,16,4,True,2,4
float,128, , ,-p2p_pl,-slabs, ,0.6114410055025455,0.6304069166531082,8,cufft,-1.06566,8.255850791931152,polaris-gpu,16,4,True,4,4
float,128,-no-reorder, , , ,-r2c_dir 1,0.49575040214351573,0.8193757852967771,4,cufft,-3.96262,9.007108926773071,polaris-gpu,16,4,True,3,4
double,128,-reorder,-a2av,-p2p,-pencils,-r2c_dir 2,0.7848345640221458,0.37364990283001664,2,cufft,-3.00831,13.17057752609253,polaris-gpu,16,4,True,3,4
double,128,-reorder,-a2a,-p2p_pl, , ,0.13326999026271835,0.44509679821536874,16,cufft,-5.40251,15.137335062026978,polaris-gpu,16,4,True,4,4
double,128, , ,-p2p_pl,-slabs,-r2c_dir 2,0.6000359353813127,0.9934690392441712,4,cufft,-5.75335,15.787643909454346,polaris-gpu,16,4,True,5,4
float,128, ,-a2a,-p2p, , ,0.2373875254346962,0.5321669391893262,8,cufft,-8.42966,17.00481414794922,polaris-gpu,16,4,True,3,4
float,128,-reorder,-a2av,-p2p_pl,-pencils,-r2c_dir 2,0.7173464711372233,0.9313765993266238,12,cufft,1.0,18.640695095062256,polaris-gpu,16,4,True,2,4
double,128,-reorder,-a2a,-p2p_pl,-pencils,-r2c_dir 2,0.2895086400276975,0.3226591482025425,4,cufft,-4.32304,19.44083547592163,polaris-gpu,16,4,True,4,4
float,128, ,-a2a,-p2p, , ,0.10173850142516516,0.5437987630651308,4,cufft,-1.19771,26.242374420166016,polaris-gpu,16,4,True,3,4
double,128, , ,-p2p_pl, ,-r2c_dir 1,0.19026389866153937,0.47658992318221827,8,cufft,-2.8347,27.535510063171387,polaris-gpu,16,4,True,5,4
double,128, ,-a2av,-p2p_pl, ,-r2c_dir 2,0.25987878491826477,0.5341943664588351,4,cufft,-4.45428,27.736523389816284,polaris-gpu,16,4,True,4,4
float,128, ,-a2a,-p2p, ,-r2c_dir 2,0.29523754625761567,0.6842725528145879,2,cufft,1.0,29.286659955978394,polaris-gpu,16,4,True,2,4
double,128,-no-reorder,-a2av,-p2p_pl, ,-r2c_dir 1,0.2474540927066946,0.45185540093420407,2,cufft,-1.60635,37.00675392150879,polaris-gpu,16,4,True,2,4
double,128,-no-reorder, ,-p2p_pl, ,-r2c_dir 0,0.13185333439070612,0.2563465332513615,16,cufft,-3.73801,37.85071039199829,polaris-gpu,16,4,True,3,4
double,128,-no-reorder, ,-p2p,-slabs,-r2c_dir 1,0.1601188563965079,0.4378863017531107,2,cufft,-0.688048,39.05293583869934,polaris-gpu,16,4,True,4,4
double,128,-no-reorder, , , ,-r2c_dir 0,0.03709249090774658,0.22353125563907938,16,cufft,-3.034,44.66738963127136,polaris-gpu,16,4,True,4,4
double,128,-reorder,-a2av,-p2p_pl, ,-r2c_dir 0,0.16816674526575814,0.2583043369429966,8,cufft,-3.45097,45.26737833023071,polaris-gpu,16,4,True,3,4
float,128,-reorder, ,-p2p_pl,-pencils,-r2c_dir 0,0.09130834429175161,0.44318328921449834,8,cufft,1.0,48.71049118041992,polaris-gpu,16,4,True,2,4
double,128,-reorder, ,-p2p, ,-r2c_dir 0,0.1500344517349852,0.9386272975580929,12,cufft,-1.78292,54.620567083358765,polaris-gpu,16,4,True,2,4
double,128, ,-a2a,-p2p_pl, ,-r2c_dir 0,0.1630429752739323,0.4111330474413929,2,cufft,-1.44869,55.01975893974304,polaris-gpu,16,4,True,4,4
float,128,-reorder, ,-p2p_pl, ,-r2c_dir 0,0.258677712907452,0.43944166801194906,8,cufft,1.0,56.751096963882446,polaris-gpu,16,4,True,3,4
double,128,-no-reorder,-a2a,-p2p_pl, ,-r2c_dir 0,0.16586804029732993,0.39548403029429247,16,cufft,-6.42973,63.17735433578491,polaris-gpu,16,4,True,3,4
double,128,-no-reorder,-a2a,-p2p, ,-r2c_dir 0,0.1815692903450037,0.28581526371860255,12,cufft,-4.23647,63.3778977394104,polaris-gpu,16,4,True,2,4
double,128,-no-reorder,-a2a,-p2p_pl, ,-r2c_dir 0,0.16152621839075,0.08966447806174171,12,cufft,-1.72482,67.11344027519226,polaris-gpu,16,4,True,5,4
double,128,-no-reorder, ,-p2p_pl,-pencils,-r2c_dir 2,0.16622802637258238,0.3849372451935531,12,cufft,-1.7287,67.31503057479858,polaris-gpu,16,4,True,4,4
double,128, , ,-p2p_pl, ,-r2c_dir 0,0.19029384724996157,0.44562155235597234,12,cufft,-9.0604,69.16974949836731,polaris-gpu,16,4,True,3,4
float,128, , ,-p2p, ,-r2c_dir 0,0.16498876807845475,0.03758767511373384,12,cufft,-3.9815,71.59470558166504,polaris-gpu,16,4,True,2,4
double,128,-no-reorder, ,-p2p_pl, ,-r2c_dir 0,0.18258775467177712,0.6937254321318566,12,cufft,-3.02558,74.65802025794983,polaris-gpu,16,4,True,4,4
double,128,-reorder,-a2av,-p2p_pl,-slabs,-r2c_dir 0,0.16616286680749381,0.4052321937674648,12,cufft,-2.99629,75.55892705917358,polaris-gpu,16,4,True,3,4
double,128, , ,-p2p_pl, ,-r2c_dir 2,0.17563705776355953,0.4544504134803601,12,cufft,-8.49343,76.9585919380188,polaris-gpu,16,4,True,5,4
double,128, ,-a2a,-p2p_pl, ,-r2c_dir 1,0.22434785329589157,0.43982861498118986,12,cufft,-10.1089,81.30616688728333,polaris-gpu,16,4,True,3,4
double,128,-no-reorder, ,-p2p_pl, ,-r2c_dir 0,0.5360850918697211,0.44393767749323554,12,cufft,-6.98434,84.03644585609436,polaris-gpu,16,4,True,5,4
float,128,-no-reorder, , , ,-r2c_dir 0,0.17950829101519772,0.3947878409328117,12,cufft,-3.95457,85.1879677772522,polaris-gpu,16,4,True,4,4
double,128, ,-a2a, , , ,0.519563718657838,0.4463287104867485,12,cufft,1.0,88.68937134742737,polaris-gpu,16,4,True,2,4
float,128, ,-a2av,-p2p_pl, , ,0.6075744098918839,0.43912661485992344,12,cufft,-8.73753,91.2356858253479,polaris-gpu,16,4,True,2,4
float,128,-no-reorder,-a2a,-p2p_pl, ,-r2c_dir 0,0.33382419666884167,0.42360109661891454,12,cufft,-8.8274,91.53595566749573,polaris-gpu,16,4,True,3,4
float,128,-no-reorder, ,-p2p_pl,-pencils,-r2c_dir 1,0.9671683673879206,0.43274259543219096,12,cufft,-9.8591,93.9106650352478,polaris-gpu,16,4,True,2,4
double,128, ,-a2av, , ,-r2c_dir 1,0.8637422532411274,0.4442130214839375,12,cufft,-15.5857,94.98719334602356,polaris-gpu,16,4,True,3,4
double,128,-reorder, ,-p2p_pl, , ,0.9905818318117322,0.4308145842854001,12,cufft,-20.4877,99.4858169555664,polaris-gpu,16,4,True,2,4
double,128, ,-a2av, ,-pencils,-r2c_dir 1,0.9291524364524996,0.4413771359087898,12,cufft,-12.7594,99.7861795425415,polaris-gpu,16,4,True,3,4
float,128, ,-a2a,-p2p_pl, ,-r2c_dir 1,0.9779131509352655,0.5732483243929886,12,cufft,-14.2981,102.01463603973389,polaris-gpu,16,4,True,5,4
double,128, , ,-p2p, ,-r2c_dir 1,0.8092098579913272,0.1602966236168908,12,cufft,-2.97443,103.26615858078003,polaris-gpu,16,4,True,4,4
float,128, , , , , ,0.8935530333518888,0.41684268183750517,12,cufft,-43.6872,104.67453980445862,polaris-gpu,16,4,True,3,4
double,128, , ,-p2p_pl, ,-r2c_dir 1,0.9269607538406527,0.4160295970128213,2,cufft,-2.28425,108.57170057296753,polaris-gpu,16,4,True,2,4
double,128,-no-reorder,-a2av,-p2p_pl,-pencils,-r2c_dir 1,0.9355701825863942,0.048433624448468215,12,cufft,-1.80084,111.30360436439514,polaris-gpu,16,4,True,4,4
float,128, , , ,-pencils, ,0.9060085302276528,0.4200187115013029,8,cufft,-5.98573,112.52348971366882,polaris-gpu,16,4,True,5,4
double,128, ,-a2av,-p2p_pl, ,-r2c_dir 2,0.9373409015903111,0.02113880443198557,4,cufft,-1.51613,113.00446557998657,polaris-gpu,16,4,True,3,4
double,128,-no-reorder,-a2a, , , ,0.8783313986750577,0.4220946978092014,12,cufft,-32.1219,114.68347072601318,polaris-gpu,16,4,True,4,4
float,128, ,-a2a,-p2p, , ,0.9325954073387774,0.6668533001399785,12,cufft,-13.5605,119.41144132614136,polaris-gpu,16,4,True,3,4
float,128, ,-a2a, , , ,0.8921378830489175,0.9720799724633776,12,cufft,-11.538,120.01207756996155,polaris-gpu,16,4,True,2,4
double,128,-no-reorder, , , , ,0.9453643877543918,0.26672483011576087,12,cufft,-13.2807,122.01257109642029,polaris-gpu,16,4,True,3,4
float,128, , ,-p2p,-slabs, ,0.94120496659926,0.3441499412740099,12,cufft,-6.32236,124.05424928665161,polaris-gpu,16,4,True,2,4
double,128, , , , , ,0.9550476050682681,0.39107150777613076,12,cufft,-15.4277,127.62604522705078,polaris-gpu,16,4,True,2,4
double,128,-no-reorder, ,-p2p, , ,0.8825549144582798,0.42176883990464076,8,cufft,-2.24513,132.3433723449707,polaris-gpu,16,4,True,4,4
double,128,-reorder,-a2a,-p2p_pl, , ,0.8911766940755675,0.38936170616167864,2,cufft,-2.59596,132.5928168296814,polaris-gpu,16,4,True,2,4
float,128,-reorder, , , , ,0.8668919814540833,0.36880956154321376,12,cufft,1.0,135.45947742462158,polaris-gpu,16,4,True,3,4
float,128,-no-reorder,-a2av,-p2p,-pencils, ,0.8851056337711619,0.4225312728422783,12,cufft,-10.6708,139.07173609733582,polaris-gpu,16,4,True,3,4
double,128,-reorder, ,-p2p, ,-r2c_dir 2,0.8792902109710351,0.3775526396333847,12,cufft,-5.41979,139.52245473861694,polaris-gpu,16,4,True,2,4
double,128,-no-reorder,-a2a,-p2p, ,-r2c_dir 1,0.8867804277450205,0.41195234917421375,12,cufft,-20.0264,142.1380581855774,polaris-gpu,16,4,True,3,4
