p0,p1x,p1y,p1z,p2,p3,p4,p5,p6,p7,p8,p9,p7_float,p8_float,p9_float,c0,FLOPS,elapsed_sec,machine_identifier,mpi_ranks,threads_per_node,ranks_per_node,gpu_enabled,libE_id,libE_workers
double,128,128,128,-reorder,-a2a,-p2p,-pencils,-r2c_dir 0,2 2 4,2 2 4,8,0.5714285714285714,0.5714285714285714,0.5,cufft,-81.8624,8.148739576339722,polaris-gpu,16,64,4,True,2,4
double,128,128,128,-reorder,-a2a,-p2p,-pencils,-r2c_dir 0,2 2 4,8 2 1,8,0.5714285714285714,0.0714285714285714,0.5,cufft,-94.0304,7.703087091445923,polaris-gpu,16,64,4,True,3,4
double,128,128,128,-no-reorder, ,-p2p_pl,-pencils,-r2c_dir 1,2 2 4,8 2 1,12,0.5714285714285714,0.0714285714285714,0.75,cufft,-62.8515,10.9497492313385,polaris-gpu,16,64,4,True,4,4
double,128,128,128,-reorder, ,-p2p_pl,-pencils,-r2c_dir 0,2 2 4,16 1 1,12,0.5714285714285714,0.0,0.75,cufft,-51.2764,10.64439606666565,polaris-gpu,16,64,4,True,5,4
double,128,128,128,-reorder,-a2a,-p2p,-pencils,-r2c_dir 0,2 2 4,16 1 1,4,0.5714285714285714,0.0,0.25,cufft,-38.0465,10.980149745941162,polaris-gpu,16,64,4,True,2,4
double,128,128,128,-reorder,-a2a,-p2p,-pencils,-r2c_dir 1,2 2 4,8 2 1,8,0.5714285714285714,0.0714285714285714,0.5,cufft,-48.7417,12.460145711898804,polaris-gpu,16,64,4,True,3,4
double,128,128,128,-reorder,-a2av,-p2p,-slabs,-r2c_dir 0,2 2 4,16 1 1,8,0.5714285714285714,0.0,0.5,cufft,-34.9733,14.059016942977903,polaris-gpu,16,64,4,True,2,4
double,128,128,128,-reorder,-a2a,-p2p,-pencils,-r2c_dir 0,2 2 4,8 2 1,2,0.5714285714285714,0.0714285714285714,0.0,cufft,-98.643,16.305160522460938,polaris-gpu,16,64,4,True,2,4
float,128,128,128,-reorder,-a2a,-p2p,-pencils,-r2c_dir 0,2 2 4,4 4 1,8,0.5714285714285714,0.2142857142857142,0.5,cufft,2.255,16.10697054862976,polaris-gpu,16,64,4,True,3,4
double,128,128,128,-reorder,-a2a,-p2p,-pencils,-r2c_dir 1,2 2 4,16 1 1,8,0.5714285714285714,0.0,0.5,cufft,-34.7917,18.68572449684143,polaris-gpu,16,64,4,True,2,4
double,128,128,128,-no-reorder, ,-p2p,-pencils,-r2c_dir 0,2 2 4,16 1 1,8,0.5714285714285714,0.0,0.5,cufft,-30.7672,18.74292278289795,polaris-gpu,16,64,4,True,3,4
double,128,128,128,-no-reorder,-a2a,-p2p_pl,-pencils,-r2c_dir 0,2 2 4,8 2 1,2,0.5714285714285714,0.0714285714285714,0.0,cufft,-99.5747,20.953619480133057,polaris-gpu,16,64,4,True,2,4
float,128,128,128,-reorder, ,-p2p,-pencils,-r2c_dir 1,2 2 4,16 1 1,2,0.5714285714285714,0.0,0.0,cufft,-34.9442,21.053740978240967,polaris-gpu,16,64,4,True,3,4
double,128,128,128,-no-reorder,-a2a,-p2p,-pencils,-r2c_dir 2,2 2 4,4 4 1,2,0.5714285714285714,0.2142857142857142,0.0,cufft,-58.2914,23.272412061691284,polaris-gpu,16,64,4,True,2,4
float,128,128,128,-no-reorder,-a2a,-p2p,-pencils,-r2c_dir 2,2 2 4,8 2 1,2,0.5714285714285714,0.0714285714285714,0.0,cufft,-64.1666,23.341808557510376,polaris-gpu,16,64,4,True,3,4
double,128,128,128,-no-reorder, ,-p2p_pl,-slabs,-r2c_dir 0,2 2 4,4 4 1,2,0.5714285714285714,0.2142857142857142,0.0,cufft,-47.7192,25.665030241012573,polaris-gpu,16,64,4,True,2,4
double,128,128,128,-reorder,-a2a,-p2p,-pencils,-r2c_dir 0,2 2 4,4 4 1,2,0.5714285714285714,0.2142857142857142,0.0,cufft,-111.984,25.56144142150879,polaris-gpu,16,64,4,True,3,4
double,128,128,128,-reorder,-a2a,-p2p,-pencils,-r2c_dir 1,2 2 4,4 2 2,8,0.5714285714285714,0.2857142857142857,0.5,cufft,-75.9635,27.89820909500122,polaris-gpu,16,64,4,True,2,4
float,128,128,128,-no-reorder,-a2a, ,-pencils,-r2c_dir 0,2 2 4,8 2 1,2,0.5714285714285714,0.0714285714285714,0.0,cufft,-56.6571,27.98936867713928,polaris-gpu,16,64,4,True,3,4
double,128,128,128,-no-reorder,-a2a,-p2p,-pencils,-r2c_dir 0,2 2 4,16 1 1,2,0.5714285714285714,0.0,0.0,cufft,-33.0122,30.320674896240234,polaris-gpu,16,64,4,True,2,4
double,128,128,128,-reorder, ,-p2p_pl,-slabs,-r2c_dir 0,2 2 4,2 2 4,2,0.5714285714285714,0.5714285714285714,0.0,cufft,-43.5683,30.275811910629272,polaris-gpu,16,64,4,True,3,4
float,128,128,128,-reorder,-a2av,-p2p,-pencils,-r2c_dir 1,2 2 4,4 4 1,2,0.5714285714285714,0.2142857142857142,0.0,cufft,1.0,52.57911109924317,polaris-gpu,16,64,4,True,2,4
double,128,128,128,-no-reorder,-a2av,-p2p_pl,-slabs,-r2c_dir 0,2 2 4,4 4 1,4,0.5714285714285714,0.2142857142857142,0.25,cufft,-44.3019,32.649150133132935,polaris-gpu,16,64,4,True,3,4
float,128,128,128,-reorder,-a2a,-p2p,-pencils,-r2c_dir 0,2 2 4,4 4 1,2,0.5714285714285714,0.2142857142857142,0.0,cufft,2.255,34.72377061843872,polaris-gpu,16,64,4,True,3,4
double,128,128,128,-reorder,-a2a,-p2p_pl,-pencils,-r2c_dir 0,2 2 4,4 2 2,2,0.5714285714285714,0.2857142857142857,0.0,cufft,-91.4419,34.90942621231079,polaris-gpu,16,64,4,True,4,4
double,128,128,128,-reorder,-a2a,-p2p_pl,-pencils,-r2c_dir 0,2 2 4,4 2 2,2,0.5714285714285714,0.2857142857142857,0.0,cufft,-92.129,36.44876432418823,polaris-gpu,16,64,4,True,3,4
double,128,128,128,-no-reorder,-a2a, ,-pencils,-r2c_dir 0,2 2 4,2 2 4,8,0.5714285714285714,0.5714285714285714,0.5,cufft,2.255,37.90720510482788,polaris-gpu,16,64,4,True,4,4
double,128,128,128,-reorder,-a2a,-p2p,-pencils,-r2c_dir 2,2 2 4,4 4 1,2,0.5714285714285714,0.2142857142857142,0.0,cufft,-58.0121,39.68219304084778,polaris-gpu,16,64,4,True,3,4
double,128,128,128,-reorder,-a2a, ,-slabs,-r2c_dir 0,2 2 4,8 2 1,2,0.5714285714285714,0.0714285714285714,0.0,cufft,-63.8648,42.1132595539093,polaris-gpu,16,64,4,True,3,4
float,128,128,128,-no-reorder,-a2a,-p2p_pl,-pencils,-r2c_dir 0,2 2 4,2 2 4,2,0.5714285714285714,0.5714285714285714,0.0,cufft,-90.2586,42.1914165019989,polaris-gpu,16,64,4,True,4,4
double,128,128,128,-no-reorder,-a2a, ,-pencils,-r2c_dir 0,2 2 4,4 4 1,2,0.5714285714285714,0.2142857142857142,0.0,cufft,-108.686,43.55421209335327,polaris-gpu,16,64,4,True,5,4
double,128,128,128,-reorder,-a2a,-p2p,-pencils,-r2c_dir 1,2 2 4,2 2 4,2,0.5714285714285714,0.5714285714285714,0.0,cufft,-74.0686,45.42858910560608,polaris-gpu,16,64,4,True,3,4
float,128,128,128,-no-reorder,-a2a,-p2p,-pencils,-r2c_dir 0,2 2 4,4 4 1,2,0.5714285714285714,0.2142857142857142,0.0,cufft,-108.506,47.74177932739258,polaris-gpu,16,64,4,True,3,4
double,128,128,128,-no-reorder,-a2a,-p2p_pl,-pencils,-r2c_dir 0,2 2 4,4 4 1,2,0.5714285714285714,0.2142857142857142,0.0,cufft,-112.318,47.70552659034729,polaris-gpu,16,64,4,True,4,4
double,128,128,128,-no-reorder,-a2a, ,-pencils,-r2c_dir 1,2 2 4,2 2 4,2,0.5714285714285714,0.5714285714285714,0.0,cufft,-69.3108,49.36859035491944,polaris-gpu,16,64,4,True,5,4
