p0,p1,p2,p3,p4,p5,p6,p7,p8,p9,c0,FLOPS,elapsed_sec,machine_identifier,mpi_ranks,threads_per_node,ranks_per_node,gpu_enabled,libE_id,libE_workers
double,64, ,-a2av,-p2p_pl,-pencils,-r2c_dir 1,0.8910177502098683,0.9477562205999192,0.7188518436801469,cufft,-0.955519,6.403162956237793,polaris-gpu,16,64,4,True,2,4
float,64, ,-a2a,-p2p, ,-r2c_dir 1,0.8554984403419622,0.9709681028617707,0.0013405236895519975,cufft,-0.368125,7.303022146224976,polaris-gpu,16,64,4,True,3,4
float,64, , ,-p2p_pl,-slabs,-r2c_dir 2,0.7033401010189589,0.6830510867705407,0.1529675618147026,cufft,-0.407338,7.319411993026733,polaris-gpu,16,64,4,True,4,4
double,64, ,-a2av,-p2p,-pencils,-r2c_dir 2,0.4609229030452028,0.5588377023759232,0.04322049942864792,cufft,-0.371798,7.18935751914978,polaris-gpu,16,64,4,True,5,4
float,64, , , , ,-r2c_dir 2,0.9024363624183876,0.4382698876411974,0.9850174458070405,cufft,-1.01401,8.548332214355469,polaris-gpu,16,64,4,True,2,4
double,64,-reorder,-a2av, , , ,0.6021546390604373,0.817649368308046,0.9364397959361199,cufft,-2.23115,8.893302202224731,polaris-gpu,16,64,4,True,5,4
double,64,-reorder,-a2av,-p2p_pl,-pencils,-r2c_dir 1,0.5987632777340364,0.9580178093720046,0.005837927195901404,cufft,-0.939043,9.392330408096313,polaris-gpu,16,64,4,True,3,4
float,64, , ,-p2p_pl, ,-r2c_dir 0,0.4893855011761374,0.5059502788342717,0.22857564840783615,cufft,-2.35456,9.104873895645142,polaris-gpu,16,64,4,True,4,4
double,64, ,-a2a,-p2p_pl, ,-r2c_dir 1,0.9797450430933571,0.7103532367805041,0.1861657797641987,cufft,-0.423157,12.047887325286865,polaris-gpu,16,64,4,True,2,4
double,64, , ,-p2p_pl,-pencils,-r2c_dir 0,0.5853894266711493,0.9574701757936562,0.18943608705332274,cufft,-0.33004,12.529605150222778,polaris-gpu,16,64,4,True,5,4
float,64,-no-reorder, ,-p2p_pl,-pencils, ,0.16495684535621655,0.8616720654825071,0.0074649644452645,cufft,-1.33512,12.90230393409729,polaris-gpu,16,64,4,True,4,4
float,64,-no-reorder,-a2a,-p2p, ,-r2c_dir 2,0.21756998872593,0.998643787545901,0.01281349756725992,cufft,-0.575457,13.262929677963257,polaris-gpu,16,64,4,True,3,4
double,64,-no-reorder, , , ,-r2c_dir 1,0.5756082334419257,0.4365870057133247,0.8514649864188126,cufft,-1.50614,14.298261404037476,polaris-gpu,16,64,4,True,2,4
double,64,-no-reorder, , ,-pencils,-r2c_dir 1,0.9211390760967513,0.6595933173924032,0.28051776703750875,cufft,-1.49919,14.48827314376831,polaris-gpu,16,64,4,True,5,4
float,64,-no-reorder, ,-p2p, ,-r2c_dir 0,0.9920943029204807,0.5063965192506554,0.9984130479906874,cufft,-9.67005,14.572289943695068,polaris-gpu,16,64,4,True,4,4
double,64,-reorder,-a2a, , ,-r2c_dir 0,0.8982561966683067,0.9350472655227415,0.9830799237414497,cufft,1.0,14.681266784667969,polaris-gpu,16,64,4,True,3,4
double,64,-no-reorder, ,-p2p_pl,-pencils,-r2c_dir 1,0.9668154825774722,0.6525711412477941,0.9931830442034745,cufft,-1.8413,16.659584522247314,polaris-gpu,16,64,4,True,2,4
float,64, ,-a2a, , ,-r2c_dir 2,0.8003000502107912,0.3710054685981692,0.9961112614046574,cufft,-1.54512,17.008098363876343,polaris-gpu,16,64,4,True,5,4
double,64,-no-reorder,-a2a,-p2p_pl, ,-r2c_dir 1,0.9984023139705601,0.6420910928488254,0.7732181844886342,cufft,-2.24015,16.4586238861084,polaris-gpu,16,64,4,True,4,4
float,64,-reorder, , ,-pencils,-r2c_dir 2,0.9315480719872989,0.5112580348880824,0.9903155117520035,cufft,-1.60972,16.673160791397095,polaris-gpu,16,64,4,True,3,4
double,64,-reorder, ,-p2p_pl,-pencils,-r2c_dir 1,0.9988289713822549,0.8377248806010071,0.9550901613268157,cufft,-2.97879,18.515210390090942,polaris-gpu,16,64,4,True,4,4
float,64,-no-reorder, ,-p2p_pl, ,-r2c_dir 2,0.3514002889196839,0.9538652120369661,0.012258268150965937,cufft,-0.842037,19.10846781730652,polaris-gpu,16,64,4,True,2,4
double,64, ,-a2a,-p2p_pl, ,-r2c_dir 2,0.5924474721724649,0.5631760540057033,0.6789280749697211,cufft,-3.56903,18.60566759109497,polaris-gpu,16,64,4,True,3,4
float,64,-reorder,-a2a,-p2p_pl, ,-r2c_dir 0,0.9949205024125122,0.7669723403683072,0.8980601384846718,cufft,-1.35727,18.78676199913025,polaris-gpu,16,64,4,True,5,4
double,64,-reorder, ,-p2p_pl,-pencils,-r2c_dir 1,0.3390644051663119,0.6253269259250375,0.30687271591151377,cufft,-3.18572,20.49327850341797,polaris-gpu,16,64,4,True,4,4
double,64,-no-reorder,-a2av,-p2p_pl, ,-r2c_dir 1,0.5856103755789722,0.7265881337765979,0.6246541766696208,cufft,-1.07122,20.70122241973877,polaris-gpu,16,64,4,True,3,4
float,64,-no-reorder,-a2av,-p2p_pl,-pencils,-r2c_dir 2,0.9641357790499134,0.2606719857667669,0.4999997357889641,cufft,-0.983668,20.90702795982361,polaris-gpu,16,64,4,True,5,4
float,64,-no-reorder, ,-p2p,-pencils,-r2c_dir 2,0.4503067264506591,0.5100808920533919,0.9638866831415527,cufft,-4.6919,21.10691523551941,polaris-gpu,16,64,4,True,2,4
float,64,-reorder,-a2av,-p2p_pl,-pencils,-r2c_dir 2,0.4797697976157841,0.12783366267253318,0.6772403854223802,cufft,-3.77004,22.158278226852417,polaris-gpu,16,64,4,True,4,4
double,64,-reorder,-a2a,-p2p_pl,-pencils, ,0.9637724586275799,0.8668068826097696,0.7689601921595107,cufft,-5.401,21.969650506973267,polaris-gpu,16,64,4,True,3,4
