p0,p1x,p1y,p1z,p2,p3,p4,p5,p6,p7,p8,p9,c0,FLOPS,elapsed_sec,machine_identifier,mpi_ranks,threads_per_node,ranks_per_node,gpu_enabled,libE_id,libE_workers
float,512,512,512, , , , , ,4 4 4,4 4 4,16,cufft,-1054.37,5.5660035610198975,polaris-gpu,64,64,4,True,2,4
float,512,512,512,-no-reorder, , , ,-r2c_dir 1,2 8 4,16 1 4,4,cufft,-1350.85,5.679530143737793,polaris-gpu,64,64,4,True,3,4
float,512,512,512,-no-reorder, ,-p2p, , ,2 32 1,1 16 4,12,cufft,-1314.22,5.522098779678345,polaris-gpu,64,64,4,True,4,4
float,512,512,512, ,-a2a, ,-pencils,-r2c_dir 0,8 2 4,8 2 4,4,cufft,-834.375,5.929075479507446,polaris-gpu,64,64,4,True,5,4
float,512,512,512, ,-a2av, , ,-r2c_dir 1,1 8 8,4 1 16,12,cufft,-1435.48,8.89220118522644,polaris-gpu,64,64,4,True,2,4
double,512,512,512, ,-a2a, ,-slabs,-r2c_dir 1,1 8 8,16 4 1,16,cufft,-755.761,13.280159950256348,polaris-gpu,64,64,4,True,2,4
float,512,512,512,-reorder, ,-p2p_pl,-pencils,-r2c_dir 2,4 16 1,2 16 2,2,cufft,1.0,52.02926540374756,polaris-gpu,64,64,4,True,3,4
double,512,512,512,-reorder, ,-p2p_pl, , ,2 1 32,2 4 8,16,cufft,-1186.92,12.626619100570679,polaris-gpu,64,64,4,True,4,4
double,512,512,512, , , , ,-r2c_dir 1,2 32 1,8 8 1,8,cufft,-793.729,15.300483703613281,polaris-gpu,64,64,4,True,5,4
float,512,512,512,-no-reorder, , , ,-r2c_dir 1,2 4 8,2 8 4,8,cufft,-1336.7,17.36099648475647,polaris-gpu,64,64,4,True,2,4
float,512,512,512,-no-reorder,-a2av, , , ,8 8 1,2 32 1,16,cufft,-1292.83,19.84789252281189,polaris-gpu,64,64,4,True,4,4
float,512,512,512, , ,-p2p_pl, ,-r2c_dir 1,2 4 8,16 2 2,8,cufft,-1665.65,21.482664823532104,polaris-gpu,64,64,4,True,2,4
float,512,512,512,-no-reorder, , , ,-r2c_dir 1,1 64 1,8 1 8,2,cufft,-732.919,24.437490224838257,polaris-gpu,64,64,4,True,4,4
float,512,512,512,-no-reorder,-a2a, , , ,16 1 4,2 8 4,2,cufft,1.0,65.67094254493713,polaris-gpu,64,64,4,True,2,4
float,512,512,512,-no-reorder, ,-p2p_pl, ,-r2c_dir 1,64 1 1,2 1 32,8,cufft,1.0,67.79867506027222,polaris-gpu,64,64,4,True,4,4
float,512,512,512, , ,-p2p_pl, ,-r2c_dir 1,4 16 1,16 4 1,8,cufft,2.255,30.2531521320343,polaris-gpu,64,64,4,True,5,4
float,512,512,512, , ,-p2p, ,-r2c_dir 1,4 16 1,1 2 32,8,cufft,1.0,74.45255827903748,polaris-gpu,64,64,4,True,5,4
float,512,512,512,-no-reorder, ,-p2p, ,-r2c_dir 1,2 32 1,4 4 4,12,cufft,-798.315,56.920186281204224,polaris-gpu,64,64,4,True,3,4
double,512,512,512, , ,-p2p_pl, ,-r2c_dir 1,64 1 1,16 2 2,12,cufft,1.0,100.9403247833252,polaris-gpu,64,64,4,True,3,4
float,512,512,512,-no-reorder, , , , ,4 1 16,8 4 2,8,cufft,-1579.69,70.1169319152832,polaris-gpu,64,64,4,True,2,4
float,512,512,512,-no-reorder,-a2av, , , ,8 4 2,2 32 1,12,cufft,-1265.7,73.17310523986816,polaris-gpu,64,64,4,True,2,4
float,512,512,512,-no-reorder, , , , ,8 8 1,2 1 32,8,cufft,-1021.51,75.46687650680542,polaris-gpu,64,64,4,True,4,4
float,512,512,512,-no-reorder,-a2av, , , ,8 1 8,1 2 32,8,cufft,-1349.91,78.34421277046204,polaris-gpu,64,64,4,True,2,4
float,512,512,512,-no-reorder, , , , ,64 1 1,1 8 8,12,cufft,-589.963,80.91822075843811,polaris-gpu,64,64,4,True,4,4
float,512,512,512,-no-reorder, ,-p2p, , ,1 32 2,2 16 2,8,cufft,1.0,122.01053285598755,polaris-gpu,64,64,4,True,2,4
float,512,512,512,-no-reorder,-a2av, ,-pencils, ,4 16 1,32 2 1,8,cufft,-1400.8,85.0073926448822,polaris-gpu,64,64,4,True,4,4
float,512,512,512,-reorder,-a2av, , ,-r2c_dir 1,32 2 1,4 4 4,8,cufft,-883.168,87.14064860343933,polaris-gpu,64,64,4,True,5,4
float,512,512,512,-no-reorder,-a2av, , ,-r2c_dir 1,1 64 1,8 1 8,8,cufft,-717.178,90.32981824874878,polaris-gpu,64,64,4,True,4,4
float,512,512,512,-no-reorder,-a2av, ,-pencils, ,4 16 1,16 1 4,8,cufft,-957.965,92.20874857902527,polaris-gpu,64,64,4,True,5,4
float,512,512,512,-no-reorder, , , , ,4 1 16,1 4 16,8,cufft,-1421.37,95.45350980758667,polaris-gpu,64,64,4,True,4,4
float,512,512,512, ,-a2av,-p2p,-slabs, ,1 32 2,32 2 1,12,cufft,1.0,136.851713180542,polaris-gpu,64,64,4,True,5,4
double,512,512,512,-no-reorder, , , , ,64 1 1,32 2 1,8,cufft,-557.993,100.84910917282104,polaris-gpu,64,64,4,True,4,4
float,512,512,512,-no-reorder, , , , ,8 4 2,32 2 1,8,cufft,-1189.64,105.52242398262024,polaris-gpu,64,64,4,True,3,4
float,512,512,512,-no-reorder, , , , ,4 2 8,16 1 4,8,cufft,-1493.75,108.0522198677063,polaris-gpu,64,64,4,True,4,4
float,512,512,512,-no-reorder, , , , ,16 1 4,2 4 8,8,cufft,-937.714,110.63084483146667,polaris-gpu,64,64,4,True,3,4
