p0,p1,p2,p3,p4,p5,p6,p7,p8,p9,p7_float,p8_float,p9_float,c0,FLOPS,elapsed_sec,machine_identifier,mpi_ranks,threads_per_node,ranks_per_node,gpu_enabled,libE_id,libE_workers
float,256,-reorder,-a2av, , , ,4 8 8,16 8 2,2,0.5454545454545454,0.25,0.0,fftw,-158.182,43.17735004425049,theta-knl,256,256,64,False,2,4
float,256, ,-a2av, , , ,4 8 8,32 8 1,2,0.5454545454545454,0.13636363636363635,0.0,fftw,-285.346,43.31766748428345,theta-knl,256,256,64,False,3,4
float,256,-reorder, , , ,-r2c_dir 0,4 8 8,32 8 1,4,0.5454545454545454,0.13636363636363635,1.0,fftw,-259.746,43.254470109939575,theta-knl,256,256,64,False,4,4
float,256,-reorder,-a2av, ,-pencils,-r2c_dir 0,4 8 8,32 4 2,4,0.5454545454545454,0.1590909090909091,1.0,fftw,-188.475,43.30444478988648,theta-knl,256,256,64,False,5,4
float,256, , , ,-pencils, ,4 8 8,32 8 1,4,0.5454545454545454,0.13636363636363635,1.0,fftw,-303.49,56.7826623916626,theta-knl,256,256,64,False,2,4
float,256,-reorder,-a2av, ,-pencils, ,4 8 8,32 8 1,2,0.5454545454545454,0.13636363636363635,0.0,fftw,-287.436,71.45821261405945,theta-knl,256,256,64,False,2,4
float,256, , , ,-pencils,-r2c_dir 0,4 8 8,32 8 1,4,0.5454545454545454,0.13636363636363635,1.0,fftw,-223.582,71.30559468269348,theta-knl,256,256,64,False,3,4
float,256,-reorder,-a2av, ,-pencils, ,4 8 8,32 8 1,4,0.5454545454545454,0.13636363636363635,1.0,fftw,-266.735,71.35405492782593,theta-knl,256,256,64,False,4,4
float,256, ,-a2av, , ,-r2c_dir 0,4 8 8,32 8 1,2,0.5454545454545454,0.13636363636363635,0.0,fftw,-271.432,80.45861768722534,theta-knl,256,256,64,False,2,4
float,256,-reorder,-a2av, ,-pencils, ,4 8 8,32 8 1,4,0.5454545454545454,0.13636363636363635,1.0,fftw,-259.753,99.16698598861694,theta-knl,256,256,64,False,2,4
float,256,-reorder, , ,-pencils,-r2c_dir 0,4 8 8,32 8 1,4,0.5454545454545454,0.13636363636363635,1.0,fftw,-306.731,99.06601881980896,theta-knl,256,256,64,False,3,4
float,256,-reorder,-a2av, ,-pencils,-r2c_dir 0,4 8 8,32 8 1,4,0.5454545454545454,0.13636363636363635,1.0,fftw,-266.675,98.95410323143004,theta-knl,256,256,64,False,4,4
float,256,-reorder,-a2av, , ,-r2c_dir 0,4 8 8,32 8 1,4,0.5454545454545454,0.13636363636363635,1.0,fftw,-281.863,108.4080560207367,theta-knl,256,256,64,False,2,4
float,256, , , ,-pencils, ,4 8 8,32 8 1,4,0.5454545454545454,0.13636363636363635,1.0,fftw,-293.921,126.05400347709656,theta-knl,256,256,64,False,2,4
float,256, ,-a2av, ,-pencils,-r2c_dir 0,4 8 8,32 8 1,4,0.5454545454545454,0.13636363636363635,1.0,fftw,-263.844,126.05423092842102,theta-knl,256,256,64,False,3,4
float,256, ,-a2av, , , ,4 8 8,32 8 1,4,0.5454545454545454,0.13636363636363635,1.0,fftw,-258.406,126.05690336227416,theta-knl,256,256,64,False,4,4
float,256,-reorder, , ,-pencils,-r2c_dir 0,4 8 8,32 8 1,4,0.5454545454545454,0.13636363636363635,1.0,fftw,-308.103,134.66335725784302,theta-knl,256,256,64,False,2,4
float,256,-reorder, , , ,-r2c_dir 0,4 8 8,32 8 1,2,0.5454545454545454,0.13636363636363635,0.0,fftw,-258.402,157.05415868759155,theta-knl,256,256,64,False,2,4
float,256,-no-reorder, , ,-pencils,-r2c_dir 0,4 8 8,32 8 1,2,0.5454545454545454,0.13636363636363635,0.0,fftw,-228.132,156.9541881084442,theta-knl,256,256,64,False,3,4
float,256, ,-a2av, , , ,4 8 8,32 8 1,2,0.5454545454545454,0.13636363636363635,0.0,fftw,-286.146,156.85470247268677,theta-knl,256,256,64,False,4,4
float,256, , , ,-pencils,-r2c_dir 0,4 8 8,32 8 1,2,0.5454545454545454,0.13636363636363635,0.0,fftw,-281.788,166.7059462070465,theta-knl,256,256,64,False,2,4
float,256, ,-a2av, ,-pencils, ,4 8 8,32 8 1,4,0.5454545454545454,0.13636363636363635,1.0,fftw,-302.706,186.95514392852783,theta-knl,256,256,64,False,2,4
float,256, ,-a2av, , ,-r2c_dir 0,4 8 8,32 8 1,4,0.5454545454545454,0.13636363636363635,1.0,fftw,-321.345,186.9054388999939,theta-knl,256,256,64,False,3,4
float,256, , , ,-pencils, ,8 8 4,32 8 1,2,0.38636363636363635,0.13636363636363635,0.0,fftw,-223.178,186.9582159519196,theta-knl,256,256,64,False,4,4
float,256, , , , ,-r2c_dir 0,4 8 8,32 8 1,4,0.5454545454545454,0.13636363636363635,1.0,fftw,-271.388,195.1543662548065,theta-knl,256,256,64,False,2,4
float,256,-no-reorder, , ,-pencils,-r2c_dir 0,4 8 8,32 8 1,4,0.5454545454545454,0.13636363636363635,1.0,fftw,-253.136,212.0546338558197,theta-knl,256,256,64,False,2,4
float,256, , , ,-pencils,-r2c_dir 2,4 8 8,32 8 1,4,0.5454545454545454,0.13636363636363635,1.0,fftw,-135.747,212.2548296451569,theta-knl,256,256,64,False,3,4
float,256,-reorder, , ,-pencils, ,4 8 8,32 8 1,2,0.5454545454545454,0.13636363636363635,0.0,fftw,-300.282,211.95384788513184,theta-knl,256,256,64,False,4,4
float,256, , , ,-pencils, ,4 8 8,32 8 1,4,0.5454545454545454,0.13636363636363635,1.0,fftw,-304.27,221.75449657440183,theta-knl,256,256,64,False,2,4
float,256, , , , ,-r2c_dir 0,4 8 8,32 8 1,2,0.5454545454545454,0.13636363636363635,0.0,fftw,-225.409,237.65423154830933,theta-knl,256,256,64,False,2,4
float,256,-reorder, , , , ,4 8 8,32 8 1,4,0.5454545454545454,0.13636363636363635,1.0,fftw,-279.212,237.50623416900635,theta-knl,256,256,64,False,3,4
float,256, , , ,-pencils, ,4 8 8,32 8 1,2,0.5454545454545454,0.13636363636363635,0.0,fftw,-251.234,237.50970196723927,theta-knl,256,256,64,False,4,4
float,256,-reorder, , , , ,4 8 8,32 8 1,4,0.5454545454545454,0.13636363636363635,1.0,fftw,-277.838,248.75430631637573,theta-knl,256,256,64,False,2,4
float,256,-reorder,-a2av, ,-pencils, ,4 8 8,32 8 1,4,0.5454545454545454,0.13636363636363635,1.0,fftw,-247.327,265.9542772769928,theta-knl,256,256,64,False,2,4
float,256, ,-a2av, , , ,4 8 8,32 8 1,2,0.5454545454545454,0.13636363636363635,0.0,fftw,-262.564,266.00525093078613,theta-knl,256,256,64,False,3,4
float,256, ,-a2av, ,-pencils, ,4 8 8,32 8 1,2,0.5454545454545454,0.13636363636363635,0.0,fftw,-297.715,265.95402932167053,theta-knl,256,256,64,False,4,4
float,256, , , ,-pencils, ,4 8 8,32 8 1,2,0.5454545454545454,0.13636363636363635,0.0,fftw,-287.602,274.55415511131287,theta-knl,256,256,64,False,2,4
float,256,-no-reorder, , ,-pencils, ,4 8 8,32 8 1,4,0.5454545454545454,0.13636363636363635,1.0,fftw,-266.598,292.0537943840027,theta-knl,256,256,64,False,2,4
float,256,-no-reorder,-a2av, , , ,4 8 8,32 8 1,4,0.5454545454545454,0.13636363636363635,1.0,fftw,-243.351,292.1042969226837,theta-knl,256,256,64,False,3,4
float,256, , , , , ,4 8 8,32 8 1,4,0.5454545454545454,0.13636363636363635,1.0,fftw,-268.181,292.19088792800903,theta-knl,256,256,64,False,4,4
float,256,-no-reorder, , ,-pencils,-r2c_dir 0,4 8 8,32 8 1,4,0.5454545454545454,0.13636363636363635,1.0,fftw,-234.406,300.35399413108826,theta-knl,256,256,64,False,2,4
float,256,-reorder, , ,-pencils,-r2c_dir 0,4 8 8,32 8 1,2,0.5454545454545454,0.13636363636363635,0.0,fftw,-197.255,322.55429911613464,theta-knl,256,256,64,False,2,4
