c0,p0,p1,p2,p3,p4,p5,p6,p7,p8,p9,mpi_ranks,FLOPS,elapsed_sec,identifier,threads_per_node,ranks_per_node,gpu_enabled,libE_id,libE_workers
fftw,float,256,-reorder,-a2av,-p2p,-pencils,-r2c_dir 0,0.4431765527844457,0.903018630879212,0.6645916412686997,512,-166.446,44.01139259338379,theta-knl,64,64,False,0,1
fftw,float,256,-no-reorder, , ,-pencils,-r2c_dir 1,0.0082445502522313,0.5156827553589598,0.5581624564804387,512,-161.811,51.03034377098084,theta-knl,64,64,False,0,1
fftw,double,256,-no-reorder,-a2av,-p2p_pl,-slabs,-r2c_dir 2,0.8512034559116024,0.7126391404251164,0.1095291148160448,512,-29.2454,60.32228660583496,theta-knl,64,64,False,0,1
fftw,float,256,-reorder,-a2a,-p2p,-pencils,-r2c_dir 0,0.7042238148802102,0.6520444680022498,0.9339134786084288,512,-147.036,67.31294345855713,theta-knl,64,64,False,0,1
fftw,float,256,-no-reorder,-a2a, ,-pencils,-r2c_dir 0,0.1152543899340284,0.2660136913633746,0.404958626667385,512,-29.7542,75.21963429450989,theta-knl,64,64,False,0,1
fftw,double,256,-reorder,-a2a, ,-slabs,-r2c_dir 1,0.3497881044938829,0.1893082779761565,0.0563232117414323,512,-43.7219,82.4970977306366,theta-knl,64,64,False,0,1
fftw,float,256,-reorder, ,-p2p,-slabs,-r2c_dir 0,0.2304244190751457,0.0090993403255857,0.8785213324356352,512,1.0,89.11195039749146,theta-knl,64,64,False,0,1
fftw,double,256,-reorder,-a2av,-p2p_pl,-pencils,-r2c_dir 1,0.9208349944805646,0.2769237897389828,0.3329604227410734,512,-95.0066,96.39719796180724,theta-knl,64,64,False,0,1
fftw,double,256,-no-reorder,-a2a,-p2p,-slabs,-r2c_dir 2,0.9440300782175364,0.8495464777519586,0.5063547499619286,512,-24.3088,104.88369154930116,theta-knl,64,64,False,0,1
fftw,float,256,-reorder, , ,-pencils,-r2c_dir 0,0.7675504790211404,0.4467634761318066,0.397011408915577,512,-212.334,111.89063239097597,theta-knl,64,64,False,0,1
