Manager     : Starting ensemble at: 2023-08-10 23:24:54.186
Worker     5: sim_id     3: sim Time: 67.576 Start: 2023-08-10 23:24:54.738 End: 2023-08-10 23:26:02.314 Status: Not set
Worker     2: sim_id     0: sim Time: 70.452 Start: 2023-08-10 23:24:54.737 End: 2023-08-10 23:26:05.189 Status: Not set
Worker     3: sim_id     1: sim Time: 71.084 Start: 2023-08-10 23:24:54.739 End: 2023-08-10 23:26:05.823 Status: Not set
Worker     4: sim_id     2: sim Time: 72.588 Start: 2023-08-10 23:24:54.738 End: 2023-08-10 23:26:07.326 Status: Not set
Worker     5: sim_id     4: sim Time: 68.827 Start: 2023-08-10 23:26:02.483 End: 2023-08-10 23:27:11.310 Status: Not set
Worker     4: sim_id     7: sim Time: 64.567 Start: 2023-08-10 23:26:07.977 End: 2023-08-10 23:27:12.544 Status: Not set
Worker     2: sim_id     5: sim Time: 68.192 Start: 2023-08-10 23:26:05.843 End: 2023-08-10 23:27:14.035 Status: Not set
Worker     3: sim_id     6: sim Time: 70.179 Start: 2023-08-10 23:26:06.505 End: 2023-08-10 23:27:16.684 Status: Not set
Worker     5: sim_id     8: sim Time: 66.772 Start: 2023-08-10 23:27:11.991 End: 2023-08-10 23:28:18.763 Status: Not set
Worker     4: sim_id     9: sim Time: 66.722 Start: 2023-08-10 23:27:13.200 End: 2023-08-10 23:28:19.922 Status: Not set
Worker     2: sim_id    10: sim Time: 69.796 Start: 2023-08-10 23:27:14.695 End: 2023-08-10 23:28:24.491 Status: Not set
Worker     3: sim_id    11: sim Time: 68.026 Start: 2023-08-10 23:27:17.340 End: 2023-08-10 23:28:25.366 Status: Not set
Worker     5: sim_id    12: sim Time: 66.572 Start: 2023-08-10 23:28:19.420 End: 2023-08-10 23:29:25.992 Status: Not set
Worker     4: sim_id    13: sim Time: 65.926 Start: 2023-08-10 23:28:20.580 End: 2023-08-10 23:29:26.506 Status: Not set
Worker     2: sim_id    14: sim Time: 68.040 Start: 2023-08-10 23:28:25.150 End: 2023-08-10 23:29:33.190 Status: Not set
Worker     3: sim_id    15: sim Time: 72.140 Start: 2023-08-10 23:28:26.042 End: 2023-08-10 23:29:38.182 Status: Not set
Worker     4: sim_id    16: sim Time: 64.314 Start: 2023-08-10 23:29:26.659 End: 2023-08-10 23:30:30.973 Status: Not set
Worker     5: sim_id    17: sim Time: 72.035 Start: 2023-08-10 23:29:27.329 End: 2023-08-10 23:30:39.364 Status: Not set
Worker     2: sim_id    18: sim Time: 66.487 Start: 2023-08-10 23:29:33.851 End: 2023-08-10 23:30:40.338 Status: Not set
Worker     4: sim_id    20: sim Time: 52.536 Start: 2023-08-10 23:30:31.670 End: 2023-08-10 23:31:24.206 Status: Not set
Worker     2: sim_id    22: sim Time: 43.548 Start: 2023-08-10 23:30:41.009 End: 2023-08-10 23:31:24.557 Status: Not set
Worker     5: sim_id    21: sim Time: 44.872 Start: 2023-08-10 23:30:40.035 End: 2023-08-10 23:31:24.907 Status: Not set
Worker     2: sim_id    23: sim Time: 33.970 Start: 2023-08-10 23:31:24.882 End: 2023-08-10 23:31:58.852 Status: Not set
Worker     5: sim_id    25: sim Time: 42.066 Start: 2023-08-10 23:31:26.232 End: 2023-08-10 23:32:08.298 Status: Not set
Worker     4: sim_id    24: sim Time: 42.865 Start: 2023-08-10 23:31:25.558 End: 2023-08-10 23:32:08.423 Status: Not set
Worker     4: sim_id    27: sim Time: 33.095 Start: 2023-08-10 23:32:08.981 End: 2023-08-10 23:32:42.076 Status: Not set
Worker     5: sim_id    28: sim Time: 32.895 Start: 2023-08-10 23:32:09.655 End: 2023-08-10 23:32:42.550 Status: Not set
Worker     4: sim_id    29: sim Time: 20.065 Start: 2023-08-10 23:32:42.750 End: 2023-08-10 23:33:02.815 Status: Not set
Worker     5: sim_id    30: sim Time: 20.216 Start: 2023-08-10 23:32:43.426 End: 2023-08-10 23:33:03.642 Status: Not set
