p0,p1,p2,p3,p4,p5,p6,p7,p8,p9,c0,FLOPS,elapsed_sec,machine_identifier,mpi_ranks,threads_per_node,ranks_per_node,gpu_enabled,libE_id,libE_workers
float,512,-reorder, ,-p2p, , ,0.8600547170078122,0.3752295652642791,0.9495843128051757,cufft,-1948.46,7.690690755844116,polaris-gpu,32,64,4,True,2,4
float,512,-reorder,-a2av,-p2p_pl, , ,0.9074028545739419,0.4784212147463509,0.9367812941514057,cufft,-2487.9,7.656231880187988,polaris-gpu,32,64,4,True,3,4
float,512,-reorder,-a2av, ,-pencils, ,0.8876448355732733,0.46291387801678663,0.9816259182412996,cufft,-1631.23,8.028169870376587,polaris-gpu,32,64,4,True,4,4
float,512,-reorder,-a2a,-p2p_pl, , ,0.835621761298889,0.4385362711236622,0.9612430557232183,cufft,-2462.11,7.640456199645996,polaris-gpu,32,64,4,True,5,4
float,512,-no-reorder, ,-p2p_pl, ,-r2c_dir 1,0.7723137360857358,0.3671427021263518,0.9622199003310988,cufft,1.0,50.71432089805603,polaris-gpu,32,64,4,True,2,4
float,512,-reorder,-a2av,-p2p_pl, ,-r2c_dir 0,0.4150380740873939,0.4295262975814751,0.9405576596467016,cufft,-1468.83,14.04588508605957,polaris-gpu,32,64,4,True,3,4
double,512,-reorder, , ,-slabs, ,0.8173417482161414,0.11640541583233477,0.9436976188197216,cufft,-820.52,14.412840843200684,polaris-gpu,32,64,4,True,4,4
float,512,-reorder,-a2a,-p2p_pl, , ,0.27151166227575596,0.39805703787479285,0.9515845771219424,cufft,-1314.97,14.147661924362183,polaris-gpu,32,64,4,True,5,4
double,512,-reorder,-a2av,-p2p, , ,0.8139143251577026,0.40640746343655243,0.9600591040885817,cufft,-778.349,17.865034580230713,polaris-gpu,32,64,4,True,3,4
float,512,-reorder,-a2a,-p2p, ,-r2c_dir 0,0.1608971838485258,0.45314455151033417,0.9642086352322792,cufft,-676.953,20.16340470314026,polaris-gpu,32,64,4,True,4,4
float,512,-reorder,-a2a,-p2p_pl, , ,0.31289721281131744,0.4339635579631348,0.9569072248614837,cufft,-1314.69,19.858139991760254,polaris-gpu,32,64,4,True,5,4
float,512,-reorder, ,-p2p_pl,-pencils,-r2c_dir 1,0.8378047572848215,0.47495449449575655,0.9604853490365991,cufft,-1719.62,21.578430891036987,polaris-gpu,32,64,4,True,3,4
float,512,-reorder, ,-p2p_pl, , ,0.8405169066208862,0.8664848456524878,0.9487319040173726,cufft,-1594.33,23.4726402759552,polaris-gpu,32,64,4,True,4,4
float,512,-no-reorder,-a2a,-p2p,-slabs, ,0.8278644181723761,0.4491652482076419,0.9421908153227068,cufft,-718.988,25.34879183769226,polaris-gpu,32,64,4,True,3,4
double,512,-reorder, , , ,-r2c_dir 2,0.8557003252581692,0.3761099556113061,0.9697348380435238,cufft,2.255,25.91272783279419,polaris-gpu,32,64,4,True,4,4
float,512,-reorder,-a2a,-p2p_pl,-pencils,-r2c_dir 1,0.8396258461888496,0.5772485875487386,0.9581208907685993,cufft,-1326.12,27.71529769897461,polaris-gpu,32,64,4,True,3,4
double,512,-reorder, ,-p2p_pl,-pencils, ,0.8805499673765502,0.4370999704216929,0.9856999190834181,cufft,-1408.75,29.089312314987183,polaris-gpu,32,64,4,True,4,4
float,512,-no-reorder,-a2a,-p2p_pl,-pencils, ,0.5883601440736276,0.4713221921552141,0.9564792176789445,cufft,-1549.94,30.599689722061157,polaris-gpu,32,64,4,True,3,4
