p0,p1x,p1y,p1z,p2,p3,p4,p5,p6,p7,p8,p9,p7_float,p8_float,p9_float,c0,FLOPS,elapsed_sec,machine_identifier,mpi_ranks,threads_per_node,ranks_per_node,gpu_enabled,libE_id,libE_workers
float,512,512,512,-reorder, ,-p2p, , ,2 4 4,8 4 1,16,0.6,0.15,1.0,cufft,-1948.46,7.690690755844116,polaris-gpu,32,64,4,True,2,4
float,512,512,512,-reorder,-a2av,-p2p_pl, , ,2 4 4,8 4 1,16,0.6,0.15,1.0,cufft,-2487.9,7.656231880187988,polaris-gpu,32,64,4,True,3,4
float,512,512,512,-reorder,-a2av, ,-pencils, ,2 4 4,8 4 1,16,0.6,0.15,1.0,cufft,-1631.23,8.028169870376587,polaris-gpu,32,64,4,True,4,4
float,512,512,512,-reorder,-a2a,-p2p_pl, , ,2 4 4,8 4 1,16,0.6,0.15,1.0,cufft,-2462.11,7.640456199645996,polaris-gpu,32,64,4,True,5,4
float,512,512,512,-no-reorder, ,-p2p_pl, ,-r2c_dir 1,4 4 2,8 4 1,16,0.35,0.15,1.0,cufft,1.0,50.71432089805603,polaris-gpu,32,64,4,True,2,4
float,512,512,512,-reorder,-a2av,-p2p_pl, ,-r2c_dir 0,8 4 1,8 4 1,16,0.15,0.15,1.0,cufft,-1468.83,14.04588508605957,polaris-gpu,32,64,4,True,3,4
double,512,512,512,-reorder, , ,-slabs, ,4 4 2,32 1 1,16,0.35,0.0,1.0,cufft,-820.52,14.412840843200684,polaris-gpu,32,64,4,True,4,4
float,512,512,512,-reorder,-a2a,-p2p_pl, , ,16 2 1,8 4 1,16,0.05,0.15,1.0,cufft,-1314.97,14.147661924362184,polaris-gpu,32,64,4,True,5,4
double,512,512,512,-reorder,-a2av,-p2p, , ,4 4 2,8 4 1,16,0.35,0.15,1.0,cufft,-778.349,17.865034580230713,polaris-gpu,32,64,4,True,3,4
float,512,512,512,-reorder,-a2a,-p2p, ,-r2c_dir 0,32 1 1,8 4 1,16,0.0,0.15,1.0,cufft,-676.953,20.16340470314026,polaris-gpu,32,64,4,True,4,4
float,512,512,512,-reorder,-a2a,-p2p_pl, , ,16 2 1,8 4 1,16,0.05,0.15,1.0,cufft,-1314.69,19.85813999176025,polaris-gpu,32,64,4,True,5,4
float,512,512,512,-reorder, ,-p2p_pl,-pencils,-r2c_dir 1,2 4 4,8 4 1,16,0.6,0.15,1.0,cufft,-1719.62,21.578430891036987,polaris-gpu,32,64,4,True,3,4
float,512,512,512,-reorder, ,-p2p_pl, , ,2 4 4,2 4 4,16,0.6,0.6,1.0,cufft,-1594.33,23.4726402759552,polaris-gpu,32,64,4,True,4,4
float,512,512,512,-no-reorder,-a2a,-p2p,-slabs, ,4 4 2,8 4 1,16,0.35,0.15,1.0,cufft,-718.988,25.34879183769226,polaris-gpu,32,64,4,True,3,4
double,512,512,512,-reorder, , , ,-r2c_dir 2,2 4 4,8 4 1,16,0.6,0.15,1.0,cufft,2.255,25.91272783279419,polaris-gpu,32,64,4,True,4,4
float,512,512,512,-reorder,-a2a,-p2p_pl,-pencils,-r2c_dir 1,2 4 4,8 2 2,16,0.6,0.2,1.0,cufft,-1326.12,27.71529769897461,polaris-gpu,32,64,4,True,3,4
double,512,512,512,-reorder, ,-p2p_pl,-pencils, ,2 4 4,8 4 1,16,0.6,0.15,1.0,cufft,-1408.75,29.089312314987183,polaris-gpu,32,64,4,True,4,4
float,512,512,512,-no-reorder,-a2a,-p2p_pl,-pencils, ,8 2 2,8 4 1,16,0.2,0.15,1.0,cufft,-1549.94,30.59968972206116,polaris-gpu,32,64,4,True,3,4
