old_lookup_idx,p0,p1,p2,p3,p4,p5,p6,p7,p8,p9,c0,FLOPS,elapsed_sec,machine_identifier,mpi_ranks,threads_per_node,ranks_per_node,gpu_enabled,libE_id,libE_workers,Expected Runtime,FLOPS_REPEAT_0,RUNTIME_REPEAT_0,FLOPS_REPEAT_1,RUNTIME_REPEAT_1,FLOPS_REPEAT_2,RUNTIME_REPEAT_2
19,float-long,1400, ,-a2av,-p2p, ,-r2c_dir 1,64 1 1,16 2 2,2.0,fftw,30.9123,791.6380069255829,theta-knl,64,256,64,False,2,4,193.10999655723572,-31.6442,565.8045828342438,-31.9859,561.6702210903168,-31.4279,570.9158489704132
18,float-long,1400, ,-a2av,-p2p_pl, ,-r2c_dir 1,16 2 2,4 4 4,4.0,fftw,73.6139,695.6753122806549,theta-knl,64,256,64,False,3,4,111.05904936790466,-72.4891,330.4507794380188,-72.7122,331.2082004547119,-70.7486,335.7718417644501
107,float-long,1400,-reorder,-a2a,-p2p_pl, ,-r2c_dir 1,64 1 1,8 8 1,4.0,fftw,75.4199,3080.738052129745,theta-knl,64,256,64,False,5,4,104.9515659809108,-76.0165,310.3488154411316,-75.5093,312.0799140930176,-76.4116,310.26090121269226
147,float-long,1400, ,-a2a,-p2p_pl,-slabs,-r2c_dir 1,64 1 1,64 1 1,4.0,fftw,76.234,4124.770691871643,theta-knl,64,256,64,False,5,4,103.91302990913391,-78.508,303.37751030921936,-77.3298,306.2321729660034,-76.7021,308.90891289711
140,float-long,1400, , ,-p2p_pl,-pencils,-r2c_dir 1,64 1 1,8 8 1,2.0,fftw,77.0117,3950.351298809052,theta-knl,64,256,64,False,2,4,103.72303390502975,-75.1797,310.41432070732117,-75.7083,309.56092619895935,-75.9281,309.9803922176361
131,float-long,1400, , ,-p2p_pl, ,-r2c_dir 1,64 1 1,8 4 2,2.0,fftw,79.0014,3707.97623205185,theta-knl,64,256,64,False,5,4,102.19073772430465,-76.5582,309.7757725715637,-76.0449,310.2203845977783,-76.4677,307.5632252693176
