old_lookup_idx,p0,p1,p2,p3,p4,p5,p6,p7,p8,p9,c0,FLOPS,elapsed_sec,machine_identifier,mpi_ranks,threads_per_node,ranks_per_node,gpu_enabled,libE_id,libE_workers,Expected Runtime,FLOPS_REPEAT_0,RUNTIME_REPEAT_0,FLOPS_REPEAT_1,RUNTIME_REPEAT_1,FLOPS_REPEAT_2,RUNTIME_REPEAT_2
12,double,512, , ,-p2p,-slabs, ,32 2 1,16 2 2,2.0,fftw,20.4744,81.1541097164154,theta-knl,64,256,64,False,4,4,24.42387366294861,-20.0428,57.446099519729614,-20.0364,57.273075103759766,-20.3301,57.291452407836914
88,float,512, ,-a2a, ,-pencils,-r2c_dir 0,4 4 4,64 1 1,4.0,fftw,104.456,389.3940122127533,theta-knl,64,256,64,False,4,4,20.167951822280884,-107.655,27.392256259918213,-107.104,27.545295476913452,-107.125,27.720221281051636
55,float,512, ,-a2a,-p2p_pl, ,-r2c_dir 0,4 4 4,64 1 1,4.0,fftw,108.564,259.0046110153198,theta-knl,64,256,64,False,2,4,16.073753118515015,-115.477,26.941911697387695,-116.353,26.81748652458191,-115.587,26.855300426483154
109,float,512, ,-a2av,-p2p_pl,-slabs, ,4 4 4,64 1 1,2.0,fftw,113.124,464.6818299293518,theta-knl,64,256,64,False,2,4,12.298367977142334,-121.237,26.133440494537354,-119.821,26.68046474456787,-121.777,26.211758852005005
197,float,512,-reorder,-a2av, ,-slabs, , ,64 1 1,2.0,fftw,116.291,826.5002691745758,theta-knl,64,256,64,False,4,4,17.413933038711548,-115.798,26.93837070465088,-115.355,26.685617208480835,-115.366,27.05662202835083
144,float,512,-reorder,-a2av,-p2p_pl,-slabs, , ,64 1 1,2.0,fftw,123.146,607.4168856143951,theta-knl,64,256,64,False,5,4,19.226632118225098,-122.189,26.33056640625,-119.827,26.708969831466675,-119.397,26.504190921783447
