old_lookup_idx,p0,p1,p2,p3,p4,p5,p6,p7,p8,p9,c0,FLOPS,elapsed_sec,machine_identifier,mpi_ranks,threads_per_node,ranks_per_node,gpu_enabled,libE_id,libE_workers,Expected Runtime,FLOPS_REPEAT_0,RUNTIME_REPEAT_0,FLOPS_REPEAT_1,RUNTIME_REPEAT_1,FLOPS_REPEAT_2,RUNTIME_REPEAT_2
6,double,256,-no-reorder, ,-p2p, ,-r2c_dir 0,16 2 2, ,4.0,fftw,21.2206,34.395838260650635,theta-knl,64,256,64,False,4,4,16.432958602905273,-20.8313,20.946730613708496,-20.9233,21.090553522109985,-20.8898,21.0921413898468
49,float,256, ,-a2av, , ,-r2c_dir 1,8 8 1,16 4 1,2.0,fftw,91.9509,170.74910879135132,theta-knl,64,256,64,False,2,4,11.62048053741455,-92.7348,17.174091339111328,-93.288,17.140101194381714,-92.7336,17.20768690109253
44,float,256, , , , , ,8 4 2,16 4 1,4.0,fftw,104.93,151.9052174091339,theta-knl,64,256,64,False,2,4,8.771157026290894,-104.831,17.092084407806396,-105.187,16.87480664253235,-105.65,17.217906951904297
119,float,256, ,-a2av, , , , ,16 4 1,2.0,fftw,109.495,387.05735778808594,theta-knl,64,256,64,False,5,4,15.958600282669067,-113.419,16.659169673919678,-113.817,16.872469186782837,-111.395,16.813347339630127
160,float,256,-reorder, , ,-pencils, ,4 4 4,32 2 1,2.0,fftw,111.345,512.0173623561859,theta-knl,64,256,64,False,3,4,7.135679483413696,-110.843,16.900988817214966,-112.406,16.945332527160645,-112.481,17.077409982681274
198,float,256, ,-a2av, ,-pencils,-r2c_dir 0, ,16 4 1,2.0,fftw,114.487,638.8064846992493,theta-knl,64,256,64,False,4,4,17.329915285110474,-114.17,16.706157684326172,-113.689,16.900909423828125,-111.832,17.047122955322266
