old_lookup_idx,p0,p1,p2,p3,p4,p5,p6,p7,p8,p9,c0,FLOPS,elapsed_sec,machine_identifier,mpi_ranks,threads_per_node,ranks_per_node,gpu_enabled,libE_id,libE_workers,Expected Runtime,FLOPS_REPEAT_0,RUNTIME_REPEAT_0,FLOPS_REPEAT_1,RUNTIME_REPEAT_1,FLOPS_REPEAT_2,RUNTIME_REPEAT_2
6,double,128,-no-reorder, ,-p2p, ,-r2c_dir 0,16 2 2, ,4.0,fftw,12.0148,36.29314589500427,theta-knl,64,256,64,False,3,4,12.819111108779907,-12.5278,17.13031840324402,-12.4758,17.048763513565063,-12.4721,17.011624336242676
107,float,128,-no-reorder,-a2av, ,-slabs,-r2c_dir 2,8 8 1,8 4 2,4.0,fftw,80.0588,333.60123085975647,theta-knl,64,256,64,False,4,4,14.946238040924072,-84.553,15.980870962142944,-85.6882,15.813141107559204,-80.9293,15.76070237159729
129,float,128, ,-a2av, ,-pencils,-r2c_dir 2,8 8 1,8 4 2,2.0,fftw,88.8264,402.0889265537262,theta-knl,64,256,64,False,2,4,13.002390623092595,-91.3505,15.690678596496582,-91.758,15.779695749282837,-88.8084,15.973613500595093
70,float,128,-no-reorder, , ,-pencils,-r2c_dir 2,8 8 1,4 4 4,4.0,fftw,92.9034,217.8937969207764,theta-knl,64,256,64,False,2,4,8.402012348175106,-96.1402,15.788839101791382,-93.6428,15.756953716278076,-96.9404,15.91861367225647
157,float,128,-no-reorder, , , ,-r2c_dir 2,8 8 1, ,2.0,fftw,95.4279,485.5699460506439,theta-knl,64,256,64,False,4,4,13.576656579971313,-94.8527,15.75920844078064,-95.7395,15.947223901748657,-96.1492,15.883616924285889
127,float,128,-no-reorder, , ,-pencils,-r2c_dir 2,8 8 1,8 4 2,2.0,fftw,98.7353,393.1644144058228,theta-knl,64,256,64,False,4,4,15.86772799491888,-97.383,16.056543111801147,-97.9323,15.918941736221313,-99.0477,15.634174346923828
