old_lookup_idx,p0,p1,p2,p3,p4,p5,p6,p7,p8,p9,c0,FLOPS,elapsed_sec,machine_identifier,mpi_ranks,threads_per_node,ranks_per_node,gpu_enabled,libE_id,libE_workers,Expected Runtime,FLOPS_REPEAT_0,RUNTIME_REPEAT_0,FLOPS_REPEAT_1,RUNTIME_REPEAT_1,FLOPS_REPEAT_2,RUNTIME_REPEAT_2
14,float,64,-no-reorder, ,-p2p,-slabs,-r2c_dir 1,8 4 2,4 4 4,4.0,fftw,7.51991,55.45285892486572,theta-knl,64,256,64,False,5,4,11.38766884803772,-7.40589,16.040912628173828,-7.16434,15.805732250213623,-7.6437,15.777242422103882
184,float,64,-reorder,-a2a, , , ,4 4 4,16 4 1,4.0,fftw,38.2631,523.793041229248,theta-knl,64,256,64,False,3,4,14.632638216018677,-36.0916,15.627448320388794,-37.8649,15.833463191986084,-36.7716,15.817952632904053
118,float,64,-no-reorder, , , ,-r2c_dir 0,8 4 2,16 4 1,4.0,fftw,43.4895,333.3562834262848,theta-knl,64,256,64,False,2,4,8.03056263923645,-46.801,15.824947834014893,-44.1079,15.836248397827148,-46.6818,15.838690280914307
73,float,64,-reorder, , , ,-r2c_dir 1, ,16 2 2,4.0,fftw,47.4041,215.62283182144165,theta-knl,64,256,64,False,4,4,7.516145944595337,-49.8042,15.546422243118286,-44.1079,15.583599090576172,-46.7104,15.592609167098999
148,float,64,-reorder,-a2av, , , ,4 4 4,16 4 1,4.0,fftw,51.3098,422.7349011898041,theta-knl,64,256,64,False,2,4,12.328143119812012,-58.6302,15.634479522705078,-53.8888,15.919215202331543,-52.816,15.830108642578125
189,float,64, ,-a2av, ,-pencils, , ,16 4 1,2.0,fftw,59.043,533.9810490608215,theta-knl,64,256,64,False,2,4,9.004933834075928,-57.6566,15.666210174560547,-49.5152,15.741946697235107,-55.3693,15.656773805618286
