p0,p1x,p1y,p1z,p2,p3,p4,p5,p6,p7,p8,p9,p7_float,p8_float,p9_float,c0,FLOPS,elapsed_sec,machine_identifier,mpi_ranks,threads_per_node,ranks_per_node,gpu_enabled,libE_id,libE_workers
float,1024,1024,1024,-no-reorder, , ,-pencils,-r2c_dir 0,8 2 2,8 2 2,8,0.2,0.2,0.5,cufft,-847.558,10.884358167648315,polaris-gpu,32,64,4,True,2,4
float,1024,1024,1024,-no-reorder, , ,-pencils,-r2c_dir 1,8 4 1,4 4 2,8,0.15,0.35,0.5,cufft,-723.35,11.46332049369812,polaris-gpu,32,64,4,True,3,4
double,1024,1024,1024,-no-reorder,-a2a, ,-pencils,-r2c_dir 0,8 2 2,16 2 1,12,0.2,0.05,0.75,cufft,-321.771,15.1346697807312,polaris-gpu,32,64,4,True,4,4
double,1024,1024,1024,-reorder,-a2a,-p2p,-slabs,-r2c_dir 0,4 4 2,16 2 1,2,0.35,0.05,0.0,cufft,-235.476,16.741660594940186,polaris-gpu,32,64,4,True,5,4
double,1024,1024,1024,-no-reorder,-a2a, ,-pencils,-r2c_dir 0,2 4 4,2 4 4,12,0.6,0.6,0.75,cufft,-116.49,34.21834707260132,polaris-gpu,32,64,4,True,2,4
double,1024,1024,1024,-no-reorder, , ,-slabs,-r2c_dir 0,8 2 2,8 4 1,16,0.2,0.15,1.0,cufft,-638.681,20.73023557662964,polaris-gpu,32,64,4,True,3,4
double,1024,1024,1024,-no-reorder,-a2av,-p2p_pl,-pencils,-r2c_dir 2,16 2 1,4 4 2,2,0.05,0.35,0.0,cufft,-277.283,28.79678416252136,polaris-gpu,32,64,4,True,4,4
double,1024,1024,1024,-reorder, ,-p2p_pl,-pencils,-r2c_dir 2,8 4 1,2 4 4,8,0.15,0.6,0.5,cufft,-763.997,25.23443460464477,polaris-gpu,32,64,4,True,5,4
double,1024,1024,1024,-no-reorder, , ,-pencils,-r2c_dir 2,8 2 2,32 1 1,2,0.2,0.0,0.0,cufft,-237.384,35.64442539215088,polaris-gpu,32,64,4,True,3,4
double,1024,1024,1024,-reorder, ,-p2p_pl,-pencils,-r2c_dir 0,32 1 1,2 4 4,8,0.0,0.6,0.5,cufft,-547.26,34.960331201553345,polaris-gpu,32,64,4,True,5,4
