p0,p1,p2,p3,p4,p5,p6,p7,p8,p9,p7_float,p8_float,p9_float,c0,FLOPS,elapsed_sec,machine_identifier,mpi_ranks,threads_per_node,ranks_per_node,gpu_enabled,libE_id,libE_workers
float,128,-no-reorder,-a2av, ,-pencils,-r2c_dir 1,16 8 4,16 16 2,2,0.3148148148148148,0.2962962962962963,0.0,fftw,-77.7766,41.8130156993866,theta-knl,512,256,64,False,2,4
float,128,-no-reorder, , ,-pencils,-r2c_dir 1,8 8 8,8 8 8,2,0.4444444444444444,0.4444444444444444,0.0,fftw,-57.6714,42.06382369995117,theta-knl,512,256,64,False,3,4
float,128,-no-reorder,-a2av, ,-pencils,-r2c_dir 1,8 8 8,8 8 8,2,0.4444444444444444,0.4444444444444444,0.0,fftw,-46.6853,42.06308722496033,theta-knl,512,256,64,False,4,4
float,128,-reorder,-a2av, ,-pencils,-r2c_dir 1,8 8 8,16 16 2,2,0.4444444444444444,0.2962962962962963,0.0,fftw,-110.306,41.86313033103943,theta-knl,512,256,64,False,5,4
float,128,-no-reorder,-a2a, ,-pencils,-r2c_dir 1,8 8 8,16 16 2,4,0.4444444444444444,0.2962962962962963,1.0,fftw,-51.0798,55.5670702457428,theta-knl,512,256,64,False,2,4
float,128,-reorder, , ,-pencils,-r2c_dir 1,16 8 4,16 16 2,2,0.3148148148148148,0.2962962962962963,0.0,fftw,-63.7583,70.45165467262268,theta-knl,512,256,64,False,2,4
float,128,-no-reorder,-a2av, ,-pencils,-r2c_dir 1,8 8 8,16 16 2,4,0.4444444444444444,0.2962962962962963,1.0,fftw,-95.4201,70.40200519561768,theta-knl,512,256,64,False,3,4
float,128,-reorder, , ,-pencils,-r2c_dir 1,8 8 8,32 4 4,4,0.4444444444444444,0.2222222222222222,1.0,fftw,-81.7647,70.35192275047302,theta-knl,512,256,64,False,4,4
float,128,-reorder, , ,-pencils,-r2c_dir 0,8 8 8,16 16 2,2,0.4444444444444444,0.2962962962962963,0.0,fftw,-37.4034,78.20658278465271,theta-knl,512,256,64,False,2,4
float,128,-reorder,-a2av, ,-pencils,-r2c_dir 1,8 8 8,16 16 2,4,0.4444444444444444,0.2962962962962963,1.0,fftw,-83.6691,97.55235123634338,theta-knl,512,256,64,False,2,4
float,128,-reorder,-a2av, ,-slabs,-r2c_dir 1,8 8 8,16 16 2,2,0.4444444444444444,0.2962962962962963,0.0,fftw,-30.0837,97.4519066810608,theta-knl,512,256,64,False,3,4
float,128,-reorder, , ,-pencils,-r2c_dir 1,8 8 8,16 16 2,2,0.4444444444444444,0.2962962962962963,0.0,fftw,-90.2542,97.6517276763916,theta-knl,512,256,64,False,4,4
float,128,-reorder,-a2av, ,-pencils,-r2c_dir 1,8 8 8,16 16 2,4,0.4444444444444444,0.2962962962962963,1.0,fftw,-109.45,107.46034455299376,theta-knl,512,256,64,False,2,4
float,128,-reorder,-a2av, ,-pencils,-r2c_dir 0,8 8 8,16 16 2,4,0.4444444444444444,0.2962962962962963,1.0,fftw,-61.6911,123.00279307365416,theta-knl,512,256,64,False,2,4
float,128,-no-reorder,-a2av, ,-pencils,-r2c_dir 1,8 8 8,32 4 4,4,0.4444444444444444,0.2222222222222222,1.0,fftw,-79.0264,122.85580825805664,theta-knl,512,256,64,False,3,4
float,128,-reorder,-a2a, ,-pencils,-r2c_dir 1,8 8 8,32 4 4,2,0.4444444444444444,0.2222222222222222,0.0,fftw,-32.2252,122.95150113105774,theta-knl,512,256,64,False,4,4
float,128,-reorder,-a2a, ,-pencils,-r2c_dir 1,8 8 8,32 4 4,2,0.4444444444444444,0.2222222222222222,0.0,fftw,-23.8926,131.5536117553711,theta-knl,512,256,64,False,2,4
float,128,-reorder,-a2av, ,-pencils,-r2c_dir 1,16 8 4,16 16 2,4,0.3148148148148148,0.2962962962962963,1.0,fftw,-83.1516,151.9018657207489,theta-knl,512,256,64,False,2,4
float,128,-reorder, , ,-pencils,-r2c_dir 1,8 8 8,16 16 2,4,0.4444444444444444,0.2962962962962963,1.0,fftw,-92.8997,151.90284061431885,theta-knl,512,256,64,False,3,4
float,128,-reorder,-a2av, ,-pencils,-r2c_dir 1,8 8 8,16 16 2,4,0.4444444444444444,0.2962962962962963,1.0,fftw,-108.229,152.15205788612366,theta-knl,512,256,64,False,4,4
float,128,-reorder, , ,-pencils,-r2c_dir 0,8 8 8,16 16 2,4,0.4444444444444444,0.2962962962962963,1.0,fftw,-63.3398,161.75362992286682,theta-knl,512,256,64,False,2,4
float,128,-reorder,-a2av, ,-pencils,-r2c_dir 1,8 8 8,16 16 2,4,0.4444444444444444,0.2962962962962963,1.0,fftw,-68.2326,180.45338678359985,theta-knl,512,256,64,False,2,4
float,128,-reorder,-a2av, ,-pencils,-r2c_dir 1,8 8 8,16 16 2,2,0.4444444444444444,0.2962962962962963,0.0,fftw,-79.9769,180.5532584190369,theta-knl,512,256,64,False,3,4
float,128,-no-reorder,-a2av, ,-pencils,-r2c_dir 1,8 8 8,32 16 1,4,0.4444444444444444,0.1851851851851851,1.0,fftw,-59.9022,180.36057424545288,theta-knl,512,256,64,False,4,4
float,128,-reorder,-a2a, ,-pencils,-r2c_dir 1,8 8 8,16 16 2,4,0.4444444444444444,0.2962962962962963,1.0,fftw,-72.1166,188.50153803825376,theta-knl,512,256,64,False,2,4
float,128,-reorder,-a2av,-p2p_pl,-pencils,-r2c_dir 1,16 8 4,16 16 2,2,0.3148148148148148,0.2962962962962963,0.0,fftw,-76.0858,205.70351147651672,theta-knl,512,256,64,False,2,4
float,128,-reorder, , ,-pencils,-r2c_dir 1,8 8 8,16 16 2,2,0.4444444444444444,0.2962962962962963,0.0,fftw,-52.4874,205.71209907531733,theta-knl,512,256,64,False,3,4
float,128,-reorder,-a2av,-p2p_pl,-pencils,-r2c_dir 1,8 8 8,16 16 2,2,0.4444444444444444,0.2962962962962963,0.0,fftw,-75.3649,205.6519219875336,theta-knl,512,256,64,False,4,4
float,128,-no-reorder, ,-p2p,-pencils,-r2c_dir 1,8 8 8,16 16 2,2,0.4444444444444444,0.2962962962962963,0.0,fftw,-60.5915,213.50739407539368,theta-knl,512,256,64,False,2,4
float,128,-reorder,-a2av,-p2p,-pencils,-r2c_dir 1,8 8 8,16 16 2,2,0.4444444444444444,0.2962962962962963,0.0,fftw,-57.2336,233.9563102722168,theta-knl,512,256,64,False,2,4
float,128,-reorder,-a2av, ,-slabs,-r2c_dir 1,8 8 8,16 16 2,2,0.4444444444444444,0.2962962962962963,0.0,fftw,-19.1531,234.10626792907715,theta-knl,512,256,64,False,3,4
float,128,-reorder,-a2av, ,-pencils,-r2c_dir 1,8 8 8,16 16 2,2,0.4444444444444444,0.2962962962962963,0.0,fftw,-47.6625,234.1027204990387,theta-knl,512,256,64,False,4,4
float,128,-reorder,-a2av, ,-pencils,-r2c_dir 1,8 8 8,16 16 2,4,0.4444444444444444,0.2962962962962963,1.0,fftw,-104.376,242.2514522075653,theta-knl,512,256,64,False,2,4
float,128,-reorder,-a2av, ,-pencils,-r2c_dir 1,8 8 8,16 16 2,4,0.4444444444444444,0.2962962962962963,1.0,fftw,-86.7343,259.6518929004669,theta-knl,512,256,64,False,2,4
float,128,-reorder,-a2av, ,-pencils,-r2c_dir 1,8 8 8,16 16 2,4,0.4444444444444444,0.2962962962962963,1.0,fftw,-74.3422,259.70237016677856,theta-knl,512,256,64,False,3,4
float,128,-reorder,-a2av, ,-pencils,-r2c_dir 1,8 8 8,16 16 2,4,0.4444444444444444,0.2962962962962963,1.0,fftw,-112.261,259.7532784938812,theta-knl,512,256,64,False,4,4
float,128,-reorder,-a2a, ,-pencils,-r2c_dir 0,8 8 8,16 16 2,2,0.4444444444444444,0.2962962962962963,0.0,fftw,-10.9565,269.75173830986023,theta-knl,512,256,64,False,2,4
float,128,-reorder,-a2av, ,-pencils,-r2c_dir 1,32 8 2,16 16 2,4,0.2037037037037037,0.2962962962962963,1.0,fftw,-42.1946,288.351633310318,theta-knl,512,256,64,False,2,4
double,128,-reorder,-a2av,-p2p_pl,-pencils,-r2c_dir 1,8 8 8,16 16 2,4,0.4444444444444444,0.2962962962962963,1.0,fftw,-38.0128,288.4092266559601,theta-knl,512,256,64,False,3,4
float,128,-reorder,-a2av, ,-pencils,-r2c_dir 0,8 8 8,16 16 2,4,0.4444444444444444,0.2962962962962963,1.0,fftw,-70.5095,288.35166478157043,theta-knl,512,256,64,False,4,4
float,128,-reorder, , ,-pencils,-r2c_dir 1,8 8 8,16 16 2,2,0.4444444444444444,0.2962962962962963,0.0,fftw,-71.5845,295.9581632614136,theta-knl,512,256,64,False,2,4
