p0,p1x,p1y,p1z,p2,p3,p4,p5,p6,p7,p8,p9,p7_float,p8_float,p9_float,c0,FLOPS,elapsed_sec,machine_identifier,mpi_ranks,threads_per_node,ranks_per_node,gpu_enabled,libE_id,libE_workers
float,256,256,256, ,-a2a, , ,-r2c_dir 1,4 2 1,8 1 1,16,0.1111111111111111,0.0,1.0,cufft,1.0,37.004754066467285,polaris-gpu,8,64,4,True,2,4
float,256,256,256, ,-a2a,-p2p,-slabs, ,4 2 1,4 2 1,16,0.1111111111111111,0.1111111111111111,1.0,cufft,-299.631,7.247976779937744,polaris-gpu,8,64,4,True,3,4
float,256,256,256, ,-a2av,-p2p,-pencils, ,4 2 1,4 2 1,16,0.1111111111111111,0.1111111111111111,1.0,cufft,-348.415,7.508810758590698,polaris-gpu,8,64,4,True,4,4
float,256,256,256, ,-a2a,-p2p_pl, , ,2 2 2,2 2 2,16,0.4444444444444444,0.4444444444444444,1.0,cufft,-398.831,7.2463219165802,polaris-gpu,8,64,4,True,5,4
float,256,256,256, ,-a2a,-p2p_pl, , ,4 2 1,4 2 1,16,0.1111111111111111,0.1111111111111111,1.0,cufft,-402.389,10.481241941452026,polaris-gpu,8,64,4,True,3,4
float,256,256,256, ,-a2av,-p2p,-slabs, ,4 2 1,2 2 2,16,0.1111111111111111,0.4444444444444444,1.0,cufft,-244.386,12.57262635231018,polaris-gpu,8,64,4,True,3,4
float,256,256,256,-no-reorder,-a2av,-p2p, , ,2 2 2,2 2 2,16,0.4444444444444444,0.4444444444444444,1.0,cufft,-362.155,12.50570273399353,polaris-gpu,8,64,4,True,4,4
float,256,256,256,-reorder,-a2a,-p2p_pl, , ,2 2 2,2 2 2,16,0.4444444444444444,0.4444444444444444,1.0,cufft,-442.213,13.836193323135376,polaris-gpu,8,64,4,True,5,4
float,256,256,256, ,-a2av,-p2p, , ,2 2 2,2 2 2,16,0.4444444444444444,0.4444444444444444,1.0,cufft,-357.806,15.79236388206482,polaris-gpu,8,64,4,True,3,4
float,256,256,256,-reorder,-a2a,-p2p_pl, , ,2 2 2,2 2 2,16,0.4444444444444444,0.4444444444444444,1.0,cufft,-436.567,17.819103717803955,polaris-gpu,8,64,4,True,3,4
float,256,256,256,-no-reorder,-a2a,-p2p, , ,2 2 2,2 2 2,16,0.4444444444444444,0.4444444444444444,1.0,cufft,-367.316,17.82619833946228,polaris-gpu,8,64,4,True,4,4
double,256,256,256, ,-a2av,-p2p_pl, , ,2 2 2,2 2 2,16,0.4444444444444444,0.4444444444444444,1.0,cufft,-248.999,19.248894691467285,polaris-gpu,8,64,4,True,5,4
float,256,256,256,-reorder, ,-p2p_pl, , ,2 2 2,2 2 2,16,0.4444444444444444,0.4444444444444444,1.0,cufft,-429.234,21.084349155426025,polaris-gpu,8,64,4,True,3,4
float,256,256,256,-no-reorder,-a2a,-p2p, , ,2 2 2,8 1 1,16,0.4444444444444444,0.0,1.0,cufft,-335.997,22.42275643348694,polaris-gpu,8,64,4,True,4,4
float,256,256,256,-no-reorder,-a2a,-p2p_pl,-pencils, ,2 2 2,2 2 2,16,0.4444444444444444,0.4444444444444444,1.0,cufft,-401.895,23.90363645553589,polaris-gpu,8,64,4,True,3,4
float,256,256,256,-no-reorder, ,-p2p_pl, , ,2 2 2,4 2 1,16,0.4444444444444444,0.1111111111111111,1.0,cufft,-687.447,25.166179656982425,polaris-gpu,8,64,4,True,4,4
float,256,256,256,-reorder,-a2a,-p2p_pl, ,-r2c_dir 2,2 2 2,8 1 1,16,0.4444444444444444,0.0,1.0,cufft,1.0,56.56908679008484,polaris-gpu,8,64,4,True,3,4
float,256,256,256,-no-reorder,-a2a,-p2p_pl, , ,2 2 2,2 2 2,16,0.4444444444444444,0.4444444444444444,1.0,cufft,-411.368,27.99814772605896,polaris-gpu,8,64,4,True,4,4
double,256,256,256,-no-reorder, ,-p2p_pl,-slabs,-r2c_dir 0,2 2 2,2 2 2,16,0.4444444444444444,0.4444444444444444,1.0,cufft,-280.424,29.51792430877685,polaris-gpu,8,64,4,True,5,4
float,256,256,256,-reorder,-a2av,-p2p_pl,-slabs,-r2c_dir 2,2 2 2,4 2 1,16,0.4444444444444444,0.1111111111111111,1.0,cufft,1.0,61.05308294296265,polaris-gpu,8,64,4,True,4,4
double,256,256,256,-no-reorder,-a2a,-p2p_pl,-pencils,-r2c_dir 1,2 2 2,2 2 2,16,0.4444444444444444,0.4444444444444444,1.0,cufft,-291.065,32.80747747421265,polaris-gpu,8,64,4,True,5,4
float,256,256,256,-no-reorder,-a2av,-p2p_pl,-slabs, ,2 2 2,4 2 1,16,0.4444444444444444,0.1111111111111111,1.0,cufft,-551.518,36.123729944229126,polaris-gpu,8,64,4,True,5,4
float,256,256,256,-no-reorder, ,-p2p_pl,-slabs, ,4 2 1,8 1 1,16,0.1111111111111111,0.0,1.0,cufft,-416.199,39.37294864654541,polaris-gpu,8,64,4,True,2,4
float,256,256,256,-no-reorder, ,-p2p_pl,-slabs,-r2c_dir 2,2 2 2,4 2 1,16,0.4444444444444444,0.1111111111111111,1.0,cufft,1.0,70.8076183795929,polaris-gpu,8,64,4,True,5,4
float,256,256,256,-no-reorder,-a2av,-p2p_pl,-pencils, ,2 2 2,8 1 1,16,0.4444444444444444,0.0,1.0,cufft,-429.112,42.62163639068604,polaris-gpu,8,64,4,True,2,4
float,256,256,256,-no-reorder, ,-p2p_pl, , ,4 2 1,8 1 1,16,0.1111111111111111,0.0,1.0,cufft,-410.792,45.8961820602417,polaris-gpu,8,64,4,True,2,4
float,256,256,256,-no-reorder,-a2a,-p2p_pl,-slabs, ,2 2 2,4 2 1,16,0.4444444444444444,0.1111111111111111,1.0,cufft,-578.644,49.13335156440735,polaris-gpu,8,64,4,True,2,4
float,256,256,256,-no-reorder, ,-p2p_pl,-pencils, ,8 1 1,8 1 1,16,0.0,0.0,1.0,cufft,-320.834,52.44068574905396,polaris-gpu,8,64,4,True,2,4
float,256,256,256,-reorder,-a2av,-p2p_pl,-slabs, ,2 2 2,8 1 1,16,0.4444444444444444,0.0,1.0,cufft,-594.548,55.69008207321167,polaris-gpu,8,64,4,True,2,4
double,256,256,256, ,-a2av,-p2p_pl,-slabs, ,2 2 2,8 1 1,16,0.4444444444444444,0.0,1.0,cufft,-327.623,58.92539072036743,polaris-gpu,8,64,4,True,2,4
float,256,256,256,-reorder,-a2av,-p2p_pl, , ,2 2 2,8 1 1,16,0.4444444444444444,0.0,1.0,cufft,-563.502,60.34345459938049,polaris-gpu,8,64,4,True,3,4
float,256,256,256,-no-reorder, ,-p2p,-pencils, ,2 2 2,8 1 1,16,0.4444444444444444,0.0,1.0,cufft,-347.227,62.21029257774353,polaris-gpu,8,64,4,True,2,4
float,256,256,256,-reorder,-a2av,-p2p_pl,-pencils, ,2 2 2,8 1 1,16,0.4444444444444444,0.0,1.0,cufft,-560.34,63.60914301872253,polaris-gpu,8,64,4,True,3,4
float,256,256,256,-reorder,-a2av,-p2p_pl, , ,2 2 2,4 2 1,16,0.4444444444444444,0.1111111111111111,1.0,cufft,-799.632,64.99646234512329,polaris-gpu,8,64,4,True,2,4
float,256,256,256,-reorder,-a2av,-p2p_pl,-pencils, ,2 2 2,8 1 1,16,0.4444444444444444,0.0,1.0,cufft,-558.842,66.56522512435913,polaris-gpu,8,64,4,True,3,4
float,256,256,256,-no-reorder,-a2av,-p2p_pl,-slabs, ,2 2 2,4 2 1,16,0.4444444444444444,0.1111111111111111,1.0,cufft,-579.32,67.88995552062988,polaris-gpu,8,64,4,True,2,4
float,256,256,256,-reorder,-a2a,-p2p_pl, ,-r2c_dir 0,2 2 2,8 1 1,16,0.4444444444444444,0.0,1.0,cufft,-556.422,69.30110239982605,polaris-gpu,8,64,4,True,3,4
float,256,256,256,-reorder,-a2av,-p2p,-pencils,-r2c_dir 1,2 2 2,4 2 1,16,0.4444444444444444,0.1111111111111111,1.0,cufft,-518.172,70.7028021812439,polaris-gpu,8,64,4,True,2,4
double,256,256,256,-reorder,-a2a, , , ,2 2 2,4 2 1,16,0.4444444444444444,0.1111111111111111,1.0,cufft,-479.794,72.10630631446838,polaris-gpu,8,64,4,True,3,4
double,256,256,256,-reorder,-a2av,-p2p_pl, , ,2 2 2,4 2 1,16,0.4444444444444444,0.1111111111111111,1.0,cufft,-543.624,73.54492950439453,polaris-gpu,8,64,4,True,2,4
float,256,256,256,-no-reorder,-a2av,-p2p_pl, ,-r2c_dir 1,2 2 2,4 2 1,16,0.4444444444444444,0.1111111111111111,1.0,cufft,-612.461,75.6952428817749,polaris-gpu,8,64,4,True,2,4
float,256,256,256,-reorder,-a2av,-p2p_pl,-slabs, ,2 2 2,8 1 1,16,0.4444444444444444,0.0,1.0,cufft,-561.334,75.69589948654175,polaris-gpu,8,64,4,True,3,4
double,256,256,256,-reorder,-a2av,-p2p, ,-r2c_dir 0,4 2 1,8 1 1,16,0.1111111111111111,0.0,1.0,cufft,-302.713,77.84665536880493,polaris-gpu,8,64,4,True,2,4
double,256,256,256,-reorder, ,-p2p_pl,-pencils, ,2 2 2,8 1 1,16,0.4444444444444444,0.0,1.0,cufft,-438.259,77.83824372291565,polaris-gpu,8,64,4,True,3,4
float,256,256,256,-no-reorder,-a2av, , ,-r2c_dir 0,2 2 2,4 2 1,16,0.4444444444444444,0.1111111111111111,1.0,cufft,-328.396,79.99214839935303,polaris-gpu,8,64,4,True,2,4
float,256,256,256,-reorder,-a2av,-p2p_pl, ,-r2c_dir 1,2 2 2,8 1 1,16,0.4444444444444444,0.0,1.0,cufft,-532.561,79.9852991104126,polaris-gpu,8,64,4,True,3,4
float,256,256,256,-reorder,-a2av, , ,-r2c_dir 1,2 2 2,8 1 1,16,0.4444444444444444,0.0,1.0,cufft,-294.998,82.18605637550354,polaris-gpu,8,64,4,True,2,4
float,256,256,256,-reorder,-a2av,-p2p_pl, ,-r2c_dir 1,2 2 2,4 2 1,16,0.4444444444444444,0.1111111111111111,1.0,cufft,-633.631,82.15702319145203,polaris-gpu,8,64,4,True,3,4
float,256,256,256,-reorder,-a2av,-p2p_pl, ,-r2c_dir 0,2 2 2,4 2 1,16,0.4444444444444444,0.1111111111111111,1.0,cufft,-802.134,84.29138493537903,polaris-gpu,8,64,4,True,2,4
float,256,256,256,-no-reorder,-a2av,-p2p_pl, ,-r2c_dir 0,2 2 2,4 2 1,16,0.4444444444444444,0.1111111111111111,1.0,cufft,-679.463,84.30637860298157,polaris-gpu,8,64,4,True,3,4
float,256,256,256,-reorder,-a2av,-p2p_pl, , ,2 2 2,4 2 1,16,0.4444444444444444,0.1111111111111111,1.0,cufft,-796.138,86.40621209144592,polaris-gpu,8,64,4,True,2,4
float,256,256,256,-reorder,-a2av, , ,-r2c_dir 2,2 2 2,8 1 1,16,0.4444444444444444,0.0,1.0,cufft,1.0,116.37742352485655,polaris-gpu,8,64,4,True,3,4
