p0,p1x,p1y,p1z,p2,p3,p4,p5,p6,p7,p8,p9,c0,FLOPS,elapsed_sec,machine_identifier,mpi_ranks,threads_per_node,ranks_per_node,gpu_enabled,p7_float,p8_float,p9_float,libE_id,libE_workers
float,256,256,256, , , , , ,512 1 1,512 1 1,4,fftw,2.137,31.98587703704834,theta-knl,512,256,64,False,0.0,0.0,1.0,2,4
float,256,256,256,-no-reorder, , , ,-r2c_dir 1,512 1 1,512 1 1,4,fftw,-104.804,20.66222596168518,theta-knl,512,256,64,False,0.0,0.0,1.0,3,4
float,256,256,256,-no-reorder,-a2a, ,-pencils,-r2c_dir 2,512 1 1,512 1 1,2,fftw,-77.81,20.911241054534912,theta-knl,512,256,64,False,0.0,0.0,0.0,4,4
double,256,256,256,-no-reorder,-a2av,-p2p_pl,-slabs,-r2c_dir 2,512 1 1,512 1 1,4,fftw,-22.4409,23.669968366622925,theta-knl,512,256,64,False,0.0,0.0,1.0,5,4
double,256,256,256,-reorder, ,-p2p, , ,512 1 1,512 1 1,2,fftw,2.137,39.61505174636841,theta-knl,512,256,64,False,0.0,0.0,0.0,3,4
double,256,256,256, ,-a2a,-p2p_pl,-pencils,-r2c_dir 2,512 1 1,512 1 1,2,fftw,-44.2579,32.336716651916504,theta-knl,512,256,64,False,0.0,0.0,0.0,4,4
float,256,256,256,-no-reorder,-a2a, , ,-r2c_dir 0,512 1 1,512 1 1,2,fftw,2.137,43.62635326385498,theta-knl,512,256,64,False,0.0,0.0,0.0,5,4
float,256,256,256,-no-reorder, , ,-slabs,-r2c_dir 0,512 1 1,512 1 1,4,fftw,2.137,40.3026180267334,theta-knl,512,256,64,False,0.0,0.0,1.0,2,4
float,256,256,256,-no-reorder, ,-p2p_pl, ,-r2c_dir 2,512 1 1,512 1 1,4,fftw,-70.6275,44.48597455024719,theta-knl,512,256,64,False,0.0,0.0,1.0,4,4
double,256,256,256,-no-reorder,-a2av, , ,-r2c_dir 2,512 1 1,512 1 1,4,fftw,-41.2916,49.308778047561646,theta-knl,512,256,64,False,0.0,0.0,1.0,2,4
float,256,256,256,-no-reorder, , ,-pencils, ,512 1 1,512 1 1,4,fftw,2.137,49.98298692703247,theta-knl,512,256,64,False,0.0,0.0,1.0,3,4
float,256,256,256,-reorder, , ,-slabs,-r2c_dir 1,512 1 1,512 1 1,4,fftw,-79.7538,52.9371862411499,theta-knl,512,256,64,False,0.0,0.0,1.0,4,4
float,256,256,256,-no-reorder, ,-p2p_pl, ,-r2c_dir 2,512 1 1,512 1 1,2,fftw,-71.5523,56.44061636924744,theta-knl,512,256,64,False,0.0,0.0,0.0,5,4
double,256,256,256,-no-reorder, , , ,-r2c_dir 2,512 1 1,512 1 1,4,fftw,-58.1108,58.538883686065674,theta-knl,512,256,64,False,0.0,0.0,1.0,2,4
float,256,256,256,-no-reorder, , , ,-r2c_dir 2,512 1 1,512 1 1,4,fftw,-103.179,59.84585642814636,theta-knl,512,256,64,False,0.0,0.0,1.0,3,4
float,256,256,256,-no-reorder, , , ,-r2c_dir 0,512 1 1,512 1 1,4,fftw,2.137,72.63675260543823,theta-knl,512,256,64,False,0.0,0.0,1.0,4,4
float,256,256,256,-reorder, ,-p2p_pl, ,-r2c_dir 1,512 1 1,512 1 1,2,fftw,-67.6275,66.9238965511322,theta-knl,512,256,64,False,0.0,0.0,0.0,5,4
float,256,256,256,-no-reorder, , ,-pencils,-r2c_dir 1,512 1 1,512 1 1,4,fftw,-105.335,67.31910300254822,theta-knl,512,256,64,False,0.0,0.0,1.0,2,4
float,256,256,256,-no-reorder, , , ,-r2c_dir 2,512 1 1,512 1 1,2,fftw,-102.761,68.94564080238342,theta-knl,512,256,64,False,0.0,0.0,0.0,3,4
float,256,256,256,-reorder, ,-p2p_pl, ,-r2c_dir 1,512 1 1,512 1 1,4,fftw,-71.5993,77.4291124343872,theta-knl,512,256,64,False,0.0,0.0,1.0,2,4
double,256,256,256,-no-reorder, , , ,-r2c_dir 1,512 1 1,512 1 1,4,fftw,-52.2366,78.15377593040466,theta-knl,512,256,64,False,0.0,0.0,1.0,3,4
float,256,256,256,-no-reorder, , ,-pencils,-r2c_dir 2,512 1 1,512 1 1,4,fftw,-101.773,79.20364165306091,theta-knl,512,256,64,False,0.0,0.0,1.0,5,4
float,256,256,256, , , , ,-r2c_dir 2,512 1 1,512 1 1,2,fftw,-103.819,81.28458619117737,theta-knl,512,256,64,False,0.0,0.0,0.0,4,4
float,256,256,256,-no-reorder, ,-p2p_pl, ,-r2c_dir 1,512 1 1,512 1 1,4,fftw,-71.1059,88.15390038490295,theta-knl,512,256,64,False,0.0,0.0,1.0,2,4
float,256,256,256,-no-reorder, , ,-pencils,-r2c_dir 2,512 1 1,512 1 1,2,fftw,-104.399,89.15711641311646,theta-knl,512,256,64,False,0.0,0.0,0.0,3,4
float,256,256,256,-reorder, , , ,-r2c_dir 2,512 1 1,512 1 1,4,fftw,-106.509,89.16004705429077,theta-knl,512,256,64,False,0.0,0.0,1.0,4,4
float,256,256,256,-reorder, , , ,-r2c_dir 2,512 1 1,512 1 1,2,fftw,-104.095,90.85671401023865,theta-knl,512,256,64,False,0.0,0.0,0.0,5,4
float,256,256,256, , ,-p2p, ,-r2c_dir 2,512 1 1,512 1 1,2,fftw,-74.5342,97.87266707420349,theta-knl,512,256,64,False,0.0,0.0,0.0,2,4
float,256,256,256,-no-reorder, , ,-slabs,-r2c_dir 2,512 1 1,512 1 1,4,fftw,-82.0027,100.3376111984253,theta-knl,512,256,64,False,0.0,0.0,1.0,3,4
float,256,256,256, , , ,-pencils,-r2c_dir 2,512 1 1,512 1 1,2,fftw,-98.5928,100.33761978149414,theta-knl,512,256,64,False,0.0,0.0,0.0,4,4
float,256,256,256,-reorder,-a2av, , ,-r2c_dir 2,512 1 1,512 1 1,2,fftw,-109.183,102.18722128868103,theta-knl,512,256,64,False,0.0,0.0,0.0,5,4
float,256,256,256,-reorder, , ,-pencils,-r2c_dir 2,512 1 1,512 1 1,2,fftw,-111.06,106.51745676994324,theta-knl,512,256,64,False,0.0,0.0,0.0,2,4
float,256,256,256, , , , ,-r2c_dir 2,512 1 1,512 1 1,4,fftw,-107.948,109.98864936828613,theta-knl,512,256,64,False,0.0,0.0,1.0,3,4
float,256,256,256,-no-reorder, , ,-slabs,-r2c_dir 2,512 1 1,512 1 1,2,fftw,-79.8848,109.78876423835754,theta-knl,512,256,64,False,0.0,0.0,0.0,4,4
float,256,256,256,-reorder,-a2a, , ,-r2c_dir 2,512 1 1,512 1 1,2,fftw,-79.9331,111.7911729812622,theta-knl,512,256,64,False,0.0,0.0,0.0,5,4
float,256,256,256,-reorder, , ,-pencils,-r2c_dir 2,512 1 1,512 1 1,4,fftw,-102.578,115.30931615829468,theta-knl,512,256,64,False,0.0,0.0,1.0,2,4
float,256,256,256,-reorder, , ,-slabs,-r2c_dir 2,512 1 1,512 1 1,2,fftw,-84.5622,118.46434330940247,theta-knl,512,256,64,False,0.0,0.0,0.0,3,4
float,256,256,256, , , ,-pencils,-r2c_dir 2,512 1 1,512 1 1,4,fftw,-109.837,120.11149024963379,theta-knl,512,256,64,False,0.0,0.0,1.0,4,4
float,256,256,256,-reorder,-a2av, , ,-r2c_dir 2,512 1 1,512 1 1,4,fftw,-107.04,122.09852027893066,theta-knl,512,256,64,False,0.0,0.0,1.0,5,4
float,256,256,256,-reorder, ,-p2p,-pencils,-r2c_dir 2,512 1 1,512 1 1,4,fftw,-76.9892,124.49952220916748,theta-knl,512,256,64,False,0.0,0.0,1.0,2,4
double,256,256,256,-reorder, , ,-pencils,-r2c_dir 2,512 1 1,512 1 1,2,fftw,-65.561,127.48502111434937,theta-knl,512,256,64,False,0.0,0.0,0.0,3,4
float,256,256,256, ,-a2a, ,-pencils,-r2c_dir 2,512 1 1,512 1 1,4,fftw,-79.4379,129.08413457870483,theta-knl,512,256,64,False,0.0,0.0,1.0,4,4
float,256,256,256, ,-a2av, , ,-r2c_dir 2,512 1 1,512 1 1,4,fftw,-107.677,130.74188423156738,theta-knl,512,256,64,False,0.0,0.0,1.0,5,4
float,256,256,256, , , ,-slabs,-r2c_dir 2,512 1 1,512 1 1,4,fftw,-83.3595,133.20448446273804,theta-knl,512,256,64,False,0.0,0.0,1.0,2,4
float,256,256,256,-reorder,-a2a, , ,-r2c_dir 2,512 1 1,512 1 1,4,fftw,-79.108,136.3133807182312,theta-knl,512,256,64,False,0.0,0.0,1.0,3,4
float,256,256,256,-reorder,-a2av, ,-pencils,-r2c_dir 2,512 1 1,512 1 1,2,fftw,-103.578,138.15243911743164,theta-knl,512,256,64,False,0.0,0.0,0.0,4,4
float,256,256,256, ,-a2av, , ,-r2c_dir 2,512 1 1,512 1 1,2,fftw,-107.087,139.7188172340393,theta-knl,512,256,64,False,0.0,0.0,0.0,5,4
float,256,256,256, ,-a2av, ,-pencils,-r2c_dir 2,512 1 1,512 1 1,4,fftw,-108.175,141.79563879966736,theta-knl,512,256,64,False,0.0,0.0,1.0,2,4
float,256,256,256, ,-a2a, , ,-r2c_dir 2,512 1 1,512 1 1,4,fftw,-78.3171,145.143137216568,theta-knl,512,256,64,False,0.0,0.0,1.0,3,4
float,256,256,256,-reorder,-a2av, ,-pencils,-r2c_dir 2,512 1 1,512 1 1,4,fftw,-105.044,146.86960172653198,theta-knl,512,256,64,False,0.0,0.0,1.0,4,4
float,256,256,256,-no-reorder,-a2av, , ,-r2c_dir 2,512 1 1,512 1 1,2,fftw,-100.009,148.7379186153412,theta-knl,512,256,64,False,0.0,0.0,0.0,2,4
float,256,256,256, ,-a2av, ,-pencils,-r2c_dir 2,512 1 1,512 1 1,2,fftw,-108.575,150.57815790176392,theta-knl,512,256,64,False,0.0,0.0,0.0,5,4
float,256,256,256,-reorder,-a2av,-p2p, ,-r2c_dir 2,512 1 1,512 1 1,4,fftw,-78.5548,154.4259958267212,theta-knl,512,256,64,False,0.0,0.0,1.0,3,4
float,256,256,256,-reorder,-a2av, ,-slabs,-r2c_dir 2,512 1 1,512 1 1,4,fftw,-84.6661,155.58202123641968,theta-knl,512,256,64,False,0.0,0.0,1.0,2,4
float,256,256,256,-no-reorder,-a2av, , ,-r2c_dir 2,512 1 1,512 1 1,4,fftw,-104.12,157.42138814926147,theta-knl,512,256,64,False,0.0,0.0,1.0,4,4
float,256,256,256, ,-a2av, ,-slabs,-r2c_dir 2,512 1 1,512 1 1,2,fftw,-80.3824,159.3630805015564,theta-knl,512,256,64,False,0.0,0.0,0.0,5,4
float,256,256,256,-no-reorder,-a2av, ,-pencils,-r2c_dir 2,512 1 1,512 1 1,2,fftw,-105.873,163.4037685394287,theta-knl,512,256,64,False,0.0,0.0,0.0,2,4
float,256,256,256, ,-a2av, ,-pencils,-r2c_dir 1,512 1 1,512 1 1,4,fftw,-108.665,165.04490900039673,theta-knl,512,256,64,False,0.0,0.0,1.0,3,4
float,256,256,256,-no-reorder,-a2av, ,-pencils,-r2c_dir 2,512 1 1,512 1 1,4,fftw,-103.268,166.97094178199768,theta-knl,512,256,64,False,0.0,0.0,1.0,4,4
float,256,256,256, ,-a2av,-p2p_pl,-pencils,-r2c_dir 2,512 1 1,512 1 1,4,fftw,-70.5988,170.48009300231934,theta-knl,512,256,64,False,0.0,0.0,1.0,5,4
float,256,256,256, ,-a2av,-p2p,-pencils,-r2c_dir 2,512 1 1,512 1 1,2,fftw,-74.9153,172.85459113121033,theta-knl,512,256,64,False,0.0,0.0,0.0,2,4
float,256,256,256, ,-a2av, ,-pencils,-r2c_dir 1,512 1 1,512 1 1,2,fftw,-108.482,173.99161291122437,theta-knl,512,256,64,False,0.0,0.0,0.0,3,4
float,256,256,256,-no-reorder,-a2av, ,-pencils,-r2c_dir 1,512 1 1,512 1 1,4,fftw,-102.312,175.77785658836365,theta-knl,512,256,64,False,0.0,0.0,1.0,4,4
float,256,256,256, , , ,-pencils,-r2c_dir 1,512 1 1,512 1 1,4,fftw,-106.099,179.03555989265442,theta-knl,512,256,64,False,0.0,0.0,1.0,5,4
float,256,256,256,-no-reorder, , , ,-r2c_dir 1,512 1 1,512 1 1,2,fftw,-102.359,181.57012677192688,theta-knl,512,256,64,False,0.0,0.0,0.0,2,4
float,256,256,256, ,-a2av, ,-slabs,-r2c_dir 1,512 1 1,512 1 1,4,fftw,-85.5192,183.32641124725342,theta-knl,512,256,64,False,0.0,0.0,1.0,3,4
float,256,256,256,-reorder,-a2av, ,-pencils,-r2c_dir 1,512 1 1,512 1 1,4,fftw,-108.706,185.08801865577698,theta-knl,512,256,64,False,0.0,0.0,1.0,4,4
float,256,256,256, , , ,-pencils,-r2c_dir 1,512 1 1,512 1 1,2,fftw,-103.719,187.75994062423706,theta-knl,512,256,64,False,0.0,0.0,0.0,5,4
float,256,256,256,-no-reorder,-a2av, ,-pencils,-r2c_dir 1,512 1 1,512 1 1,2,fftw,-104.585,190.3085901737213,theta-knl,512,256,64,False,0.0,0.0,0.0,2,4
float,256,256,256, ,-a2a, ,-pencils,-r2c_dir 1,512 1 1,512 1 1,4,fftw,-82.7544,192.13476872444153,theta-knl,512,256,64,False,0.0,0.0,1.0,3,4
float,256,256,256, ,-a2av, , ,-r2c_dir 1,512 1 1,512 1 1,4,fftw,-110.769,193.76913189888,theta-knl,512,256,64,False,0.0,0.0,1.0,4,4
float,256,256,256,-reorder,-a2av, ,-pencils,-r2c_dir 1,512 1 1,512 1 1,2,fftw,-110.058,196.44643306732178,theta-knl,512,256,64,False,0.0,0.0,0.0,5,4
float,256,256,256,-no-reorder, , ,-pencils,-r2c_dir 1,512 1 1,512 1 1,2,fftw,-99.3587,198.98612761497498,theta-knl,512,256,64,False,0.0,0.0,0.0,2,4
float,256,256,256,-reorder, , ,-pencils,-r2c_dir 1,512 1 1,512 1 1,4,fftw,-109.786,200.82243037223816,theta-knl,512,256,64,False,0.0,0.0,1.0,3,4
float,256,256,256, ,-a2av, , ,-r2c_dir 1,512 1 1,512 1 1,2,fftw,-106.953,202.71394634246826,theta-knl,512,256,64,False,0.0,0.0,0.0,4,4
float,256,256,256,-no-reorder,-a2av, , ,-r2c_dir 1,512 1 1,512 1 1,4,fftw,-105.118,205.21298718452454,theta-knl,512,256,64,False,0.0,0.0,1.0,5,4
float,256,256,256,-reorder, , ,-pencils,-r2c_dir 1,512 1 1,512 1 1,2,fftw,-110.13,207.70282077789307,theta-knl,512,256,64,False,0.0,0.0,0.0,2,4
float,256,256,256,-no-reorder,-a2a, ,-pencils,-r2c_dir 1,512 1 1,512 1 1,2,fftw,-77.7635,209.8279378414154,theta-knl,512,256,64,False,0.0,0.0,0.0,3,4
float,256,256,256,-reorder,-a2av, , ,-r2c_dir 1,512 1 1,512 1 1,2,fftw,-105.507,211.28731489181519,theta-knl,512,256,64,False,0.0,0.0,0.0,4,4
float,256,256,256,-no-reorder,-a2av, , ,-r2c_dir 1,512 1 1,512 1 1,2,fftw,-102.644,213.92255020141602,theta-knl,512,256,64,False,0.0,0.0,0.0,5,4
float,256,256,256,-reorder,-a2av, , ,-r2c_dir 1,512 1 1,512 1 1,4,fftw,-108.357,216.4427604675293,theta-knl,512,256,64,False,0.0,0.0,1.0,2,4
float,256,256,256,-reorder,-a2av, ,-pencils,-r2c_dir 0,512 1 1,512 1 1,2,fftw,2.137,218.0291075706482,theta-knl,512,256,64,False,0.0,0.0,0.0,3,4
float,256,256,256, , , , ,-r2c_dir 1,512 1 1,512 1 1,2,fftw,-103.325,220.3183274269104,theta-knl,512,256,64,False,0.0,0.0,0.0,4,4
float,256,256,256, ,-a2av, ,-slabs,-r2c_dir 1,512 1 1,512 1 1,2,fftw,-84.1723,222.60652828216553,theta-knl,512,256,64,False,0.0,0.0,0.0,5,4
float,256,256,256,-reorder, , , ,-r2c_dir 1,512 1 1,512 1 1,4,fftw,-108.289,225.09511613845825,theta-knl,512,256,64,False,0.0,0.0,1.0,2,4
float,256,256,256,-reorder,-a2av, ,-pencils, ,512 1 1,512 1 1,4,fftw,2.137,226.34855937957764,theta-knl,512,256,64,False,0.0,0.0,1.0,3,4
float,256,256,256, , , , ,-r2c_dir 1,512 1 1,512 1 1,4,fftw,-109.545,229.04232668876648,theta-knl,512,256,64,False,0.0,0.0,1.0,4,4
float,256,256,256,-reorder, , , ,-r2c_dir 1,512 1 1,512 1 1,2,fftw,-102.772,231.43921518325806,theta-knl,512,256,64,False,0.0,0.0,0.0,5,4
float,256,256,256,-no-reorder, , ,-slabs,-r2c_dir 1,512 1 1,512 1 1,2,fftw,-81.8551,233.84135389328003,theta-knl,512,256,64,False,0.0,0.0,0.0,2,4
float,256,256,256,-no-reorder,-a2av, ,-slabs,-r2c_dir 1,512 1 1,512 1 1,4,fftw,-83.6011,235.67401361465454,theta-knl,512,256,64,False,0.0,0.0,1.0,3,4
float,256,256,256,-reorder,-a2a, ,-pencils,-r2c_dir 1,512 1 1,512 1 1,2,fftw,-81.6952,237.75200080871582,theta-knl,512,256,64,False,0.0,0.0,0.0,4,4
float,256,256,256,-reorder,-a2av, ,-slabs,-r2c_dir 1,512 1 1,512 1 1,4,fftw,-85.7461,240.1023814678192,theta-knl,512,256,64,False,0.0,0.0,1.0,5,4
float,256,256,256, ,-a2a, , ,-r2c_dir 1,512 1 1,512 1 1,2,fftw,-79.696,242.64624786376953,theta-knl,512,256,64,False,0.0,0.0,0.0,2,4
float,256,256,256,-reorder,-a2av, ,-slabs,-r2c_dir 1,512 1 1,512 1 1,2,fftw,-84.0904,244.39644479751587,theta-knl,512,256,64,False,0.0,0.0,0.0,3,4
float,256,256,256,-no-reorder,-a2av, ,-slabs,-r2c_dir 1,512 1 1,512 1 1,2,fftw,-82.607,246.40021061897278,theta-knl,512,256,64,False,0.0,0.0,0.0,4,4
float,256,256,256, , , ,-slabs,-r2c_dir 1,512 1 1,512 1 1,2,fftw,-85.7698,248.7732903957367,theta-knl,512,256,64,False,0.0,0.0,0.0,5,4
float,256,256,256, , , ,-slabs,-r2c_dir 2,512 1 1,512 1 1,2,fftw,-85.2551,251.34916853904724,theta-knl,512,256,64,False,0.0,0.0,0.0,2,4
float,256,256,256, , , ,-slabs,-r2c_dir 1,512 1 1,512 1 1,4,fftw,-77.4765,253.2865903377533,theta-knl,512,256,64,False,0.0,0.0,1.0,3,4
float,256,256,256, ,-a2av, ,-slabs,-r2c_dir 2,512 1 1,512 1 1,4,fftw,-80.4174,255.19056153297424,theta-knl,512,256,64,False,0.0,0.0,1.0,4,4
float,256,256,256, ,-a2av,-p2p,-slabs,-r2c_dir 1,512 1 1,512 1 1,4,fftw,-53.5349,258.10620498657227,theta-knl,512,256,64,False,0.0,0.0,1.0,5,4
float,256,256,256, ,-a2a, ,-slabs,-r2c_dir 1,512 1 1,512 1 1,2,fftw,-62.2142,260.28414511680603,theta-knl,512,256,64,False,0.0,0.0,0.0,2,4
double,256,256,256, ,-a2av, , ,-r2c_dir 1,512 1 1,512 1 1,4,fftw,-60.3029,262.3004274368286,theta-knl,512,256,64,False,0.0,0.0,1.0,3,4
float,256,256,256, ,-a2av, , , ,512 1 1,512 1 1,4,fftw,2.137,263.2347922325134,theta-knl,512,256,64,False,0.0,0.0,1.0,4,4
float,256,256,256, ,-a2av, , ,-r2c_dir 0,512 1 1,512 1 1,4,fftw,2.137,266.4079942703247,theta-knl,512,256,64,False,0.0,0.0,1.0,5,4
float,256,256,256,-reorder,-a2av, , , ,512 1 1,512 1 1,2,fftw,2.137,268.51145482063293,theta-knl,512,256,64,False,0.0,0.0,0.0,2,4
float,256,256,256, , , ,-pencils,-r2c_dir 0,512 1 1,512 1 1,4,fftw,2.137,270.50572752952576,theta-knl,512,256,64,False,0.0,0.0,1.0,3,4
double,256,256,256,-reorder,-a2av, ,-pencils,-r2c_dir 1,512 1 1,512 1 1,4,fftw,-60.8782,273.3092861175537,theta-knl,512,256,64,False,0.0,0.0,1.0,4,4
float,256,256,256, ,-a2a, , ,-r2c_dir 1,512 1 1,512 1 1,4,fftw,-79.4646,275.4168064594269,theta-knl,512,256,64,False,0.0,0.0,1.0,5,4
