p0,p1x,p1y,p1z,p2,p3,p4,p5,p6,p7,p8,p9,c0,FLOPS,elapsed_sec,machine_identifier,mpi_ranks,threads_per_node,ranks_per_node,gpu_enabled,p7_float,p8_float,p9_float,libE_id,libE_workers
float,1024,1024,1024, , , , , ,128 1 1,128 1 1,16,cufft,-2181.06,14.469566583633423,polaris-gpu,128,64,4,True,0.0,0.0,1.0,2,2
float,1024,1024,1024,-no-reorder, , , ,-r2c_dir 1,128 1 1,128 1 1,4,cufft,-2580.16,14.37641954421997,polaris-gpu,128,64,4,True,0.0,0.0,0.25,3,2
float,1024,1024,1024,-reorder,-a2av,-p2p,-slabs,-r2c_dir 2,128 1 1,128 1 1,2,cufft,-501.221,22.543010473251343,polaris-gpu,128,64,4,True,0.0,0.0,0.0,2,2
float,1024,1024,1024,-no-reorder,-a2av, , ,-r2c_dir 1,128 1 1,128 1 1,4,cufft,-2599.61,20.259827136993408,polaris-gpu,128,64,4,True,0.0,0.0,0.25,3,2
double,1024,1024,1024,-no-reorder, , ,-pencils, ,128 1 1,128 1 1,2,cufft,-1026.96,27.955254554748535,polaris-gpu,128,64,4,True,0.0,0.0,0.0,3,2
double,1024,1024,1024, ,-a2av, , , ,128 1 1,128 1 1,8,cufft,-1543.02,29.438754558563232,polaris-gpu,128,64,4,True,0.0,0.0,0.5,2,2
double,1024,1024,1024,-no-reorder,-a2av,-p2p, ,-r2c_dir 0,128 1 1,128 1 1,8,cufft,-201.872,42.73688888549805,polaris-gpu,128,64,4,True,0.0,0.0,0.5,3,2
float,1024,1024,1024,-no-reorder,-a2av,-p2p_pl,-slabs,-r2c_dir 0,128 1 1,128 1 1,2,cufft,-2371.56,34.639872550964355,polaris-gpu,128,64,4,True,0.0,0.0,0.0,2,2
float,1024,1024,1024,-no-reorder,-a2av, , ,-r2c_dir 1,128 1 1,128 1 1,8,cufft,-2650.97,40.73428678512573,polaris-gpu,128,64,4,True,0.0,0.0,0.5,2,2
float,1024,1024,1024,-no-reorder,-a2av,-p2p_pl, ,-r2c_dir 1,128 1 1,128 1 1,8,cufft,-3469.81,45.843770027160645,polaris-gpu,128,64,4,True,0.0,0.0,0.5,2,2
float,1024,1024,1024,-no-reorder, , , ,-r2c_dir 1,128 1 1,128 1 1,16,cufft,-2379.6,49.16039562225342,polaris-gpu,128,64,4,True,0.0,0.0,1.0,3,2
float,1024,1024,1024,-reorder,-a2av,-p2p_pl, ,-r2c_dir 1,128 1 1,128 1 1,8,cufft,-4408.26,50.65395259857178,polaris-gpu,128,64,4,True,0.0,0.0,0.5,2,2
float,1024,1024,1024,-no-reorder, ,-p2p, ,-r2c_dir 1,128 1 1,128 1 1,8,cufft,-392.65,59.20154285430908,polaris-gpu,128,64,4,True,0.0,0.0,0.5,3,2
float,1024,1024,1024, ,-a2av,-p2p_pl, ,-r2c_dir 1,128 1 1,128 1 1,8,cufft,-3387.77,55.682982444763184,polaris-gpu,128,64,4,True,0.0,0.0,0.5,2,2
double,1024,1024,1024,-reorder,-a2av,-p2p_pl, ,-r2c_dir 1,128 1 1,128 1 1,8,cufft,-2936.67,60.815611839294434,polaris-gpu,128,64,4,True,0.0,0.0,0.5,2,2
float,1024,1024,1024,-reorder,-a2av,-p2p_pl,-slabs,-r2c_dir 1,128 1 1,128 1 1,8,cufft,-4176.21,64.12043809890747,polaris-gpu,128,64,4,True,0.0,0.0,0.5,3,2
float,1024,1024,1024,-reorder,-a2a,-p2p_pl, ,-r2c_dir 1,128 1 1,128 1 1,8,cufft,-4385.8,65.58854675292969,polaris-gpu,128,64,4,True,0.0,0.0,0.5,2,2
float,1024,1024,1024,-reorder,-a2av,-p2p_pl,-pencils,-r2c_dir 1,128 1 1,128 1 1,8,cufft,-4149.3,69.092045545578,polaris-gpu,128,64,4,True,0.0,0.0,0.5,3,2
double,1024,1024,1024,-reorder,-a2a,-p2p_pl, ,-r2c_dir 1,128 1 1,128 1 1,8,cufft,-2990.25,70.74467253684998,polaris-gpu,128,64,4,True,0.0,0.0,0.5,2,2
float,1024,1024,1024,-reorder, ,-p2p_pl, ,-r2c_dir 1,128 1 1,128 1 1,8,cufft,-4099.26,73.96687769889832,polaris-gpu,128,64,4,True,0.0,0.0,0.5,3,2
float,1024,1024,1024,-reorder,-a2a,-p2p_pl,-pencils,-r2c_dir 1,128 1 1,128 1 1,8,cufft,-4454.79,75.51288771629333,polaris-gpu,128,64,4,True,0.0,0.0,0.5,2,2
float,1024,1024,1024,-reorder, ,-p2p_pl, ,-r2c_dir 1,128 1 1,128 1 1,16,cufft,-4190.87,78.83883333206177,polaris-gpu,128,64,4,True,0.0,0.0,1.0,3,2
float,1024,1024,1024,-reorder,-a2a,-p2p_pl,-slabs,-r2c_dir 1,128 1 1,128 1 1,8,cufft,-4361.42,80.36748194694519,polaris-gpu,128,64,4,True,0.0,0.0,0.5,2,2
float,1024,1024,1024,-reorder, ,-p2p_pl,-pencils,-r2c_dir 1,128 1 1,128 1 1,8,cufft,-4009.48,83.8347499370575,polaris-gpu,128,64,4,True,0.0,0.0,0.5,3,2
float,1024,1024,1024,-reorder,-a2a,-p2p_pl,-pencils,-r2c_dir 1,128 1 1,128 1 1,2,cufft,-2892.06,85.44291949272156,polaris-gpu,128,64,4,True,0.0,0.0,0.0,2,2
double,1024,1024,1024,-reorder,-a2a,-p2p_pl,-slabs,-r2c_dir 1,128 1 1,128 1 1,8,cufft,-2700.63,89.07266759872437,polaris-gpu,128,64,4,True,0.0,0.0,0.5,3,2
float,1024,1024,1024,-reorder,-a2a,-p2p_pl,-slabs, ,128 1 1,128 1 1,8,cufft,-3402.13,90.46892881393433,polaris-gpu,128,64,4,True,0.0,0.0,0.5,2,2
float,1024,1024,1024,-reorder, ,-p2p_pl,-slabs,-r2c_dir 1,128 1 1,128 1 1,8,cufft,-4147.31,93.99792385101318,polaris-gpu,128,64,4,True,0.0,0.0,0.5,3,2
float,1024,1024,1024,-reorder, ,-p2p_pl,-pencils,-r2c_dir 1,128 1 1,128 1 1,4,cufft,-4160.12,95.37546110153198,polaris-gpu,128,64,4,True,0.0,0.0,0.25,2,2
float,1024,1024,1024,-reorder, ,-p2p_pl,-pencils,-r2c_dir 2,128 1 1,128 1 1,8,cufft,-4096.78,98.93654155731201,polaris-gpu,128,64,4,True,0.0,0.0,0.5,3,2
float,1024,1024,1024,-reorder, ,-p2p_pl,-pencils,-r2c_dir 1,128 1 1,128 1 1,12,cufft,-4175.95,100.2316267490387,polaris-gpu,128,64,4,True,0.0,0.0,0.75,2,2
float,1024,1024,1024,-reorder, ,-p2p_pl,-pencils,-r2c_dir 0,128 1 1,128 1 1,8,cufft,-3567.37,103.88299179077148,polaris-gpu,128,64,4,True,0.0,0.0,0.5,2,2
float,1024,1024,1024,-reorder, ,-p2p_pl,-pencils,-r2c_dir 1,128 1 1,128 1 1,16,cufft,-4170.72,105.24310517311096,polaris-gpu,128,64,4,True,0.0,0.0,1.0,3,2
float,1024,1024,1024,-reorder, ,-p2p_pl, ,-r2c_dir 1,128 1 1,128 1 1,12,cufft,-4133.62,108.79613161087036,polaris-gpu,128,64,4,True,0.0,0.0,0.75,2,2
float,1024,1024,1024,-reorder, ,-p2p_pl,-pencils,-r2c_dir 1,128 1 1,128 1 1,2,cufft,-2947.63,110.4870719909668,polaris-gpu,128,64,4,True,0.0,0.0,0.0,3,2
float,1024,1024,1024,-reorder, ,-p2p_pl, ,-r2c_dir 1,128 1 1,128 1 1,4,cufft,-4089.25,113.70452094078064,polaris-gpu,128,64,4,True,0.0,0.0,0.25,2,2
float,1024,1024,1024,-reorder, ,-p2p_pl, ,-r2c_dir 2,128 1 1,128 1 1,8,cufft,-4155.63,115.43200039863586,polaris-gpu,128,64,4,True,0.0,0.0,0.5,3,2
float,1024,1024,1024, , ,-p2p_pl, ,-r2c_dir 1,128 1 1,128 1 1,8,cufft,-3436.6,118.64888858795166,polaris-gpu,128,64,4,True,0.0,0.0,0.5,2,2
float,1024,1024,1024,-reorder, ,-p2p_pl, ,-r2c_dir 1,128 1 1,128 1 1,2,cufft,-2963.25,120.64710760116577,polaris-gpu,128,64,4,True,0.0,0.0,0.0,3,2
float,1024,1024,1024,-reorder, ,-p2p_pl,-slabs,-r2c_dir 1,128 1 1,128 1 1,12,cufft,-4075.63,123.49390697479248,polaris-gpu,128,64,4,True,0.0,0.0,0.75,2,2
float,1024,1024,1024,-reorder, ,-p2p_pl, ,-r2c_dir 2,128 1 1,128 1 1,12,cufft,-4130.86,125.99704360961914,polaris-gpu,128,64,4,True,0.0,0.0,0.75,3,2
float,1024,1024,1024,-reorder,-a2a,-p2p_pl,-pencils,-r2c_dir 2,128 1 1,128 1 1,8,cufft,-4176.72,128.37346720695496,polaris-gpu,128,64,4,True,0.0,0.0,0.5,2,2
float,1024,1024,1024,-reorder, ,-p2p_pl, ,-r2c_dir 2,128 1 1,128 1 1,16,cufft,-4071.58,131.10071420669556,polaris-gpu,128,64,4,True,0.0,0.0,1.0,3,2
float,1024,1024,1024,-reorder,-a2av,-p2p_pl,-pencils,-r2c_dir 1,128 1 1,128 1 1,16,cufft,-4177.42,133.26694798469543,polaris-gpu,128,64,4,True,0.0,0.0,1.0,2,2
float,1024,1024,1024,-reorder, ,-p2p_pl,-pencils,-r2c_dir 2,128 1 1,128 1 1,16,cufft,-4165.5,136.2082164287567,polaris-gpu,128,64,4,True,0.0,0.0,1.0,3,2
float,1024,1024,1024,-reorder, ,-p2p_pl,-slabs,-r2c_dir 2,128 1 1,128 1 1,16,cufft,-4218.62,138.1240382194519,polaris-gpu,128,64,4,True,0.0,0.0,1.0,2,2
float,1024,1024,1024,-reorder,-a2a,-p2p_pl,-pencils,-r2c_dir 2,128 1 1,128 1 1,16,cufft,-4091.59,141.22444939613342,polaris-gpu,128,64,4,True,0.0,0.0,1.0,3,2
float,1024,1024,1024,-reorder,-a2av,-p2p_pl,-slabs,-r2c_dir 1,128 1 1,128 1 1,16,cufft,-4130.17,143.03160190582275,polaris-gpu,128,64,4,True,0.0,0.0,1.0,2,2
float,1024,1024,1024,-reorder,-a2av,-p2p_pl,-slabs,-r2c_dir 1,128 1 1,128 1 1,12,cufft,-4195.73,146.23152375221252,polaris-gpu,128,64,4,True,0.0,0.0,0.75,3,2
float,1024,1024,1024,-reorder, ,-p2p_pl,-pencils,-r2c_dir 2,128 1 1,128 1 1,12,cufft,-4201.58,147.96137833595276,polaris-gpu,128,64,4,True,0.0,0.0,0.75,2,2
float,1024,1024,1024,-reorder,-a2av,-p2p_pl,-pencils,-r2c_dir 1,128 1 1,128 1 1,12,cufft,-4111.88,151.194429397583,polaris-gpu,128,64,4,True,0.0,0.0,0.75,3,2
float,1024,1024,1024,-reorder,-a2a,-p2p_pl,-pencils,-r2c_dir 2,128 1 1,128 1 1,12,cufft,-4198.81,153.0740044116974,polaris-gpu,128,64,4,True,0.0,0.0,0.75,2,2
float,1024,1024,1024,-reorder,-a2a,-p2p_pl,-pencils,-r2c_dir 1,128 1 1,128 1 1,12,cufft,-4045.34,156.21314477920532,polaris-gpu,128,64,4,True,0.0,0.0,0.75,3,2
float,1024,1024,1024,-reorder,-a2av,-p2p_pl,-pencils,-r2c_dir 2,128 1 1,128 1 1,12,cufft,-4162.25,157.97977328300476,polaris-gpu,128,64,4,True,0.0,0.0,0.75,2,2
float,1024,1024,1024,-reorder, ,-p2p_pl,-slabs,-r2c_dir 2,128 1 1,128 1 1,12,cufft,-4226.1,161.28847980499268,polaris-gpu,128,64,4,True,0.0,0.0,0.75,3,2
float,1024,1024,1024,-reorder, ,-p2p_pl,-slabs,-r2c_dir 1,128 1 1,128 1 1,16,cufft,-4158.03,162.88748788833618,polaris-gpu,128,64,4,True,0.0,0.0,1.0,2,2
float,1024,1024,1024,-reorder, ,-p2p_pl,-pencils,-r2c_dir 0,128 1 1,128 1 1,16,cufft,-3458.18,166.3931005001068,polaris-gpu,128,64,4,True,0.0,0.0,1.0,3,2
float,1024,1024,1024,-reorder,-a2av,-p2p_pl,-pencils,-r2c_dir 2,128 1 1,128 1 1,16,cufft,-4220.27,167.81937885284424,polaris-gpu,128,64,4,True,0.0,0.0,1.0,2,2
float,1024,1024,1024,-reorder,-a2av,-p2p_pl,-slabs,-r2c_dir 2,128 1 1,128 1 1,12,cufft,-4111.38,171.3047080039978,polaris-gpu,128,64,4,True,0.0,0.0,0.75,3,2
float,1024,1024,1024,-reorder, ,-p2p_pl,-slabs,-r2c_dir 2,128 1 1,128 1 1,4,cufft,-4155.34,172.7953119277954,polaris-gpu,128,64,4,True,0.0,0.0,0.25,2,2
float,1024,1024,1024,-reorder,-a2a,-p2p_pl,-slabs,-r2c_dir 2,128 1 1,128 1 1,12,cufft,-3707.18,176.37295532226562,polaris-gpu,128,64,4,True,0.0,0.0,0.75,3,2
float,1024,1024,1024,-reorder,-a2a,-p2p_pl,-pencils,-r2c_dir 2,128 1 1,128 1 1,4,cufft,-4173.55,177.70571541786194,polaris-gpu,128,64,4,True,0.0,0.0,0.25,2,2
float,1024,1024,1024,-reorder,-a2av,-p2p_pl,-slabs,-r2c_dir 2,128 1 1,128 1 1,4,cufft,-4118.87,181.90216445922852,polaris-gpu,128,64,4,True,0.0,0.0,0.25,2,2
float,1024,1024,1024,-reorder,-a2av,-p2p_pl,-pencils,-r2c_dir 2,128 1 1,128 1 1,4,cufft,-4106.83,182.75580215454102,polaris-gpu,128,64,4,True,0.0,0.0,0.25,3,2
float,1024,1024,1024,-reorder, ,-p2p_pl, ,-r2c_dir 2,128 1 1,128 1 1,4,cufft,-4142.27,186.81568121910095,polaris-gpu,128,64,4,True,0.0,0.0,0.25,2,2
float,1024,1024,1024,-reorder, ,-p2p_pl,-pencils,-r2c_dir 2,128 1 1,128 1 1,4,cufft,-4148.72,188.32021379470825,polaris-gpu,128,64,4,True,0.0,0.0,0.25,3,2
float,1024,1024,1024,-reorder,-a2av,-p2p_pl,-slabs,-r2c_dir 1,128 1 1,128 1 1,4,cufft,-4077.35,191.73222613334656,polaris-gpu,128,64,4,True,0.0,0.0,0.25,2,2
float,1024,1024,1024,-reorder,-a2av,-p2p_pl, ,-r2c_dir 2,128 1 1,128 1 1,4,cufft,-3874.53,193.31863355636597,polaris-gpu,128,64,4,True,0.0,0.0,0.25,3,2
float,1024,1024,1024,-reorder,-a2av,-p2p_pl, ,-r2c_dir 2,128 1 1,128 1 1,12,cufft,-4204.93,196.64938116073608,polaris-gpu,128,64,4,True,0.0,0.0,0.75,2,2
float,1024,1024,1024,-reorder, ,-p2p_pl, , ,128 1 1,128 1 1,12,cufft,-2965.7,198.49569082260132,polaris-gpu,128,64,4,True,0.0,0.0,0.75,3,2
float,1024,1024,1024,-reorder,-a2a,-p2p_pl, ,-r2c_dir 2,128 1 1,128 1 1,12,cufft,-4247.9,201.52731823921204,polaris-gpu,128,64,4,True,0.0,0.0,0.75,2,2
float,1024,1024,1024,-reorder,-a2av,-p2p_pl, ,-r2c_dir 2,128 1 1,128 1 1,16,cufft,-3013.59,203.6616222858429,polaris-gpu,128,64,4,True,0.0,0.0,1.0,3,2
float,1024,1024,1024,-reorder,-a2av,-p2p_pl,-slabs,-r2c_dir 2,128 1 1,128 1 1,16,cufft,-4244.11,206.38033366203308,polaris-gpu,128,64,4,True,0.0,0.0,1.0,2,2
float,1024,1024,1024,-reorder,-a2av,-p2p_pl,-slabs,-r2c_dir 2,128 1 1,128 1 1,8,cufft,-4203.27,208.64677333831787,polaris-gpu,128,64,4,True,0.0,0.0,0.5,3,2
float,1024,1024,1024,-reorder,-a2av,-p2p_pl,-pencils,-r2c_dir 2,128 1 1,128 1 1,8,cufft,-4506.65,211.18813395500183,polaris-gpu,128,64,4,True,0.0,0.0,0.5,2,2
float,1024,1024,1024,-reorder,-a2av,-p2p_pl,-slabs, ,128 1 1,128 1 1,8,cufft,-3377.58,213.76584553718567,polaris-gpu,128,64,4,True,0.0,0.0,0.5,3,2
float,1024,1024,1024,-reorder, ,-p2p_pl,-slabs,-r2c_dir 2,128 1 1,128 1 1,8,cufft,-4555.94,216.05574345588684,polaris-gpu,128,64,4,True,0.0,0.0,0.5,2,2
