p0,p1x,p1y,p1z,p2,p3,p4,p5,p6,p7,p8,p9,p7_float,p8_float,p9_float,c0,FLOPS,elapsed_sec,machine_identifier,mpi_ranks,threads_per_node,ranks_per_node,gpu_enabled,libE_id,libE_workers
float,1400,1400,1400, , , , , ,4 4 1,4 4 1,8,0.21428571428571427,0.21428571428571427,0.5,cufft,-606.349,28.26387667655945,polaris-gpu,16,64,4,True,2,4
float,1400,1400,1400,-no-reorder, , , ,-r2c_dir 1,4 4 1,2 2 4,8,0.21428571428571427,0.5714285714285714,0.5,cufft,-506.053,30.417628288269043,polaris-gpu,16,64,4,True,3,4
double,1400,1400,1400,-no-reorder,-a2a, ,-pencils, ,4 4 1,8 2 1,12,0.21428571428571427,0.07142857142857142,0.75,cufft,-110.879,71.16422533988953,polaris-gpu,16,64,4,True,4,4
double,1400,1400,1400,-reorder,-a2a,-p2p,-slabs,-r2c_dir 0,2 2 4,8 2 1,2,0.5714285714285714,0.07142857142857142,0.0,cufft,-179.187,49.90364217758179,polaris-gpu,16,64,4,True,5,4
double,1400,1400,1400, ,-a2a, ,-pencils,-r2c_dir 0,2 2 4,2 2 4,12,0.5714285714285714,0.5714285714285714,0.75,cufft,-94.0096,104.66057276725768,polaris-gpu,16,64,4,True,2,4
double,1400,1400,1400, , , ,-slabs,-r2c_dir 0,4 4 1,4 4 1,16,0.21428571428571427,0.21428571428571427,1.0,cufft,-258.675,68.75159215927124,polaris-gpu,16,64,4,True,3,4
double,1400,1400,1400, ,-a2av,-p2p_pl,-pencils,-r2c_dir 2,8 2 1,4 2 2,2,0.07142857142857142,0.2857142857142857,0.0,cufft,-146.667,106.8910551071167,polaris-gpu,16,64,4,True,5,4
float,1400,1400,1400, , , ,-slabs, ,16 1 1,8 2 1,4,0.0,0.07142857142857142,0.25,cufft,-647.66,94.73580980300903,polaris-gpu,16,64,4,True,3,4
float,1400,1400,1400,-reorder, ,-p2p_pl,-slabs,-r2c_dir 2,8 2 1,4 2 2,8,0.07142857142857142,0.2857142857142857,0.5,cufft,-1211.22,92.82626032829285,polaris-gpu,16,64,4,True,4,4
float,1400,1400,1400,-no-reorder, , , , ,8 2 1,4 4 1,8,0.07142857142857142,0.21428571428571427,0.5,cufft,-599.754,119.10039567947388,polaris-gpu,16,64,4,True,4,4
float,1400,1400,1400, , ,-p2p_pl,-slabs,-r2c_dir 2,8 2 1,2 2 4,4,0.07142857142857142,0.5714285714285714,0.25,cufft,-824.275,118.51487970352171,polaris-gpu,16,64,4,True,3,4
float,1400,1400,1400,-reorder, ,-p2p,-slabs, ,8 2 1,4 4 1,8,0.07142857142857142,0.21428571428571427,0.5,cufft,-510.355,132.07143902778623,polaris-gpu,16,64,4,True,2,4
float,1400,1400,1400,-reorder, , ,-slabs,-r2c_dir 0,16 1 1,4 2 2,8,0.0,0.2857142857142857,0.5,cufft,-541.659,134.5279667377472,polaris-gpu,16,64,4,True,5,4
float,1400,1400,1400, ,-a2av,-p2p_pl,-slabs,-r2c_dir 2,16 1 1,2 2 4,2,0.0,0.5714285714285714,0.0,cufft,-512.797,147.44291973114014,polaris-gpu,16,64,4,True,3,4
float,1400,1400,1400, , ,-p2p_pl,-slabs,-r2c_dir 2,8 2 1,4 2 2,12,0.07142857142857142,0.2857142857142857,0.75,cufft,-851.139,143.70569610595703,polaris-gpu,16,64,4,True,4,4
float,1400,1400,1400,-reorder, ,-p2p_pl,-slabs,-r2c_dir 2,8 2 1,4 2 2,8,0.07142857142857142,0.2857142857142857,0.5,cufft,-1218.01,153.8350727558136,polaris-gpu,16,64,4,True,2,4
float,1400,1400,1400,-reorder, ,-p2p_pl,-pencils,-r2c_dir 0,8 2 1,2 2 4,8,0.07142857142857142,0.5714285714285714,0.5,cufft,-657.119,160.43005204200745,polaris-gpu,16,64,4,True,5,4
double,1400,1400,1400,-reorder, ,-p2p_pl,-slabs,-r2c_dir 2,2 2 4,2 2 4,8,0.5714285714285714,0.5714285714285714,0.5,cufft,-421.05,174.51671385765076,polaris-gpu,16,64,4,True,4,4
float,1400,1400,1400,-reorder, ,-p2p_pl,-slabs,-r2c_dir 2,8 2 1,4 4 1,4,0.07142857142857142,0.21428571428571427,0.25,cufft,-766.379,172.06067037582395,polaris-gpu,16,64,4,True,3,4
float,1400,1400,1400,-no-reorder,-a2av,-p2p_pl,-slabs,-r2c_dir 2,8 2 1,4 2 2,16,0.07142857142857142,0.2857142857142857,1.0,cufft,-841.328,177.7278971672058,polaris-gpu,16,64,4,True,2,4
float,1400,1400,1400,-reorder, ,-p2p_pl,-slabs,-r2c_dir 2,8 2 1,4 2 2,16,0.07142857142857142,0.2857142857142857,1.0,cufft,-861.794,184.11524844169617,polaris-gpu,16,64,4,True,5,4
float,1400,1400,1400, , ,-p2p_pl,-slabs,-r2c_dir 2,8 2 1,16 1 1,8,0.07142857142857142,0.0,0.5,cufft,-1197.6,193.86725640296936,polaris-gpu,16,64,4,True,3,4
float,1400,1400,1400,-reorder,-a2av,-p2p_pl, ,-r2c_dir 2,8 2 1,4 2 2,8,0.07142857142857142,0.2857142857142857,0.5,cufft,-819.32,198.56033611297607,polaris-gpu,16,64,4,True,4,4
float,1400,1400,1400,-no-reorder, ,-p2p,-slabs,-r2c_dir 2,8 2 1,4 2 2,12,0.07142857142857142,0.2857142857142857,0.75,cufft,-541.181,204.49156069755557,polaris-gpu,16,64,4,True,2,4
float,1400,1400,1400,-reorder, ,-p2p_pl,-slabs,-r2c_dir 2,16 1 1,4 2 2,8,0.0,0.2857142857142857,0.5,cufft,-1135.26,206.1703987121582,polaris-gpu,16,64,4,True,5,4
float,1400,1400,1400,-reorder, ,-p2p_pl,-slabs,-r2c_dir 2,8 2 1,8 2 1,8,0.07142857142857142,0.07142857142857142,0.5,cufft,-1199.6,215.6289386749268,polaris-gpu,16,64,4,True,3,4
float,1400,1400,1400,-reorder,-a2a,-p2p_pl, ,-r2c_dir 2,8 2 1,8 2 1,8,0.07142857142857142,0.07142857142857142,0.5,cufft,-814.938,222.60312294960025,polaris-gpu,16,64,4,True,4,4
float,1400,1400,1400,-reorder,-a2av,-p2p_pl,-slabs,-r2c_dir 2,8 2 1,4 2 2,8,0.07142857142857142,0.2857142857142857,0.5,cufft,-1230.19,226.26017546653748,polaris-gpu,16,64,4,True,2,4
float,1400,1400,1400, , ,-p2p_pl,-pencils,-r2c_dir 2,4 4 1,4 2 2,16,0.21428571428571427,0.2857142857142857,1.0,cufft,-577.927,233.39576935768127,polaris-gpu,16,64,4,True,5,4
float,1400,1400,1400, , ,-p2p_pl, ,-r2c_dir 2,8 2 1,16 1 1,12,0.07142857142857142,0.0,0.75,cufft,-823.989,239.5907938480377,polaris-gpu,16,64,4,True,3,4
float,1400,1400,1400,-reorder, ,-p2p_pl,-slabs,-r2c_dir 1,8 2 1,16 1 1,8,0.07142857142857142,0.0,0.5,cufft,-1205.84,244.33969235420227,polaris-gpu,16,64,4,True,4,4
float,1400,1400,1400,-reorder, , ,-slabs,-r2c_dir 2,8 2 1,8 2 1,8,0.07142857142857142,0.07142857142857142,0.5,cufft,-904.404,249.48844695091248,polaris-gpu,16,64,4,True,2,4
float,1400,1400,1400,-reorder, ,-p2p_pl,-slabs,-r2c_dir 2,8 2 1,4 4 1,8,0.07142857142857142,0.21428571428571427,0.5,cufft,-1194.39,255.26086163520813,polaris-gpu,16,64,4,True,5,4
float,1400,1400,1400,-reorder,-a2a,-p2p_pl,-slabs,-r2c_dir 2,16 1 1,8 2 1,8,0.0,0.07142857142857142,0.5,cufft,-1079.3,262.42090702056885,polaris-gpu,16,64,4,True,3,4
float,1400,1400,1400,-reorder, ,-p2p_pl,-slabs,-r2c_dir 1,2 2 4,8 2 1,8,0.5714285714285714,0.07142857142857142,0.5,cufft,-1311.08,266.0557632446289,polaris-gpu,16,64,4,True,4,4
