p0,p1,p2,p3,p4,p5,p6,p7,p8,p9,c0,FLOPS,elapsed_sec,machine_identifier,mpi_ranks,ranks_per_node,gpu_enabled,libE_id,libE_workers
float,128, , , , , ,0.5,0.5,4,fftw,1.0,89.18157267570496,theta-knl,8192,64,False,2,4
float,128,-no-reorder, , , ,-r2c_dir 1,0.49575040214351573,0.8193757852967771,4,fftw,1.0,89.1815710067749,theta-knl,8192,64,False,3,4
double,128,-no-reorder,-a2av, ,-slabs,-r2c_dir 0,0.43313052912173944,0.6204066026833723,4,fftw,1.0,89.1815664768219,theta-knl,8192,64,False,4,4
float,128, , , ,-slabs, ,0.3942641647470445,0.4123544328653027,4,fftw,2.137,54.76666617393494,theta-knl,8192,64,False,5,4
float,128, ,-a2av,-p2p,-pencils, ,0.20930063126317533,0.8881811432401187,2,fftw,1.0,135.31294536590576,theta-knl,8192,64,False,5,4
double,128,-no-reorder,-a2av, ,-pencils,-r2c_dir 1,0.8607548168005809,0.03942365384175728,2,fftw,1.0,173.1646544933319,theta-knl,8192,64,False,2,4
double,128, , , ,-pencils, ,0.3562981114024938,0.5628035267696043,4,fftw,1.0,173.164705991745,theta-knl,8192,64,False,3,4
float,128,-reorder,-a2av, , ,-r2c_dir 0,0.7088082887154339,0.8605200524758904,2,fftw,1.0,173.1646544933319,theta-knl,8192,64,False,4,4
float,128,-no-reorder,-a2a,-p2p, ,-r2c_dir 1,0.46649372697253355,0.7433616489500856,4,fftw,1.0,217.37198662757874,theta-knl,8192,64,False,5,4
double,128, , ,-p2p,-slabs,-r2c_dir 1,0.1998996938976043,0.995439551078624,2,fftw,1.0,257.3356306552887,theta-knl,8192,64,False,2,4
double,128,-no-reorder,-a2av, , ,-r2c_dir 0,0.9597512969121187,0.7002075219323988,4,fftw,1.0,257.3355176448822,theta-knl,8192,64,False,3,4
float,128,-reorder,-a2av, ,-pencils, ,0.5852886880887442,0.4703639812842578,2,fftw,1.0,257.3355972766876,theta-knl,8192,64,False,4,4
float,128,-no-reorder,-a2av,-p2p, ,-r2c_dir 1,0.3423702042895004,0.7415892188178053,4,fftw,1.0,299.47849893569946,theta-knl,8192,64,False,5,4
double,128,-reorder,-a2av, ,-pencils, ,0.7618143491384265,0.8821497540215321,2,fftw,1.0,341.4066243171692,theta-knl,8192,64,False,2,4
double,128,-no-reorder,-a2a,-p2p,-pencils,-r2c_dir 0,0.5126498838161595,0.675144789375753,2,fftw,1.0,341.4080648422241,theta-knl,8192,64,False,3,4
float,128,-no-reorder, , , ,-r2c_dir 2,0.6336855777056838,0.8856829196212341,4,fftw,1.0,341.40815329551697,theta-knl,8192,64,False,4,4
float,128,-reorder,-a2av, , ,-r2c_dir 1,0.31322128475943034,0.725228658875464,4,fftw,1.0,381.6560969352722,theta-knl,8192,64,False,5,4
double,128,-no-reorder, ,-p2p_pl,-pencils,-r2c_dir 0,0.9080061490188954,0.9867189057279186,2,fftw,1.0,425.50626707077026,theta-knl,8192,64,False,2,4
float,128,-no-reorder,-a2av,-p2p, ,-r2c_dir 2,0.48844136640868085,0.8419687462155442,4,fftw,1.0,425.5060396194458,theta-knl,8192,64,False,3,4
double,128, ,-a2av, ,-pencils, ,0.6308391251944019,0.646821423774499,2,fftw,1.0,425.50604605674744,theta-knl,8192,64,False,4,4
