,FLOPS,c0,elapsed_sec,gpu_enabled,libE_id,libE_workers,mpi_ranks,p0,p1x,p1y,p1z,p2,p3,p4,p5,p6,p7,p8,p9,ranks_per_node,threads_per_node
0,-711.928,cufft,1119.248328447342,True,4,4,16,float,256,256,512,-reorder, ,-p2p_pl,-pencils,-r2c_dir 1,8 2 1,2 8 1,4,4,64
1,-705.054,cufft,1036.604721069336,True,4,4,16,float,256,256,512,-reorder,-a2a,-p2p_pl,-pencils,-r2c_dir 1,8 2 1,2 8 1,4,4,64
2,-703.47,cufft,749.02738904953,True,3,4,16,float,256,256,512,-reorder, ,-p2p_pl,-pencils,-r2c_dir 1,8 2 1,2 8 1,2,4,64
3,-701.144,cufft,1174.5108737945557,True,4,4,16,float,256,256,512,-reorder,-a2a,-p2p_pl,-pencils,-r2c_dir 1,8 2 1,2 8 1,2,4,64
4,-700.878,cufft,800.5036544799805,True,3,4,16,float,256,256,512,-reorder,-a2a,-p2p_pl,-pencils,-r2c_dir 1,8 2 1,2 8 1,12,4,64
5,-698.13,cufft,827.5838820934296,True,3,4,16,float,256,256,512,-reorder,-a2a,-p2p_pl,-pencils,-r2c_dir 1,8 2 1,2 8 1,8,4,64
6,-697.351,cufft,810.7835810184479,True,3,4,16,float,256,256,512,-reorder,-a2av,-p2p_pl,-pencils,-r2c_dir 1,8 2 1,2 8 1,8,4,64
7,-697.076,cufft,796.3474013805389,True,3,4,16,float,256,256,512,-reorder, ,-p2p_pl,-pencils,-r2c_dir 1,8 2 1,2 8 1,8,4,64
8,-697.058,cufft,837.9587614536285,True,3,4,16,float,256,256,512,-reorder,-a2av,-p2p_pl,-pencils,-r2c_dir 1,8 2 1,2 8 1,16,4,64
9,-695.194,cufft,666.1687512397766,True,3,4,16,float,256,256,512,-reorder, ,-p2p_pl,-pencils,-r2c_dir 1,8 2 1,2 8 1,16,4,64
10,-689.38,cufft,993.674036502838,True,2,4,16,float,256,256,512,-reorder,-a2av,-p2p_pl,-pencils,-r2c_dir 1,8 2 1,2 8 1,12,4,64
11,-687.246,cufft,1141.7252714633942,True,4,4,16,float,256,256,512,-reorder,-a2a,-p2p_pl, ,-r2c_dir 1,8 2 1,2 8 1,12,4,64
12,-680.704,cufft,1065.6760878562927,True,4,4,16,float,256,256,512,-reorder,-a2av,-p2p_pl,-pencils,-r2c_dir 1,8 2 1,4 4 1,12,4,64
13,-675.724,cufft,1077.9094443321228,True,4,4,16,float,256,256,512,-reorder,-a2a,-p2p_pl,-pencils,-r2c_dir 1,8 2 1,4 4 1,16,4,64
14,-674.75,cufft,779.8956377506256,True,3,4,16,float,256,256,512,-reorder,-a2a,-p2p_pl,-pencils,-r2c_dir 1,8 2 1,4 4 1,2,4,64
15,-672.636,cufft,703.757052898407,True,3,4,16,float,256,256,512,-reorder,-a2av,-p2p_pl,-pencils,-r2c_dir 1,8 2 1,2 4 2,4,4,64
16,-670.845,cufft,693.535641670227,True,3,4,16,float,256,256,512,-reorder, ,-p2p_pl,-pencils,-r2c_dir 1,8 2 1,2 4 2,8,4,64
17,-670.77,cufft,1086.0965065956116,True,4,4,16,float,256,256,512,-reorder,-a2a,-p2p_pl,-pencils,-r2c_dir 1,8 2 1,2 4 2,12,4,64
18,-670.446,cufft,825.4958698749542,True,3,4,16,float,256,256,512,-reorder,-a2a,-p2p_pl,-pencils,-r2c_dir 1,8 2 1,4 4 1,8,4,64
19,-669.039,cufft,854.3565864562988,True,3,4,16,float,256,256,512,-reorder,-a2a,-p2p_pl,-pencils,-r2c_dir 1,8 2 1,2 4 2,8,4,64
20,-668.526,cufft,729.5257470607758,True,3,4,16,float,256,256,512,-reorder, ,-p2p_pl,-pencils,-r2c_dir 1,8 2 1,2 4 2,2,4,64
21,-667.92,cufft,1176.481965303421,True,5,4,16,float,256,256,512,-reorder,-a2a,-p2p_pl, ,-r2c_dir 1,8 2 1,4 4 1,2,4,64
22,-667.751,cufft,1069.7571301460266,True,4,4,16,float,256,256,512,-reorder,-a2a,-p2p_pl,-pencils,-r2c_dir 0,8 2 1,4 4 1,16,4,64
23,-666.844,cufft,969.1196093559264,True,2,4,16,float,256,256,512,-reorder, ,-p2p_pl,-pencils,-r2c_dir 1,8 2 1,4 4 1,2,4,64
24,-665.863,cufft,682.4616820812225,True,3,4,16,float,256,256,512,-reorder, ,-p2p_pl,-pencils,-r2c_dir 1,8 2 1,2 4 2,4,4,64
25,-665.325,cufft,829.5878176689148,True,3,4,16,float,256,256,512,-reorder,-a2a,-p2p_pl,-pencils,-r2c_dir 1,8 2 1,4 4 1,12,4,64
26,-663.944,cufft,1148.0474219322205,True,4,4,16,float,256,256,512,-reorder,-a2a,-p2p_pl,-pencils,-r2c_dir 0,8 2 1,4 4 1,8,4,64
27,-663.4,cufft,759.3917100429535,True,3,4,16,float,256,256,512,-reorder,-a2av,-p2p_pl,-pencils,-r2c_dir 1,8 2 1,2 4 2,16,4,64
28,-662.942,cufft,1098.4058921337128,True,4,4,16,float,256,256,512,-reorder, ,-p2p_pl,-pencils, ,8 2 1,4 4 1,12,4,64
29,-662.098,cufft,783.9982762336731,True,3,4,16,float,256,256,512,-reorder,-a2a,-p2p_pl,-pencils,-r2c_dir 1,8 2 1,2 4 2,16,4,64
30,-662.055,cufft,819.3057034015656,True,3,4,16,float,256,256,512,-reorder,-a2av,-p2p_pl,-pencils,-r2c_dir 0,8 2 1,4 4 1,4,4,64
31,-661.09,cufft,846.2260942459106,True,3,4,16,float,256,256,512,-reorder,-a2av,-p2p_pl,-pencils,-r2c_dir 1,8 2 1,2 4 2,12,4,64
32,-660.396,cufft,977.4149537086488,True,2,4,16,float,256,256,512,-reorder,-a2av,-p2p_pl,-pencils,-r2c_dir 1,8 2 1,2 4 2,8,4,64
33,-660.244,cufft,1090.1982719898224,True,4,4,16,float,256,256,512,-reorder,-a2av,-p2p_pl,-pencils,-r2c_dir 0,8 2 1,4 4 1,12,4,64
34,-659.965,cufft,1073.8709254264832,True,4,4,16,float,256,256,512,-reorder,-a2a,-p2p_pl,-pencils,-r2c_dir 0,8 2 1,4 4 1,12,4,64
35,-659.83,cufft,817.0151715278625,True,5,4,16,float,256,256,512,-reorder,-a2av,-p2p_pl,-pencils,-r2c_dir 1,8 2 1,4 4 1,4,4,64
36,-659.533,cufft,850.3190312385559,True,3,4,16,float,256,256,512,-reorder, ,-p2p_pl,-pencils,-r2c_dir 1,8 2 1,2 4 2,12,4,64
37,-659.518,cufft,1163.8729012012482,True,4,4,16,float,256,256,512,-reorder,-a2a,-p2p_pl,-pencils, ,8 2 1,4 4 1,16,4,64
38,-658.291,cufft,703.7857155799866,True,4,4,16,float,256,256,512,-reorder,-a2av,-p2p_pl,-pencils, ,8 2 1,4 4 1,8,4,64
39,-658.165,cufft,1094.3043687343595,True,4,4,16,float,256,256,512,-reorder,-a2a,-p2p_pl,-pencils, ,8 2 1,4 4 1,2,4,64
40,-656.716,cufft,1169.1795644760132,True,4,4,16,float,256,256,512,-reorder,-a2a,-p2p_pl, ,-r2c_dir 1,8 2 1,4 4 1,12,4,64
41,-655.467,cufft,781.9734191894531,True,3,4,16,float,256,256,512,-reorder, ,-p2p_pl,-pencils,-r2c_dir 1,8 2 1,4 4 1,4,4,64
42,-654.801,cufft,1061.5701355934143,True,4,4,16,float,256,256,512,-reorder,-a2av,-p2p_pl,-pencils,-r2c_dir 0,8 2 1,4 4 1,16,4,64
