p0,p1x,p1y,p1z,p2,p3,p4,p5,p6,p7,p8,p9,p7_float,p8_float,p9_float,c0,FLOPS,elapsed_sec,machine_identifier,mpi_ranks,threads_per_node,ranks_per_node,gpu_enabled,libE_id,libE_workers
float,512,512,512,-no-reorder,-a2av,-p2p_pl,-slabs,-r2c_dir 2,4 1 1,1 2 2,12,0.0,0.8,0.75,cufft,-2593.34,9.712294101715088,polaris-gpu,4,64,4,True,2,4
float,512,512,512,-no-reorder, ,-p2p_pl,-slabs,-r2c_dir 2,4 1 1,1 2 2,12,0.0,0.8,0.75,cufft,-2549.3,13.39824914932251,polaris-gpu,4,64,4,True,3,4
float,512,512,512,-no-reorder,-a2av,-p2p_pl,-pencils,-r2c_dir 2,4 1 1,1 2 2,8,0.0,0.8,0.5,cufft,-2658.75,12.278035640716553,polaris-gpu,4,64,4,True,4,4
double,512,512,512,-no-reorder, ,-p2p_pl,-slabs,-r2c_dir 2,4 1 1,1 2 2,16,0.0,0.8,1.0,cufft,-1726.6,9.82471513748169,polaris-gpu,4,64,4,True,5,4
float,512,512,512,-no-reorder,-a2a,-p2p_pl,-slabs,-r2c_dir 2,4 1 1,1 2 2,12,0.0,0.8,0.75,cufft,-2642.6,15.507170915603638,polaris-gpu,4,64,4,True,2,4
float,512,512,512,-no-reorder, ,-p2p_pl,-pencils,-r2c_dir 2,4 1 1,1 2 2,12,0.0,0.8,0.75,cufft,-2702.07,16.861830234527588,polaris-gpu,4,64,4,True,4,4
float,512,512,512,-no-reorder, ,-p2p_pl,-pencils,-r2c_dir 1,4 1 1,1 2 2,12,0.0,0.8,0.75,cufft,-2019.32,18.2822425365448,polaris-gpu,4,64,4,True,3,4
float,512,512,512,-no-reorder,-a2av,-p2p,-pencils,-r2c_dir 2,4 1 1,1 2 2,8,0.0,0.8,0.5,cufft,-2062.94,19.5548996925354,polaris-gpu,4,64,4,True,5,4
float,512,512,512,-no-reorder, ,-p2p_pl,-slabs,-r2c_dir 2,4 1 1,1 2 2,4,0.0,0.8,0.25,cufft,-2639.32,21.22640180587769,polaris-gpu,4,64,4,True,2,4
float,512,512,512,-no-reorder, ,-p2p_pl,-pencils,-r2c_dir 2,4 1 1,1 2 2,16,0.0,0.8,1.0,cufft,-2645.48,22.62868714332581,polaris-gpu,4,64,4,True,4,4
float,512,512,512,-no-reorder,-a2a,-p2p_pl,-pencils,-r2c_dir 2,4 1 1,1 2 2,8,0.0,0.8,0.5,cufft,-2555.49,24.02045154571533,polaris-gpu,4,64,4,True,3,4
float,512,512,512,-no-reorder,-a2a,-p2p_pl,-slabs,-r2c_dir 2,4 1 1,1 2 2,8,0.0,0.8,0.5,cufft,-2546.52,25.354809761047363,polaris-gpu,4,64,4,True,5,4
float,512,512,512,-no-reorder, ,-p2p_pl,-pencils,-r2c_dir 2,4 1 1,1 2 2,16,0.0,0.8,1.0,cufft,-2581.49,26.98635196685791,polaris-gpu,4,64,4,True,2,4
float,512,512,512,-no-reorder, ,-p2p_pl,-pencils,-r2c_dir 2,4 1 1,1 2 2,12,0.0,0.8,0.75,cufft,-2518.65,28.487715482711792,polaris-gpu,4,64,4,True,3,4
float,512,512,512,-no-reorder, ,-p2p_pl,-pencils,-r2c_dir 2,4 1 1,1 2 2,16,0.0,0.8,1.0,cufft,-2638.77,29.767030239105225,polaris-gpu,4,64,4,True,4,4
float,512,512,512,-no-reorder,-a2a,-p2p_pl,-pencils,-r2c_dir 2,4 1 1,1 2 2,12,0.0,0.8,0.75,cufft,-2637.58,31.216933965682983,polaris-gpu,4,64,4,True,5,4
float,512,512,512,-no-reorder, ,-p2p_pl,-pencils,-r2c_dir 2,4 1 1,1 2 2,16,0.0,0.8,1.0,cufft,-2557.61,32.76044535636902,polaris-gpu,4,64,4,True,2,4
float,512,512,512,-no-reorder, ,-p2p_pl,-pencils,-r2c_dir 2,4 1 1,1 2 2,16,0.0,0.8,1.0,cufft,-2553.97,34.31801772117615,polaris-gpu,4,64,4,True,3,4
float,512,512,512,-no-reorder, ,-p2p_pl,-slabs,-r2c_dir 2,4 1 1,2 2 1,12,0.0,0.2,0.75,cufft,-1836.44,35.733150482177734,polaris-gpu,4,64,4,True,4,4
float,512,512,512,-no-reorder,-a2av,-p2p_pl,-pencils,-r2c_dir 2,4 1 1,1 2 2,8,0.0,0.8,0.5,cufft,-2515.15,37.16354131698608,polaris-gpu,4,64,4,True,5,4
float,512,512,512,-no-reorder, ,-p2p_pl,-pencils,-r2c_dir 2,4 1 1,1 2 2,4,0.0,0.8,0.25,cufft,-2606.13,38.542105197906494,polaris-gpu,4,64,4,True,2,4
float,512,512,512,-no-reorder, ,-p2p_pl,-slabs,-r2c_dir 2,4 1 1,1 2 2,12,0.0,0.8,0.75,cufft,-2618.31,40.1235556602478,polaris-gpu,4,64,4,True,3,4
float,512,512,512,-no-reorder,-a2av,-p2p_pl,-pencils,-r2c_dir 2,4 1 1,1 2 2,8,0.0,0.8,0.5,cufft,-2607.1,41.4470636844635,polaris-gpu,4,64,4,True,4,4
float,512,512,512,-no-reorder,-a2av,-p2p_pl,-pencils,-r2c_dir 2,4 1 1,1 2 2,4,0.0,0.8,0.25,cufft,-2590.4,42.98961758613586,polaris-gpu,4,64,4,True,2,4
float,512,512,512,-no-reorder,-a2av,-p2p_pl,-pencils,-r2c_dir 2,4 1 1,1 2 2,16,0.0,0.8,1.0,cufft,-2509.03,44.38387632369995,polaris-gpu,4,64,4,True,5,4
float,512,512,512,-no-reorder,-a2a,-p2p_pl,-pencils,-r2c_dir 2,4 1 1,1 2 2,12,0.0,0.8,0.75,cufft,-2560.68,45.96814036369324,polaris-gpu,4,64,4,True,3,4
float,512,512,512,-no-reorder, ,-p2p_pl,-pencils,-r2c_dir 2,4 1 1,4 1 1,12,0.0,0.0,0.75,cufft,-1724.32,47.40760564804077,polaris-gpu,4,64,4,True,4,4
float,512,512,512,-no-reorder,-a2av,-p2p_pl,-slabs,-r2c_dir 2,4 1 1,1 2 2,12,0.0,0.8,0.75,cufft,-2546.08,48.86357831954956,polaris-gpu,4,64,4,True,2,4
float,512,512,512,-no-reorder, ,-p2p_pl,-pencils,-r2c_dir 2,4 1 1,1 2 2,2,0.0,0.8,0.0,cufft,-2544.51,50.33702540397644,polaris-gpu,4,64,4,True,5,4
float,512,512,512,-no-reorder,-a2av,-p2p_pl,-pencils,-r2c_dir 2,4 1 1,1 2 2,2,0.0,0.8,0.0,cufft,-2555.02,51.89392042160034,polaris-gpu,4,64,4,True,3,4
float,512,512,512,-no-reorder,-a2a,-p2p_pl,-pencils,-r2c_dir 2,4 1 1,1 2 2,2,0.0,0.8,0.0,cufft,-2589.97,53.32198095321655,polaris-gpu,4,64,4,True,4,4
float,512,512,512,-no-reorder, ,-p2p_pl,-pencils,-r2c_dir 2,4 1 1,1 2 2,16,0.0,0.8,1.0,cufft,-2678.0,54.68919897079468,polaris-gpu,4,64,4,True,2,4
float,512,512,512,-no-reorder,-a2av,-p2p_pl,-slabs,-r2c_dir 2,4 1 1,1 2 2,4,0.0,0.8,0.25,cufft,-2636.69,56.12072277069092,polaris-gpu,4,64,4,True,5,4
float,512,512,512,-no-reorder,-a2av,-p2p_pl,-pencils,-r2c_dir 2,4 1 1,1 2 2,12,0.0,0.8,0.75,cufft,-2630.49,57.71900725364685,polaris-gpu,4,64,4,True,3,4
float,512,512,512,-no-reorder,-a2a,-p2p_pl,-slabs,-r2c_dir 2,4 1 1,1 2 2,12,0.0,0.8,0.75,cufft,-2582.37,59.10772705078125,polaris-gpu,4,64,4,True,2,4
float,512,512,512,-no-reorder, ,-p2p_pl,-pencils,-r2c_dir 2,4 1 1,1 2 2,4,0.0,0.8,0.25,cufft,-2587.42,60.53704810142517,polaris-gpu,4,64,4,True,4,4
float,512,512,512,-no-reorder,-a2av,-p2p_pl,-slabs,-r2c_dir 2,4 1 1,1 2 2,12,0.0,0.8,0.75,cufft,-2589.44,61.93171238899231,polaris-gpu,4,64,4,True,5,4
float,512,512,512,-no-reorder,-a2av,-p2p_pl,-pencils,-r2c_dir 2,4 1 1,1 2 2,12,0.0,0.8,0.75,cufft,-2590.35,63.51339936256409,polaris-gpu,4,64,4,True,2,4
float,512,512,512,-no-reorder,-a2a,-p2p_pl,-pencils,-r2c_dir 2,4 1 1,1 2 2,2,0.0,0.8,0.0,cufft,-2613.26,65.10792708396912,polaris-gpu,4,64,4,True,3,4
float,512,512,512,-no-reorder,-a2a,-p2p_pl,-slabs,-r2c_dir 2,4 1 1,1 2 2,2,0.0,0.8,0.0,cufft,-2642.86,66.47713422775269,polaris-gpu,4,64,4,True,4,4
float,512,512,512,-no-reorder, ,-p2p_pl,-pencils,-r2c_dir 2,4 1 1,1 2 2,8,0.0,0.8,0.5,cufft,-2553.29,67.81938815116882,polaris-gpu,4,64,4,True,5,4
float,512,512,512,-no-reorder,-a2a,-p2p_pl,-pencils,-r2c_dir 2,4 1 1,1 2 2,8,0.0,0.8,0.5,cufft,-2603.83,69.30811095237732,polaris-gpu,4,64,4,True,2,4
float,512,512,512,-no-reorder, ,-p2p_pl,-pencils,-r2c_dir 2,4 1 1,1 2 2,12,0.0,0.8,0.75,cufft,-2564.77,70.99626278877258,polaris-gpu,4,64,4,True,3,4
float,512,512,512,-reorder,-a2av,-p2p_pl,-pencils,-r2c_dir 2,4 1 1,1 2 2,4,0.0,0.8,0.25,cufft,-2334.47,72.35108208656311,polaris-gpu,4,64,4,True,4,4
float,512,512,512,-reorder, ,-p2p_pl,-pencils,-r2c_dir 2,4 1 1,1 2 2,16,0.0,0.8,1.0,cufft,-2423.2,73.7474365234375,polaris-gpu,4,64,4,True,2,4
float,512,512,512,-no-reorder,-a2a,-p2p_pl,-pencils,-r2c_dir 2,4 1 1,1 2 2,4,0.0,0.8,0.25,cufft,-2579.64,75.21838855743408,polaris-gpu,4,64,4,True,5,4
float,512,512,512,-no-reorder,-a2av,-p2p_pl,-slabs,-r2c_dir 2,4 1 1,1 2 2,2,0.0,0.8,0.0,cufft,-2570.81,76.9785099029541,polaris-gpu,4,64,4,True,3,4
float,512,512,512,-no-reorder,-a2av,-p2p_pl,-pencils,-r2c_dir 2,4 1 1,1 2 2,12,0.0,0.8,0.75,cufft,-2591.74,78.2783055305481,polaris-gpu,4,64,4,True,2,4
float,512,512,512,-reorder,-a2av,-p2p_pl,-pencils,-r2c_dir 2,4 1 1,1 2 2,16,0.0,0.8,1.0,cufft,-2426.71,79.64960789680481,polaris-gpu,4,64,4,True,4,4
float,512,512,512,-no-reorder,-a2av,-p2p_pl,-pencils,-r2c_dir 2,4 1 1,1 2 2,12,0.0,0.8,0.75,cufft,-2557.89,81.12959933280945,polaris-gpu,4,64,4,True,5,4
float,512,512,512,-no-reorder, ,-p2p_pl,-slabs,-r2c_dir 2,4 1 1,1 2 2,2,0.0,0.8,0.0,cufft,-2597.37,82.87686038017273,polaris-gpu,4,64,4,True,2,4
float,512,512,512,-no-reorder,-a2av,-p2p_pl,-slabs,-r2c_dir 2,4 1 1,1 2 2,4,0.0,0.8,0.25,cufft,-2583.21,84.26460289955139,polaris-gpu,4,64,4,True,3,4
float,512,512,512,-no-reorder, ,-p2p_pl,-pencils,-r2c_dir 2,4 1 1,1 2 2,8,0.0,0.8,0.5,cufft,-2595.98,85.60584664344788,polaris-gpu,4,64,4,True,4,4
float,512,512,512,-no-reorder, ,-p2p_pl,-pencils,-r2c_dir 2,4 1 1,1 2 2,2,0.0,0.8,0.0,cufft,-2551.61,87.26234722137451,polaris-gpu,4,64,4,True,5,4
float,512,512,512,-no-reorder, ,-p2p_pl,-pencils,-r2c_dir 2,4 1 1,1 2 2,8,0.0,0.8,0.5,cufft,-2543.23,88.67681241035461,polaris-gpu,4,64,4,True,2,4
float,512,512,512,-no-reorder, ,-p2p_pl,-pencils,-r2c_dir 2,4 1 1,1 2 2,4,0.0,0.8,0.25,cufft,-2614.84,90.14807510375977,polaris-gpu,4,64,4,True,3,4
float,512,512,512,-no-reorder, ,-p2p_pl,-slabs,-r2c_dir 2,4 1 1,1 2 2,16,0.0,0.8,1.0,cufft,-2600.54,91.5377082824707,polaris-gpu,4,64,4,True,4,4
float,512,512,512,-no-reorder, ,-p2p_pl,-slabs,-r2c_dir 2,4 1 1,1 2 2,8,0.0,0.8,0.5,cufft,-2594.28,93.10604500770567,polaris-gpu,4,64,4,True,2,4
float,512,512,512,-reorder,-a2a,-p2p_pl,-slabs,-r2c_dir 2,4 1 1,1 2 2,12,0.0,0.8,0.75,cufft,-2436.49,94.47746586799622,polaris-gpu,4,64,4,True,5,4
float,512,512,512,-reorder, ,-p2p_pl,-pencils,-r2c_dir 2,4 1 1,1 2 2,8,0.0,0.8,0.5,cufft,-2393.9,96.0341100692749,polaris-gpu,4,64,4,True,3,4
float,512,512,512,-no-reorder,-a2av,-p2p_pl,-slabs,-r2c_dir 2,4 1 1,1 2 2,12,0.0,0.8,0.75,cufft,-2516.08,97.4316394329071,polaris-gpu,4,64,4,True,4,4
float,512,512,512,-no-reorder, ,-p2p_pl,-slabs,-r2c_dir 2,4 1 1,1 2 2,2,0.0,0.8,0.0,cufft,-2591.54,99.0249571800232,polaris-gpu,4,64,4,True,2,4
float,512,512,512,-no-reorder,-a2a,-p2p_pl,-pencils,-r2c_dir 2,4 1 1,1 2 2,8,0.0,0.8,0.5,cufft,-2563.14,100.36668515205383,polaris-gpu,4,64,4,True,5,4
float,512,512,512,-no-reorder, ,-p2p_pl,-pencils,-r2c_dir 2,4 1 1,1 2 2,2,0.0,0.8,0.0,cufft,-2551.95,102.03873586654665,polaris-gpu,4,64,4,True,3,4
float,512,512,512,-no-reorder, ,-p2p_pl,-slabs,-r2c_dir 2,4 1 1,1 2 2,2,0.0,0.8,0.0,cufft,-2599.29,103.46578645706175,polaris-gpu,4,64,4,True,4,4
float,512,512,512,-no-reorder,-a2av,-p2p_pl,-slabs,-r2c_dir 2,4 1 1,1 2 2,2,0.0,0.8,0.0,cufft,-2569.06,104.9508125782013,polaris-gpu,4,64,4,True,2,4
float,512,512,512,-no-reorder,-a2av,-p2p_pl,-slabs,-r2c_dir 2,4 1 1,1 2 2,16,0.0,0.8,1.0,cufft,-2621.05,106.29957938194276,polaris-gpu,4,64,4,True,5,4
float,512,512,512,-no-reorder,-a2a,-p2p_pl,-pencils,-r2c_dir 2,4 1 1,1 2 2,2,0.0,0.8,0.0,cufft,-2599.79,108.02818059921265,polaris-gpu,4,64,4,True,3,4
float,512,512,512,-no-reorder,-a2a,-p2p_pl,-slabs,-r2c_dir 2,4 1 1,1 2 2,16,0.0,0.8,1.0,cufft,-2506.66,109.26606345176695,polaris-gpu,4,64,4,True,4,4
float,512,512,512,-no-reorder, ,-p2p_pl,-pencils,-r2c_dir 2,4 1 1,1 2 2,16,0.0,0.8,1.0,cufft,-2647.39,110.82580423355104,polaris-gpu,4,64,4,True,2,4
float,512,512,512,-no-reorder,-a2av,-p2p_pl,-pencils,-r2c_dir 2,4 1 1,1 2 2,2,0.0,0.8,0.0,cufft,-2537.47,112.44470953941344,polaris-gpu,4,64,4,True,5,4
float,512,512,512,-no-reorder, ,-p2p_pl,-pencils,-r2c_dir 2,4 1 1,1 2 2,2,0.0,0.8,0.0,cufft,-2606.82,113.95523118972778,polaris-gpu,4,64,4,True,3,4
float,512,512,512,-no-reorder, ,-p2p_pl,-slabs,-r2c_dir 2,4 1 1,1 2 2,12,0.0,0.8,0.75,cufft,-2607.17,115.27818870544434,polaris-gpu,4,64,4,True,2,4
float,512,512,512,-no-reorder, ,-p2p_pl,-pencils,-r2c_dir 2,4 1 1,1 2 2,16,0.0,0.8,1.0,cufft,-2611.74,116.7731626033783,polaris-gpu,4,64,4,True,4,4
float,512,512,512,-no-reorder, ,-p2p_pl,-pencils,-r2c_dir 2,4 1 1,1 2 2,4,0.0,0.8,0.25,cufft,-2590.93,118.33830547332764,polaris-gpu,4,64,4,True,5,4
float,512,512,512,-no-reorder,-a2av,-p2p_pl,-pencils,-r2c_dir 2,4 1 1,1 2 2,16,0.0,0.8,1.0,cufft,-2608.79,119.73780512809752,polaris-gpu,4,64,4,True,2,4
float,512,512,512,-no-reorder,-a2av,-p2p_pl,-slabs,-r2c_dir 2,4 1 1,1 2 2,4,0.0,0.8,0.25,cufft,-2627.28,121.2799198627472,polaris-gpu,4,64,4,True,3,4
float,512,512,512,-no-reorder, ,-p2p_pl,-pencils,-r2c_dir 2,4 1 1,1 2 2,8,0.0,0.8,0.5,cufft,-2596.71,122.71385169029236,polaris-gpu,4,64,4,True,4,4
float,512,512,512,-no-reorder,-a2a,-p2p_pl,-slabs,-r2c_dir 2,4 1 1,1 2 2,4,0.0,0.8,0.25,cufft,-2667.58,124.16016006469728,polaris-gpu,4,64,4,True,2,4
float,512,512,512,-no-reorder,-a2a,-p2p_pl,-pencils,-r2c_dir 2,4 1 1,1 2 2,8,0.0,0.8,0.5,cufft,-2594.09,125.62174081802368,polaris-gpu,4,64,4,True,5,4
