p0,p1,p2,p3,p4,p5,p6,p7,p8,p9,c0,FLOPS,elapsed_sec,machine_identifier,mpi_ranks,ranks_per_node,gpu_enabled,libE_id,libE_workers
float,256, , , ,-slabs, ,0.3942641647470445,0.4123544328653027,4,fftw,2.137,61.12833571434021,theta-knl,8192,64,False,5,4
double,256,-no-reorder,-a2av, ,-slabs,-r2c_dir 0,0.43313052912173944,0.6204066026833723,4,fftw,-11.7865,91.39125037193298,theta-knl,8192,64,False,4,4
float,256, , , , , ,0.5,0.5,4,fftw,1.0,128.87280774116516,theta-knl,8192,64,False,2,4
float,256,-no-reorder, , , ,-r2c_dir 1,0.49575040214351573,0.8193757852967771,4,fftw,1.0,128.88085007667542,theta-knl,8192,64,False,3,4
float,256, ,-a2av,-p2p,-pencils, ,0.20930063126317533,0.8881811432401187,2,fftw,-39.8684,181.64514207839966,theta-knl,8192,64,False,5,4
double,256,-no-reorder,-a2av, ,-pencils,-r2c_dir 1,0.8607548168005809,0.03942365384175728,2,fftw,2.137,191.25998067855835,theta-knl,8192,64,False,4,4
float,256,-no-reorder,-a2av,-p2p,-pencils,-r2c_dir 1,0.7031138873785319,0.7742635489448386,2,fftw,-146.982,250.73630690574646,theta-knl,8192,64,False,2,4
double,256,-no-reorder,-a2a,-p2p, ,-r2c_dir 2,0.14620989062199818,0.3546286502966628,4,fftw,-81.0901,252.64799857139587,theta-knl,8192,64,False,3,4
double,256, ,-a2av,-p2p_pl,-slabs, ,0.13254537978792658,0.9857068890541738,2,fftw,1.0,303.5896759033203,theta-knl,8192,64,False,5,4
float,256, ,-a2av,-p2p,-pencils, ,0.2677883161720086,0.7983734288130122,4,fftw,-38.4232,313.25014448165894,theta-knl,8192,64,False,4,4
float,256,-no-reorder,-a2av,-p2p,-pencils,-r2c_dir 1,0.7834130072927458,0.7821990272362189,2,fftw,1.0,372.73289918899536,theta-knl,8192,64,False,2,4
float,256,-no-reorder,-a2av,-p2p,-pencils,-r2c_dir 2,0.8246424452255811,0.7269943432755361,2,fftw,-192.456,374.68789434432983,theta-knl,8192,64,False,3,4
float,256,-reorder, ,-p2p,-pencils,-r2c_dir 1,0.603683620025846,0.7692996391907678,2,fftw,-151.345,425.6208600997925,theta-knl,8192,64,False,5,4
float,256,-no-reorder,-a2av,-p2p,-pencils,-r2c_dir 1,0.06157737938629315,0.9274373897165386,4,fftw,-126.205,435.5367908477783,theta-knl,8192,64,False,4,4
double,256,-no-reorder,-a2a,-p2p,-pencils,-r2c_dir 1,0.809905262872171,0.7767459468794641,2,fftw,-127.624,494.77492475509644,theta-knl,8192,64,False,2,4
double,256,-no-reorder,-a2av,-p2p,-pencils,-r2c_dir 2,0.8205280042357117,0.40408834601990706,2,fftw,-136.713,496.86562991142273,theta-knl,8192,64,False,3,4
float,256,-reorder, ,-p2p,-pencils,-r2c_dir 2,0.6848553031360785,0.713765068651732,2,fftw,-194.483,547.6626980304718,theta-knl,8192,64,False,5,4
float,256,-no-reorder,-a2av,-p2p,-pencils,-r2c_dir 2,0.7977995564326428,0.7645302076781615,2,fftw,1.0,557.5917165279388,theta-knl,8192,64,False,4,4
