p0,p1,p2,p3,p4,p5,p6,p7,p8,p9,p7_float,p8_float,p9_float,c0,FLOPS,elapsed_sec,machine_identifier,mpi_ranks,threads_per_node,ranks_per_node,gpu_enabled,libE_id,libE_workers
float,256, , , , , ,256 8 4,256 8 4,4,0.16346153846153846,0.16346153846153846,1.0,fftw,1.0,128.87280774116516,theta-knl,8192,256,64,False,2,4
float,256,-no-reorder, , , ,-r2c_dir 1,256 16 2,64 16 8,4,0.15384615384615385,0.2980769230769231,1.0,fftw,1.0,128.88085007667542,theta-knl,8192,256,64,False,3,4
double,256,-no-reorder,-a2av, ,-slabs,-r2c_dir 0,256 32 1,128 32 2,4,0.14423076923076922,0.21153846153846154,1.0,fftw,-11.7865,91.39125037193298,theta-knl,8192,256,64,False,4,4
float,256, , , ,-slabs, ,512 4 4,256 32 1,4,0.11538461538461539,0.14423076923076922,1.0,fftw,2.137,61.12833571434021,theta-knl,8192,256,64,False,5,4
float,256, ,-a2av,-p2p,-pencils, ,1024 8 1,32 32 8,2,0.057692307692307696,0.375,0.0,fftw,-39.8684,181.6451420783997,theta-knl,8192,256,64,False,5,4
double,256,-no-reorder,-a2av, ,-pencils,-r2c_dir 1,64 16 8,8192 1 1,2,0.2980769230769231,0.0,0.0,fftw,2.137,191.25998067855835,theta-knl,8192,256,64,False,4,4
float,256,-no-reorder,-a2av,-p2p,-pencils,-r2c_dir 1,128 8 8,64 32 4,2,0.23076923076923078,0.28846153846153844,0.0,fftw,-146.982,250.7363069057465,theta-knl,8192,256,64,False,2,4
double,256,-no-reorder,-a2a,-p2p, ,-r2c_dir 2,2048 2 2,512 8 2,4,0.038461538461538464,0.10576923076923077,1.0,fftw,-81.0901,252.64799857139587,theta-knl,8192,256,64,False,3,4
double,256, ,-a2av,-p2p_pl,-slabs, ,2048 4 1,16 16 32,2,0.028846153846153848,0.4807692307692308,0.0,fftw,1.0,303.5896759033203,theta-knl,8192,256,64,False,5,4
float,256, ,-a2av,-p2p,-pencils, ,1024 4 2,64 32 4,4,0.0673076923076923,0.28846153846153844,1.0,fftw,-38.4232,313.25014448165894,theta-knl,8192,256,64,False,4,4
float,256,-no-reorder,-a2av,-p2p,-pencils,-r2c_dir 1,64 32 4,64 32 4,2,0.28846153846153844,0.28846153846153844,0.0,fftw,1.0,372.73289918899536,theta-knl,8192,256,64,False,2,4
float,256,-no-reorder,-a2av,-p2p,-pencils,-r2c_dir 2,64 16 8,128 8 8,2,0.2980769230769231,0.23076923076923078,0.0,fftw,-192.456,374.6878943443298,theta-knl,8192,256,64,False,3,4
float,256,-reorder, ,-p2p,-pencils,-r2c_dir 1,128 32 2,64 64 2,2,0.21153846153846154,0.27884615384615385,0.0,fftw,-151.345,425.6208600997925,theta-knl,8192,256,64,False,5,4
float,256,-no-reorder,-a2av,-p2p,-pencils,-r2c_dir 1,4096 2 1,32 16 16,4,0.009615384615384616,0.38461538461538464,1.0,fftw,-126.205,435.5367908477783,theta-knl,8192,256,64,False,4,4
double,256,-no-reorder,-a2a,-p2p,-pencils,-r2c_dir 1,64 32 4,64 32 4,2,0.28846153846153844,0.28846153846153844,0.0,fftw,-127.624,494.7749247550965,theta-knl,8192,256,64,False,2,4
double,256,-no-reorder,-a2av,-p2p,-pencils,-r2c_dir 2,64 16 8,512 4 4,2,0.2980769230769231,0.11538461538461539,0.0,fftw,-136.713,496.86562991142273,theta-knl,8192,256,64,False,3,4
float,256,-reorder, ,-p2p,-pencils,-r2c_dir 2,128 8 8,128 8 8,2,0.23076923076923078,0.23076923076923078,0.0,fftw,-194.483,547.6626980304718,theta-knl,8192,256,64,False,5,4
float,256,-no-reorder,-a2av,-p2p,-pencils,-r2c_dir 2,64 32 4,64 64 2,2,0.28846153846153844,0.27884615384615385,0.0,fftw,1.0,557.5917165279388,theta-knl,8192,256,64,False,4,4
float,256,-no-reorder,-a2av,-p2p,-pencils,-r2c_dir 1,64 16 8,64 64 2,2,0.2980769230769231,0.27884615384615385,0.0,fftw,-202.534,616.893562078476,theta-knl,8192,256,64,False,2,4
float,256,-no-reorder,-a2a,-p2p, ,-r2c_dir 1,16 16 32,64 64 2,2,0.4807692307692308,0.27884615384615385,0.0,fftw,1.0,618.936863899231,theta-knl,8192,256,64,False,3,4
float,256,-reorder,-a2a,-p2p,-pencils,-r2c_dir 2,32 32 8,256 8 4,2,0.375,0.16346153846153846,0.0,fftw,-163.397,669.819272518158,theta-knl,8192,256,64,False,5,4
double,256, , ,-p2p,-pencils,-r2c_dir 2,128 32 2,128 16 4,2,0.21153846153846154,0.22115384615384615,0.0,fftw,-130.014,679.6957857608795,theta-knl,8192,256,64,False,4,4
float,256,-no-reorder,-a2av,-p2p,-pencils, ,64 16 8,64 64 2,2,0.2980769230769231,0.27884615384615385,0.0,fftw,-135.83,738.9423980712891,theta-knl,8192,256,64,False,2,4
float,256,-no-reorder,-a2av,-p2p,-pencils,-r2c_dir 1,64 16 8,128 16 4,2,0.2980769230769231,0.22115384615384615,0.0,fftw,-198.808,740.9687132835388,theta-knl,8192,256,64,False,3,4
float,256,-reorder, ,-p2p,-pencils,-r2c_dir 2,64 16 8,128 8 8,4,0.2980769230769231,0.23076923076923078,1.0,fftw,1.0,791.8312134742737,theta-knl,8192,256,64,False,5,4
float,256, ,-a2av,-p2p,-pencils,-r2c_dir 2,32 32 8,128 8 8,2,0.375,0.23076923076923078,0.0,fftw,1.0,801.9421555995941,theta-knl,8192,256,64,False,4,4
float,256,-reorder, ,-p2p,-pencils,-r2c_dir 2,128 16 4,128 8 8,2,0.22115384615384615,0.23076923076923078,0.0,fftw,1.0,860.9931056499481,theta-knl,8192,256,64,False,2,4
float,256,-no-reorder, ,-p2p,-pencils,-r2c_dir 0,64 16 8,256 8 4,2,0.2980769230769231,0.16346153846153846,0.0,fftw,-158.967,862.9869658946991,theta-knl,8192,256,64,False,3,4
double,256,-reorder,-a2av,-p2p,-pencils,-r2c_dir 1,64 16 8,8192 1 1,2,0.2980769230769231,0.0,0.0,fftw,2.137,878.3732624053955,theta-knl,8192,256,64,False,5,4
float,256,-no-reorder,-a2av,-p2p,-pencils,-r2c_dir 2,64 16 8,128 32 2,4,0.2980769230769231,0.21153846153846154,1.0,fftw,1.0,924.1025295257568,theta-knl,8192,256,64,False,4,4
float,256,-reorder,-a2a,-p2p,-pencils,-r2c_dir 0,64 32 4,128 8 8,2,0.28846153846153844,0.23076923076923078,0.0,fftw,-152.717,983.2234642505646,theta-knl,8192,256,64,False,2,4
double,256,-no-reorder, ,-p2p,-pencils, ,64 16 8,1024 4 2,2,0.2980769230769231,0.0673076923076923,0.0,fftw,-115.42,985.2882936000824,theta-knl,8192,256,64,False,3,4
float,256,-no-reorder,-a2av,-p2p,-slabs,-r2c_dir 1,64 16 8,128 32 2,2,0.2980769230769231,0.21153846153846154,0.0,fftw,-2.244,962.044792175293,theta-knl,8192,256,64,False,5,4
float,256,-reorder, ,-p2p,-pencils,-r2c_dir 1,1024 4 2,64 64 2,2,0.0673076923076923,0.27884615384615385,0.0,fftw,-146.95,1046.2576706409454,theta-knl,8192,256,64,False,4,4
double,256,-no-reorder, ,-p2p_pl,-pencils,-r2c_dir 2,64 16 8,128 8 8,2,0.2980769230769231,0.23076923076923078,0.0,fftw,-133.829,1084.177362203598,theta-knl,8192,256,64,False,5,4
double,256,-no-reorder,-a2av,-p2p,-pencils,-r2c_dir 1,64 16 8,64 64 2,2,0.2980769230769231,0.27884615384615385,0.0,fftw,-152.425,1105.452861785889,theta-knl,8192,256,64,False,2,4
float,256,-no-reorder,-a2av,-p2p,-pencils,-r2c_dir 1,64 32 4,64 64 2,2,0.28846153846153844,0.27884615384615385,0.0,fftw,-195.748,1107.5988018512726,theta-knl,8192,256,64,False,3,4
float,256,-reorder, ,-p2p,-pencils, ,64 16 8,128 8 8,2,0.2980769230769231,0.23076923076923078,0.0,fftw,-151.87,1168.3431026935575,theta-knl,8192,256,64,False,4,4
double,256,-reorder,-a2a,-p2p,-pencils,-r2c_dir 0,64 16 8,128 8 8,2,0.2980769230769231,0.23076923076923078,0.0,fftw,-116.318,1206.4311964511871,theta-knl,8192,256,64,False,5,4
float,256,-no-reorder, ,-p2p,-pencils,-r2c_dir 2,64 16 8,128 8 8,2,0.2980769230769231,0.23076923076923078,0.0,fftw,1.0,1227.6405322551727,theta-knl,8192,256,64,False,2,4
float,256,-no-reorder,-a2av,-p2p_pl,-pencils,-r2c_dir 1,1024 8 1,64 64 2,2,0.057692307692307696,0.27884615384615385,0.0,fftw,1.0,1229.8942098617554,theta-knl,8192,256,64,False,3,4
double,256,-no-reorder, ,-p2p,-pencils,-r2c_dir 1,64 64 2,64 64 2,2,0.27884615384615385,0.27884615384615385,0.0,fftw,1.0,1290.512998342514,theta-knl,8192,256,64,False,4,4
float,256,-no-reorder,-a2av,-p2p,-pencils,-r2c_dir 2,64 32 4,128 8 8,2,0.28846153846153844,0.23076923076923078,0.0,fftw,1.0,1328.5724456310272,theta-knl,8192,256,64,False,5,4
