,FLOPS,c0,elapsed_sec,gpu_enabled,libE_id,libE_workers,mpi_ranks,p0,p1x,p1y,p1z,p2,p3,p4,p5,p6,p7,p8,p9,ranks_per_node,threads_per_node
64,-675.796,cufft,350.8818337917328,True,2,4,8,float,256,256,256, ,-a2a,-p2p_pl,-pencils,-r2c_dir 1,2 1 4,4 2 1,12,4,64
65,-674.948,cufft,391.2639787197113,True,2,4,8,float,256,256,256,-no-reorder, ,-p2p_pl, ,-r2c_dir 1,2 1 4,4 2 1,16,4,64
66,-674.388,cufft,305.69568967819214,True,2,4,8,float,256,256,256, ,-a2a,-p2p_pl, ,-r2c_dir 1,2 1 4,4 2 1,12,4,64
67,-672.558,cufft,297.5126769542694,True,2,4,8,float,256,256,256,-no-reorder,-a2av,-p2p_pl, ,-r2c_dir 1,2 1 4,4 2 1,12,4,64
68,-665.746,cufft,341.53135442733765,True,4,4,8,float,256,256,256,-no-reorder, ,-p2p_pl,-pencils, ,2 1 4,4 2 1,2,4,64
69,-660.615,cufft,181.281831741333,True,4,4,8,float,256,256,256,-no-reorder, ,-p2p_pl,-pencils,-r2c_dir 0,2 1 4,4 2 1,12,4,64
70,-658.928,cufft,156.64645981788635,True,4,4,8,float,256,256,256,-no-reorder, ,-p2p_pl,-pencils,-r2c_dir 0,2 1 4,4 2 1,8,4,64
71,-657.941,cufft,246.27137231826785,True,4,4,8,float,256,256,256, ,-a2a,-p2p_pl,-pencils, ,2 1 4,4 2 1,8,4,64
72,-656.436,cufft,225.1450538635254,True,4,4,8,float,256,256,256,-no-reorder, ,-p2p_pl,-pencils, ,2 1 4,4 2 1,16,4,64
73,-656.04,cufft,144.5596694946289,True,4,4,8,float,256,256,256,-no-reorder,-a2a,-p2p_pl, ,-r2c_dir 0,2 1 4,4 2 1,12,4,64
74,-652.414,cufft,395.3636476993561,True,2,4,8,float,256,256,256, ,-a2av,-p2p_pl, ,-r2c_dir 0,2 1 4,4 2 1,2,4,64
75,-651.858,cufft,431.9231758117676,True,2,4,8,float,256,256,256,-no-reorder,-a2a,-p2p_pl, ,-r2c_dir 0,2 1 4,4 2 1,2,4,64
76,-651.247,cufft,160.61653685569763,True,4,4,8,float,256,256,256,-no-reorder,-a2av,-p2p_pl,-pencils,-r2c_dir 0,2 1 4,4 2 1,12,4,64
77,-650.735,cufft,283.2841055393219,True,4,4,8,float,256,256,256,-reorder,-a2a,-p2p_pl,-pencils,-r2c_dir 1,2 1 4,4 2 1,4,4,64
78,-649.65,cufft,398.5754930973053,True,3,4,8,float,256,256,256, , ,-p2p_pl, , ,2 1 4,4 2 1,2,4,64
79,-649.449,cufft,376.6691071987152,True,2,4,8,float,256,256,256, , ,-p2p_pl, ,-r2c_dir 0,2 1 4,4 2 1,2,4,64
80,-649.277,cufft,411.0822308063507,True,3,4,8,float,256,256,256, , ,-p2p_pl,-pencils,-r2c_dir 0,2 1 4,4 2 1,2,4,64
81,-648.122,cufft,158.69805812835693,True,2,4,8,float,256,256,256,-no-reorder,-a2a,-p2p_pl,-pencils,-r2c_dir 0,2 1 4,4 2 1,2,4,64
82,-647.037,cufft,378.8439028263092,True,2,4,8,float,256,256,256, ,-a2av,-p2p_pl,-pencils, ,2 1 4,4 2 1,2,4,64
83,-646.977,cufft,417.3119261264801,True,3,4,8,float,256,256,256, ,-a2av,-p2p_pl, , ,2 1 4,4 2 1,12,4,64
84,-646.021,cufft,420.50318908691406,True,2,4,8,float,256,256,256, ,-a2av,-p2p_pl, , ,2 1 4,4 2 1,2,4,64
85,-643.491,cufft,382.98504996299744,True,2,4,8,float,256,256,256, ,-a2av,-p2p_pl, , ,2 1 4,4 2 1,16,4,64
86,-642.821,cufft,173.42263746261597,True,2,4,8,float,256,256,256,-no-reorder,-a2a,-p2p_pl,-pencils, ,2 1 4,4 2 1,16,4,64
87,-642.683,cufft,393.2781486511231,True,2,4,8,float,256,256,256,-no-reorder, ,-p2p_pl,-pencils, ,2 1 4,4 2 1,4,4,64
88,-641.819,cufft,136.71102261543274,True,2,4,8,float,256,256,256,-no-reorder,-a2a,-p2p_pl,-pencils,-r2c_dir 0,2 1 4,4 2 1,8,4,64
89,-641.127,cufft,121.9415407180786,True,3,4,8,float,256,256,256,-no-reorder, ,-p2p_pl, ,-r2c_dir 0,2 1 4,4 2 1,16,4,64
90,-640.314,cufft,363.3075888156891,True,2,4,8,float,256,256,256, ,-a2a,-p2p_pl,-pencils, ,2 1 4,4 2 1,4,4,64
91,-639.673,cufft,366.4271337985992,True,2,4,8,float,256,256,256,-no-reorder,-a2av,-p2p_pl,-pencils, ,2 1 4,4 2 1,8,4,64
92,-639.644,cufft,417.3398284912109,True,2,4,8,float,256,256,256, , ,-p2p_pl,-pencils, ,2 1 4,4 2 1,2,4,64
93,-639.583,cufft,385.0699172019959,True,2,4,8,float,256,256,256, ,-a2a,-p2p_pl,-pencils,-r2c_dir 0,2 1 4,4 2 1,12,4,64
94,-639.086,cufft,42.76723623275757,True,2,4,8,float,256,256,256,-no-reorder,-a2a,-p2p_pl, ,-r2c_dir 0,2 1 4,4 2 1,4,4,64
95,-638.922,cufft,387.1263146400452,True,2,4,8,float,256,256,256, ,-a2av,-p2p_pl,-pencils, ,2 1 4,4 2 1,12,4,64
96,-638.879,cufft,372.5741956233978,True,2,4,8,float,256,256,256, ,-a2a,-p2p_pl,-pencils,-r2c_dir 0,2 1 4,4 2 1,8,4,64
97,-638.558,cufft,423.5814065933228,True,2,4,8,float,256,256,256, , ,-p2p_pl, ,-r2c_dir 0,2 1 4,4 2 1,4,4,64
98,-637.864,cufft,414.2162184715271,True,3,4,8,float,256,256,256, , ,-p2p_pl,-pencils, ,2 1 4,4 2 1,12,4,64
99,-637.714,cufft,151.44811272621155,True,2,4,8,float,256,256,256,-no-reorder,-a2a,-p2p_pl, , ,2 1 4,4 2 1,4,4,64
100,-635.929,cufft,389.1732375621796,True,2,4,8,float,256,256,256, , ,-p2p_pl, , ,2 1 4,4 2 1,8,4,64
101,-635.004,cufft,426.74734592437744,True,2,4,8,float,256,256,256, ,-a2av,-p2p_pl, , ,2 1 4,4 2 1,4,4,64
102,-632.525,cufft,414.2289636135101,True,2,4,8,float,256,256,256, , ,-p2p_pl, ,-r2c_dir 0,2 1 4,4 2 1,8,4,64
103,-614.863,cufft,60.2999210357666,True,4,4,8,float,256,256,256,-no-reorder,-a2av,-p2p_pl, ,-r2c_dir 0,4 1 2,2 4 1,4,4,64
104,-604.745,cufft,290.3764035701752,True,2,4,8,float,256,256,256,-reorder,-a2a,-p2p,-pencils,-r2c_dir 1,2 1 4,4 2 1,12,4,64
105,-600.199,cufft,272.7878134250641,True,4,4,8,float,256,256,256,-reorder, ,-p2p,-pencils,-r2c_dir 1,2 1 4,4 2 1,8,4,64
0,-1234.79,cufft,236.6743550300598,True,0,1,8,float,256,256,256,-no-reorder,-a2av, ,-slabs,-r2c_dir 0,1 8 1,1 1 8,8,4,4
1,-835.382,cufft,29.691290616989136,True,0,1,8,float,256,256,256,-reorder,-a2a,-p2p, ,-r2c_dir 1,4 1 2,2 4 1,16,4,4
2,-811.235,cufft,317.0880208015442,True,0,1,8,float,256,256,256,-no-reorder,-a2a,-p2p_pl, ,-r2c_dir 0,1 8 1,1 2 4,16,4,4
3,-794.876,cufft,38.99344158172608,True,0,1,8,float,256,256,256, , ,-p2p_pl, ,-r2c_dir 0,1 8 1,2 4 1,4,4,4
4,-783.767,cufft,652.9558534622192,True,0,1,8,float,256,256,256, ,-a2av, , ,-r2c_dir 0,1 2 4,1 1 8,16,4,4
5,-778.623,cufft,78.74439764022827,True,0,1,8,float,256,256,256,-reorder,-a2av,-p2p_pl, ,-r2c_dir 1,2 4 1,1 4 2,12,4,4
6,-767.096,cufft,34.064754486083984,True,0,1,8,float,256,256,256, ,-a2a,-p2p_pl, ,-r2c_dir 2,2 1 4,4 1 2,12,4,4
7,-759.882,cufft,567.0210683345795,True,0,1,8,float,256,256,256,-no-reorder,-a2a,-p2p_pl,-pencils,-r2c_dir 0,1 2 4,1 2 4,4,4,4
8,-740.744,cufft,22.98815512657165,True,0,1,8,float,256,256,256, ,-a2a,-p2p,-slabs,-r2c_dir 2,8 1 1,1 1 8,16,4,4
