p0,p1,p2,p3,p4,p5,p6,p7,p8,p9,c0,FLOPS,elapsed_sec,machine_identifier,mpi_ranks,ranks_per_node,gpu_enabled,libE_id,libE_workers
float,1024, , , , , ,0.5,0.5,4,fftw,-591.663,28.421884298324585,theta-knl,1024,64,False,2,4
float,1024,-no-reorder, , , ,-r2c_dir 1,0.49575040214351573,0.8193757852967771,4,fftw,-248.41,30.67059826850891,theta-knl,1024,64,False,3,4
double,1024,-no-reorder,-a2av, ,-slabs,-r2c_dir 0,0.43313052912173944,0.6204066026833723,4,fftw,-210.822,35.3390257358551,theta-knl,1024,64,False,4,4
float,1024, , , ,-slabs, ,0.3942641647470445,0.4123544328653027,4,fftw,-424.682,29.82441520690918,theta-knl,1024,64,False,5,4
float,1024, ,-a2av,-p2p,-pencils, ,0.20930063126317533,0.8881811432401187,2,fftw,-119.054,59.18488335609436,theta-knl,1024,64,False,2,4
double,1024,-no-reorder,-a2av, ,-pencils,-r2c_dir 1,0.8607548168005809,0.03942365384175728,2,fftw,-308.296,54.49101805686951,theta-knl,1024,64,False,3,4
double,1024,-no-reorder, ,-p2p, ,-r2c_dir 0,0.4553348908058934,0.9526663138537921,4,fftw,-214.386,54.988383769989014,theta-knl,1024,64,False,5,4
float,1024, , ,-p2p_pl,-pencils, ,0.913276381157598,0.033131262110711934,2,fftw,2.137,64.95270371437073,theta-knl,1024,64,False,4,4
float,1024, , , , ,-r2c_dir 2,0.741275216011065,0.2767606463356971,4,fftw,-610.265,71.23792815208435,theta-knl,1024,64,False,3,4
float,1024,-reorder,-a2av, , , ,0.49818013873075473,0.39604496094010555,4,fftw,-668.914,76.36204957962036,theta-knl,1024,64,False,5,4
float,1024, , , ,-pencils, ,0.5756773440220482,0.4869411441106769,4,fftw,-600.094,81.54650735855103,theta-knl,1024,64,False,2,4
float,1024, , , , , ,0.1845418492786326,0.5136196751351824,2,fftw,-431.782,86.94293022155762,theta-knl,1024,64,False,4,4
float,1024, ,-a2a, , ,-r2c_dir 2,0.7336620877355559,0.07959894728914108,4,fftw,-51.7536,127.20547914505005,theta-knl,1024,64,False,3,4
double,1024,-reorder, , , , ,0.6037815608234356,0.24940380330680312,4,fftw,-251.122,99.94451975822449,theta-knl,1024,64,False,5,4
double,1024, , , , , ,0.5367595997513965,0.40601529927464675,4,fftw,-364.126,101.63039946556091,theta-knl,1024,64,False,2,4
float,1024, , , , ,-r2c_dir 1,0.5015994867413546,0.4365079311699559,4,fftw,-716.473,104.14450478553772,theta-knl,1024,64,False,4,4
float,1024,-reorder, , , , ,0.8690975828309498,0.3760615811012262,4,fftw,-537.592,120.94694089889526,theta-knl,1024,64,False,2,4
float,1024, ,-a2av, ,-pencils, ,0.5289671592591982,0.4857369945118899,2,fftw,-615.775,118.01210498809814,theta-knl,1024,64,False,4,4
float,1024, , ,-p2p, , ,0.5146012275625328,0.46883851352333017,2,fftw,-355.188,123.16441559791565,theta-knl,1024,64,False,5,4
float,1024, , , , ,-r2c_dir 0,0.9896431667543374,0.44660214784295293,4,fftw,-1197.37,141.8241627216339,theta-knl,1024,64,False,4,4
float,1024,-reorder,-a2av, , , ,0.5022457575689809,0.3202510302027126,2,fftw,-694.916,138.31646156311035,theta-knl,1024,64,False,2,4
float,1024,-no-reorder, , ,-pencils,-r2c_dir 2,0.5044336840566918,0.38903345670741163,4,fftw,-475.792,140.36919593811035,theta-knl,1024,64,False,5,4
