c0,p0,p1,p2,p3,p4,p5,p6,p7,p8,p9,mpi_ranks,FLOPS,elapsed_sec,identifier,threads_per_node,ranks_per_node,gpu_enabled,libE_id,libE_workers
fftw,float,128,-reorder,-a2av,-p2p,-pencils,-r2c_dir 0,0.4431765527844457,0.903018630879212,0.6645916412686997,256,-58.6079,48.59839987754822,theta-knl,64,64,False,0,1
fftw,float,128,-no-reorder, , ,-pencils,-r2c_dir 1,0.0082445502522313,0.5156827553589598,0.5581624564804387,256,-59.1874,54.95718693733215,theta-knl,64,64,False,0,1
fftw,double,128,-no-reorder,-a2av,-p2p_pl,-slabs,-r2c_dir 2,0.8512034559116024,0.7126391404251164,0.1095291148160448,256,-15.4924,61.80311822891235,theta-knl,64,64,False,0,1
fftw,float,128,-reorder,-a2a,-p2p,-pencils,-r2c_dir 0,0.7042238148802102,0.6520444680022498,0.9339134786084288,256,-80.2131,68.07251071929932,theta-knl,64,64,False,0,1
fftw,float,128,-no-reorder,-a2a, ,-pencils,-r2c_dir 0,0.1152543899340284,0.2660136913633746,0.404958626667385,256,-9.5271,74.50733733177185,theta-knl,64,64,False,0,1
fftw,double,128,-reorder,-a2a, ,-slabs,-r2c_dir 1,0.3497881044938829,0.1893082779761565,0.0563232117414323,256,-15.918,80.92278552055359,theta-knl,64,64,False,0,1
fftw,float,128,-reorder, ,-p2p,-slabs,-r2c_dir 0,0.2304244190751457,0.0090993403255857,0.8785213324356352,256,1.0,98.48439621925354,theta-knl,64,64,False,0,1
fftw,double,128,-reorder,-a2av,-p2p_pl,-pencils,-r2c_dir 1,0.9208349944805646,0.2769237897389828,0.3329604227410734,256,-46.6299,105.26689863204956,theta-knl,64,64,False,0,1
fftw,double,128,-no-reorder,-a2a,-p2p,-slabs,-r2c_dir 2,0.9440300782175364,0.8495464777519586,0.5063547499619286,256,-12.7321,112.21917605400084,theta-knl,64,64,False,0,1
fftw,float,128,-reorder, , ,-pencils,-r2c_dir 0,0.7675504790211404,0.4467634761318066,0.397011408915577,256,-91.7352,118.47222828865053,theta-knl,64,64,False,0,1
fftw,double,128,-reorder,-a2a,-p2p,-slabs,-r2c_dir 0,0.142364767689959,0.5889513439642188,0.2127978356200857,256,-9.82778,125.06371212005617,theta-knl,64,64,False,0,1
fftw,double,128,-reorder,-a2av, ,-pencils,-r2c_dir 0,0.5165126417854197,0.9414949802936912,0.8212940605397688,256,-31.182,131.48599481582642,theta-knl,64,64,False,0,1
fftw,float,128,-reorder, ,-p2p_pl,-pencils,-r2c_dir 2,0.578229940007258,0.7576196437861129,0.75102341679286,256,-96.6422,137.7419490814209,theta-knl,64,64,False,0,1
fftw,double,128,-no-reorder, ,-p2p_pl,-pencils,-r2c_dir 1,0.2827331856120507,0.3523846965525666,0.7179001305067431,256,-31.4685,144.2490677833557,theta-knl,64,64,False,0,1
fftw,float,128,-reorder,-a2av,-p2p_pl,-pencils,-r2c_dir 2,0.6435532973436361,0.1143191593265327,0.1591903618802829,256,-80.2982,150.6864173412323,theta-knl,64,64,False,0,1
fftw,float,128,-reorder,-a2av,-p2p,-pencils,-r2c_dir 1,0.8802500299650123,0.7794187416596378,0.2249327721978648,256,-82.3333,240.9867925643921,theta-knl,64,64,False,0,1
fftw,double,128,-reorder,-a2av, ,-pencils,-r2c_dir 0,0.0650003810868971,0.417861621338737,0.1292418170774029,256,-25.1748,351.44811964035034,theta-knl,64,64,False,0,1
fftw,float,128,-reorder, ,-p2p_pl,-pencils,-r2c_dir 0,0.8934826150905857,0.5826459447715985,0.8130415560999418,256,-99.1934,466.8911955356598,theta-knl,64,64,False,0,1
fftw,double,128,-no-reorder, ,-p2p,-pencils,-r2c_dir 1,0.6472655204544858,0.5016443936704321,0.8404273101426478,256,-35.5948,582.8748097419739,theta-knl,64,64,False,0,1
fftw,double,128,-reorder,-a2a,-p2p,-pencils,-r2c_dir 1,0.0520351286176275,0.7686114936151196,0.8184326488936235,256,-31.7379,685.3383033275604,theta-knl,64,64,False,0,1
fftw,float,128,-reorder,-a2av,-p2p_pl,-pencils,-r2c_dir 0,0.4078533862707402,0.4959377963753149,0.8684521922941466,256,-59.8029,814.0959963798523,theta-knl,64,64,False,0,1
fftw,float,128,-no-reorder, ,-p2p_pl,-pencils,-r2c_dir 0,0.8348223576730529,0.6555694444613789,0.0375285419696562,256,-80.8457,947.6382040977478,theta-knl,64,64,False,0,1
fftw,float,128,-reorder,-a2a,-p2p,-pencils,-r2c_dir 1,0.6902240518436142,0.2114736632512323,0.5184689530800513,256,-57.0868,1086.714823961258,theta-knl,64,64,False,0,1
fftw,float,128,-no-reorder,-a2a,-p2p,-pencils,-r2c_dir 0,0.5276393975479153,0.5905857796924558,0.4670666380565006,256,-69.7391,1205.6330256462095,theta-knl,64,64,False,0,1
fftw,float,128,-reorder, , ,-pencils,-r2c_dir 0,0.5907571837264832,0.5860326011332679,0.8837612767934226,256,-73.8878,1311.8454654216766,theta-knl,64,64,False,0,1
