c0,p0,p1,p2,p3,p4,p5,p6,p7,p8,p9,mpi_ranks,FLOPS,elapsed_sec,identifier,threads_per_node,ranks_per_node,gpu_enabled,libE_id,libE_workers
fftw,float,128, ,-a2av,-p2p, ,-r2c_dir 0,0.4431765527844457,0.903018630879212,0.6645916412686997,256,-58.4643,79.61937069892883,theta-knl,64,64,False,0,1
fftw,float,128,-no-reorder, , ,-pencils,-r2c_dir 1,0.0082445502522313,0.5156827553589598,0.5581624564804387,256,-58.8461,85.90037083625793,theta-knl,64,64,False,0,1
fftw,double,128,-no-reorder,-a2av,-p2p_pl,-slabs,-r2c_dir 2,0.8512034559116024,0.7126391404251164,0.1095291148160448,256,-15.5271,92.8326485157013,theta-knl,64,64,False,0,1
fftw,float,128,-reorder,-a2a,-p2p, , ,0.7042238148802102,0.6520444680022498,0.9339134786084288,256,-78.7106,99.13663959503174,theta-knl,64,64,False,0,1
fftw,float,128,-no-reorder,-a2a, ,-pencils,-r2c_dir 0,0.1152543899340284,0.2660136913633746,0.404958626667385,256,-9.37512,105.705974817276,theta-knl,64,64,False,0,1
fftw,double,128, ,-a2a, ,-slabs,-r2c_dir 1,0.3497881044938829,0.1893082779761565,0.0563232117414323,256,-16.0778,112.06111168861388,theta-knl,64,64,False,0,1
fftw,float,128,-reorder, ,-p2p,-slabs, ,0.2304244190751457,0.0090993403255857,0.8785213324356352,256,1.0,129.75144863128662,theta-knl,64,64,False,0,1
fftw,double,128,-reorder,-a2av,-p2p_pl,-pencils,-r2c_dir 1,0.9208349944805646,0.2769237897389828,0.3329604227410734,256,-45.4004,135.9601490497589,theta-knl,64,64,False,0,1
fftw,double,128,-no-reorder,-a2a,-p2p,-slabs,-r2c_dir 2,0.9440300782175364,0.8495464777519586,0.5063547499619286,256,-12.6644,142.54209399223328,theta-knl,64,64,False,0,1
fftw,float,128, , , , ,-r2c_dir 0,0.7675504790211404,0.4467634761318066,0.397011408915577,256,-91.271,148.7592842578888,theta-knl,64,64,False,0,1
fftw,double,128, ,-a2a,-p2p,-slabs, ,0.142364767689959,0.5889513439642188,0.2127978356200857,256,-9.85804,155.3617646694183,theta-knl,64,64,False,0,1
fftw,double,128,-reorder,-a2av, ,-pencils, ,0.5165126417854197,0.9414949802936912,0.8212940605397688,256,-31.1457,161.9171941280365,theta-knl,64,64,False,0,1
fftw,float,128, , ,-p2p_pl,-pencils,-r2c_dir 2,0.578229940007258,0.7576196437861129,0.75102341679286,256,-92.2354,168.08023309707642,theta-knl,64,64,False,0,1
fftw,double,128,-no-reorder, ,-p2p_pl, ,-r2c_dir 1,0.2827331856120507,0.3523846965525666,0.7179001305067431,256,-31.5356,174.52064514160156,theta-knl,64,64,False,0,1
fftw,float,128,-reorder,-a2av,-p2p_pl, ,-r2c_dir 2,0.6435532973436361,0.1143191593265327,0.1591903618802829,256,-78.2186,180.7518434524536,theta-knl,64,64,False,0,1
fftw,float,128,-reorder, , ,-pencils,-r2c_dir 1,0.701000183917199,0.8305734052659383,0.0578347300438143,256,-61.9693,285.1965935230255,theta-knl,64,64,False,0,1
