p0,p1,p2,p3,p4,p5,p6,p7,p8,p9,c0,FLOPS,elapsed_sec,machine_identifier,mpi_ranks,ranks_per_node,gpu_enabled,libE_id,libE_workers
float,512, , , , , ,0.5,0.5,16,cufft,-234.126,7.255538702011108,polaris-gpu,8,4,True,2,4
float,512,-no-reorder, , , ,-r2c_dir 1,0.49575040214351573,0.8193757852967771,4,cufft,1.0,22.21081805229187,polaris-gpu,8,4,True,3,4
float,512, , ,-p2p_pl,-slabs, ,0.6114410055025455,0.6304069166531082,8,cufft,-391.657,6.803774833679199,polaris-gpu,8,4,True,4,4
float,512, ,-a2a,-p2p_pl,-slabs, ,0.49900984861417486,0.2794136535792422,2,cufft,-532.614,6.703625917434692,polaris-gpu,8,4,True,5,4
float,512,-reorder,-a2av,-p2p_pl,-pencils,-r2c_dir 2,0.7173464711372233,0.9313765993266238,12,cufft,1.0,27.08452582359314,polaris-gpu,8,4,True,4,4
double,512,-reorder,-a2av,-p2p,-pencils,-r2c_dir 2,0.7848345640221458,0.37364990283001664,2,cufft,1.0,28.314260244369507,polaris-gpu,8,4,True,2,4
float,512, , , ,-pencils, ,0.9002276710121454,0.7980805768877473,8,cufft,-338.592,12.545410871505737,polaris-gpu,8,4,True,5,4
double,512, ,-a2a, , , ,0.4496067797382498,0.6987246591983302,2,cufft,-243.516,18.179299354553223,polaris-gpu,8,4,True,5,4
double,512, , ,-p2p,-slabs, ,0.5799857735643784,0.5358964381181366,2,cufft,-304.275,23.49770188331604,polaris-gpu,8,4,True,5,4
float,512, , ,-p2p_pl,-slabs, ,0.21492741797045545,0.4415850107324587,16,cufft,-867.2,26.235410928726196,polaris-gpu,8,4,True,3,4
double,512, , , ,-slabs,-r2c_dir 2,0.4989614314691524,0.4040080578111418,2,cufft,1.0,44.83313822746277,polaris-gpu,8,4,True,5,4
float,512,-reorder, ,-p2p_pl,-slabs, ,0.3959652334600069,0.35251355748615754,2,cufft,-348.79,32.02576398849487,polaris-gpu,8,4,True,3,4
float,512, , ,-p2p_pl,-slabs, ,0.04361353350862385,0.44293993011155675,16,cufft,-769.634,31.96817922592163,polaris-gpu,8,4,True,2,4
double,512, , ,-p2p_pl,-slabs, ,0.4277041777618499,0.42438770554691896,4,cufft,-507.53,33.607622146606445,polaris-gpu,8,4,True,4,4
float,512, ,-a2a,-p2p_pl,-slabs, ,0.3723972336869864,0.20741864666848675,16,cufft,-1028.76,35.89750123023987,polaris-gpu,8,4,True,2,4
float,512, , ,-p2p_pl, , ,0.07682890085747207,0.48472261745976564,16,cufft,-825.686,37.35698199272156,polaris-gpu,8,4,True,3,4
float,512, ,-a2av,-p2p_pl,-slabs, ,0.10912692958682702,0.4520870455987356,16,cufft,-867.01,38.74559760093689,polaris-gpu,8,4,True,2,4
float,512,-no-reorder,-a2a,-p2p_pl,-slabs, ,0.06756098948194755,0.004604726179211149,16,cufft,-729.043,40.18207573890686,polaris-gpu,8,4,True,3,4
float,512, ,-a2a,-p2p_pl,-pencils, ,0.24716307484142053,0.17099842541750154,16,cufft,-775.604,41.57132077217102,polaris-gpu,8,4,True,2,4
float,512, ,-a2a,-p2p_pl,-slabs,-r2c_dir 1,0.11732134355968393,0.9888871816172583,16,cufft,1.0,60.282203674316406,polaris-gpu,8,4,True,3,4
float,512, ,-a2a, ,-slabs, ,0.031398112363792974,0.19669644847712364,16,cufft,-497.411,44.61274480819702,polaris-gpu,8,4,True,2,4
double,512,-no-reorder,-a2av,-p2p_pl, ,-r2c_dir 2,0.21520102185008638,0.43638800507342523,16,cufft,1.0,63.04002356529236,polaris-gpu,8,4,True,4,4
double,512,-no-reorder,-a2a,-p2p,-pencils, ,0.28950888520460016,0.37210077278414333,16,cufft,-340.181,49.06867265701294,polaris-gpu,8,4,True,2,4
float,512,-reorder,-a2av,-p2p_pl, , ,0.1084595348553995,0.26831687089113976,16,cufft,-841.43,50.722646713256836,polaris-gpu,8,4,True,5,4
double,512, ,-a2av,-p2p_pl,-slabs, ,0.20673197802612442,0.6445319323470358,16,cufft,-326.596,53.70183801651001,polaris-gpu,8,4,True,2,4
float,512, ,-a2av,-p2p_pl,-slabs, ,0.16892363303398306,0.06278087836383717,16,cufft,-754.003,55.5137574672699,polaris-gpu,8,4,True,5,4
