,FLOPS,c0,elapsed_sec,gpu_enabled,libE_id,libE_workers,mpi_ranks,p0,p1x,p1y,p1z,p2,p3,p4,p5,p6,p7,p8,p9,ranks_per_node,threads_per_node
0,-1911.96,cufft,1431.1339826583862,True,3,4,32,float,256,512,512,-reorder,-a2av,-p2p_pl,-pencils,-r2c_dir 0,2 2 8,4 8 1,2,4,64
1,-1906.29,cufft,1447.5943615436554,True,2,4,32,float,256,512,512,-reorder,-a2a,-p2p_pl, , ,2 2 8,4 8 1,2,4,64
2,-1902.52,cufft,1450.0034668445587,True,2,4,32,float,256,512,512,-reorder,-a2av,-p2p_pl, , ,2 2 8,4 8 1,2,4,64
3,-1881.46,cufft,1431.1248679161072,True,2,4,32,float,256,512,512,-reorder,-a2a,-p2p_pl, , ,2 2 8,4 8 1,8,4,64
4,-1875.83,cufft,1488.863970994949,True,4,4,32,float,256,512,512,-reorder,-a2a,-p2p_pl,-pencils, ,2 2 8,4 8 1,4,4,64
5,-1875.08,cufft,1362.256208896637,True,3,4,32,float,256,512,512,-reorder,-a2av,-p2p_pl,-pencils, ,2 2 8,4 8 1,8,4,64
6,-1872.03,cufft,1351.795578956604,True,2,4,32,float,256,512,512,-reorder, ,-p2p_pl,-pencils, ,2 2 8,4 8 1,4,4,64
7,-1871.1,cufft,1402.9614191055298,True,3,4,32,float,256,512,512,-reorder, ,-p2p_pl,-pencils,-r2c_dir 0,2 2 8,4 8 1,12,4,64
8,-1868.77,cufft,1372.6827087402344,True,2,4,32,float,256,512,512,-reorder,-a2a,-p2p_pl, ,-r2c_dir 0,2 2 8,4 8 1,8,4,64
9,-1868.75,cufft,1494.7824149131775,True,2,4,32,float,256,512,512,-reorder,-a2a,-p2p_pl, , ,2 2 8,4 8 1,12,4,64
10,-1867.26,cufft,1459.4289898872375,True,4,4,32,float,256,512,512,-reorder,-a2a,-p2p_pl,-pencils, ,2 2 8,4 8 1,16,4,64
11,-1866.88,cufft,1434.6401755809784,True,3,4,32,float,256,512,512,-reorder, ,-p2p_pl,-pencils,-r2c_dir 0,2 2 8,4 8 1,8,4,64
