,FLOPS,c0,elapsed_sec,gpu_enabled,libE_id,libE_workers,mpi_ranks,p0,p1x,p1y,p1z,p2,p3,p4,p5,p6,p7,p8,p9,ranks_per_node,threads_per_node
12,-1866.79,cufft,1465.3029050827026,True,4,4,32,float,256,512,512,-reorder,-a2av,-p2p_pl, ,-r2c_dir 0,2 2 8,4 8 1,16,4,64
13,-1864.96,cufft,1374.992460489273,True,2,4,32,float,256,512,512,-reorder, ,-p2p_pl,-pencils,-r2c_dir 0,2 2 8,4 8 1,16,4,64
14,-1864.83,cufft,1485.3148601055143,True,2,4,32,float,256,512,512,-reorder,-a2av,-p2p_pl, , ,2 2 8,4 8 1,16,4,64
15,-1864.48,cufft,1388.982628822327,True,2,4,32,float,256,512,512,-reorder, ,-p2p_pl, ,-r2c_dir 0,2 2 8,4 8 1,16,4,64
16,-1863.62,cufft,1479.4200031757357,True,2,4,32,float,256,512,512,-reorder,-a2av,-p2p_pl,-pencils, ,2 2 8,4 8 1,16,4,64
17,-1863.07,cufft,1434.6228306293488,True,2,4,32,float,256,512,512,-reorder, ,-p2p_pl,-pencils, ,2 2 8,4 8 1,12,4,64
18,-1862.37,cufft,1444.1669981479645,True,2,4,32,float,256,512,512,-reorder,-a2a,-p2p_pl,-pencils,-r2c_dir 0,2 2 8,4 8 1,8,4,64
19,-1859.11,cufft,1034.0398819446564,True,5,4,32,float,256,512,512,-reorder,-a2a,-p2p_pl,-pencils,-r2c_dir 0,2 2 8,4 8 1,12,4,64
20,-1856.37,cufft,1482.9699594974518,True,2,4,32,float,256,512,512,-reorder, ,-p2p_pl, ,-r2c_dir 0,2 2 8,4 8 1,12,4,64
21,-1850.24,cufft,1488.8208560943604,True,2,4,32,float,256,512,512,-reorder,-a2a,-p2p_pl, ,-r2c_dir 0,2 2 8,4 8 1,16,4,64
22,-1849.02,cufft,1341.293121099472,True,2,4,32,float,256,512,512,-reorder, ,-p2p_pl, , ,2 2 8,4 8 1,16,4,64
23,-1840.65,cufft,1369.2523276805878,True,2,4,32,float,256,512,512,-reorder,-a2av,-p2p_pl,-pencils, ,2 2 8,4 8 1,12,4,64
24,-1840.35,cufft,1441.748218536377,True,2,4,32,float,256,512,512,-reorder,-a2av,-p2p_pl, ,-r2c_dir 0,2 2 8,4 8 1,12,4,64
25,-1716.08,cufft,1392.540373325348,True,2,4,32,float,256,512,512,-reorder,-a2a, , , ,2 2 8,4 8 1,2,4,64
26,-1698.99,cufft,1351.7658894062042,True,3,4,32,float,256,512,512, ,-a2a,-p2p_pl, , ,2 2 8,4 8 1,2,4,64
27,-1694.31,cufft,1298.258896112442,True,3,4,32,float,256,512,512,-no-reorder, ,-p2p_pl,-pencils, ,2 2 8,4 8 1,2,4,64
28,-1693.72,cufft,1358.7680361270905,True,2,4,32,float,256,512,512,-no-reorder,-a2a,-p2p_pl,-pencils, ,2 2 8,4 8 1,2,4,64
29,-1692.65,cufft,1399.4929404258728,True,3,4,32,float,256,512,512,-no-reorder,-a2a,-p2p_pl, , ,2 2 8,4 8 1,2,4,64
30,-1690.34,cufft,1005.8561227321624,True,2,4,32,float,256,512,512, ,-a2av,-p2p_pl,-pencils,-r2c_dir 0,2 2 8,4 8 1,2,4,64
31,-1688.32,cufft,1424.064114332199,True,3,4,32,float,256,512,512,-reorder,-a2a, , ,-r2c_dir 0,2 2 8,4 8 1,8,4,64
32,-1685.2,cufft,1000.166464328766,True,2,4,32,float,256,512,512, , ,-p2p_pl,-pencils,-r2c_dir 0,2 2 8,4 8 1,2,4,64
33,-1680.87,cufft,1355.2441115379331,True,2,4,32,float,256,512,512,-no-reorder,-a2av,-p2p_pl,-pencils, ,2 2 8,4 8 1,8,4,64
34,-1679.38,cufft,1438.210574388504,True,2,4,32,float,256,512,512,-no-reorder,-a2a,-p2p_pl, ,-r2c_dir 0,2 2 8,4 8 1,4,4,64
35,-1676.76,cufft,1324.9989240169523,True,3,4,32,float,256,512,512, ,-a2a,-p2p_pl,-pencils,-r2c_dir 0,2 2 8,4 8 1,12,4,64
36,-1676.66,cufft,1506.5861177444458,True,2,4,32,float,256,512,512,-no-reorder, ,-p2p_pl,-pencils,-r2c_dir 0,2 2 8,4 8 1,4,4,64
37,-1675.53,cufft,1344.8260033130646,True,2,4,32,float,256,512,512,-reorder,-a2a, ,-pencils,-r2c_dir 0,2 2 8,4 8 1,8,4,64
38,-1674.61,cufft,1427.632295370102,True,2,4,32,float,256,512,512, ,-a2a,-p2p_pl,-pencils, ,2 2 8,4 8 1,2,4,64
39,-1674.16,cufft,1459.4445159435272,True,2,4,32,float,256,512,512,-reorder,-a2a, , , ,2 2 8,4 8 1,8,4,64
40,-1673.2,cufft,1372.699095249176,True,4,4,32,float,256,512,512, , ,-p2p_pl,-pencils, ,2 2 8,4 8 1,4,4,64
41,-1673.1,cufft,1424.0650210380554,True,2,4,32,float,256,512,512, ,-a2av,-p2p_pl, ,-r2c_dir 0,2 2 8,4 8 1,2,4,64
42,-1672.36,cufft,1365.7314970493317,True,3,4,32,float,256,512,512,-no-reorder, ,-p2p_pl, ,-r2c_dir 0,2 2 8,4 8 1,4,4,64
43,-1672.18,cufft,1416.995573759079,True,2,4,32,float,256,512,512, ,-a2av,-p2p_pl, , ,2 2 8,4 8 1,4,4,64
44,-1670.96,cufft,978.6055643558502,True,3,4,32,float,256,512,512, , ,-p2p_pl,-pencils, ,2 2 8,4 8 1,16,4,64
45,-1670.74,cufft,992.2230520248412,True,2,4,32,float,256,512,512, , ,-p2p_pl,-pencils,-r2c_dir 0,2 2 8,4 8 1,16,4,64
46,-1669.57,cufft,1365.8249773979187,True,2,4,32,float,256,512,512,-reorder,-a2a, , , ,2 2 8,4 8 1,16,4,64
47,-1668.94,cufft,1339.059852361679,True,2,4,32,float,256,512,512,-reorder,-a2a, ,-pencils,-r2c_dir 0,2 2 8,4 8 1,12,4,64
48,-1668.43,cufft,1467.6196806430817,True,2,4,32,float,256,512,512,-no-reorder,-a2av,-p2p_pl,-pencils,-r2c_dir 0,2 2 8,4 8 1,12,4,64
49,-1667.7,cufft,1441.6854803562164,True,4,4,32,float,256,512,512,-no-reorder,-a2a,-p2p_pl,-pencils, ,2 2 8,4 8 1,8,4,64
50,-1666.71,cufft,1506.626960515976,True,4,4,32,float,256,512,512, , ,-p2p_pl,-pencils,-r2c_dir 0,2 2 8,4 8 1,8,4,64
51,-1666.71,cufft,1013.9418303966522,True,5,4,32,float,256,512,512, , ,-p2p_pl,-pencils,-r2c_dir 0,2 2 8,4 8 1,12,4,64
52,-1666.5,cufft,1402.9602110385897,True,2,4,32,float,256,512,512,-no-reorder,-a2a,-p2p_pl,-pencils, ,2 2 8,4 8 1,4,4,64
53,-1666.28,cufft,1392.471242904663,True,3,4,32,float,256,512,512, ,-a2av,-p2p_pl, , ,2 2 8,4 8 1,8,4,64
54,-1665.96,cufft,1491.2732346057892,True,2,4,32,float,256,512,512,-reorder,-a2a, ,-pencils,-r2c_dir 0,2 2 8,4 8 1,16,4,64
55,-1664.91,cufft,1385.4886438846588,True,3,4,32,float,256,512,512, ,-a2a,-p2p_pl,-pencils,-r2c_dir 0,2 2 8,4 8 1,4,4,64
56,-1664.29,cufft,1333.202043056488,True,2,4,32,float,256,512,512, ,-a2a,-p2p_pl, ,-r2c_dir 0,2 2 8,4 8 1,16,4,64
57,-1663.4,cufft,1503.0997104644775,True,2,4,32,float,256,512,512,-no-reorder, ,-p2p_pl,-pencils, ,2 2 8,4 8 1,16,4,64
58,-1662.81,cufft,1420.4829106330872,True,3,4,32,float,256,512,512,-no-reorder,-a2av,-p2p_pl, , ,2 2 8,4 8 1,4,4,64
59,-1662.6,cufft,1471.134160041809,True,2,4,32,float,256,512,512, , ,-p2p_pl,-pencils, ,2 2 8,4 8 1,8,4,64
60,-1662.59,cufft,1355.2536869049072,True,3,4,32,float,256,512,512,-no-reorder, ,-p2p_pl, ,-r2c_dir 0,2 2 8,4 8 1,16,4,64
61,-1661.96,cufft,1338.9484708309174,True,3,4,32,float,256,512,512, ,-a2av,-p2p_pl, ,-r2c_dir 0,2 2 8,4 8 1,12,4,64
62,-1661.5,cufft,1453.556697845459,True,2,4,32,float,256,512,512, ,-a2a,-p2p_pl, , ,2 2 8,4 8 1,12,4,64
63,-1661.38,cufft,1483.0114855766296,True,4,4,32,float,256,512,512, ,-a2av,-p2p_pl,-pencils, ,2 2 8,4 8 1,16,4,64
64,-1660.84,cufft,1322.6575574874878,True,3,4,32,float,256,512,512, ,-a2a,-p2p_pl,-pencils, ,2 2 8,4 8 1,16,4,64
65,-1658.77,cufft,1327.3671860694883,True,3,4,32,float,256,512,512, ,-a2a,-p2p_pl,-pencils, ,2 2 8,4 8 1,12,4,64
66,-1657.01,cufft,682.92231798172,True,5,4,32,float,256,512,512,-reorder, ,-p2p_pl,-pencils, ,2 2 8,16 2 1,16,4,64
67,-1656.57,cufft,1413.4700422286987,True,2,4,32,float,256,512,512, ,-a2a,-p2p_pl, ,-r2c_dir 0,2 2 8,4 8 1,8,4,64
68,-1655.73,cufft,1417.0155050754547,True,3,4,32,float,256,512,512, , ,-p2p_pl, , ,2 2 8,4 8 1,12,4,64
69,-1654.62,cufft,1344.774833202362,True,3,4,32,float,256,512,512,-no-reorder,-a2a,-p2p_pl,-pencils, ,2 2 8,4 8 1,16,4,64
70,-1631.01,cufft,1509.0342195034027,True,2,4,32,float,256,512,512,-no-reorder, ,-p2p_pl,-pencils,-r2c_dir 0,2 2 8,4 8 1,16,4,64
71,-1616.27,cufft,1413.4874289035797,True,3,4,32,float,256,512,512,-reorder, ,-p2p, ,-r2c_dir 0,2 2 8,4 8 1,12,4,64
72,-1608.97,cufft,1494.7593998908997,True,4,4,32,float,256,512,512,-reorder, ,-p2p,-pencils, ,2 2 8,4 8 1,12,4,64
73,-1605.01,cufft,1318.0759060382843,True,3,4,32,float,256,512,512,-reorder, ,-p2p,-pencils, ,2 2 8,4 8 1,8,4,64
74,-1596.85,cufft,1333.202569246292,True,3,4,32,float,256,512,512,-reorder,-a2a,-p2p,-pencils,-r2c_dir 0,2 2 8,4 8 1,12,4,64
75,-1591.33,cufft,1500.6616249084473,True,4,4,32,float,256,512,512,-reorder, ,-p2p, , ,2 2 8,4 8 1,12,4,64
76,-1582.78,cufft,1427.5915558338163,True,3,4,32,float,256,512,512,-reorder,-a2a,-p2p,-pencils,-r2c_dir 0,2 2 8,4 8 1,8,4,64
77,-1549.78,cufft,1461.7453501224518,True,2,4,32,float,256,512,512,-reorder,-a2av,-p2p, , ,2 2 8,4 8 1,12,4,64
78,-1532.89,cufft,1362.3499357700348,True,2,4,32,float,256,512,512,-no-reorder,-a2a, ,-pencils,-r2c_dir 0,2 2 8,4 8 1,2,4,64
79,-1530.99,cufft,1358.822104215622,True,3,4,32,float,256,512,512,-reorder,-a2av,-p2p,-pencils, ,2 2 8,4 8 1,16,4,64
80,-1529.67,cufft,1410.1576013565063,True,3,4,32,float,256,512,512,-reorder, ,-p2p_pl,-pencils,-r2c_dir 0,2 2 8,4 8 1,4,4,64
81,-1516.94,cufft,1477.140805721283,True,4,4,32,float,256,512,512,-no-reorder,-a2a, ,-pencils,-r2c_dir 0,2 2 8,4 8 1,8,4,64
82,-1513.15,cufft,1477.2033553123474,True,2,4,32,float,256,512,512,-no-reorder,-a2a, ,-pencils,-r2c_dir 0,2 2 8,4 8 1,4,4,64
83,-1450.13,cufft,1302.5488262176514,True,3,4,32,float,256,512,512,-no-reorder, ,-p2p,-pencils,-r2c_dir 0,2 2 8,4 8 1,12,4,64
84,-1448.24,cufft,1455.9609851837158,True,2,4,32,float,256,512,512,-reorder,-a2av,-p2p_pl,-pencils,-r2c_dir 1,2 2 8,4 8 1,2,4,64
85,-1447.88,cufft,1395.95063996315,True,2,4,32,float,256,512,512, ,-a2a,-p2p, ,-r2c_dir 0,2 2 8,4 8 1,4,4,64
86,-1446.73,cufft,1038.3944437503817,True,5,4,32,float,256,512,512,-reorder, ,-p2p_pl,-pencils,-r2c_dir 1,2 2 8,4 8 1,8,4,64
87,-1442.47,cufft,1399.4870789051056,True,2,4,32,float,256,512,512, ,-a2a,-p2p, , ,2 2 8,4 8 1,2,4,64
88,-1436.01,cufft,1009.4408507347108,True,2,4,32,float,256,512,512, , ,-p2p_pl,-pencils,-r2c_dir 1,2 2 8,4 8 1,4,4,64
89,-1435.38,cufft,1025.2377879619598,True,2,4,32,float,256,512,512, , ,-p2p_pl, ,-r2c_dir 1,2 2 8,4 8 1,8,4,64
90,-1429.22,cufft,1320.3916492462158,True,3,4,32,float,256,512,512,-no-reorder, ,-p2p,-pencils,-r2c_dir 0,2 2 8,4 8 1,2,4,64
91,-1426.88,cufft,1447.636501312256,True,4,4,32,float,256,512,512,-no-reorder,-a2av,-p2p, ,-r2c_dir 0,2 2 8,4 8 1,8,4,64
92,-1420.57,cufft,1315.8256285190582,True,3,4,32,float,256,512,512,-no-reorder,-a2a,-p2p_pl,-pencils,-r2c_dir 1,2 2 8,4 8 1,16,4,64
93,-1411.54,cufft,1385.5178899765017,True,2,4,32,float,256,512,512, ,-a2av,-p2p, ,-r2c_dir 0,2 2 8,4 8 1,2,4,64
94,-1404.37,cufft,1410.052418231964,True,2,4,32,float,256,512,512,-reorder,-a2av,-p2p_pl,-pencils,-r2c_dir 1,2 2 8,4 8 1,8,4,64
95,-1340.64,cufft,1406.4651656150818,True,3,4,32,double,256,512,512,-reorder, ,-p2p_pl,-pencils, ,2 2 8,4 8 1,8,4,64
96,-1327.94,cufft,1388.9820683002472,True,3,4,32,double,256,512,512,-reorder,-a2av,-p2p_pl,-pencils,-r2c_dir 0,2 2 8,4 8 1,8,4,64
97,-1299.93,cufft,1473.6647670269012,True,2,4,32,float,256,512,512,-no-reorder,-a2av,-p2p_pl, ,-r2c_dir 1,2 2 8,4 8 1,16,4,64
0,-2750.16,cufft,283.82948327064514,True,0,1,32,float,256,512,512,-reorder,-a2av,-p2p_pl,-pencils,-r2c_dir 2,8 4 1,8 1 4,8,4,4
1,-2208.28,cufft,35.857568979263306,True,0,1,32,float,256,512,512, ,-a2a,-p2p_pl, ,-r2c_dir 2,2 16 1,8 2 2,12,4,4
2,-1989.59,cufft,31.07002568244934,True,0,1,32,float,256,512,512,-reorder,-a2a,-p2p, ,-r2c_dir 1,8 2 2,4 8 1,16,4,4
3,-1957.64,cufft,38.08850073814392,True,0,1,32,float,256,512,512,-no-reorder, ,-p2p_pl,-pencils,-r2c_dir 0,2 4 4,1 4 8,4,4,4
4,-1860.17,cufft,448.585422039032,True,0,1,32,double,256,512,512,-no-reorder, , , ,-r2c_dir 2,32 1 1,1 1 32,16,4,4
5,-1818.74,cufft,40.34420394897461,True,0,1,32,float,256,512,512, , ,-p2p_pl, ,-r2c_dir 0,2 2 8,4 4 2,4,4,4
6,-1787.02,cufft,574.1885902881622,True,0,1,32,float,256,512,512,-reorder, , ,-slabs,-r2c_dir 2,8 4 1,4 8 1,8,4,4
7,-1778.39,cufft,121.4360773563385,True,0,1,32,float,256,512,512, ,-a2a,-p2p_pl, ,-r2c_dir 1,2 16 1,16 1 2,4,4,4
8,-1713.85,cufft,323.74343633651733,True,0,1,32,float,256,512,512,-reorder,-a2a,-p2p_pl, ,-r2c_dir 1,8 4 1,4 4 2,16,4,4
9,-1665.03,cufft,663.2403428554535,True,0,1,32,float,256,512,512, ,-a2a,-p2p_pl,-pencils,-r2c_dir 2,8 1 4,8 2 2,4,4,4
10,-1559.99,cufft,80.9280035495758,True,0,1,32,float,256,512,512,-reorder,-a2av, ,-pencils,-r2c_dir 2,2 4 4,4 4 2,4,4,4
11,-1486.43,cufft,533.26300740242,True,0,1,32,double,256,512,512, ,-a2a,-p2p,-pencils,-r2c_dir 0,2 16 1,1 1 32,16,4,4
12,-1365.13,cufft,364.4539813995361,True,0,1,32,float,256,512,512, ,-a2a,-p2p,-slabs,-r2c_dir 1,4 4 2,2 2 8,8,4,4
0,-1607.85,cufft,39.85463380813599,True,4,4,32,float,256,512,512,-no-reorder,-a2a, ,-pencils,-r2c_dir 2,4 4 2,1 4 8,4,4,64
1,-1591.04,cufft,39.39302372932434,True,3,4,32,float,256,512,512,-reorder, ,-p2p_pl, , ,2 4 4,4 2 4,12,4,64
2,-1546.58,cufft,29.65872311592102,True,2,4,32,float,256,512,512,-no-reorder, ,-p2p_pl, ,-r2c_dir 2,4 4 2,1 8 4,4,4,64
3,-1516.91,cufft,51.58157920837402,True,5,4,32,float,256,512,512, ,-a2av,-p2p_pl,-pencils,-r2c_dir 0,8 4 1,2 8 2,6,4,64
4,-1426.62,cufft,23.917689323425293,True,3,4,32,float,256,512,512,-reorder,-a2av, ,-slabs, ,4 4 2,8 4 1,4,4,64
