p0,p1x,p1y,p1z,p2,p3,p4,p5,p6,p7,p8,p9,p7_float,p8_float,p9_float,c0,FLOPS,elapsed_sec,machine_identifier,mpi_ranks,threads_per_node,ranks_per_node,gpu_enabled,libE_id,libE_workers
float,256,256,256, , , , , ,8 2 2,8 2 2,8,0.2,0.2,0.5,cufft,1.0,37.16086506843567,polaris-gpu,32,64,4,True,2,4
float,256,256,256,-no-reorder, , , ,-r2c_dir 1,8 4 1,4 4 2,8,0.15,0.35,0.5,cufft,1.0,37.16904854774475,polaris-gpu,32,64,4,True,3,4
double,256,256,256,-no-reorder,-a2a, ,-pencils, ,8 2 2,16 2 1,12,0.2,0.05,0.75,cufft,1.0,37.11432647705078,polaris-gpu,32,64,4,True,4,4
double,256,256,256,-reorder,-a2a,-p2p,-slabs,-r2c_dir 0,4 4 2,16 2 1,2,0.35,0.05,0.0,cufft,1.0,37.16486525535584,polaris-gpu,32,64,4,True,5,4
double,256,256,256, ,-a2a, ,-pencils,-r2c_dir 0,2 4 4,2 4 4,12,0.6,0.6,0.75,cufft,-107.998,39.962156772613525,polaris-gpu,32,64,4,True,2,4
double,256,256,256, , , ,-slabs,-r2c_dir 0,8 2 2,8 4 1,16,0.2,0.15,1.0,cufft,-137.833,41.89950680732727,polaris-gpu,32,64,4,True,3,4
double,256,256,256,-reorder,-a2av,-p2p_pl, ,-r2c_dir 0,8 2 2,32 1 1,12,0.2,0.0,0.75,cufft,1.0,71.99700212478638,polaris-gpu,32,64,4,True,4,4
double,256,256,256,-reorder,-a2av,-p2p_pl,-slabs,-r2c_dir 0,8 4 1,4 4 2,16,0.15,0.35,1.0,cufft,1.0,71.58971834182739,polaris-gpu,32,64,4,True,5,4
float,256,256,256, ,-a2a, ,-slabs,-r2c_dir 0,4 4 2,2 4 4,12,0.35,0.6,0.75,cufft,-93.4637,43.42712807655335,polaris-gpu,32,64,4,True,2,4
double,256,256,256, ,-a2a,-p2p,-slabs,-r2c_dir 0,8 2 2,4 4 2,16,0.2,0.35,1.0,cufft,-112.804,45.258849143981934,polaris-gpu,32,64,4,True,3,4
double,256,256,256, , , , ,-r2c_dir 0,2 4 4,2 4 4,16,0.6,0.6,1.0,cufft,1.0,76.46928310394287,polaris-gpu,32,64,4,True,2,4
double,256,256,256, ,-a2a,-p2p_pl,-slabs, ,8 2 2,2 4 4,16,0.2,0.6,1.0,cufft,-139.242,48.62009072303772,polaris-gpu,32,64,4,True,3,4
double,256,256,256, ,-a2a,-p2p_pl,-slabs,-r2c_dir 2,2 4 4,2 4 4,16,0.6,0.6,1.0,cufft,1.0,81.65625357627869,polaris-gpu,32,64,4,True,3,4
double,256,256,256, ,-a2a, ,-pencils,-r2c_dir 0,8 2 2,2 4 4,16,0.2,0.6,1.0,cufft,-105.388,75.14475083351135,polaris-gpu,32,64,4,True,4,4
