p0,p1,p2,p3,p4,p5,p6,p7,p8,p9,p7_float,p8_float,p9_float,c0,FLOPS,elapsed_sec,machine_identifier,mpi_ranks,threads_per_node,ranks_per_node,gpu_enabled,libE_id,libE_workers
double,1400,-reorder,-a2av,-p2p_pl,-pencils,-r2c_dir 1,64 1 1,8 8 1,2,0.0,0.2222222222222222,0.0,fftw,1.0,337.1821086406708,theta-knl,64,256,64,False,2,4
float,1400,-reorder, ,-p2p_pl,-pencils,-r2c_dir 1,64 1 1,16 4 1,2,0.0,0.1111111111111111,0.0,fftw,-77.7275,137.1061131954193,theta-knl,64,256,64,False,3,4
float,1400,-reorder, ,-p2p_pl,-slabs,-r2c_dir 1,64 1 1,32 2 1,4,0.0,0.037037037037037,1.0,fftw,-76.9959,137.3551561832428,theta-knl,64,256,64,False,4,4
float,1400,-reorder,-a2a,-p2p_pl,-slabs,-r2c_dir 1,64 1 1,64 1 1,4,0.0,0.0,1.0,fftw,-76.2741,137.61243629455566,theta-knl,64,256,64,False,5,4
float,1400,-reorder,-a2av,-p2p_pl,-pencils,-r2c_dir 1,64 1 1,64 1 1,4,0.0,0.0,1.0,fftw,-77.0508,246.70418739318848,theta-knl,64,256,64,False,3,4
float,1400,-reorder,-a2a,-p2p_pl,-slabs,-r2c_dir 1,64 1 1,64 1 1,2,0.0,0.0,0.0,fftw,-78.0765,258.45575618743896,theta-knl,64,256,64,False,4,4
float,1400,-reorder, ,-p2p_pl,-pencils,-r2c_dir 1,64 1 1,64 1 1,4,0.0,0.0,1.0,fftw,-75.1566,260.9545052051544,theta-knl,64,256,64,False,5,4
float,1400,-reorder,-a2av,-p2p_pl,-pencils,-r2c_dir 1,64 1 1,4 4 4,2,0.0,0.4444444444444444,0.0,fftw,-77.9303,356.9563093185425,theta-knl,64,256,64,False,3,4
float,1400,-reorder,-a2av,-p2p_pl,-slabs,-r2c_dir 1,64 1 1,16 4 1,2,0.0,0.1111111111111111,0.0,fftw,-75.1709,370.3076922893524,theta-knl,64,256,64,False,4,4
float,1400,-reorder,-a2a,-p2p_pl,-pencils,-r2c_dir 1,64 1 1,16 2 2,2,0.0,0.1481481481481481,0.0,fftw,-78.7081,378.25408411026,theta-knl,64,256,64,False,5,4
