p0,p1x,p1y,p1z,p2,p3,p4,p5,p6,p7,p8,p9,c0,FLOPS,elapsed_sec,machine_identifier,mpi_ranks,threads_per_node,ranks_per_node,gpu_enabled,libE_id,libE_workers
float,256,256,256,-no-reorder,-a2a, , ,-r2c_dir 0,2 1 4,1 8 1,4,cufft,-496.16,7.827578067779541,polaris-gpu,8,64,4,True,4,4
float,256,256,256, , , , , ,2 2 2,2 2 2,16,cufft,-245.034,7.888322830200195,polaris-gpu,8,64,4,True,2,4
float,256,256,256, ,-a2av,-p2p,-slabs,-r2c_dir 0,2 2 2,1 1 8,12,cufft,1.0,37.255492210388184,polaris-gpu,8,64,4,True,5,4
float,256,256,256,-no-reorder, , , ,-r2c_dir 1,4 2 1,1 4 2,2,cufft,1.0,37.268288373947144,polaris-gpu,8,64,4,True,3,4
double,256,256,256,-reorder,-a2a,-p2p_pl,-pencils,-r2c_dir 1,4 2 1,2 1 4,8,cufft,1.0,40.173426389694214,polaris-gpu,8,64,4,True,2,4
float,256,256,256, ,-a2a, ,-pencils,-r2c_dir 0,1 8 1,2 2 2,2,cufft,1.0,41.84033560752869,polaris-gpu,8,64,4,True,4,4
float,256,256,256,-no-reorder,-a2a,-p2p_pl, ,-r2c_dir 0,2 1 4,4 2 1,4,cufft,-639.086,42.76723623275757,polaris-gpu,8,64,4,True,2,4
double,256,256,256,-no-reorder,-a2a, , ,-r2c_dir 0,2 1 4,1 4 2,16,cufft,-116.023,44.83161950111389,polaris-gpu,8,64,4,True,4,4
float,256,256,256,-no-reorder,-a2a, , ,-r2c_dir 0,2 1 4,8 1 1,2,cufft,-365.355,46.406447410583496,polaris-gpu,8,64,4,True,2,4
float,256,256,256,-no-reorder,-a2a,-p2p_pl, ,-r2c_dir 0,2 1 4,1 8 1,16,cufft,-513.12,48.18478536605835,polaris-gpu,8,64,4,True,4,4
double,256,256,256,-no-reorder,-a2a,-p2p_pl, ,-r2c_dir 0,2 1 4,1 1 8,4,cufft,-311.347,50.08882546424866,polaris-gpu,8,64,4,True,2,4
float,256,256,256,-no-reorder,-a2a, , ,-r2c_dir 0,2 1 4,1 4 2,4,cufft,-201.816,52.05273127555847,polaris-gpu,8,64,4,True,4,4
float,256,256,256,-no-reorder,-a2av,-p2p_pl, ,-r2c_dir 2,2 1 4,2 2 2,4,cufft,-376.948,53.872004985809326,polaris-gpu,8,64,4,True,2,4
float,256,256,256,-no-reorder,-a2a,-p2p_pl,-pencils,-r2c_dir 0,2 1 4,1 2 4,4,cufft,-436.068,57.508878231048584,polaris-gpu,8,64,4,True,2,4
float,256,256,256,-no-reorder,-a2av,-p2p_pl, ,-r2c_dir 0,4 1 2,2 4 1,4,cufft,-614.863,60.2999210357666,polaris-gpu,8,64,4,True,4,4
double,256,256,256,-no-reorder,-a2a,-p2p_pl, ,-r2c_dir 1,2 1 4,8 1 1,4,cufft,-432.243,60.30995011329651,polaris-gpu,8,64,4,True,2,4
float,256,256,256,-no-reorder, ,-p2p_pl, ,-r2c_dir 0,4 2 1,4 1 2,4,cufft,-502.51,64.008868932724,polaris-gpu,8,64,4,True,2,4
float,256,256,256,-no-reorder,-a2a,-p2p_pl,-pencils,-r2c_dir 0,2 1 4,1 1 8,4,cufft,-449.236,66.01428174972534,polaris-gpu,8,64,4,True,2,4
float,256,256,256,-no-reorder,-a2av,-p2p_pl, ,-r2c_dir 0,2 4 1,2 2 2,4,cufft,-413.208,69.80344462394714,polaris-gpu,8,64,4,True,2,4
float,256,256,256,-reorder,-a2a, , , ,2 1 4,4 2 1,8,cufft,1.0,70.89497709274292,polaris-gpu,8,64,4,True,3,4
float,256,256,256,-no-reorder,-a2av,-p2p_pl, ,-r2c_dir 0,4 1 2,8 1 1,4,cufft,-395.609,73.6364357471466,polaris-gpu,8,64,4,True,2,4
float,256,256,256,-reorder, ,-p2p_pl,-slabs,-r2c_dir 0,2 1 4,4 2 1,4,cufft,1.0,92.09835267066956,polaris-gpu,8,64,4,True,5,4
float,256,256,256,-no-reorder, ,-p2p_pl, ,-r2c_dir 0,2 1 4,1 1 8,2,cufft,-473.593,95.87476968765259,polaris-gpu,8,64,4,True,5,4
float,256,256,256,-no-reorder,-a2av,-p2p_pl, ,-r2c_dir 2,2 2 2,4 1 2,4,cufft,1.0,97.67777037620544,polaris-gpu,8,64,4,True,4,4
float,256,256,256,-no-reorder, ,-p2p_pl, ,-r2c_dir 0,2 1 4,8 1 1,12,cufft,-427.802,99.68729066848755,polaris-gpu,8,64,4,True,4,4
float,256,256,256,-no-reorder,-a2a,-p2p_pl, ,-r2c_dir 0,4 2 1,1 4 2,4,cufft,-411.43,101.5862398147583,polaris-gpu,8,64,4,True,4,4
float,256,256,256,-no-reorder,-a2av,-p2p_pl, ,-r2c_dir 0,2 1 4,4 1 2,4,cufft,-365.807,103.4683666229248,polaris-gpu,8,64,4,True,4,4
float,256,256,256,-no-reorder, ,-p2p_pl,-slabs,-r2c_dir 0,1 4 2,4 2 1,4,cufft,1.0,105.47336888313293,polaris-gpu,8,64,4,True,3,4
float,256,256,256,-no-reorder, ,-p2p_pl, ,-r2c_dir 0,1 1 8,4 1 2,4,cufft,1.0,107.49631428718567,polaris-gpu,8,64,4,True,2,4
float,256,256,256,-no-reorder,-a2a,-p2p_pl,-pencils,-r2c_dir 0,2 1 4,4 1 2,4,cufft,-357.067,110.35569548606873,polaris-gpu,8,64,4,True,2,4
float,256,256,256,-no-reorder, ,-p2p_pl, ,-r2c_dir 0,4 2 1,1 8 1,8,cufft,-328.299,113.1931619644165,polaris-gpu,8,64,4,True,2,4
float,256,256,256,-no-reorder,-a2a,-p2p_pl,-slabs,-r2c_dir 0,2 1 4,4 2 1,4,cufft,-566.78,116.06725931167603,polaris-gpu,8,64,4,True,2,4
float,256,256,256,-no-reorder,-a2a,-p2p_pl, ,-r2c_dir 0,4 1 2,4 2 1,4,cufft,-554.531,118.97052097320557,polaris-gpu,8,64,4,True,2,4
float,256,256,256,-no-reorder,-a2a,-p2p_pl,-pencils,-r2c_dir 2,2 1 4,4 2 1,4,cufft,-392.416,121.89033818244934,polaris-gpu,8,64,4,True,2,4
float,256,256,256,-no-reorder,-a2a,-p2p_pl,-slabs,-r2c_dir 0,4 1 2,4 2 1,8,cufft,-529.722,124.86304879188538,polaris-gpu,8,64,4,True,2,4
float,256,256,256,-no-reorder, ,-p2p_pl, ,-r2c_dir 2,2 1 4,4 2 1,16,cufft,-393.652,127.84120631217957,polaris-gpu,8,64,4,True,2,4
float,256,256,256,-no-reorder,-a2a,-p2p_pl, ,-r2c_dir 1,2 1 4,4 2 1,12,cufft,-684.106,130.79822874069214,polaris-gpu,8,64,4,True,2,4
float,256,256,256,-no-reorder, ,-p2p_pl,-slabs,-r2c_dir 0,2 1 4,4 2 1,8,cufft,-565.849,133.72604250907898,polaris-gpu,8,64,4,True,2,4
float,256,256,256,-no-reorder,-a2a,-p2p_pl,-pencils,-r2c_dir 0,2 1 4,4 2 1,8,cufft,-641.819,136.71102261543274,polaris-gpu,8,64,4,True,2,4
float,256,256,256,-no-reorder,-a2av,-p2p_pl,-slabs,-r2c_dir 0,2 1 4,4 2 1,12,cufft,-564.697,139.70019268989563,polaris-gpu,8,64,4,True,2,4
