p0,p1x,p1y,p1z,p2,p3,p4,p5,p6,p7,p8,p9,c0,FLOPS,elapsed_sec,machine_identifier,mpi_ranks,threads_per_node,ranks_per_node,gpu_enabled,libE_id,libE_workers
float,256,256,256, ,-a2a,-p2p_pl, ,-r2c_dir 1,2 1 4,4 2 1,8,cufft,0.0,0.0,,0,0,0,False,0,0
float,256,256,256, ,-a2a,-p2p_pl,-slabs, ,2 1 4,4 2 1,12,cufft,0.0,0.0,,0,0,0,False,0,0
