p0,p1,p2,p3,p4,p5,p6,p7,p8,p9,c0,FLOPS,elapsed_sec,machine_identifier,mpi_ranks,ranks_per_node,gpu_enabled,libE_id,libE_workers
double,256,-no-reorder,-a2av, ,-slabs,-r2c_dir 0,0.43313052912173944,0.6204066026833723,4,fftw,-39.0663,16.29464340209961,theta-knl,128,64,False,4,4
float,256,-no-reorder, , , ,-r2c_dir 1,0.49575040214351573,0.8193757852967771,4,fftw,-99.0138,18.44934105873108,theta-knl,128,64,False,3,4
float,256, , , ,-slabs, ,0.3942641647470445,0.4123544328653027,4,fftw,-93.7885,20.303101301193237,theta-knl,128,64,False,5,4
float,256, , , , , ,0.5,0.5,4,fftw,-124.497,21.050347089767456,theta-knl,128,64,False,2,4
float,256, ,-a2av,-p2p,-pencils, ,0.20930063126317533,0.8881811432401187,2,fftw,-28.6499,27.65166187286377,theta-knl,128,64,False,4,4
double,256,-no-reorder,-a2av, ,-pencils,-r2c_dir 1,0.8607548168005809,0.03942365384175728,2,fftw,-54.7913,28.267581701278687,theta-knl,128,64,False,3,4
double,256,-no-reorder, ,-p2p, ,-r2c_dir 0,0.4553348908058934,0.9526663138537921,4,fftw,-37.1729,31.079179525375366,theta-knl,128,64,False,2,4
float,256,-no-reorder, , , , ,0.09568723929191669,0.12467550612059242,4,fftw,-76.117,40.06170654296875,theta-knl,128,64,False,2,4
float,256, ,-a2a, ,-pencils, ,0.5097725192725086,0.5669978309932389,4,fftw,-15.7172,40.351999044418335,theta-knl,128,64,False,3,4
float,256, , , , ,-r2c_dir 0,0.9839466698289991,0.08171359923675725,2,fftw,-110.68,44.66950011253357,theta-knl,128,64,False,5,4
float,256, , ,-p2p, ,-r2c_dir 1,0.7654130690036764,0.46452132124883727,4,fftw,-123.304,45.47027802467346,theta-knl,128,64,False,4,4
float,256, , , , ,-r2c_dir 1,0.7660235832849212,0.35527599976417445,2,fftw,-139.83,55.50253987312317,theta-knl,128,64,False,5,4
double,256, , ,-p2p_pl, , ,0.8503421629382182,0.2329554510061369,4,fftw,-72.2375,55.89163160324097,theta-knl,128,64,False,2,4
float,256,-reorder, , , ,-r2c_dir 0,0.9667290042788386,0.42921019830823925,4,fftw,-125.627,59.08711266517639,theta-knl,128,64,False,4,4
float,256, , ,-p2p_pl, ,-r2c_dir 1,0.7901524050699767,0.33933848369186936,2,fftw,-143.497,70.46198272705078,theta-knl,128,64,False,2,4
float,256, , ,-p2p, ,-r2c_dir 1,0.6691585134802844,0.3091802731361444,2,fftw,-72.0913,73.74707078933716,theta-knl,128,64,False,4,4
float,256, , , , ,-r2c_dir 0,0.6892540881842003,0.3819526138353123,2,fftw,-124.547,74.30295920372009,theta-knl,128,64,False,3,4
float,256, , , , ,-r2c_dir 2,0.9214513029788283,0.378709991747729,2,fftw,-113.346,77.48318696022034,theta-knl,128,64,False,5,4
float,256,-no-reorder, ,-p2p, ,-r2c_dir 1,0.9449895425268238,0.30656332556934796,2,fftw,-101.227,82.33781242370605,theta-knl,128,64,False,2,4
float,256,-reorder, ,-p2p_pl,-slabs,-r2c_dir 1,0.7940138736571629,0.3412791368346948,4,fftw,-106.73,85.80964136123657,theta-knl,128,64,False,3,4
float,256, , , , ,-r2c_dir 0,0.9661586930736731,0.3280997722997826,4,fftw,-166.687,88.28762197494507,theta-knl,128,64,False,4,4
double,256,-reorder, ,-p2p, ,-r2c_dir 1,0.847288897389608,0.350748978378128,2,fftw,-54.5809,90.46993136405945,theta-knl,128,64,False,5,4
float,256, , , , ,-r2c_dir 1,0.9310943700776114,0.35029718362580897,2,fftw,-136.593,92.75662279129028,theta-knl,128,64,False,2,4
float,256, , , , , ,0.9975523831446194,0.35917461408658125,2,fftw,-124.739,97.85746669769287,theta-knl,128,64,False,3,4
float,256, , ,-p2p,-slabs,-r2c_dir 0,0.9827573118653593,0.3392343852472486,2,fftw,-103.19,103.10377860069275,theta-knl,128,64,False,2,4
float,256, ,-a2a,-p2p_pl, ,-r2c_dir 0,0.9327473004908907,0.3257220482116726,2,fftw,-172.824,104.66714119911194,theta-knl,128,64,False,4,4
float,256, , ,-p2p_pl,-slabs,-r2c_dir 0,0.9688773542209621,0.19361872348750975,4,fftw,-112.237,113.29884076118469,theta-knl,128,64,False,2,4
float,256, , , ,-pencils,-r2c_dir 1,0.9606004048255216,0.31828103424923226,2,fftw,-146.637,113.42396712303162,theta-knl,128,64,False,3,4
float,256,-reorder,-a2av,-p2p_pl, ,-r2c_dir 0,0.8377386897533974,0.32337181021862904,4,fftw,-162.822,121.11608409881592,theta-knl,128,64,False,4,4
float,256, , , , ,-r2c_dir 0,0.742564900281354,0.3328158291476633,4,fftw,-156.892,121.21974515914917,theta-knl,128,64,False,5,4
float,256, , , , ,-r2c_dir 1,0.9470090285261774,0.32083000484567126,2,fftw,-147.671,127.36576008796692,theta-knl,128,64,False,2,4
float,256,-no-reorder, , ,-pencils,-r2c_dir 0,0.8495045945637109,0.3298459363473504,2,fftw,-145.833,131.8008382320404,theta-knl,128,64,False,4,4
double,256, , ,-p2p_pl, ,-r2c_dir 0,0.9633423892433698,0.33315480529826824,4,fftw,-75.4335,131.97784519195557,theta-knl,128,64,False,3,4
float,256, ,-a2av,-p2p_pl,-pencils,-r2c_dir 0,0.7473476782481316,0.3184540334911822,4,fftw,-161.114,136.51738476753235,theta-knl,128,64,False,5,4
float,256, ,-a2a,-p2p_pl, ,-r2c_dir 0,0.8089912486529148,0.31987666660525194,4,fftw,-163.352,141.0229754447937,theta-knl,128,64,False,2,4
float,256,-reorder,-a2a,-p2p_pl, , ,0.8737468147442272,0.3310529898487663,2,fftw,-164.814,146.85586071014404,theta-knl,128,64,False,3,4
float,256, ,-a2av,-p2p_pl,-slabs,-r2c_dir 2,0.7982130984288482,0.32830638178495053,4,fftw,-80.9467,148.55182003974915,theta-knl,128,64,False,5,4
float,256,-reorder, , ,-pencils,-r2c_dir 0,0.758566650882283,0.3325298729418831,2,fftw,-155.715,149.97502493858337,theta-knl,128,64,False,4,4
float,256, ,-a2av,-p2p_pl,-pencils,-r2c_dir 0,0.9293100841907114,0.3190999352424748,4,fftw,-158.032,153.5875039100647,theta-knl,128,64,False,2,4
float,256, ,-a2a,-p2p_pl, ,-r2c_dir 2,0.9022034330134989,0.3263641735403373,4,fftw,-115.443,159.3546724319458,theta-knl,128,64,False,3,4
float,256, ,-a2a,-p2p_pl, ,-r2c_dir 0,0.8925091450199345,0.23671613237848121,2,fftw,-167.159,161.11952686309814,theta-knl,128,64,False,4,4
float,256, ,-a2av,-p2p_pl,-pencils,-r2c_dir 0,0.8015617487282326,0.3241597427904912,4,fftw,-164.36,165.3781979084015,theta-knl,128,64,False,2,4
float,256,-reorder,-a2av,-p2p_pl, ,-r2c_dir 0,0.8929937550751293,0.26728279440438085,2,fftw,-171.755,172.36910104751587,theta-knl,128,64,False,4,4
float,256,-no-reorder,-a2a, , ,-r2c_dir 0,0.8140867573693361,0.3154974303281043,4,fftw,-122.212,172.58212041854858,theta-knl,128,64,False,3,4
float,256,-reorder,-a2av,-p2p_pl,-pencils,-r2c_dir 0,0.9379124949529658,0.32971390778463616,4,fftw,-170.195,177.3286256790161,theta-knl,128,64,False,2,4
float,256,-reorder,-a2av,-p2p_pl, ,-r2c_dir 0,0.8413836048346726,0.32127896729807304,4,fftw,-163.964,185.22024011611938,theta-knl,128,64,False,3,4
float,256, ,-a2av,-p2p_pl, ,-r2c_dir 0,0.9172927361817185,0.3246114459013857,2,fftw,-170.177,186.74821662902832,theta-knl,128,64,False,2,4
float,256, ,-a2a,-p2p_pl, ,-r2c_dir 0,0.6977573492027983,0.25624472214014227,2,fftw,-162.591,188.70330595970154,theta-knl,128,64,False,4,4
float,256,-reorder,-a2av,-p2p_pl, ,-r2c_dir 0,0.7291711544699943,0.007188819636106847,2,fftw,-74.2155,190.9072024822235,theta-knl,128,64,False,5,4
float,256,-reorder, ,-p2p_pl,-pencils,-r2c_dir 0,0.8544426604037564,0.3190500439972266,2,fftw,-164.812,196.3723156452179,theta-knl,128,64,False,2,4
