p0,p1,p2,p3,p4,p5,p6,p7,p8,p9,p7_float,p8_float,p9_float,c0,FLOPS,elapsed_sec,machine_identifier,mpi_ranks,threads_per_node,ranks_per_node,gpu_enabled,libE_id,libE_workers
float,256,-reorder,-a2av,-p2p_pl,-pencils, ,8 8 8,32 16 1,2,0.4444444444444444,0.18518518518518517,0.0,fftw,-290.565,43.623196840286255,theta-knl,512,256,64,False,2,4
float,256, ,-a2av,-p2p_pl,-pencils,-r2c_dir 2,8 8 8,32 16 1,2,0.4444444444444444,0.18518518518518517,0.0,fftw,-201.496,43.61759114265442,theta-knl,512,256,64,False,3,4
float,256,-reorder,-a2av,-p2p_pl,-pencils, ,8 8 8,32 16 1,2,0.4444444444444444,0.18518518518518517,0.0,fftw,-258.838,43.61897563934326,theta-knl,512,256,64,False,4,4
float,256,-no-reorder,-a2av,-p2p_pl, , ,8 8 8,32 16 1,4,0.4444444444444444,0.18518518518518517,1.0,fftw,-283.271,43.61766219139099,theta-knl,512,256,64,False,5,4
float,256, , ,-p2p,-pencils, ,8 8 8,32 16 1,2,0.4444444444444444,0.18518518518518517,0.0,fftw,-251.124,57.1762592792511,theta-knl,512,256,64,False,2,4
float,256,-no-reorder,-a2av,-p2p_pl, , ,8 8 8,32 16 1,2,0.4444444444444444,0.18518518518518517,0.0,fftw,-272.287,57.12674617767334,theta-knl,512,256,64,False,3,4
float,256, , ,-p2p_pl,-pencils, ,8 8 8,32 16 1,4,0.4444444444444444,0.18518518518518517,1.0,fftw,-263.141,57.177075147628784,theta-knl,512,256,64,False,4,4
float,256,-no-reorder,-a2av,-p2p, , ,8 8 8,32 16 1,2,0.4444444444444444,0.18518518518518517,0.0,fftw,-200.63,60.36204814910889,theta-knl,512,256,64,False,5,4
float,256,-reorder,-a2av,-p2p_pl,-pencils, ,8 8 8,32 16 1,2,0.4444444444444444,0.18518518518518517,0.0,fftw,-346.499,68.12424159049988,theta-knl,512,256,64,False,2,4
float,256, , ,-p2p_pl, , ,8 8 8,64 4 2,4,0.4444444444444444,0.12962962962962962,1.0,fftw,-172.507,74.44760346412659,theta-knl,512,256,64,False,3,4
float,256, , ,-p2p_pl, , ,8 8 8,32 16 1,2,0.4444444444444444,0.18518518518518517,0.0,fftw,-251.954,74.34593391418457,theta-knl,512,256,64,False,4,4
float,256, ,-a2av, ,-pencils, ,8 8 8,32 16 1,2,0.4444444444444444,0.18518518518518517,0.0,fftw,-274.635,74.29729413986206,theta-knl,512,256,64,False,5,4
float,256,-no-reorder,-a2av,-p2p_pl,-pencils,-r2c_dir 2,8 8 8,32 16 1,4,0.4444444444444444,0.18518518518518517,1.0,fftw,-181.839,78.37208271026611,theta-knl,512,256,64,False,2,4
float,256,-no-reorder,-a2av,-p2p, , ,8 8 8,32 16 1,4,0.4444444444444444,0.18518518518518517,1.0,fftw,-312.052,84.41869711875916,theta-knl,512,256,64,False,3,4
float,256,-no-reorder, ,-p2p,-pencils, ,8 8 8,32 16 1,2,0.4444444444444444,0.18518518518518517,0.0,fftw,-256.676,89.20300650596619,theta-knl,512,256,64,False,2,4
float,256, , ,-p2p_pl, , ,8 8 8,32 16 1,4,0.4444444444444444,0.18518518518518517,1.0,fftw,-377.193,89.25223445892334,theta-knl,512,256,64,False,4,4
float,256,-reorder, ,-p2p_pl, , ,8 8 8,32 16 1,2,0.4444444444444444,0.18518518518518517,0.0,fftw,-323.915,92.38915371894836,theta-knl,512,256,64,False,3,4
float,256, ,-a2av,-p2p, , ,8 8 8,32 16 1,4,0.4444444444444444,0.18518518518518517,1.0,fftw,-305.221,95.38735508918762,theta-knl,512,256,64,False,5,4
float,256, , ,-p2p,-pencils, ,8 8 8,32 16 1,4,0.4444444444444444,0.18518518518518517,1.0,fftw,-203.724,99.25555849075316,theta-knl,512,256,64,False,2,4
float,256,-no-reorder, , ,-pencils, ,8 8 8,32 16 1,4,0.4444444444444444,0.18518518518518517,1.0,fftw,-199.61,102.33401608467102,theta-knl,512,256,64,False,3,4
float,256,-reorder, ,-p2p_pl,-pencils, ,8 8 8,64 4 2,4,0.4444444444444444,0.12962962962962962,1.0,fftw,-223.679,107.18884420394896,theta-knl,512,256,64,False,2,4
float,256,-no-reorder,-a2av,-p2p_pl,-pencils,-r2c_dir 1,8 8 8,32 16 1,2,0.4444444444444444,0.18518518518518517,0.0,fftw,-261.252,107.09341430664062,theta-knl,512,256,64,False,4,4
