p0,p1x,p1y,p1z,p2,p3,p4,p5,p6,p7,p8,p9,p7_float,p8_float,p9_float,c0,FLOPS,elapsed_sec,machine_identifier,mpi_ranks,threads_per_node,ranks_per_node,gpu_enabled,libE_id,libE_workers
double,64,64,64,-reorder, ,-p2p,-pencils,-r2c_dir 1,4 4 2,2 4 4,2,0.35,0.6,0.0,cufft,-6.20371,22.660261869430546,polaris-gpu,32,64,4,True,2,4
double,64,64,64,-no-reorder, ,-p2p_pl,-slabs,-r2c_dir 1,4 4 2,2 4 4,8,0.35,0.6,0.5,cufft,-2.846,24.94914054870605,polaris-gpu,32,64,4,True,2,4
float,64,64,64,-no-reorder,-a2a,-p2p_pl,-pencils,-r2c_dir 1,2 4 4,2 4 4,4,0.6,0.6,0.25,cufft,-8.14317,24.86416792869568,polaris-gpu,32,64,4,True,3,4
float,64,64,64,-no-reorder, ,-p2p_pl,-pencils,-r2c_dir 1,4 4 2,16 2 1,8,0.35,0.05,0.5,cufft,-5.55527,27.19412016868592,polaris-gpu,32,64,4,True,2,4
double,64,64,64,-no-reorder, ,-p2p,-pencils,-r2c_dir 1,4 4 2,2 4 4,8,0.35,0.6,0.5,cufft,-5.80132,27.101794958114624,polaris-gpu,32,64,4,True,3,4
float,64,64,64,-no-reorder,-a2a,-p2p_pl,-pencils,-r2c_dir 1,2 4 4,2 4 4,2,0.6,0.6,0.0,cufft,-8.56402,29.31758451461792,polaris-gpu,32,64,4,True,2,4
double,64,64,64,-no-reorder,-a2av,-p2p_pl,-pencils,-r2c_dir 1,8 2 2,2 4 4,8,0.2,0.6,0.5,cufft,-6.93941,29.32024025917053,polaris-gpu,32,64,4,True,3,4
float,64,64,64,-no-reorder, , ,-pencils,-r2c_dir 1,2 4 4,2 4 4,8,0.6,0.6,0.5,cufft,-7.44945,31.636656045913696,polaris-gpu,32,64,4,True,2,4
double,64,64,64,-no-reorder, ,-p2p_pl,-pencils,-r2c_dir 1,4 4 2,2 4 4,4,0.35,0.6,0.25,cufft,-7.61715,31.48296856880188,polaris-gpu,32,64,4,True,3,4
float,64,64,64,-reorder,-a2av, ,-pencils,-r2c_dir 1,2 4 4,2 4 4,4,0.6,0.6,0.25,cufft,-7.50141,33.823927879333496,polaris-gpu,32,64,4,True,2,4
double,64,64,64,-no-reorder,-a2a,-p2p_pl,-pencils,-r2c_dir 1,2 4 4,2 4 4,2,0.6,0.6,0.0,cufft,-8.04602,33.74297881126404,polaris-gpu,32,64,4,True,3,4
float,64,64,64,-no-reorder, ,-p2p_pl,-pencils,-r2c_dir 1,2 4 4,2 4 4,2,0.6,0.6,0.0,cufft,-8.575,36.01105833053589,polaris-gpu,32,64,4,True,2,4
float,64,64,64,-reorder,-a2av,-p2p_pl,-pencils,-r2c_dir 1,2 4 4,2 4 4,8,0.6,0.6,0.5,cufft,-8.12331,36.013304233551025,polaris-gpu,32,64,4,True,3,4
float,64,64,64,-no-reorder,-a2a,-p2p,-pencils,-r2c_dir 1,2 4 4,2 4 4,8,0.6,0.6,0.5,cufft,-6.30486,38.26467776298523,polaris-gpu,32,64,4,True,2,4
double,64,64,64,-no-reorder, ,-p2p_pl,-pencils,-r2c_dir 1,2 4 4,2 4 4,4,0.6,0.6,0.25,cufft,-7.9336,38.26406288146973,polaris-gpu,32,64,4,True,3,4
float,64,64,64,-no-reorder,-a2a, ,-pencils,-r2c_dir 1,4 4 2,2 4 4,2,0.35,0.6,0.0,cufft,-3.854,40.65853404998779,polaris-gpu,32,64,4,True,2,4
float,64,64,64,-no-reorder,-a2av,-p2p_pl,-pencils,-r2c_dir 1,2 4 4,2 4 4,8,0.6,0.6,0.5,cufft,-8.16985,40.501397371292114,polaris-gpu,32,64,4,True,3,4
double,64,64,64,-no-reorder,-a2av,-p2p_pl,-pencils,-r2c_dir 1,2 4 4,2 4 4,4,0.6,0.6,0.25,cufft,-8.07509,42.72731328010559,polaris-gpu,32,64,4,True,2,4
double,64,64,64,-reorder,-a2av,-p2p_pl,-pencils,-r2c_dir 1,2 4 4,2 4 4,2,0.6,0.6,0.0,cufft,-8.23396,42.73414421081543,polaris-gpu,32,64,4,True,3,4
double,64,64,64,-no-reorder,-a2av,-p2p_pl,-pencils,-r2c_dir 1,2 4 4,2 4 4,8,0.6,0.6,0.5,cufft,-8.17946,44.97534394264221,polaris-gpu,32,64,4,True,2,4
double,64,64,64,-reorder,-a2a,-p2p_pl,-pencils,-r2c_dir 1,2 4 4,2 4 4,4,0.6,0.6,0.25,cufft,-7.90244,44.96626138687134,polaris-gpu,32,64,4,True,3,4
float,64,64,64,-no-reorder, ,-p2p_pl,-pencils,-r2c_dir 1,4 4 2,2 4 4,4,0.35,0.6,0.25,cufft,-8.03583,47.25581455230713,polaris-gpu,32,64,4,True,2,4
float,64,64,64,-no-reorder,-a2av,-p2p_pl,-pencils,-r2c_dir 1,2 4 4,4 4 2,2,0.6,0.35,0.0,cufft,-9.57668,47.26827025413513,polaris-gpu,32,64,4,True,3,4
double,64,64,64,-no-reorder,-a2a,-p2p_pl,-pencils,-r2c_dir 1,4 4 2,2 4 4,4,0.35,0.6,0.25,cufft,-7.83612,49.50648474693298,polaris-gpu,32,64,4,True,2,4
float,64,64,64,-no-reorder,-a2a,-p2p,-pencils,-r2c_dir 1,2 4 4,2 4 4,4,0.6,0.6,0.25,cufft,-6.1919,49.52120923995972,polaris-gpu,32,64,4,True,3,4
float,64,64,64,-no-reorder,-a2av,-p2p_pl,-pencils,-r2c_dir 1,2 4 4,8 2 2,2,0.6,0.2,0.0,cufft,-8.30524,51.76326298713684,polaris-gpu,32,64,4,True,2,4
double,64,64,64,-no-reorder,-a2av,-p2p_pl,-pencils,-r2c_dir 1,2 4 4,2 4 4,2,0.6,0.6,0.0,cufft,-8.23969,51.76002359390259,polaris-gpu,32,64,4,True,3,4
float,64,64,64,-reorder,-a2a,-p2p_pl,-pencils,-r2c_dir 1,2 4 4,2 4 4,2,0.6,0.6,0.0,cufft,-8.63515,53.94642400741577,polaris-gpu,32,64,4,True,2,4
float,64,64,64,-no-reorder,-a2av,-p2p_pl,-pencils,-r2c_dir 1,4 4 2,2 4 4,2,0.35,0.6,0.0,cufft,-7.93986,54.05638694763184,polaris-gpu,32,64,4,True,3,4
float,64,64,64,-no-reorder, ,-p2p_pl,-pencils,-r2c_dir 1,2 4 4,8 2 2,2,0.6,0.2,0.0,cufft,-8.26904,56.3179144859314,polaris-gpu,32,64,4,True,2,4
float,64,64,64,-no-reorder,-a2a,-p2p_pl,-pencils,-r2c_dir 1,2 4 4,4 4 2,2,0.6,0.35,0.0,cufft,-9.74841,56.22189235687256,polaris-gpu,32,64,4,True,3,4
float,64,64,64,-reorder,-a2av,-p2p_pl,-pencils,-r2c_dir 1,2 4 4,2 4 4,2,0.6,0.6,0.0,cufft,-8.61986,58.49679350852966,polaris-gpu,32,64,4,True,2,4
double,64,64,64,-no-reorder,-a2av,-p2p_pl,-pencils,-r2c_dir 1,2 4 4,2 4 4,2,0.6,0.6,0.0,cufft,-7.98833,58.55510187149048,polaris-gpu,32,64,4,True,3,4
float,64,64,64,-no-reorder, ,-p2p_pl,-pencils,-r2c_dir 1,2 4 4,4 4 2,2,0.6,0.35,0.0,cufft,-9.91737,60.76059818267822,polaris-gpu,32,64,4,True,2,4
float,64,64,64,-no-reorder,-a2a,-p2p_pl,-pencils,-r2c_dir 1,2 4 4,8 4 1,2,0.6,0.15,0.0,cufft,-6.59411,60.87929821014404,polaris-gpu,32,64,4,True,3,4
double,64,64,64,-no-reorder, ,-p2p_pl,-pencils,-r2c_dir 1,4 4 2,2 4 4,2,0.35,0.6,0.0,cufft,-7.82836,63.08506679534912,polaris-gpu,32,64,4,True,2,4
float,64,64,64,-reorder,-a2av,-p2p_pl,-pencils,-r2c_dir 1,2 4 4,4 4 2,2,0.6,0.35,0.0,cufft,-9.67921,63.04118037223816,polaris-gpu,32,64,4,True,3,4
float,64,64,64,-no-reorder,-a2av,-p2p_pl,-pencils,-r2c_dir 1,2 4 4,16 2 1,2,0.6,0.05,0.0,cufft,-5.69798,65.52121567726135,polaris-gpu,32,64,4,True,2,4
float,64,64,64,-no-reorder, ,-p2p_pl,-pencils,-r2c_dir 1,2 4 4,4 4 2,4,0.6,0.35,0.25,cufft,-9.65729,65.36233735084534,polaris-gpu,32,64,4,True,3,4
double,64,64,64,-no-reorder,-a2av,-p2p_pl,-slabs,-r2c_dir 1,2 4 4,4 4 2,2,0.6,0.35,0.0,cufft,-3.14932,67.71966481208801,polaris-gpu,32,64,4,True,2,4
float,64,64,64,-no-reorder,-a2av,-p2p_pl,-pencils,-r2c_dir 1,2 4 4,4 4 2,2,0.6,0.35,0.0,cufft,-9.75596,67.58239603042603,polaris-gpu,32,64,4,True,3,4
float,64,64,64,-no-reorder,-a2av,-p2p_pl,-pencils,-r2c_dir 1,2 4 4,8 2 2,4,0.6,0.2,0.25,cufft,-8.13777,69.89311742782593,polaris-gpu,32,64,4,True,2,4
double,64,64,64,-reorder,-a2av,-p2p_pl,-pencils,-r2c_dir 1,2 4 4,4 4 2,4,0.6,0.35,0.25,cufft,-9.65409,69.81911706924438,polaris-gpu,32,64,4,True,3,4
float,64,64,64,-no-reorder,-a2av,-p2p_pl,-pencils,-r2c_dir 1,2 4 4,4 4 2,8,0.6,0.35,0.5,cufft,-9.61478,72.12756204605103,polaris-gpu,32,64,4,True,2,4
float,64,64,64,-reorder,-a2av,-p2p_pl,-pencils,-r2c_dir 1,4 4 2,4 4 2,2,0.35,0.35,0.0,cufft,-9.44114,72.12107682228088,polaris-gpu,32,64,4,True,3,4
double,64,64,64,-no-reorder,-a2av,-p2p_pl,-slabs,-r2c_dir 1,2 4 4,4 4 2,2,0.6,0.35,0.0,cufft,-3.14094,74.51618838310242,polaris-gpu,32,64,4,True,2,4
float,64,64,64,-reorder,-a2a,-p2p_pl,-pencils,-r2c_dir 1,2 4 4,4 4 2,4,0.6,0.35,0.25,cufft,-9.69941,74.37480521202087,polaris-gpu,32,64,4,True,3,4
float,64,64,64,-no-reorder, ,-p2p_pl,-pencils,-r2c_dir 1,2 4 4,4 4 2,2,0.6,0.35,0.0,cufft,-9.83866,76.67014050483704,polaris-gpu,32,64,4,True,2,4
float,64,64,64,-no-reorder,-a2av,-p2p_pl,-pencils,-r2c_dir 1,2 4 4,4 4 2,4,0.6,0.35,0.25,cufft,-9.72395,76.66647553443909,polaris-gpu,32,64,4,True,3,4
float,64,64,64,-reorder,-a2a,-p2p_pl,-pencils,-r2c_dir 1,2 4 4,4 4 2,2,0.6,0.35,0.0,cufft,-10.013,78.93742561340332,polaris-gpu,32,64,4,True,2,4
double,64,64,64,-no-reorder,-a2av,-p2p_pl,-pencils,-r2c_dir 1,2 4 4,4 4 2,4,0.6,0.35,0.25,cufft,-9.38318,78.90318250656128,polaris-gpu,32,64,4,True,3,4
double,64,64,64,-no-reorder,-a2a,-p2p_pl,-pencils,-r2c_dir 1,2 4 4,4 4 2,4,0.6,0.35,0.25,cufft,-9.51744,81.18354773521423,polaris-gpu,32,64,4,True,2,4
float,64,64,64,-no-reorder, ,-p2p_pl,-pencils,-r2c_dir 1,4 4 2,4 4 2,2,0.35,0.35,0.0,cufft,-9.39865,81.23489165306091,polaris-gpu,32,64,4,True,3,4
float,64,64,64,-reorder, ,-p2p_pl,-pencils,-r2c_dir 1,2 4 4,4 4 2,8,0.6,0.35,0.5,cufft,-9.90385,83.53735446929932,polaris-gpu,32,64,4,True,2,4
float,64,64,64,-no-reorder,-a2a,-p2p_pl,-pencils,-r2c_dir 1,2 4 4,4 4 2,2,0.6,0.35,0.0,cufft,-9.32166,83.54335117340088,polaris-gpu,32,64,4,True,3,4
float,64,64,64,-reorder,-a2a,-p2p_pl,-pencils,-r2c_dir 1,2 4 4,4 4 2,4,0.6,0.35,0.25,cufft,-9.87576,85.81780958175659,polaris-gpu,32,64,4,True,2,4
float,64,64,64,-reorder,-a2av,-p2p_pl,-pencils,-r2c_dir 1,2 4 4,4 4 2,2,0.6,0.35,0.0,cufft,-9.90199,85.82747483253479,polaris-gpu,32,64,4,True,3,4
double,64,64,64,-no-reorder,-a2av,-p2p_pl,-pencils,-r2c_dir 1,2 4 4,4 4 2,2,0.6,0.35,0.0,cufft,-9.59336,88.11465334892273,polaris-gpu,32,64,4,True,2,4
double,64,64,64,-no-reorder,-a2a,-p2p_pl,-pencils,-r2c_dir 1,2 4 4,4 4 2,4,0.6,0.35,0.25,cufft,-9.47276,88.06027007102966,polaris-gpu,32,64,4,True,3,4
float,64,64,64,-no-reorder, ,-p2p_pl,-pencils,-r2c_dir 1,2 4 4,4 4 2,2,0.6,0.35,0.0,cufft,-9.86405,90.47727704048155,polaris-gpu,32,64,4,True,2,4
float,64,64,64,-no-reorder,-a2av,-p2p_pl,-pencils,-r2c_dir 1,2 4 4,4 4 2,8,0.6,0.35,0.5,cufft,-9.74361,90.41950368881226,polaris-gpu,32,64,4,True,3,4
float,64,64,64,-no-reorder,-a2av,-p2p_pl,-pencils,-r2c_dir 1,2 4 4,4 4 2,8,0.6,0.35,0.5,cufft,-9.62178,92.75710535049438,polaris-gpu,32,64,4,True,2,4
float,64,64,64,-no-reorder,-a2av,-p2p_pl,-pencils,-r2c_dir 1,2 4 4,4 4 2,4,0.6,0.35,0.25,cufft,-9.5292,92.73926734924316,polaris-gpu,32,64,4,True,3,4
double,64,64,64,-no-reorder, ,-p2p_pl,-pencils,-r2c_dir 1,2 4 4,4 4 2,4,0.6,0.35,0.25,cufft,-9.44919,95.030699968338,polaris-gpu,32,64,4,True,2,4
float,64,64,64,-no-reorder,-a2av,-p2p_pl,-pencils,-r2c_dir 1,2 4 4,4 4 2,4,0.6,0.35,0.25,cufft,-9.57565,95.05094003677368,polaris-gpu,32,64,4,True,3,4
float,64,64,64,-reorder,-a2av,-p2p_pl,-pencils,-r2c_dir 1,2 4 4,4 4 2,8,0.6,0.35,0.5,cufft,-9.84328,97.27894139289856,polaris-gpu,32,64,4,True,2,4
double,64,64,64,-reorder,-a2a,-p2p_pl,-pencils,-r2c_dir 1,4 4 2,4 4 2,2,0.35,0.35,0.0,cufft,-9.06996,97.33760356903076,polaris-gpu,32,64,4,True,3,4
float,64,64,64,-no-reorder, ,-p2p_pl,-pencils,-r2c_dir 1,2 4 4,4 4 2,4,0.6,0.35,0.25,cufft,-9.80681,99.63589596748352,polaris-gpu,32,64,4,True,2,4
double,64,64,64,-reorder, ,-p2p_pl,-pencils,-r2c_dir 1,2 4 4,4 4 2,4,0.6,0.35,0.25,cufft,-9.25307,99.60268568992616,polaris-gpu,32,64,4,True,3,4
double,64,64,64,-reorder,-a2a,-p2p_pl,-pencils,-r2c_dir 1,2 4 4,4 4 2,2,0.6,0.35,0.0,cufft,-9.80226,101.96658563613892,polaris-gpu,32,64,4,True,2,4
double,64,64,64,-reorder,-a2a,-p2p_pl,-pencils,-r2c_dir 1,2 4 4,4 4 2,4,0.6,0.35,0.25,cufft,-9.62245,101.91982173919678,polaris-gpu,32,64,4,True,3,4
float,64,64,64,-no-reorder,-a2a,-p2p_pl,-pencils,-r2c_dir 1,2 4 4,4 4 2,2,0.6,0.35,0.0,cufft,-9.94375,104.30027842521667,polaris-gpu,32,64,4,True,2,4
double,64,64,64,-no-reorder,-a2av,-p2p_pl,-pencils,-r2c_dir 1,2 4 4,4 4 2,2,0.6,0.35,0.0,cufft,-9.37532,104.25207042694092,polaris-gpu,32,64,4,True,3,4
float,64,64,64,-no-reorder,-a2a,-p2p_pl,-pencils,-r2c_dir 1,2 4 4,4 4 2,2,0.6,0.35,0.0,cufft,-9.91853,106.61903071403503,polaris-gpu,32,64,4,True,2,4
float,64,64,64,-no-reorder,-a2av,-p2p_pl,-pencils,-r2c_dir 1,2 4 4,4 4 2,8,0.6,0.35,0.5,cufft,-9.49019,106.6097333431244,polaris-gpu,32,64,4,True,3,4
float,64,64,64,-no-reorder,-a2av,-p2p_pl,-pencils,-r2c_dir 1,2 4 4,4 4 2,2,0.6,0.35,0.0,cufft,-9.78063,108.87173366546632,polaris-gpu,32,64,4,True,2,4
float,64,64,64,-no-reorder,-a2a,-p2p_pl,-pencils,-r2c_dir 1,2 4 4,4 4 2,8,0.6,0.35,0.5,cufft,-9.51461,108.87476062774658,polaris-gpu,32,64,4,True,3,4
double,64,64,64,-no-reorder, ,-p2p_pl,-pencils,-r2c_dir 1,2 4 4,4 4 2,4,0.6,0.35,0.25,cufft,-9.56427,111.12724018096924,polaris-gpu,32,64,4,True,2,4
float,64,64,64,-no-reorder, ,-p2p_pl,-pencils,-r2c_dir 1,2 4 4,4 4 2,2,0.6,0.35,0.0,cufft,-9.74988,111.1925265789032,polaris-gpu,32,64,4,True,3,4
float,64,64,64,-reorder,-a2a,-p2p_pl,-slabs,-r2c_dir 1,2 4 4,4 4 2,4,0.6,0.35,0.25,cufft,-3.1565,113.65411162376404,polaris-gpu,32,64,4,True,2,4
float,64,64,64,-no-reorder, ,-p2p_pl,-pencils,-r2c_dir 1,2 4 4,4 4 2,2,0.6,0.35,0.0,cufft,-9.67737,113.5077781677246,polaris-gpu,32,64,4,True,3,4
double,64,64,64,-no-reorder,-a2av,-p2p_pl,-pencils,-r2c_dir 1,2 4 4,4 4 2,4,0.6,0.35,0.25,cufft,-9.36889,115.82510280609132,polaris-gpu,32,64,4,True,2,4
float,64,64,64,-no-reorder,-a2a,-p2p_pl,-pencils,-r2c_dir 1,2 4 4,4 4 2,2,0.6,0.35,0.0,cufft,-9.58003,115.82287621498108,polaris-gpu,32,64,4,True,3,4
float,64,64,64,-reorder, ,-p2p_pl,-pencils,-r2c_dir 1,2 4 4,4 4 2,2,0.6,0.35,0.0,cufft,-10.1013,118.13943481445312,polaris-gpu,32,64,4,True,2,4
double,64,64,64,-no-reorder,-a2av,-p2p_pl,-pencils,-r2c_dir 1,2 4 4,4 4 2,2,0.6,0.35,0.0,cufft,-9.67934,118.1576762199402,polaris-gpu,32,64,4,True,3,4
double,64,64,64,-no-reorder,-a2a,-p2p_pl,-pencils,-r2c_dir 1,2 4 4,4 4 2,12,0.6,0.35,0.75,cufft,-9.61262,120.48215794563292,polaris-gpu,32,64,4,True,2,4
double,64,64,64,-reorder, ,-p2p_pl,-pencils,-r2c_dir 1,4 4 2,2 4 4,8,0.35,0.6,0.5,cufft,-7.78873,8.633997917175293,polaris-gpu,32,64,4,True,2,4
double,64,64,64,-no-reorder, ,-p2p_pl,-pencils,-r2c_dir 1,4 4 2,2 4 4,12,0.35,0.6,0.75,cufft,-7.68031,8.343908309936523,polaris-gpu,32,64,4,True,3,4
double,64,64,64,-no-reorder, ,-p2p_pl,-pencils,-r2c_dir 1,4 4 2,2 4 4,12,0.35,0.6,0.75,cufft,-7.6665,8.389502763748169,polaris-gpu,32,64,4,True,4,4
float,64,64,64,-no-reorder,-a2av,-p2p_pl,-pencils,-r2c_dir 2,4 4 2,2 4 4,12,0.35,0.6,0.75,cufft,-8.93224,8.598360300064087,polaris-gpu,32,64,4,True,5,4
double,64,64,64,-no-reorder, ,-p2p_pl,-slabs,-r2c_dir 0,4 4 2,8 4 1,8,0.35,0.15,0.5,cufft,-2.47582,11.75017237663269,polaris-gpu,32,64,4,True,2,4
double,64,64,64,-no-reorder, ,-p2p,-pencils,-r2c_dir 1,2 4 4,2 4 4,12,0.6,0.6,0.75,cufft,-6.14891,14.43425440788269,polaris-gpu,32,64,4,True,2,4
float,64,64,64,-no-reorder, ,-p2p_pl,-pencils,-r2c_dir 1,4 4 2,2 4 4,8,0.35,0.6,0.5,cufft,-7.89025,14.490018606185911,polaris-gpu,32,64,4,True,3,4
float,64,64,64,-no-reorder, ,-p2p_pl,-pencils,-r2c_dir 1,4 4 2,2 4 4,8,0.35,0.6,0.5,cufft,-7.83385,14.509105682373049,polaris-gpu,32,64,4,True,4,4
double,64,64,64,-reorder, ,-p2p_pl,-pencils,-r2c_dir 1,4 4 2,2 4 4,4,0.35,0.6,0.25,cufft,-8.05922,15.90258812904358,polaris-gpu,32,64,4,True,5,4
double,64,64,64,-no-reorder,-a2a,-p2p_pl,-pencils,-r2c_dir 1,2 4 4,2 4 4,12,0.6,0.6,0.75,cufft,-8.0351,17.68033480644226,polaris-gpu,32,64,4,True,2,4
double,64,64,64,-no-reorder, ,-p2p_pl,-pencils,-r2c_dir 1,2 4 4,2 4 4,4,0.6,0.6,0.25,cufft,-8.07663,19.82308554649353,polaris-gpu,32,64,4,True,2,4
double,64,64,64,-no-reorder, ,-p2p_pl,-pencils,-r2c_dir 1,32 1 1,2 4 4,8,0.0,0.6,0.5,cufft,-3.37728,19.92406868934632,polaris-gpu,32,64,4,True,3,4
float,64,64,64,-reorder,-a2a, ,-pencils,-r2c_dir 1,4 4 2,2 4 4,8,0.35,0.6,0.5,cufft,-3.76693,22.31244397163391,polaris-gpu,32,64,4,True,2,4
float,64,64,64,-no-reorder, ,-p2p_pl,-slabs,-r2c_dir 1,2 4 4,2 4 4,8,0.6,0.6,0.5,cufft,-3.29628,22.172154426574707,polaris-gpu,32,64,4,True,3,4
double,64,64,64,-reorder,-a2av,-p2p,-pencils,-r2c_dir 1,2 4 4,2 4 4,4,0.6,0.6,0.25,cufft,-5.93467,24.300536155700684,polaris-gpu,32,64,4,True,2,4
double,64,64,64,-no-reorder, ,-p2p_pl,-pencils,-r2c_dir 1,2 4 4,8 2 2,4,0.6,0.2,0.25,cufft,-7.94991,24.30326461791992,polaris-gpu,32,64,4,True,3,4
double,64,64,64,-no-reorder, ,-p2p_pl,-slabs,-r2c_dir 1,2 4 4,2 4 4,4,0.6,0.6,0.25,cufft,-3.27766,26.660734176635746,polaris-gpu,32,64,4,True,2,4
float,64,64,64,-no-reorder, , ,-pencils,-r2c_dir 1,2 4 4,2 4 4,2,0.6,0.6,0.0,cufft,-7.52098,26.61304259300232,polaris-gpu,32,64,4,True,3,4
double,64,64,64,-no-reorder, ,-p2p_pl,-pencils,-r2c_dir 1,2 4 4,4 4 2,4,0.6,0.35,0.25,cufft,-9.51617,28.68955683708191,polaris-gpu,32,64,4,True,2,4
float,64,64,64,-no-reorder, ,-p2p_pl,-pencils,-r2c_dir 1,4 4 2,2 4 4,8,0.35,0.6,0.5,cufft,-7.89036,28.75925040245056,polaris-gpu,32,64,4,True,3,4
double,64,64,64,-no-reorder, ,-p2p_pl,-pencils,-r2c_dir 1,2 4 4,2 4 4,8,0.6,0.6,0.5,cufft,-7.91211,30.962770462036133,polaris-gpu,32,64,4,True,2,4
double,64,64,64,-no-reorder, ,-p2p,-slabs,-r2c_dir 1,2 4 4,2 4 4,2,0.6,0.6,0.0,cufft,-2.33827,31.264477014541622,polaris-gpu,32,64,4,True,3,4
double,64,64,64,-no-reorder, ,-p2p_pl,-pencils,-r2c_dir 1,2 4 4,4 4 2,4,0.6,0.35,0.25,cufft,-9.57984,33.145466804504395,polaris-gpu,32,64,4,True,2,4
double,64,64,64,-no-reorder,-a2av,-p2p_pl,-pencils,-r2c_dir 1,2 4 4,2 4 4,2,0.6,0.6,0.0,cufft,-8.12313,33.19111132621765,polaris-gpu,32,64,4,True,3,4
double,64,64,64,-reorder, ,-p2p_pl,-pencils,-r2c_dir 1,2 4 4,2 4 4,8,0.6,0.6,0.5,cufft,-8.02113,35.43350434303284,polaris-gpu,32,64,4,True,2,4
float,64,64,64,-no-reorder, ,-p2p_pl,-pencils,-r2c_dir 1,2 4 4,32 1 1,4,0.6,0.0,0.25,cufft,-2.83478,35.62668824195862,polaris-gpu,32,64,4,True,3,4
double,64,64,64,-no-reorder, ,-p2p_pl,-pencils,-r2c_dir 1,2 4 4,8 2 2,2,0.6,0.2,0.0,cufft,-7.99957,37.65637946128845,polaris-gpu,32,64,4,True,2,4
double,64,64,64,-no-reorder, , ,-pencils,-r2c_dir 1,2 4 4,4 4 2,2,0.6,0.35,0.0,cufft,-9.90951,37.6157124042511,polaris-gpu,32,64,4,True,3,4
float,64,64,64,-no-reorder,-a2a,-p2p_pl,-pencils,-r2c_dir 1,2 4 4,8 2 2,4,0.6,0.2,0.25,cufft,-8.18437,39.9472725391388,polaris-gpu,32,64,4,True,2,4
double,64,64,64,-no-reorder, ,-p2p_pl,-pencils,-r2c_dir 1,2 4 4,4 4 2,2,0.6,0.35,0.0,cufft,-9.34665,39.842495918273926,polaris-gpu,32,64,4,True,3,4
double,64,64,64,-no-reorder, ,-p2p_pl,-pencils,-r2c_dir 1,2 4 4,4 4 2,4,0.6,0.35,0.25,cufft,-9.53261,42.1065788269043,polaris-gpu,32,64,4,True,2,4
