p0,p1,p2,p3,p4,p5,p6,p7,p8,p9,c0,FLOPS,elapsed_sec,machine_identifier,mpi_ranks,ranks_per_node,gpu_enabled,libE_id,libE_workers,threads_per_node
float,512,-reorder, , ,-slabs,-r2c_dir 0,0.6061062808473519,0.0021352814010863,2.0,fftw,0.0,0.0,,0,0,False,0,0,
float,512, ,-a2a,-p2p_pl,-slabs, ,0.6891462170586891,0.1178050108307848,0.3741130255023265,fftw,0.0,0.0,,0,0,False,0,0,0.0
float,512,-reorder, , ,-slabs,-r2c_dir 0,0.8904759938404412,0.1323357228563287,0.0153194168227731,fftw,0.0,0.0,,0,0,False,0,0,0.0
