p0,p1,p2,p3,p4,p5,p6,p7,p8,p9,c0,FLOPS,elapsed_sec,machine_identifier,mpi_ranks,ranks_per_node,gpu_enabled,libE_id,libE_workers
float,512,-reorder, , ,-slabs,-r2c_dir 0,0.6061062808473519,0.0021352814010863197,2,fftw,0.0,0.0,,0,0,False,0,0
