p0,p1,p2,p3,p4,p5,p6,p7,p8,p9,c0,FLOPS,elapsed_sec,machine_identifier,mpi_ranks,ranks_per_node,gpu_enabled,libE_id,libE_workers,threads_per_node
float,512,-reorder, ,-p2p_pl,-slabs,-r2c_dir 0,0.9248361654370968,0.0594728869645544,0.2955915728157352,fftw,-123.547,311.35459089279175,theta-knl,64,64,False,2,4,256.0
float,512,-reorder,-a2a,-p2p_pl,-slabs,-r2c_dir 0,0.9137384735657892,0.1002613332671491,0.507100880235414,fftw,-113.516,326.45677375793457,theta-knl,64,64,False,2,4,256.0
float,512,-reorder,-a2av,-p2p_pl,-pencils,-r2c_dir 0,0.957585480213213,0.087602632558092,0.3958228531142073,fftw,-116.774,337.95395159721375,theta-knl,64,64,False,2,4,256.0
float,512,-reorder,-a2av,-p2p_pl,-slabs,-r2c_dir 0,0.9151900643663994,0.0991861203817794,0.0321520117175628,fftw,-123.315,350.6538202762604,theta-knl,64,64,False,2,4,256.0
float,512,-reorder,-a2a,-p2p_pl,-slabs,-r2c_dir 0,0.6271284776150363,0.0938085031742086,0.2799984447661089,fftw,-110.88,366.6058235168457,theta-knl,64,64,False,2,4,256.0
float,512,-reorder,-a2av, ,-slabs,-r2c_dir 0,0.976503919508692,0.1023704514939987,0.2069725698201412,fftw,-116.113,381.3553397655487,theta-knl,64,64,False,2,4,256.0
float,512,-reorder,-a2av,-p2p_pl,-slabs,-r2c_dir 0,0.9672592513200872,0.0678967974135322,0.0608388087389212,fftw,-110.752,399.606283903122,theta-knl,64,64,False,2,4,256.0
float,512,-reorder,-a2a,-p2p_pl,-slabs,-r2c_dir 0,0.7990413395116776,0.1009560266752915,0.0738469282953885,fftw,-120.957,411.4545955657959,theta-knl,64,64,False,2,4,256.0
float,512,-reorder,-a2a,-p2p_pl,-slabs,-r2c_dir 0,0.7619435390603457,0.0832651787034206,0.3556046958319238,fftw,-119.933,423.3604784011841,theta-knl,64,64,False,2,4,256.0
float,512,-reorder,-a2a,-p2p_pl,-slabs,-r2c_dir 0,0.5326839749965713,0.0696775814485216,0.3216804203234648,fftw,-117.813,439.2254469394684,theta-knl,64,64,False,2,4,256.0
float,512,-reorder, ,-p2p_pl,-slabs,-r2c_dir 0,0.6670739094560789,0.0939995155710564,0.0395917170401241,fftw,-111.384,453.356196641922,theta-knl,64,64,False,2,4,256.0
float,512,-reorder,-a2a, ,-slabs,-r2c_dir 0,0.6465132792423363,0.1040143518200811,0.1216425059313027,fftw,-105.047,468.1540575027466,theta-knl,64,64,False,2,4,256.0
float,512,-reorder,-a2a, ,-slabs,-r2c_dir 0,0.7984194425481669,0.0805766788380316,0.1296792167939683,fftw,-112.256,481.7682921886444,theta-knl,64,64,False,2,4,256.0
float,512,-reorder,-a2a,-p2p_pl,-slabs,-r2c_dir 0,0.6158047939503786,0.0851380610415425,0.6387432591142886,fftw,-111.427,494.355447769165,theta-knl,64,64,False,2,4,256.0
float,512,-reorder,-a2a,-p2p_pl,-slabs,-r2c_dir 0,0.5814696115949344,0.0639363525775998,0.0752083373359328,fftw,-111.332,508.7559778690338,theta-knl,64,64,False,2,4,256.0
float,512,-reorder,-a2a,-p2p_pl,-slabs,-r2c_dir 0,0.2884912738380807,0.0367082493030344,0.0794845835126009,fftw,-112.69,523.0542688369751,theta-knl,64,64,False,2,4,256.0
float,512,-reorder,-a2av,-p2p_pl,-slabs,-r2c_dir 0,0.8932129169602244,0.0674875757362295,0.3425553785341489,fftw,-120.801,539.0548202991486,theta-knl,64,64,False,2,4,256.0
float,512,-reorder, ,-p2p_pl,-slabs,-r2c_dir 0,0.904660245240006,0.0710835897285897,0.0898426572849534,fftw,-122.416,556.1538424491882,theta-knl,64,64,False,2,4,256.0
float,512,-reorder,-a2a,-p2p_pl,-slabs,-r2c_dir 0,0.7909241125811821,0.0667327680674676,0.4196255088771696,fftw,-121.583,569.6607098579407,theta-knl,64,64,False,2,4,256.0
float,512,-reorder, ,-p2p_pl,-slabs,-r2c_dir 0,0.8831942604144815,0.0878533996567709,0.1009407373008062,fftw,-120.685,585.7580881118774,theta-knl,64,64,False,2,4,256.0
float,512,-reorder,-a2av,-p2p_pl,-slabs,-r2c_dir 0,0.9605632982125638,0.100850190065542,0.0534541288214748,fftw,-123.208,600.3605239391327,theta-knl,64,64,False,2,4,256.0
float,512,-reorder,-a2av,-p2p_pl,-slabs,-r2c_dir 0,0.9997122911597104,0.0648251518257921,0.0021203537122433,fftw,-111.901,616.1542477607727,theta-knl,64,64,False,2,4,256.0
float,512,-reorder,-a2a,-p2p_pl,-pencils,-r2c_dir 0,0.9931898225969495,0.0932968966718175,0.09590877654366,fftw,-116.907,630.0541484355927,theta-knl,64,64,False,2,4,256.0
float,512,-reorder,-a2av,-p2p_pl,-slabs,-r2c_dir 0,0.8986433291974395,0.094459766106287,0.4055972427142907,fftw,-120.605,645.3538336753845,theta-knl,64,64,False,2,4,256.0
float,512,-reorder,-a2av, ,-slabs,-r2c_dir 0,0.8682858102835288,0.0861577851839465,0.461540218526269,fftw,-116.918,658.9131736755371,theta-knl,64,64,False,2,4,256.0
float,512,-reorder,-a2av,-p2p_pl,-slabs,-r2c_dir 0,0.973425868486099,0.0808911435608892,0.286822060850213,fftw,-120.27,672.8546552658081,theta-knl,64,64,False,2,4,256.0
float,512,-reorder,-a2av,-p2p_pl,-slabs,-r2c_dir 0,0.5286428564879765,0.0622120910650737,0.3889896759410289,fftw,-120.563,690.5559241771698,theta-knl,64,64,False,2,4,256.0
float,512,-reorder,-a2a,-p2p_pl,-slabs,-r2c_dir 0,0.4130298596681765,0.0757215222445887,0.2409083933743329,fftw,-113.289,703.9566915035248,theta-knl,64,64,False,2,4,256.0
float,512,-reorder,-a2av,-p2p_pl,-slabs,-r2c_dir 0,0.6390525172781856,0.0992647445557535,0.0890729814618186,fftw,-119.806,717.8587498664856,theta-knl,64,64,False,2,4,256.0
float,512,-reorder,-a2a,-p2p_pl,-slabs,-r2c_dir 0,0.5690341200939835,0.0440952634972516,0.0134227216990781,fftw,-117.843,734.9540102481842,theta-knl,64,64,False,2,4,256.0
float,512,-reorder,-a2av, ,-pencils,-r2c_dir 0,0.7605042576539359,0.0503644959040134,0.0050536361892957,fftw,-112.073,747.3593499660492,theta-knl,64,64,False,2,4,256.0
float,512,-reorder,-a2a, ,-slabs,-r2c_dir 0,0.5285830211984939,0.0864897271518263,0.0288106312030445,fftw,-109.794,762.504584312439,theta-knl,64,64,False,2,4,256.0
float,512,-reorder,-a2a,-p2p_pl,-slabs,-r2c_dir 0,0.4019484819511842,0.0848456023425588,0.0364270743906088,fftw,-113.414,776.6568398475647,theta-knl,64,64,False,2,4,256.0
float,512,-reorder, , ,-slabs,-r2c_dir 0,0.592724237456051,0.0189503829846988,0.0232197035113803,fftw,-109.028,789.7055625915527,theta-knl,64,64,False,2,4,256.0
float,512,-reorder,-a2av,-p2p_pl,-slabs,-r2c_dir 0,0.8605561601809112,0.0617643389135579,0.4683502680450438,fftw,-120.504,806.6541659832001,theta-knl,64,64,False,2,4,256.0
float,512,-reorder,-a2a,-p2p_pl,-slabs,-r2c_dir 0,0.8464354031041211,0.0566600511815309,0.0755887954159958,fftw,-120.395,821.0581476688385,theta-knl,64,64,False,2,4,256.0
float,512,-reorder,-a2av,-p2p_pl,-slabs,-r2c_dir 0,0.9168429436046162,0.1047903109594743,0.3158381106322862,fftw,-122.916,837.1539661884308,theta-knl,64,64,False,2,4,256.0
float,512,-reorder, ,-p2p_pl,-slabs,-r2c_dir 0,0.9675109138831816,0.0849072828057373,0.8036888423834764,fftw,-113.361,852.7541246414185,theta-knl,64,64,False,2,4,256.0
float,512,-reorder,-a2a,-p2p_pl,-slabs,-r2c_dir 0,0.8709421526754881,0.0776997380300943,0.6876089860408456,fftw,-111.195,868.5539469718933,theta-knl,64,64,False,2,4,256.0
float,512,-reorder,-a2av,-p2p_pl,-slabs,-r2c_dir 0,0.8946026857857413,0.0921463575275123,0.7319644162887623,fftw,-113.438,886.1541306972504,theta-knl,64,64,False,2,4,256.0
float,512,-reorder,-a2a, ,-slabs,-r2c_dir 0,0.9391334348442444,0.0892093188225242,0.9031811660869872,fftw,-106.817,900.3576893806458,theta-knl,64,64,False,2,4,256.0
float,512,-reorder, ,-p2p_pl,-slabs,-r2c_dir 0,0.9528261930225228,0.1481255496436415,0.2855104021984246,fftw,-116.602,914.7588942050934,theta-knl,64,64,False,2,4,256.0
float,512,-reorder,-a2av,-p2p_pl,-slabs,-r2c_dir 0,0.9247962919896932,0.086289489867767,0.0678766858952603,fftw,-121.127,927.3627426624298,theta-knl,64,64,False,2,4,256.0
float,512,-reorder,-a2a,-p2p_pl,-slabs,-r2c_dir 0,0.8827746399925226,0.0930671242627063,0.3509778820832013,fftw,-113.837,942.6578576564788,theta-knl,64,64,False,2,4,256.0
float,512,-reorder, ,-p2p_pl,-slabs,-r2c_dir 0,0.8461784731406329,0.1101095674801406,0.6289209517814683,fftw,-113.666,956.6049251556396,theta-knl,64,64,False,2,4,256.0
float,512,-reorder,-a2av,-p2p_pl,-slabs,-r2c_dir 0,0.991099055563179,0.0337090363661752,0.0993785931058511,fftw,-122.675,968.9631366729736,theta-knl,64,64,False,2,4,256.0
float,512,-reorder, , ,-slabs,-r2c_dir 0,0.9792793304187696,0.1756721015257364,0.1481945439723425,fftw,-103.079,983.6539375782012,theta-knl,64,64,False,2,4,256.0
float,512,-reorder,-a2av,-p2p_pl,-slabs,-r2c_dir 0,0.999737266023402,0.0672390538711587,0.1415090175098736,fftw,-114.088,997.5653872489928,theta-knl,64,64,False,2,4,256.0
float,512,-reorder, ,-p2p_pl,-pencils,-r2c_dir 0,0.941890928655152,0.127722856154169,0.0628929633124827,fftw,-119.674,1009.9083182811736,theta-knl,64,64,False,2,4,256.0
float,512,-reorder, ,-p2p_pl,-slabs,-r2c_dir 0,0.5318492154054687,0.029947102138835,0.2716284624872211,fftw,-113.632,1027.655169725418,theta-knl,64,64,False,2,4,256.0
float,512,-reorder,-a2av,-p2p_pl,-slabs,-r2c_dir 0,0.9964856443631857,0.1083474147533294,0.8608894860695926,fftw,-111.696,1041.555005788803,theta-knl,64,64,False,2,4,256.0
float,512,-reorder,-a2a,-p2p_pl,-pencils,-r2c_dir 0,0.9995807480861064,0.0489710472815539,0.1032561359275844,fftw,-116.67,1056.1540505886078,theta-knl,64,64,False,2,4,256.0
float,512,-reorder, ,-p2p_pl,-slabs,-r2c_dir 0,0.9397895793972938,0.0305979102945125,0.3748261906730058,fftw,-122.054,1069.408288478851,theta-knl,64,64,False,2,4,256.0
float,512,-reorder,-a2a,-p2p_pl,-slabs,-r2c_dir 0,0.9615080576630546,0.0697786485014333,0.3754150512371682,fftw,-116.798,1085.704694032669,theta-knl,64,64,False,2,4,256.0
float,512,-reorder,-a2a,-p2p_pl,-slabs,-r2c_dir 0,0.9414404285075888,0.0799305924046955,0.1335441729091251,fftw,-114.454,1102.554530620575,theta-knl,64,64,False,2,4,256.0
float,512,-reorder, ,-p2p_pl,-slabs,-r2c_dir 0,0.9545753061041838,0.0307664987380605,0.0369383338390646,fftw,-121.041,1119.3540053367617,theta-knl,64,64,False,2,4,256.0
float,512,-reorder, ,-p2p_pl,-slabs,-r2c_dir 0,0.8715764889202624,0.0810784837002471,0.0406055750866897,fftw,-121.14,1135.40664601326,theta-knl,64,64,False,2,4,256.0
float,512,-reorder, ,-p2p_pl,-slabs,-r2c_dir 0,0.9129364521805524,0.0128540369341246,0.0792884386016955,fftw,-121.353,1149.0551102161407,theta-knl,64,64,False,2,4,256.0
float,512,-reorder,-a2a,-p2p_pl,-pencils,-r2c_dir 0,0.9705442112290658,0.1092600101770384,0.276473467556386,fftw,-116.702,1161.7088515758514,theta-knl,64,64,False,2,4,256.0
float,512,-reorder,-a2a,-p2p_pl,-slabs,-r2c_dir 0,0.4950220494700963,0.1205336784362993,0.2587610584271128,fftw,-113.315,1176.057769060135,theta-knl,64,64,False,2,4,256.0
float,512,-reorder,-a2av,-p2p_pl,-pencils,-r2c_dir 0,0.890021069465111,0.1154189464966775,0.2697825957342649,fftw,-116.854,1188.6590082645416,theta-knl,64,64,False,2,4,256.0
float,512,-reorder, ,-p2p_pl,-pencils,-r2c_dir 0,0.8168105823278548,0.1220638921730636,0.4576626051896383,fftw,-116.388,1203.1543638706207,theta-knl,64,64,False,2,4,256.0
float,512,-reorder, ,-p2p_pl,-slabs,-r2c_dir 0,0.9574099181310048,0.1176987718073642,0.0385908426299528,fftw,-122.686,1216.8547220230105,theta-knl,64,64,False,2,4,256.0
float,512,-reorder,-a2av,-p2p_pl,-slabs,-r2c_dir 0,0.9879225330238904,0.1140993981406257,0.1359166420076405,fftw,-121.303,1235.2590019702911,theta-knl,64,64,False,2,4,256.0
float,512,-reorder, ,-p2p_pl,-pencils,-r2c_dir 0,0.989134456014661,0.1171689109918542,0.1572938479617384,fftw,-116.013,1251.206562280655,theta-knl,64,64,False,2,4,256.0
float,512,-reorder,-a2av,-p2p_pl,-slabs,-r2c_dir 0,0.9879191343317086,0.1366404397614029,0.2381721714629348,fftw,-109.856,1263.3650426864624,theta-knl,64,64,False,2,4,256.0
float,512,-reorder,-a2av,-p2p_pl,-slabs,-r2c_dir 0,0.9525954390569616,0.1550603237423422,0.4865022520461884,fftw,-115.589,1277.6704859733582,theta-knl,64,64,False,2,4,256.0
float,512,-reorder, ,-p2p_pl,-slabs,-r2c_dir 0,0.9494067091746358,0.0646733645284334,0.4122066991654931,fftw,-114.007,1292.068522453308,theta-knl,64,64,False,2,4,256.0
float,512,-reorder,-a2av, ,-slabs,-r2c_dir 0,0.91253693938961,0.0950260009204029,0.4096902490002717,fftw,-115.757,1307.157793521881,theta-knl,64,64,False,2,4,256.0
float,512,-reorder,-a2av,-p2p_pl,-slabs,-r2c_dir 0,0.5112478490236445,0.0462854342810511,0.5435220331315579,fftw,-111.187,1320.5543341636658,theta-knl,64,64,False,2,4,256.0
float,512,-reorder,-a2a,-p2p_pl,-slabs,-r2c_dir 0,0.5071466923423373,0.0183756826792145,0.380150228723905,fftw,-118.542,1335.455069065094,theta-knl,64,64,False,2,4,256.0
float,512,-reorder,-a2av,-p2p_pl,-slabs,-r2c_dir 0,0.4671919593842745,0.0698701299423294,0.4924164564028931,fftw,-115.515,1350.4543101787567,theta-knl,64,64,False,2,4,256.0
float,512,-reorder,-a2av,-p2p_pl,-slabs,-r2c_dir 0,0.5266272521123017,0.1163232840083251,0.2585161486734884,fftw,-120.106,1364.0545134544373,theta-knl,64,64,False,2,4,256.0
float,512,-reorder, ,-p2p_pl,-slabs,-r2c_dir 0,0.6036248789060346,0.1186745199163015,0.3033199321047625,fftw,-120.064,1377.9542317390442,theta-knl,64,64,False,2,4,256.0
float,512,-reorder, ,-p2p_pl,-slabs,-r2c_dir 0,0.9850380688598496,0.0289328193931704,0.1727515419013049,fftw,-120.712,1392.1542477607727,theta-knl,64,64,False,2,4,256.0
float,512,-reorder,-a2a,-p2p_pl,-pencils,-r2c_dir 0,0.9668397470977458,0.0289887047375347,0.043964510272252,fftw,-116.718,1406.204184293747,theta-knl,64,64,False,2,4,256.0
float,512,-reorder,-a2av,-p2p_pl,-pencils,-r2c_dir 0,0.7747794316615328,0.0068599550602294,0.0239803624472355,fftw,-108.182,1420.8549618721008,theta-knl,64,64,False,2,4,256.0
float,512,-reorder, ,-p2p_pl,-pencils,-r2c_dir 0,0.8241692210347085,0.048888379567651,0.0211645777309072,fftw,-116.249,1433.9580519199371,theta-knl,64,64,False,2,4,256.0
float,512,-reorder,-a2a,-p2p_pl,-slabs,-r2c_dir 0,0.7722950446628071,0.0985138933118857,0.0219086839040485,fftw,-112.545,1445.0603528022766,theta-knl,64,64,False,2,4,256.0
