p0,p1,p2,p3,p4,p5,p6,p7,p8,p9,p7_float,p8_float,p9_float,c0,FLOPS,elapsed_sec,machine_identifier,mpi_ranks,threads_per_node,ranks_per_node,gpu_enabled,libE_id,libE_workers
float,64,-reorder, , ,-pencils,-r2c_dir 1,32 8 8,8 16 16,2,0.3116883116883117,0.5194805194805194,0.0,fftw,-1.54966,35.45503902435303,theta-knl,2048,256,64,False,2,4
float,64,-reorder, , ,-pencils,-r2c_dir 1,32 8 8,64 16 2,4,0.3116883116883117,0.2077922077922078,1.0,fftw,-5.11155,34.7015745639801,theta-knl,2048,256,64,False,3,4
float,64,-reorder, ,-p2p,-pencils,-r2c_dir 0,32 8 8,64 16 2,2,0.3116883116883117,0.2077922077922078,0.0,fftw,-3.76013,34.45252990722656,theta-knl,2048,256,64,False,4,4
float,64,-reorder,-a2a,-p2p_pl,-pencils,-r2c_dir 1,32 8 8,32 32 2,2,0.3116883116883117,0.2857142857142857,0.0,fftw,-4.69295,34.80332660675049,theta-knl,2048,256,64,False,5,4
float,64,-no-reorder, ,-p2p,-pencils,-r2c_dir 1,32 16 4,64 16 2,2,0.2987012987012987,0.2077922077922078,0.0,fftw,-4.44646,50.88725090026856,theta-knl,2048,256,64,False,2,4
float,64,-reorder,-a2a, ,-pencils,-r2c_dir 1,16 16 8,64 16 2,2,0.4025974025974026,0.2077922077922078,0.0,fftw,-2.97354,57.10190749168396,theta-knl,2048,256,64,False,3,4
float,64,-reorder, , ,-pencils,-r2c_dir 1,32 8 8,64 16 2,2,0.3116883116883117,0.2077922077922078,0.0,fftw,-3.1074,57.11737251281738,theta-knl,2048,256,64,False,4,4
float,64,-reorder, , ,-pencils,-r2c_dir 1,32 8 8,32 32 2,2,0.3116883116883117,0.2857142857142857,0.0,fftw,-4.32725,58.596017837524414,theta-knl,2048,256,64,False,5,4
float,64,-reorder, ,-p2p_pl,-pencils,-r2c_dir 1,32 32 2,64 16 2,2,0.2857142857142857,0.2077922077922078,0.0,fftw,-3.82214,67.38334631919861,theta-knl,2048,256,64,False,2,4
float,64,-reorder, ,-p2p,-pencils,-r2c_dir 1,16 16 8,64 16 2,4,0.4025974025974026,0.2077922077922078,1.0,fftw,-5.63589,73.65117526054382,theta-knl,2048,256,64,False,3,4
float,64,-reorder, , ,-pencils,-r2c_dir 1,16 16 8,64 16 2,4,0.4025974025974026,0.2077922077922078,1.0,fftw,-3.28772,78.08025765419006,theta-knl,2048,256,64,False,4,4
float,64,-reorder,-a2a, ,-pencils,-r2c_dir 1,32 8 8,64 16 2,2,0.3116883116883117,0.2077922077922078,0.0,fftw,-2.35339,77.9979236125946,theta-knl,2048,256,64,False,5,4
float,64,-reorder, , ,-pencils,-r2c_dir 1,32 32 2,64 16 2,2,0.2857142857142857,0.2077922077922078,0.0,fftw,-9.80909,84.02676510810852,theta-knl,2048,256,64,False,2,4
float,64,-reorder, , ,-pencils,-r2c_dir 1,16 16 8,64 16 2,2,0.4025974025974026,0.2077922077922078,0.0,fftw,-10.1746,90.26972436904909,theta-knl,2048,256,64,False,3,4
float,64,-reorder, , ,-pencils,-r2c_dir 1,32 16 4,8 16 16,2,0.2987012987012987,0.5194805194805194,0.0,fftw,-1.57421,95.46378254890442,theta-knl,2048,256,64,False,4,4
