p0,p1x,p1y,p1z,p2,p3,p4,p5,p6,p7,p8,p9,p7_float,p8_float,p9_float,c0,FLOPS,elapsed_sec,machine_identifier,mpi_ranks,threads_per_node,ranks_per_node,gpu_enabled,libE_id,libE_workers
float,1024,1024,1024, , , , , ,8 8 1,8 8 1,8,0.2222222222222222,0.2222222222222222,0.5,cufft,-1965.91,10.327646017074583,polaris-gpu,64,64,4,True,2,4
float,1024,1024,1024,-no-reorder, , , ,-r2c_dir 1,16 2 2,4 4 4,8,0.14814814814814814,0.4444444444444444,0.5,cufft,-1641.61,10.33061671257019,polaris-gpu,64,64,4,True,3,4
double,1024,1024,1024,-no-reorder,-a2a, ,-pencils, ,8 8 1,16 4 1,12,0.2222222222222222,0.1111111111111111,0.75,cufft,-243.061,18.537167072296143,polaris-gpu,64,64,4,True,4,4
double,1024,1024,1024,-reorder,-a2a,-p2p,-slabs,-r2c_dir 0,4 4 4,32 2 1,2,0.4444444444444444,0.037037037037037035,0.0,cufft,-371.549,14.73082184791565,polaris-gpu,64,64,4,True,5,4
double,1024,1024,1024, ,-a2a, ,-pencils,-r2c_dir 0,4 4 4,4 4 4,12,0.4444444444444444,0.4444444444444444,0.75,cufft,-130.03,31.249279499053955,polaris-gpu,64,64,4,True,2,4
double,1024,1024,1024, , , ,-slabs,-r2c_dir 0,8 8 1,16 2 2,16,0.2222222222222222,0.14814814814814814,1.0,cufft,-741.635,18.6926691532135,polaris-gpu,64,64,4,True,3,4
double,1024,1024,1024, ,-a2av,-p2p_pl,-pencils,-r2c_dir 2,32 2 1,4 4 4,2,0.037037037037037035,0.4444444444444444,0.0,cufft,-513.008,23.445636749267575,polaris-gpu,64,64,4,True,5,4
double,1024,1024,1024,-reorder, ,-p2p_pl, ,-r2c_dir 2,16 2 2,4 4 4,8,0.14814814814814814,0.4444444444444444,0.5,cufft,-1168.97,24.90136957168579,polaris-gpu,64,64,4,True,3,4
double,1024,1024,1024,-reorder, , , ,-r2c_dir 0,32 2 1,8 8 1,4,0.037037037037037035,0.2222222222222222,0.25,cufft,-770.62,27.246102333068848,polaris-gpu,64,64,4,True,4,4
double,1024,1024,1024, , ,-p2p_pl, ,-r2c_dir 2,16 2 2,16 2 2,8,0.14814814814814814,0.14814814814814814,0.5,cufft,-1149.66,29.78834867477417,polaris-gpu,64,64,4,True,5,4
double,1024,1024,1024,-reorder, , , ,-r2c_dir 1,8 8 1,4 4 4,8,0.2222222222222222,0.4444444444444444,0.5,cufft,-798.562,32.281243085861206,polaris-gpu,64,64,4,True,3,4
double,1024,1024,1024,-no-reorder, , , ,-r2c_dir 1,64 1 1,4 4 4,8,0.0,0.4444444444444444,0.5,cufft,-1196.82,34.00856256484985,polaris-gpu,64,64,4,True,4,4
double,1024,1024,1024, , ,-p2p, ,-r2c_dir 1,16 2 2,16 2 2,8,0.14814814814814814,0.14814814814814814,0.5,cufft,-725.984,37.10356545448303,polaris-gpu,64,64,4,True,5,4
double,1024,1024,1024, , ,-p2p, , ,16 2 2,8 4 2,8,0.14814814814814814,0.25925925925925924,0.5,cufft,-547.466,39.37094044685364,polaris-gpu,64,64,4,True,2,4
double,1024,1024,1024, , , , ,-r2c_dir 2,8 8 1,8 4 2,8,0.2222222222222222,0.25925925925925924,0.5,cufft,-1104.44,39.07082438468933,polaris-gpu,64,64,4,True,3,4
double,1024,1024,1024,-no-reorder,-a2av, , ,-r2c_dir 1,16 2 2,4 4 4,12,0.14814814814814814,0.4444444444444444,0.75,cufft,-654.5,41.88081216812134,polaris-gpu,64,64,4,True,4,4
float,1024,1024,1024,-no-reorder, , , , ,16 2 2,8 8 1,4,0.14814814814814814,0.2222222222222222,0.25,cufft,-1509.23,43.34619188308716,polaris-gpu,64,64,4,True,5,4
